r_kib,latency_asc_ms,latency_desc_ms,latency_ms,direction_half_span_ms,l_over_r_ms_per_kib,logical_throughput_mib_s
292,0.051247777530915806,0.05107639997159863,0.05116208875125722,8.568877965858812e-05,0.00017521263270978498,5573.584991543035
296,0.051091703888642995,0.05137594239862469,0.05123382314363384,0.00014211925499084746,0.00017308724035011431,5642.024784869447
300,0.054324403411563874,0.05293183925954623,0.05362812133555506,0.0006962820760088202,0.0001787604044518502,5462.968731775503
304,0.055621527810148085,0.05539566102113554,0.05550859441564181,0.00011293339450627396,0.0001825940605777691,5348.2708961613225
308,0.06089095792315016,0.06063573993199803,0.060763348927574096,0.0001276089955760673,0.00019728360041420162,4950.043987182329
312,0.059467127761563134,0.06018438030796951,0.059825754034766324,0.00035862627320318655,0.00019174921164989207,5092.915332465982
316,0.05842565531437017,0.05706493334991409,0.05774529433214213,0.0006803609822280399,0.00018273827320298142,5344.050170131886
320,0.05638434055155405,0.05655813317246146,0.05647123686200775,8.689631045370391e-05,0.00017647261519377423,5533.790605005168
324,0.0576803473055001,0.05840448409873271,0.05804241570211641,0.0003620683966163059,0.00017914325833986544,5451.293612999344
328,0.05905622392344115,0.05969942867427677,0.05937782629885896,0.0003216023754178121,0.00018102995822822854,5394.480060415336
332,0.06182745312107926,0.06003118250534895,0.060929317813214104,0.0008981353078651548,0.00018352204160606658,5321.227311192458
336,0.05962996484350152,0.05998756093049351,0.05980876288699752,0.00017879804349599585,0.00017800227049701644,5486.236199534143
340,0.061177490895827136,0.06070537938336851,0.06094143513959782,0.00023605575622931418,0.00017923951511646417,5448.3661114875285
344,0.0618049798791417,0.06240201628966657,0.062103498084404136,0.0002985182052624366,0.0001805334246639655,5409.316872029193
348,0.06278091767668036,0.06463947915093145,0.0637101984138059,0.0009292807371255457,0.00018307528279829283,5334.212707872472
352,0.06912119119250743,0.06777242707859694,0.06844680913555218,0.0006743820569552403,0.0001944511623169096,5022.147918089752
356,0.0644223012476723,0.06397521011492796,0.06419875568130012,0.00022354556637217,0.00018033358337443854,5415.311345376522
360,0.06349561337511091,0.06417996958526662,0.06383779148018875,0.0003421781050778547,0.00017732719855607988,5507.1219077042
364,0.06519660426589051,0.06503875415493494,0.06511767921041273,7.892505547778261e-05,0.00017889472310552947,5458.866997568893
368,0.06483594343008349,0.06640225148176616,0.06561909745592483,0.0007831540258413372,0.0001783127648258827,5476.683068391572
372,0.06646468732218609,0.06616695209124915,0.06631581970671763,0.00014886761546847177,0.00017826833254493986,5478.048097823641
376,0.06761603132386157,0.06703046825719144,0.06732324979052651,0.0002927815333350625,0.00017905119625140028,5454.096484386726
380,0.06765608972346471,0.06833145299129581,0.06799377135738026,0.0003376816339155514,0.00017893097725626384,5457.760947683046
384,0.0666368980728392,0.06785170384656168,0.06724430095970044,0.0006074028868612372,0.00017511536708255323,5576.680769196156
388,0.06909707604271642,0.07111092681670145,0.07010400142970893,0.0010069253869925132,0.00018068041605595085,5404.916157031597
392,0.07229909453387946,0.07127631118161469,0.07178770285774708,0.0005113916761323861,0.00018313189504527315,5332.563722767015
396,0.07295080236782883,0.07282658428030273,0.07288869332406578,6.210904376305337e-05,0.000184062356878954,5305.606841936848
400,0.07235852564826843,0.07206656828462668,0.07221254696644755,0.00014597868182087553,0.00018053136741611887,5409.378513978989
404,0.07351993293778802,0.07341481358601484,0.07346737326190143,5.2559675886590385e-05,0.0001818499338165877,5370.155927496529
408,0.07617631052806788,0.07459366485381687,0.07538498769094237,0.0007913228371255049,0.0001847671266934862,5285.369305006505
412,0.07490754292963103,0.07529824017449105,0.07510289155206104,0.00019534862243000828,0.0001822885717283035,5357.233811977756
