n,trial,spatial_mode,scenario,track,target_fraction,target_importance,row_budget_fraction,row_budget,top_row_budget_importance,row_budget_intrinsically_feasible,method,method_label,family,importance,rows,chunks,two_line_ms,lookup_ms,importance_fraction,importance_overshoot,coverage_met,row_budget_met,valid,runtime_median_ms,runtime_p95_ms,deadline_met,valid_and_deadline_met,fallback_used,fallback_reason,fallback_added_rows,error,deterministic,scalarized_calls,bracket_converged,trim_deletions,chosen_offset,candidate_count,paper_lookup_ms,paper_two_line_ms,supported_lookup_ms,supported_two_line_ms,lookup_saving_vs_paper_pct,two_line_saving_vs_paper_pct,supported_gain_recovery_pct
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,tiles_2s,Tiles (2s),tiles,0.5212654468141051,2160,5,0.7026901705578891,0.7178072398190045,0.5212654468141051,0.0212654468141051,True,False,True,0.073302,0.0890105999999999,True,True,False,,0,,True,0,False,0,0,0,0.5978554584090419,0.611735708771252,0.5809411950054179,0.570938878448231,-20.0636758806497,-14.868260996130257,-709.175318768313
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,paper_bucket64,Paper bucket 64,bucket,0.5060255268707193,1560,24,0.6452549393026215,0.6200217290142854,0.5060255268707193,0.0060255268707193,True,False,True,0.080987,0.0980759999999999,True,True,False,,0,,True,0,False,0,-1,12003,0.5978554584090419,0.611735708771252,0.5809411950054179,0.570938878448231,-3.7076303801307553,-5.479364707791379,-131.05075921008938
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,paper_bucket256,Paper bucket 256,bucket,0.500024234849655,1596,20,0.6096860133217661,0.5908769701593855,0.500024234849655,2.423484965496936e-05,True,False,True,0.0840575,0.095999,True,True,False,,0,,True,0,False,0,-1,12003,0.5978554584090419,0.611735708771252,0.5809411950054179,0.570938878448231,1.1672534140989455,0.33506225320785177,41.258008599778684
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,paper_bucket1024,Paper bucket 1024,bucket,0.5002624134731714,1608,19,0.6015232436228656,0.586131211569719,0.5002624134731714,0.0002624134731713,True,False,True,0.080295,0.0949003999999999,True,True,False,,0,,True,0,False,0,-1,12003,0.5978554584090419,0.611735708771252,0.5809411950054179,0.570938878448231,1.9610503967835813,1.6694243938938147,69.31573997370066
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,paper,Paper,paper,0.4253588763093764,1216,19,0.5062069022379243,0.488873236745599,0.4253588763093764,-0.0746411236906235,False,True,False,0.949966,0.98286815,True,False,True,coverage_shortfall,4,,True,0,False,0,-1,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,0.0,0.0,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,0.5236294095644474,1733,13,0.570938878448231,0.5809411950054179,0.5236294095644474,0.0236294095644473,True,False,False,34.036218000000005,35.0735763,False,False,False,,0,,True,555,False,0,-1,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-18.832685313826936,-12.787651832507363,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,0.6131858134013954,2170,16,0.7119649298402276,0.7254431660305761,0.6131858134013954,0.1131858134013954,True,False,False,0.3325369999999999,0.5156991,True,False,False,,0,,True,4,False,0,-1,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-48.390852986718905,-40.6470213449587,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,0.5236294095644474,1733,13,0.570938878448231,0.5809411950054179,0.5236294095644474,0.0236294095644473,True,False,False,0.631791,0.6649143,True,False,False,,0,,True,8,True,0,-1,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-18.832685313826936,-12.787651832507363,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,0.5236294095644474,1733,13,0.570938878448231,0.5809411950054179,0.5236294095644474,0.0236294095644473,True,False,False,0.6276435,0.6592541,True,False,False,,0,,True,8,True,0,-1,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-18.832685313826936,-12.787651832507363,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,0.5236294095644474,1733,13,0.570938878448231,0.5809411950054179,0.5236294095644474,0.0236294095644473,True,False,False,0.636946,0.8871940999999999,True,False,False,,0,,True,8,True,0,-1,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-18.832685313826936,-12.787651832507363,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,0.5039334638743942,1669,13,0.5524660172731334,0.5636548594046906,0.5039334638743942,0.0039334638743941,True,False,False,0.8711785000000001,0.9790255499999998,True,False,False,,0,,True,8,True,64,-1,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-15.296730734721443,-9.138380932914792,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16_trim256,TD-2L (16) + trim 256,trim,0.5001437263993622,1660,13,0.549937231577371,0.561651433931173,0.5001437263993622,0.0001437263993622,True,False,False,0.923106,0.98143975,True,False,False,,0,,True,8,True,73,-1,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-14.88692604038917,-8.638825181189013,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,tiles_half_s,Tiles (s/2),tiles,0.5134502501663291,1836,13,0.624753428352299,0.6301178456254948,0.5134502501663291,0.013450250166329,True,False,False,0.1286405,0.2200257999999998,True,False,False,,0,,True,0,False,0,0,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-28.891867720178954,-23.418591408035795,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,tiles_s,Tiles (s),tiles,0.5028899401533657,1890,8,0.6148538992381529,0.6266697068603415,0.5028899401533657,0.0028899401533657,True,False,False,0.0908845,0.1207941499999999,True,False,False,,0,,True,0,False,0,0,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-28.186544027659544,-21.46296238156844,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,tiles_2s,Tiles (2s),tiles,0.5212654468141051,2160,5,0.7026901705578891,0.7178072398190045,0.5212654468141051,0.0212654468141051,True,False,False,0.0736074999999999,0.1148866499999999,True,False,False,,0,,True,0,False,0,0,0,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-46.82890898209238,-38.814814150363944,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,paper_bucket64,Paper bucket 64,bucket,0.4406203710774657,1216,24,0.5616099866586934,0.5424492632602627,0.4406203710774657,-0.0593796289225342,False,True,False,0.1805575,0.3115665499999999,True,False,True,coverage_shortfall,4,,True,0,False,0,-1,12003,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-10.959083559434779,-10.944750886610578,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,paper_bucket256,Paper bucket 256,bucket,0.4277354230091498,1216,21,0.5283681360062319,0.5119544149868485,0.4277354230091498,-0.0722645769908502,False,True,False,0.196693,0.3041411,True,False,True,coverage_shortfall,4,,True,0,False,0,-1,12003,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,-4.7213012507903995,-4.377900354644226,
4864,0,random,0,row_budget,0.5,0.5,0.25,1216,0.7851924422901524,True,paper_bucket1024,Paper bucket 1024,bucket,0.424140840968828,1216,19,0.5062069022379243,0.4873225110299378,0.424140840968828,-0.075859159031172,False,True,False,0.1606555,0.2287927,True,False,True,coverage_shortfall,4,,True,0,False,0,-1,12003,0.488873236745599,0.5062069022379243,0.5809411950054179,0.570938878448231,0.3172040519101249,0.0,
4864,0,random,1,coverage,0.7,0.7,0.5,2432,0.9269162014497128,True,paper,Paper,paper,0.7204596920403756,2730,31,1.0073093580538954,0.9827137698363672,0.7204596920403756,0.0204596920403756,True,False,True,4.9799645,5.467891699999999,False,False,False,,0,,True,0,False,0,-1,12003,0.9827137698363672,1.0073093580538954,0.8975627256454756,0.881077292580273,0.0,0.0,0.0
4864,0,random,1,coverage,0.7,0.7,0.5,2432,0.9269162014497128,True,supported_full,Full supported,supported,0.7125679422657561,2678,18,0.881077292580273,0.8975627256454756,0.7125679422657561,0.0125679422657561,True,False,True,33.4281515,34.99467615,False,False,False,,0,,True,555,False,0,-1,0,0.9827137698363672,1.0073093580538954,0.8975627256454756,0.881077292580273,8.664887661548715,12.531608533598915,100.0
4864,0,random,1,coverage,0.7,0.7,0.5,2432,0.9269162014497128,True,td_2l_c4,TD-2L (4),td,0.9164199728297132,3927,27,1.2846781748603242,1.3167585490094451,0.9164199728297132,0.2164199728297133,True,False,True,0.323665,0.4121996999999999,True,True,False,,0,,True,4,False,0,-1,0,0.9827137698363672,1.0073093580538954,0.8975627256454756,0.881077292580273,-33.992072709910246,-27.53561401854745,-392.2967502597108
