n,trial,spatial_mode,scenario,track,target_fraction,target_importance,row_budget_fraction,row_budget,top_row_budget_importance,row_budget_intrinsically_feasible,method,method_label,family,repetition,runtime_ms,deadline_met,valid,error
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,13,33.524361,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,14,33.768277,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,15,33.690011,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,16,33.631001,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,17,33.647501,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,18,33.776613,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,19,33.700681,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,20,33.7219,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,21,33.637052,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,22,33.876099,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,23,33.913539,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,24,33.674111,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,25,33.654204,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,26,33.736107,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,27,34.095078,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,28,33.7375,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,supported_full,Full supported,supported,29,34.739754,False,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,0,0.523989,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,1,0.429522,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,2,0.413903,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,3,0.398766,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,4,0.367958,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,5,0.345576,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,6,0.351487,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,7,0.359332,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,8,0.340937,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,9,0.343042,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,10,0.332712,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,11,0.322984,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,12,0.34756,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,13,0.333583,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,14,0.327652,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,15,0.364892,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,16,0.328805,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,17,0.331319,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,18,0.338884,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,19,0.34215,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,20,0.340868,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,21,0.319958,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,22,0.354102,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,23,0.328594,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,24,0.311853,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,25,0.340296,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,26,0.312264,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,27,0.322413,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,28,0.321672,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c4,TD-2L (4),td,29,0.31042,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,0,0.757917,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,1,0.690631,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,2,0.654924,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,3,0.650886,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,4,0.643212,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,5,0.632282,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,6,0.641399,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,7,0.662859,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,8,0.633534,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,9,0.63653,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,10,0.636861,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,11,0.623075,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,12,0.635918,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,13,0.628004,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,14,0.64722,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,15,0.637071,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,16,0.627303,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,17,0.646719,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,18,0.641349,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,19,0.643103,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,20,0.633164,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,21,0.63117,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,22,0.659863,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,23,0.635919,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,24,0.632633,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,25,0.626792,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,26,0.630628,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,27,0.624327,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,28,0.629467,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8,TD-2L (8),td,29,0.647069,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,0,0.688236,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,1,0.649804,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,2,0.648652,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,3,0.638824,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,4,0.637472,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,5,0.637792,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,6,0.628284,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,7,0.627524,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,8,0.631861,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,9,0.636279,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,10,0.635738,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,11,0.636349,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,12,0.633595,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,13,0.632503,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,14,0.643233,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,15,0.633214,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,16,0.629587,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,17,0.623696,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,18,0.661357,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,19,0.631521,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,20,0.624007,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,21,0.627644,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,22,0.630178,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,23,0.631431,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,24,0.630098,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c16,TD-2L (16),td,25,0.629708,True,True,
