trial,target_cv,spatial_mode,q,top_build_ms,quant_build_ms,quant_peak_states,quant_state_slots
0,1.07,random,1024,0.898358,934.309204,21,2050
0,1.07,random,2048,0.898358,161.774643,2746,4098
0,1.07,random,4096,0.898358,544.11713,8135,8194
0,1.07,random,8192,0.898358,1240.934349,15836,16386
0,1.07,random,16384,0.898358,2587.551518,28703,32770
0,1.07,random,32768,0.898358,5533.021655,46148,65538
0,1.07,random,65536,0.898358,10911.008316,72800,131074
0,1.07,random,131072,0.898358,24497.465442,99503,262146
0,1.07,local,1024,0.923455,37.699609,258,2050
0,1.07,local,2048,0.923455,121.161311,1840,4098
0,1.07,local,4096,0.923455,398.290335,6734,8194
0,1.07,local,8192,0.923455,1106.657043,14378,16386
0,1.07,local,16384,0.923455,2178.037543,23490,32770
0,1.07,local,32768,0.923455,4032.25798,34927,65538
0,1.07,local,65536,0.923455,7608.616596,52747,131074
0,1.07,local,131072,0.923455,15279.487489,72328,262146
0,1.07,hot-cold,1024,0.892818,61.804797,662,2050
0,1.07,hot-cold,2048,0.892818,211.157751,2758,4098
0,1.07,hot-cold,4096,0.892818,552.812517,7373,8194
0,1.07,hot-cold,8192,0.892818,1511.499118,15175,16386
0,1.07,hot-cold,16384,0.892818,3458.323608,23433,32770
0,1.07,hot-cold,32768,0.892818,6331.187219,30943,65538
0,1.07,hot-cold,65536,0.892818,9942.333794,35292,131074
0,1.07,hot-cold,131072,0.892818,15121.697951,37012,262146
0,1.25,random,1024,0.901494,30.181311,64,2050
0,1.25,random,2048,0.901494,179.276976,2832,4098
0,1.25,random,4096,0.901494,542.647945,7896,8194
0,1.25,random,8192,0.901494,1232.731503,15541,16386
0,1.25,random,16384,0.901494,2638.228033,27306,32770
0,1.25,random,32768,0.901494,5585.945503,45134,65538
0,1.25,random,65536,0.901494,11481.013377,76397,131074
0,1.25,random,131072,0.901494,24264.659268,111653,262146
0,1.25,local,1024,0.886176,36.222359,297,2050
0,1.25,local,2048,0.886176,123.173129,1949,4098
0,1.25,local,4096,0.886176,385.38422,6247,8194
0,1.25,local,8192,0.886176,995.97934,13286,16386
0,1.25,local,16384,0.886176,2022.672406,21117,32770
0,1.25,local,32768,0.886176,3790.773704,32368,65538
0,1.25,local,65536,0.886176,7153.857414,48962,131074
0,1.25,local,131072,0.886176,17418.546474,68478,262146
0,1.25,hot-cold,1024,1.05416,69.389499,812,2050
0,1.25,hot-cold,2048,1.05416,214.260009,3033,4098
0,1.25,hot-cold,4096,1.05416,567.020604,7380,8194
0,1.25,hot-cold,8192,1.05416,1501.910433,14888,16386
0,1.25,hot-cold,16384,1.05416,3458.252505,22639,32770
0,1.25,hot-cold,32768,1.05416,6255.034342,30176,65538
0,1.25,hot-cold,65536,1.05416,9239.731818,35246,131074
0,1.25,hot-cold,131072,1.05416,15013.296312,37748,262146
0,1.44,random,1024,0.898239,31.710879,116,2050
0,1.44,random,2048,0.898239,156.882633,2604,4098
0,1.44,random,4096,0.898239,534.145209,7966,8194
0,1.44,random,8192,0.898239,1201.550624,15565,16386
0,1.44,random,16384,0.898239,2560.88326,27672,32770
0,1.44,random,32768,0.898239,5230.485454,46031,65538
0,1.44,random,65536,0.898239,10359.467385,75076,131074
0,1.44,random,131072,0.898239,20529.043075,112023,262146
0,1.44,local,1024,0.891455,46.123268,530,2050
0,1.44,local,2048,0.891455,132.721941,2190,4098
0,1.44,local,4096,0.891455,373.200446,6020,8194
0,1.44,local,8192,0.891455,942.9884,12900,16386
0,1.44,local,16384,0.891455,1996.810004,21290,32770
0,1.44,local,32768,0.891455,3826.622916,32232,65538
0,1.44,local,65536,0.891455,7322.924864,48263,131074
0,1.44,local,131072,0.891455,15142.185371,66440,262146
0,1.44,hot-cold,1024,0.933304,81.581158,948,2050
0,1.44,hot-cold,2048,0.933304,223.276084,3079,4098
0,1.44,hot-cold,4096,0.933304,569.818601,7336,8194
0,1.44,hot-cold,8192,0.933304,1491.26393,14355,16386
0,1.44,hot-cold,16384,0.933304,3371.091,22670,32770
0,1.44,hot-cold,32768,0.933304,6343.609669,30862,65538
0,1.44,hot-cold,65536,0.933304,9682.498984,37361,131074
0,1.44,hot-cold,131072,0.933304,17976.238767,41226,262146
0,2.48,random,1024,0.967678,44.037711,399,2050
0,2.48,random,2048,0.967678,160.220299,2365,4098
0,2.48,random,4096,0.967678,518.884966,7440,8194
0,2.48,random,8192,0.967678,1225.614716,14578,16386
0,2.48,random,16384,0.967678,2598.717741,25193,32770
0,2.48,random,32768,0.967678,5406.547862,42618,65538
0,2.48,random,65536,0.967678,10465.60704,73011,131074
0,2.48,random,131072,0.967678,21647.23622,117251,262146
0,2.48,local,1024,0.865076,51.270535,792,2050
0,2.48,local,2048,0.865076,126.636751,2182,4098
0,2.48,local,4096,0.865076,343.266898,5440,8194
0,2.48,local,8192,0.865076,744.980448,10502,16386
0,2.48,local,16384,0.865076,1585.049772,17701,32770
0,2.48,local,32768,0.865076,3105.895834,26904,65538
0,2.48,local,65536,0.865076,5582.908197,40397,131074
0,2.48,local,131072,0.865076,11199.245993,56771,262146
0,2.48,hot-cold,1024,0.900372,92.923229,1092,2050
0,2.48,hot-cold,2048,0.900372,241.42804,3063,4098
0,2.48,hot-cold,4096,0.900372,590.771681,6930,8194
0,2.48,hot-cold,8192,0.900372,1391.229985,12662,16386
0,2.48,hot-cold,16384,0.900372,3270.011842,21007,32770
0,2.48,hot-cold,32768,0.900372,6428.305187,30260,65538
0,2.48,hot-cold,65536,0.900372,10798.354262,38835,131074
0,2.48,hot-cold,131072,0.900372,18238.962227,45699,262146
0,3.3,random,1024,0.895162,47.996487,571,2050
0,3.3,random,2048,0.895162,154.526641,2340,4098
0,3.3,random,4096,0.895162,477.178731,6940,8194
0,3.3,random,8192,0.895162,1129.656585,13764,16386
0,3.3,random,16384,0.895162,2432.1756,23346,32770
0,3.3,random,32768,0.895162,5008.104492,39898,65538
0,3.3,random,65536,0.895162,9854.995239,68092,131074
0,3.3,random,131072,0.895162,20964.092037,111168,262146
0,3.3,local,1024,0.889582,60.822843,863,2050
0,3.3,local,2048,0.889582,147.597154,2366,4098
0,3.3,local,4096,0.889582,349.283199,5106,8194
0,3.3,local,8192,0.889582,751.085725,9208,16386
0,3.3,local,16384,0.889582,1550.498565,15275,32770
0,3.3,local,32768,0.889582,3089.022477,23916,65538
0,3.3,local,65536,0.889582,5725.736342,35259,131074
0,3.3,local,131072,0.889582,11444.998836,48795,262146
0,3.3,hot-cold,1024,0.884563,96.613064,1173,2050
0,3.3,hot-cold,2048,0.884563,242.511584,3151,4098
0,3.3,hot-cold,4096,0.884563,587.300485,6658,8194
0,3.3,hot-cold,8192,0.884563,1350.26265,11594,16386
0,3.3,hot-cold,16384,0.884563,3049.71244,18710,32770
0,3.3,hot-cold,32768,0.884563,6188.123405,27540,65538
0,3.3,hot-cold,65536,0.884563,9983.018621,36336,131074
0,3.3,hot-cold,131072,0.884563,15885.056397,44554,262146
0,4.55,random,1024,0.896465,51.448597,670,2050
0,4.55,random,2048,0.896465,146.31571,2240,4098
0,4.55,random,4096,0.896465,436.427951,6109,8194
0,4.55,random,8192,0.896465,1048.835768,12703,16386
0,4.55,random,16384,0.896465,2237.549016,22188,32770
0,4.55,random,32768,0.896465,4607.06442,37243,65538
0,4.55,random,65536,0.896465,9287.648075,60336,131074
0,4.55,random,131072,0.896465,19242.540885,98626,262146
0,4.55,local,1024,0.850509,56.332463,900,2050
0,4.55,local,2048,0.850509,131.504406,1967,4098
0,4.55,local,4096,0.850509,298.372085,4170,8194
0,4.55,local,8192,0.850509,624.937567,7760,16386
0,4.55,local,16384,0.850509,1307.338119,13025,32770
0,4.55,local,32768,0.850509,2588.578507,19964,65538
0,4.55,local,65536,0.850509,5018.484616,29627,131074
0,4.55,local,131072,0.850509,10658.885955,42206,262146
0,4.55,hot-cold,1024,0.890533,92.055619,1100,2050
0,4.55,hot-cold,2048,0.890533,237.845065,2788,4098
0,4.55,hot-cold,4096,0.890533,580.28114,5854,8194
0,4.55,hot-cold,8192,0.890533,1235.173115,10567,16386
0,4.55,hot-cold,16384,0.890533,2801.100437,17081,32770
0,4.55,hot-cold,32768,0.890533,5845.44112,25786,65538
0,4.55,hot-cold,65536,0.890533,10312.737294,36411,131074
0,4.55,hot-cold,131072,0.890533,18239.066521,47576,262146
0,9.19,random,1024,0.892167,57.122199,750,2050
0,9.19,random,2048,0.892167,139.519592,1856,4098
0,9.19,random,4096,0.892167,345.903464,4570,8194
0,9.19,random,8192,0.892167,814.259761,9505,16386
0,9.19,random,16384,0.892167,1775.366604,16863,32770
0,9.19,random,32768,0.892167,3681.886558,28214,65538
0,9.19,random,65536,0.892167,7549.23656,46848,131074
0,9.19,random,131072,0.892167,15334.543297,77856,262146
0,9.19,local,1024,0.872109,49.309942,812,2050
0,9.19,local,2048,0.872109,106.251112,1652,4098
0,9.19,local,4096,0.872109,220.478527,3089,8194
0,9.19,local,8192,0.872109,453.261534,5156,16386
0,9.19,local,16384,0.872109,925.60466,8355,32770
0,9.19,local,32768,0.872109,1832.249204,12901,65538
0,9.19,local,65536,0.872109,3675.161172,20102,131074
0,9.19,local,131072,0.872109,7994.186142,28924,262146
0,9.19,hot-cold,1024,0.885304,89.435093,1093,2050
0,9.19,hot-cold,2048,0.885304,211.281944,2520,4098
0,9.19,hot-cold,4096,0.885304,480.639528,5020,8194
0,9.19,hot-cold,8192,0.885304,1009.171298,8653,16386
0,9.19,hot-cold,16384,0.885304,2231.324065,14599,32770
0,9.19,hot-cold,32768,0.885304,4975.811465,23112,65538
0,9.19,hot-cold,65536,0.885304,9815.346829,33668,131074
0,9.19,hot-cold,131072,0.885304,19004.564415,45453,262146
