trial,target_cv,spatial_mode,budget_fraction,budget_rows,q,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,single_importance,single_rows,single_chunks,single_aff_ms,single_runtime_ms,top_importance,top_rows,top_chunks,top_aff_ms,top_runtime_ms,quant_importance,quant_rows,quant_chunks,quant_aff_ms,quant_runtime_ms,quant_build_ms,quant_one_query_ms,quant_amortized_ms,quant_full_mask,paper_extra_vs_quant_pct,quant_strictly_beats_paper,quant_nonworse_than_paper,paper_extra_vs_top_pct,paper_extra_vs_single_pct
0,1.07,random,0.125,1792,1024,0.20630369884966726,1792,107,3.1814500474414293,5.661068,0.20635597870114172,2851,1,3.199849580815366,4.392437,0.20643796888446547,657,626,7.621410216835082,0.057337,1.0,14336,1,16.045843008415762,0.006933,934.309204,934.316137,66.74330471428571,True,-80.17274601419935,False,False,-58.25641243645616,-0.5750124469678375
0,1.07,random,0.25,3584,1024,0.37060750403033027,3584,202,6.2308894651128135,9.507945,0.37069948320323914,5200,1,5.827210361088185,4.295736,0.37069596542344385,1658,1465,17.970773738914275,0.064911,1.0,14336,1,16.045843008415762,0.006562,934.309204,934.315766,66.74293371428571,True,-61.16820124785703,False,False,-65.32765057510952,6.9274846626481645
0,1.07,random,0.375,5376,1024,0.5126509422446619,5376,284,9.137317367199984,15.774383,0.5126538567646017,7218,1,8.084347038223369,6.408424,0.5127439009632273,2899,2342,29.006611359252275,0.122309,1.0,14336,1,16.045843008415762,0.006552,934.309204,934.3157560000001,66.74292371428571,True,-43.05492480259453,False,False,-68.49919056716895,13.024803660680284
0,1.07,random,0.5,7168,1024,0.6402257191145712,7168,357,11.94473729695962,57.215503,0.6402783292676567,9077,1,10.16364192563383,3.411945,0.6402716089388245,4393,3055,38.521284667074866,0.095028,1.0,14336,1,16.045843008415762,0.006643,934.309204,934.3158470000001,66.7430147142857,True,-25.55868027192578,False,False,-68.99185112803599,17.5241845822379
0,1.07,random,0.625,8960,1024,0.7515296862816047,8960,394,14.356125337409122,47.598885,0.751574488534196,10677,1,11.953244841102757,3.051882,0.751571940049616,6129,3544,45.842436993487965,0.108082,1.0,14336,1,16.045843008415762,0.006793,934.309204,934.315997,66.74316471428571,True,-10.530563399631998,False,False,-68.683764915359,20.102328097921607
0,1.07,random,0.75,10752,1024,0.8499899437331622,10752,390,16.316477059477638,95.708604,0.8500151467462171,12103,1,13.548228439514439,2.793039,0.8500195670412748,8186,3535,48.04418726936017,0.126987,1.0,14336,1,16.045843008415762,0.006381,934.309204,934.315585,66.74275271428571,True,1.6866303061791932,True,True,-66.03860323830818,20.43255051626818
0,1.07,random,0.875,12544,1024,0.9331258705307767,12544,286,17.176740200129117,134.505884,0.9331578024149707,13318,1,14.907208153448655,2.801674,0.9331456470075664,10615,2765,42.29034611849525,0.111569,1.0,14336,1,16.045843008415762,0.006732,934.309204,934.3159360000001,66.74310371428571,True,7.047913849837739,True,True,-59.383779569926375,15.224393617630039
0,1.07,random,0.125,1792,2048,0.20630369884966726,1792,107,3.1814500474414293,5.661068,0.20635597870114172,2851,1,3.199849580815366,4.392437,0.20643796888446547,657,626,7.621410216835082,0.057337,0.20655655211373034,2132,42,2.846683089057542,0.49231,161.774643,162.266953,12.047641642857142,False,11.759895566552835,True,True,-58.25641243645616,-0.5750124469678375
0,1.07,random,0.25,3584,2048,0.37060750403033027,3584,202,6.2308894651128135,9.507945,0.37069948320323914,5200,1,5.827210361088185,4.295736,0.37069596542344385,1658,1465,17.970773738914275,0.064911,0.37066991029294555,4348,49,5.402289327680985,0.420326,161.774643,162.194969,11.975657642857142,False,15.337944474505182,True,True,-65.32765057510952,6.9274846626481645
0,1.07,random,0.375,5376,2048,0.5126509422446619,5376,284,9.137317367199984,15.774383,0.5126538567646017,7218,1,8.084347038223369,6.408424,0.5127439009632273,2899,2342,29.006611359252275,0.122309,0.5128607176882457,6435,45,7.69259908728849,0.470809,161.774643,162.245452,12.026140642857142,False,18.780626203421868,True,True,-68.49919056716895,13.024803660680284
0,1.07,random,0.5,7168,2048,0.6402257191145712,7168,357,11.94473729695962,57.215503,0.6402783292676567,9077,1,10.16364192563383,3.411945,0.6402716089388245,4393,3055,38.521284667074866,0.095028,0.640707303359448,8327,50,9.863808963900762,0.359451,161.774643,162.134094,11.914782642857142,False,21.096600113349396,True,True,-68.99185112803599,17.5241845822379
0,1.07,random,0.625,8960,2048,0.7515296862816047,8960,394,14.356125337409122,47.598885,0.751574488534196,10677,1,11.953244841102757,3.051882,0.751571940049616,6129,3544,45.842436993487965,0.108082,1.0,14336,1,16.045843008415762,0.327853,161.774643,162.102496,11.883184642857142,True,-10.530563399631998,False,False,-68.683764915359,20.102328097921607
0,1.07,random,0.75,10752,2048,0.8499899437331622,10752,390,16.316477059477638,95.708604,0.8500151467462171,12103,1,13.548228439514439,2.793039,0.8500195670412748,8186,3535,48.04418726936017,0.126987,1.0,14336,1,16.045843008415762,0.278811,161.774643,162.053454,11.834142642857142,True,1.6866303061791932,True,True,-66.03860323830818,20.43255051626818
0,1.07,random,0.875,12544,2048,0.9331258705307767,12544,286,17.176740200129117,134.505884,0.9331578024149707,13318,1,14.907208153448655,2.801674,0.9331456470075664,10615,2765,42.29034611849525,0.111569,1.0,14336,1,16.045843008415762,0.277999,161.774643,162.052642,11.833330642857142,True,7.047913849837739,True,True,-59.383779569926375,15.224393617630039
