n,trial,spatial_mode,cv,method,control,importance_fraction,latency_ms,rows,chunks
4864,2,hot-cold,3.3,paper,0.6,0.9232967207155878,1.0307832280499394,2916,25
4864,2,hot-cold,3.3,paper,0.65,0.9332424214744982,1.1086648670967434,3162,26
4864,2,hot-cold,3.3,paper,0.7,0.944330158875047,1.198237362987758,3402,29
4864,2,hot-cold,3.3,paper,0.75,0.9559009485034351,1.289740334508412,3648,31
4864,2,hot-cold,3.3,paper,0.7999999999999999,0.9630488111222314,1.3891850378076158,3888,35
4864,2,hot-cold,3.3,paper,0.85,0.9691409347750896,1.4662406807744481,4134,36
4864,2,hot-cold,3.3,paper,0.9,0.9739500278633357,1.547849607976774,4374,38
4864,2,hot-cold,3.3,paper,0.95,0.9795476621549049,1.6486699061886352,4620,40
8192,0,random,3.3,supported,0.05,0.052404791309853795,0.05412362948830786,64,4
8192,0,random,3.3,supported,0.1,0.11920657721159603,0.1492320912926445,331,7
8192,0,random,3.3,supported,0.15,0.152224929250181,0.19905820108547065,458,9
8192,0,random,3.3,supported,0.2,0.21202297727265146,0.2959987441497111,699,13
8192,0,random,3.3,supported,0.25,0.25238596277154485,0.366624265245379,936,14
8192,0,random,3.3,supported,0.3,0.30949072118699694,0.4754674236598227,1263,17
8192,0,random,3.3,supported,0.35,0.35124033714774316,0.559191407342072,1516,19
8192,0,random,3.3,supported,0.39999999999999997,0.403888442932401,0.6690951934164756,1865,21
8192,0,random,3.3,supported,0.44999999999999996,0.45993438818176463,0.7922845556277952,2199,25
8192,0,random,3.3,supported,0.49999999999999994,0.5024492743901576,0.891858202488819,2502,28
8192,0,random,3.3,supported,0.5499999999999999,0.5581888127243367,1.0285574326606977,2908,31
8192,0,random,3.3,supported,0.6,0.6054379789281733,1.1488415915231829,3266,34
8192,0,random,3.3,supported,0.65,0.6502693624532879,1.2685815116423451,3627,37
8192,0,random,3.3,supported,0.7,0.7009988440504084,1.40715197595945,4052,40
8192,0,random,3.3,supported,0.75,0.755686414694717,1.5655636626102347,4531,44
8192,0,random,3.3,supported,0.7999999999999999,0.8064618195807,1.724679959484224,5052,45
8192,0,random,3.3,supported,0.85,0.8521840742334398,1.8786442427735712,5538,47
8192,0,random,3.3,supported,0.9,0.9009485810825875,2.0622199488499224,6170,46
8192,0,random,3.3,supported,0.95,0.9512791666917756,2.2872219924915824,6862,49
8192,0,random,3.3,supported,0.99,0.9901660355694962,2.536386214391196,7659,51
8192,0,random,3.3,paper,0.05,0.13973659327874072,0.19805624827706894,408,9
8192,0,random,3.3,paper,0.1,0.22523984983683895,0.34692638419517474,816,14
8192,0,random,3.3,paper,0.15,0.30173510576152557,0.4965382002719775,1224,19
8192,0,random,3.3,paper,0.2,0.36939050389664563,0.6368949208393642,1638,23
8192,0,random,3.3,paper,0.25,0.43879054738230966,0.8010967739956019,2046,29
8192,0,random,3.3,paper,0.3,0.49734258630036443,0.9412067959900071,2454,33
8192,0,random,3.3,paper,0.35,0.5503103065338921,1.0812978473127104,2862,37
8192,0,random,3.3,paper,0.39999999999999997,0.6034433518678026,1.2301276042689802,3276,42
8192,0,random,3.3,paper,0.44999999999999996,0.6506103686516536,1.370911696800857,3684,46
8192,0,random,3.3,paper,0.49999999999999994,0.6942313907433585,1.508573448502065,4092,50
8192,0,random,3.3,paper,0.5499999999999999,0.7371256136515466,1.661383455410441,4506,54
8192,0,random,3.3,paper,0.6,0.7765883299203241,1.7981434299906103,4914,57
