n,trial,spatial_mode,cv,paper_budget_fraction,paper_importance_fraction,paper_latency_ms,supported_importance_fraction,supported_latency_ms,supported_saving_pct,supported_strict_win
512,2,hot-cold,3.3,0.35,0.8612876950865654,0.07155395367146933,0.9305409389233965,0.07477158748114617,-4.496793880112038,False
512,2,hot-cold,3.3,0.39999999999999997,0.9060437181032375,0.0905431677808266,0.9305409389233965,0.07477158748114617,17.41885189819946,True
512,2,hot-cold,3.3,0.44999999999999996,0.9248169124864609,0.09638660692552414,0.9305409389233965,0.07477158748114617,22.425334944178953,True
512,2,hot-cold,3.3,0.49999999999999994,0.9368251007981151,0.11368291862344915,0.9466654368295147,0.08141795081280358,28.381544212034626,True
512,2,hot-cold,3.3,0.5499999999999999,0.9465190812949624,0.11898836120208592,0.9466654368295147,0.08141795081280358,31.57486161648533,True
512,2,hot-cold,3.3,0.6,0.9563742545685104,0.12488728456297955,0.9784115448780892,0.11416085634573656,8.588887375346655,True
512,2,hot-cold,3.3,0.65,0.9605688726582521,0.12893397539319731,0.9784115448780892,0.11416085634573656,11.457894633597254,True
512,2,hot-cold,3.3,0.7,0.9628154750015145,0.13360140630332734,0.9784115448780892,0.11416085634573656,14.551156679783105,True
512,2,hot-cold,3.3,0.75,0.9761937923674348,0.1418072200098696,0.9784115448780892,0.11416085634573656,19.49573770800167,True
512,2,hot-cold,3.3,0.7999999999999999,0.9788782650411968,0.15952944809857075,0.9899366823108222,0.13213614483943292,17.17131450377233,True
512,2,hot-cold,3.3,0.85,0.9813430681614053,0.1635761389287885,0.9899366823108222,0.13213614483943292,19.220403596298794,True
512,2,hot-cold,3.3,0.9,0.9808417834617066,0.1689235760515644,0.9899366823108222,0.13213614483943292,21.77755886537828,True
512,2,hot-cold,3.3,0.95,0.9857959199097781,0.1723239541940943,0.9899366823108222,0.13213614483943292,23.32108124062455,True
1024,0,random,3.3,0.05,0.15786934366685504,0.03469514049026021,0.179245298494315,0.032339205180726756,6.790389882395265,True
1024,0,random,3.3,0.1,0.28197373083104216,0.07098089319613049,0.3179887625825294,0.0674004859831162,5.044184500638938,True
1024,0,random,3.3,0.15,0.33147282956901425,0.08045758429679581,0.4217632591946437,0.09445972471720636,-17.403133020696693,False
1024,0,random,3.3,0.2,0.40607103074955575,0.10349348923637083,0.4217632591946437,0.09445972471720636,8.728823992523893,True
1024,0,random,3.3,0.25,0.4423043511565012,0.11523585174196202,0.5088078109846268,0.11721790778277998,-1.7199994713938516,False
1024,0,random,3.3,0.3,0.506266015948573,0.13874869791471414,0.5088078109846268,0.11721790778277998,15.517832207094784,True
1024,0,random,3.3,0.35,0.5436363174291435,0.1512894353479847,0.5591611995263286,0.13235983901495543,12.512173298478391,True
1024,0,random,3.3,0.39999999999999997,0.6020690748480786,0.1746315288970916,0.6164524611166662,0.1521751287148553,12.859304573499786,True
1024,0,random,3.3,0.44999999999999996,0.6509087218931976,0.19660942837274364,0.6886863249345635,0.17719634954583832,9.873930760889493,True
1024,0,random,3.3,0.49999999999999994,0.6909252364660092,0.2119419529408842,0.7158422263024172,0.1866781763238807,11.920139578996036,True
1024,0,random,3.3,0.5499999999999999,0.7287940794990113,0.20787165357158388,0.7946763340943166,0.215081962173356,-3.4686348416856916,False
1024,0,random,3.3,0.6,0.7754719054151173,0.24343131323873674,0.7946763340943166,0.215081962173356,11.645729010046502,True
1024,0,random,3.3,0.65,0.8259718301593866,0.26880786879586244,0.8463125227012912,0.23543175738546046,12.416344640471966,True
1024,0,random,3.3,0.7,0.8458491871154089,0.2780530329872035,0.8463125227012912,0.23543175738546046,15.32846994828665,True
1024,0,random,3.3,0.75,0.8928279089503265,0.30550527667161304,0.9013706331013317,0.2586167383740535,15.347865283505369,True
1024,0,random,3.3,0.7999999999999999,0.9147253238190896,0.31892730125777174,0.916315981355912,0.26546687783847,16.76257354214168,True
1024,0,random,3.3,0.85,0.943476478091171,0.34674027688235,0.945749041202632,0.28220724824822413,18.611344841263456,True
1024,0,random,3.3,0.9,0.9635561912476522,0.35729856268904286,0.9696179208657435,0.29946132915933016,16.187368091947373,True
1024,0,random,3.3,0.95,0.9807542485758824,0.3945445545409755,0.9889722415088269,0.3184100433336527,19.29680953166364,True
1024,0,local,3.3,0.05,0.4319590709470049,0.03544445617740232,0.4822407354882178,0.03622622601786355,-2.205619509433032,False
1024,0,local,3.3,0.1,0.5524399364124148,0.07195343567383343,0.6013210659290702,0.06573697170424771,8.639565173461762,True
1024,0,local,3.3,0.15,0.6143332195209803,0.09438610137233452,0.7194417980633254,0.09878369873034366,-4.659157751056475,False
1024,0,local,3.3,0.2,0.6594613104840404,0.1057793775298331,0.7194417980633254,0.09878369873034366,6.613461870217985,True
1024,0,local,3.3,0.25,0.6990156750984216,0.11598972716241829,0.7194417980633254,0.09878369873034366,14.834096823058596,True
1024,0,local,3.3,0.3,0.7417326192800209,0.13859148143898006,0.7483371008608684,0.10981663767227558,20.762346623283378,True
1024,0,local,3.3,0.35,0.7755710265988727,0.16036040035789897,0.797837856664091,0.13247156725981757,17.391346639094163,True
1024,0,local,3.3,0.39999999999999997,0.8037384291497653,0.17195830627385367,0.8396498014304542,0.15437228331395375,10.226911011726958,True
1024,0,local,3.3,0.44999999999999996,0.8335939602602733,0.19372722519277258,0.8396498014304542,0.15437228331395375,20.3146159966199,True
1024,0,local,3.3,0.49999999999999994,0.8535749114451747,0.20578725388974162,0.8903015697495905,0.18326526924225056,10.944304966311503,True
