trial,target_cv,spatial_mode,budget_fraction,q,two_line_ms,gap_to_max_q_pct
0,2.48,random,0.5,65536,0.8165466475296543,2.220446049250313e-14
0,2.48,random,0.5,131072,0.8165466475296543,2.220446049250313e-14
0,2.48,random,0.625,1024,1.0689375414105629,3.8231318080648835
0,2.48,random,0.625,4096,1.0295755125039765,2.220446049250313e-14
0,2.48,random,0.625,16384,1.0295755125039765,2.220446049250313e-14
0,2.48,random,0.625,65536,1.0295755125039765,2.220446049250313e-14
0,2.48,random,0.625,131072,1.0295755125039765,2.220446049250313e-14
0,2.48,random,0.75,1024,1.2357965233230845,4.090891522714579
0,2.48,random,0.75,4096,1.1872283013864,0.0
0,2.48,random,0.75,16384,1.1872283013864,0.0
0,2.48,random,0.75,65536,1.1872283013864,0.0
0,2.48,random,0.75,131072,1.1872283013864,0.0
0,2.48,random,0.875,1024,1.3481693473464949,0.7047149440916556
0,2.48,random,0.875,4096,1.3387350811677083,0.0
0,2.48,random,0.875,16384,1.3387350811677083,0.0
0,2.48,random,0.875,65536,1.3387350811677083,0.0
0,2.48,random,0.875,131072,1.3387350811677083,0.0
0,2.48,local,0.125,1024,0.2613184528141879,0.0
0,2.48,local,0.125,4096,0.2613184528141879,0.0
0,2.48,local,0.125,16384,0.2613184528141879,0.0
0,2.48,local,0.125,65536,0.2613184528141879,0.0
0,2.48,local,0.125,131072,0.2613184528141879,0.0
0,2.48,local,0.25,1024,0.48022616513996247,2.220446049250313e-14
0,2.48,local,0.25,4096,0.48022616513996247,2.220446049250313e-14
0,2.48,local,0.25,16384,0.48022616513996247,2.220446049250313e-14
0,2.48,local,0.25,65536,0.48022616513996247,2.220446049250313e-14
0,2.48,local,0.25,131072,0.48022616513996247,2.220446049250313e-14
0,2.48,local,0.375,1024,0.68066903143736,0.07149665043746367
0,2.48,local,0.375,4096,0.6801827235731511,2.220446049250313e-14
0,2.48,local,0.375,16384,0.6801827235731511,2.220446049250313e-14
0,2.48,local,0.375,65536,0.6801827235731511,2.220446049250313e-14
0,2.48,local,0.375,131072,0.6801827235731511,2.220446049250313e-14
0,2.48,local,0.5,1024,0.8325293172982381,2.220446049250313e-14
0,2.48,local,0.5,4096,0.8325293172982381,2.220446049250313e-14
0,2.48,local,0.5,16384,0.8325293172982381,2.220446049250313e-14
0,2.48,local,0.5,65536,0.8325293172982381,2.220446049250313e-14
0,2.48,local,0.5,131072,0.8325293172982381,2.220446049250313e-14
0,2.48,local,0.625,1024,0.9713324533920172,0.19286472244699482
0,2.48,local,0.625,4096,0.9707639799365064,0.13422673106990857
0,2.48,local,0.625,16384,0.9694627018428807,0.0
0,2.48,local,0.625,65536,0.9694627018428807,0.0
0,2.48,local,0.625,131072,0.9694627018428807,0.0
0,2.48,local,0.75,1024,1.1423787655909945,0.0
0,2.48,local,0.75,4096,1.1423787655909945,0.0
0,2.48,local,0.75,16384,1.1423787655909945,0.0
0,2.48,local,0.75,65536,1.1423787655909945,0.0
0,2.48,local,0.75,131072,1.1423787655909945,0.0
0,2.48,local,0.875,1024,1.2645382980041024,2.220446049250313e-14
0,2.48,local,0.875,4096,1.2645382980041024,2.220446049250313e-14
0,2.48,local,0.875,16384,1.2645382980041024,2.220446049250313e-14
0,2.48,local,0.875,65536,1.2645382980041024,2.220446049250313e-14
0,2.48,local,0.875,131072,1.2645382980041024,2.220446049250313e-14
0,2.48,hot-cold,0.125,1024,0.19936195016821343,2.220446049250313e-14
0,2.48,hot-cold,0.125,4096,0.19936195016821343,2.220446049250313e-14
0,2.48,hot-cold,0.125,16384,0.19936195016821343,2.220446049250313e-14
0,2.48,hot-cold,0.125,65536,0.19936195016821343,2.220446049250313e-14
0,2.48,hot-cold,0.125,131072,0.19936195016821343,2.220446049250313e-14
0,2.48,hot-cold,0.25,1024,0.4174553761801373,8.451538754422018
0,2.48,hot-cold,0.25,4096,0.4151781395162923,7.859931041612489
0,2.48,hot-cold,0.25,16384,0.38492342383949424,0.0
0,2.48,hot-cold,0.25,65536,0.38492342383949424,0.0
0,2.48,hot-cold,0.25,131072,0.38492342383949424,0.0
0,2.48,hot-cold,0.375,1024,0.6096873435302954,0.6444272947796481
0,2.48,hot-cold,0.375,4096,0.6057835092494183,2.220446049250313e-14
0,2.48,hot-cold,0.375,16384,0.6057835092494183,2.220446049250313e-14
0,2.48,hot-cold,0.375,65536,0.6057835092494183,2.220446049250313e-14
0,2.48,hot-cold,0.375,131072,0.6057835092494183,2.220446049250313e-14
0,2.48,hot-cold,0.5,1024,0.7606473403324936,2.220446049250313e-14
0,2.48,hot-cold,0.5,4096,0.7606473403324936,2.220446049250313e-14
0,2.48,hot-cold,0.5,16384,0.7606473403324936,2.220446049250313e-14
0,2.48,hot-cold,0.5,65536,0.7606473403324936,2.220446049250313e-14
0,2.48,hot-cold,0.5,131072,0.7606473403324936,2.220446049250313e-14
0,2.48,hot-cold,0.625,1024,0.8986029512982474,0.2540635202878061
0,2.48,hot-cold,0.625,4096,0.8963257146344025,0.0
0,2.48,hot-cold,0.625,16384,0.8963257146344025,0.0
0,2.48,hot-cold,0.625,65536,0.8963257146344025,0.0
0,2.48,hot-cold,0.625,131072,0.8963257146344025,0.0
0,2.48,hot-cold,0.75,1024,1.1030595480802763,0.0
0,2.48,hot-cold,0.75,4096,1.1030595480802763,0.0
0,2.48,hot-cold,0.75,16384,1.1030595480802763,0.0
0,2.48,hot-cold,0.75,65536,1.1030595480802763,0.0
0,2.48,hot-cold,0.75,131072,1.1030595480802763,0.0
0,2.48,hot-cold,0.875,1024,1.2343326994536832,0.0
0,2.48,hot-cold,0.875,4096,1.2343326994536832,0.0
0,2.48,hot-cold,0.875,16384,1.2343326994536832,0.0
0,2.48,hot-cold,0.875,65536,1.2343326994536832,0.0
0,2.48,hot-cold,0.875,131072,1.2343326994536832,0.0
0,3.3,random,0.125,1024,0.2996622060664126,15.088377302617584
0,3.3,random,0.125,4096,0.26037573305814343,0.0
