n,trial,spatial_mode,budget_index,row_budget_fraction,row_budget,method,method_label,importance,two_line_ms,two_line_efficiency,exact_importance,exact_two_line_ms,exact_efficiency,optimality_ratio,optimality_gap_pct,row_match,fallback_used,error
18,1,hot-cold,0,0.25,4,rho3_mu16,Exp24 rho3/mu16,0.9997522844270303,0.026642468538838122,37.52476175282478,0.9997522844270303,0.026642468538838122,37.52476175282478,1.0,0.0,True,False,
18,1,hot-cold,0,0.25,4,rho4_mu16,Exp24 rho4/mu16,0.9997522844270303,0.026642468538838122,37.52476175282478,0.9997522844270303,0.026642468538838122,37.52476175282478,1.0,0.0,True,False,
18,1,hot-cold,0,0.25,4,rho4_mu32,Exp24 rho4/mu32,0.9997522844270303,0.026642468538838122,37.52476175282478,0.9997522844270303,0.026642468538838122,37.52476175282478,1.0,0.0,True,False,
18,1,hot-cold,1,0.5,9,top_r,Top-R,0.9999999677369829,0.05717539999134731,17.490038860914286,0.9999997740851807,0.04684601137052594,21.346529722151534,0.8193387444500956,18.066125554990442,True,False,
18,1,hot-cold,1,0.5,9,rho2_mu4,Exp24 rho2/mu4,0.9999997740851807,0.04684601137052594,21.346529722151534,0.9999997740851807,0.04684601137052594,21.346529722151534,1.0,0.0,True,False,
18,1,hot-cold,1,0.5,9,rho2_mu8,Exp24 rho2/mu8,0.9999997740851807,0.04684601137052594,21.346529722151534,0.9999997740851807,0.04684601137052594,21.346529722151534,1.0,0.0,True,False,
18,1,hot-cold,1,0.5,9,rho2_mu16,Exp24 rho2/mu16,0.9999997740851807,0.04684601137052594,21.346529722151534,0.9999997740851807,0.04684601137052594,21.346529722151534,1.0,0.0,True,False,
18,1,hot-cold,1,0.5,9,rho3_mu8,Exp24 rho3/mu8,0.9999997740851807,0.04684601137052594,21.346529722151534,0.9999997740851807,0.04684601137052594,21.346529722151534,1.0,0.0,True,False,
18,1,hot-cold,1,0.5,9,rho3_mu16,Exp24 rho3/mu16,0.9999997740851807,0.04684601137052594,21.346529722151534,0.9999997740851807,0.04684601137052594,21.346529722151534,1.0,0.0,True,False,
18,1,hot-cold,1,0.5,9,rho4_mu16,Exp24 rho4/mu16,0.9999997740851807,0.04684601137052594,21.346529722151534,0.9999997740851807,0.04684601137052594,21.346529722151534,1.0,0.0,True,False,
