track,shape,n,d,row_size_kib,method,method_label,cases,valid_cases,valid_rate,exact_row_match_rate,deadline_pass_rate,valid_and_deadline_pass_rate,deterministic_rate,fallback_rate,error_rate,runtime_median_ms,runtime_case_p95_ms,runtime_worst_case_p95_ms,lookup_efficiency_gain_pct_mean_valid,lookup_efficiency_gain_pct_median_valid,lookup_efficiency_win_rate_valid,two_line_efficiency_gain_pct_mean_valid,two_line_efficiency_win_rate_valid,importance_gain_pct_mean_valid,importance_nonregression_rate_valid,lookup_saving_pct_mean_valid,lookup_saving_pct_weighted_valid,lookup_nonregression_rate_valid,pareto_nonregression_rate_valid,lookup_saving_abs_ms_mean_valid,selector_overhead_median_ms_median_valid,mixed_net_win_rate_valid,scalarized_calls_median,repair_deletions_mean,repair_additions_mean,returned_top_r_rate,paper_underfill_rows_mean
cuda,896x4864,896,4864,9.5,rho2_mu8,Exp24 rho2/mu8,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4441175,0.6472594249999999,0.91122515,1.2414448144583268,1.5729043413239552,0.7291666666666666,4.720865203555689,0.9583333333333334,-1.0752411014167451,0.15625,2.2497932479072484,2.105923952696176,0.8541666666666666,0.13541666666666666,0.017849946824920724,0.13854375,0.0,16.0,204.29166666666666,0.0,0.0,0.0
cuda,896x4864,896,4864,9.5,rho2_mu16,Exp24 rho2/mu16,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.625221,0.9165600249999999,1.41734365,3.2474755131948663,3.058472737653861,1.0,7.764544217706671,1.0,-1.308193614664754,0.2916666666666667,4.399974117230182,3.8382078165440148,1.0,0.2916666666666667,0.032532896233309364,0.317982,0.0,32.0,15.947916666666666,0.0,0.0,0.0
cuda,896x4864,896,4864,9.5,rho3_mu8,Exp24 rho3/mu8,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6165722499999999,0.9174911999999995,1.13942225,1.2660976447069203,1.5729043413239552,0.7395833333333334,4.778417490000715,0.9583333333333334,-1.0950471560104076,0.15625,2.2926245500972704,2.129640109508679,0.8645833333333334,0.13541666666666666,0.018050966494910642,0.3009177500000001,0.0,24.0,313.78125,0.0,0.0,0.0
cuda,896x4864,896,4864,9.5,rho3_mu16,Exp24 rho3/mu16,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.86231175,1.2049197999999999,1.4645021499999995,3.254689462496515,3.058472737653861,1.0,7.777750075996532,1.0,-1.3209882574680596,0.2916666666666667,4.419074220887801,3.851499076740872,1.0,0.2916666666666667,0.032645553809308996,0.5577322499999999,0.0,48.0,24.916666666666668,0.0,0.0,0.0
cuda,896x4864,896,4864,9.5,rho4_mu16,Exp24 rho4/mu16,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0663452500000001,1.5529496875,1.7753873499999997,3.254689462496515,3.058472737653861,1.0,7.777750075996532,1.0,-1.3209882574680596,0.2916666666666667,4.419074220887801,3.851499076740872,1.0,0.2916666666666667,0.032645553809308996,0.75776675,0.0,64.0,33.885416666666664,0.0,0.0,0.0
cuda,896x4864,896,4864,9.5,rho4_mu32,Exp24 rho4/mu32,96,96,1.0,1.0,0.8854166666666666,0.8854166666666666,1.0,0.0,0.0,1.66971575,2.3582668625,2.63811745,3.258777569437101,3.058472737653861,1.0,7.779664852493913,1.0,-1.3202048972931995,0.2916666666666667,4.422101907087534,3.854203161849701,1.0,0.2916666666666667,0.032668473808552374,1.359656,0.0,128.0,32.770833333333336,0.0,0.0,0.0
host,4864x896,4864,896,1.75,paper,Paper,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.26263824999999996,0.40421027499999984,0.4835091999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
host,4864x896,4864,896,1.75,top_r,Top-R,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.04222625,0.0599619999999999,0.0633088999999999,-91.65461429375073,-92.81955606012698,0.0,-91.62241696557642,0.0,24.25774578651767,1.0,-1525.9644258163487,-1311.8072963165835,0.0,0.0,-10.939876636492146,-0.21950250000000002,0.0,0.0,0.0,0.0,0.0,2.0
host,4864x896,4864,896,1.75,rho2_mu4,Exp24 rho2/mu4,96,96,1.0,1.0,0.7291666666666666,0.7291666666666666,1.0,0.0,0.0,1.6756467499999999,2.4279413625,2.8995242,-3.145741103486756,-3.5677346706498803,0.11458333333333333,-2.5520707571849965,0.21875,-2.2792019632698497,0.15625,-0.9668841294708715,-1.424941838360816,0.375,0.010416666666666666,-0.011883367297632145,1.39504,0.0,8.0,4106.572916666667,0.0,0.0,2.0
host,4864x896,4864,896,1.75,rho2_mu8,Exp24 rho2/mu8,96,96,1.0,1.0,0.25,0.25,1.0,0.0,0.0,2.082229,3.0809496249999997,3.75952825,-2.6570443933623706,-1.3407185915352338,0.4375,-2.155859092590642,0.46875,-0.2862607755248796,0.4375,-2.6782828705847592,-1.28580612938205,0.4791666666666667,0.2708333333333333,-0.010723038721756171,1.8258825,0.0,16.0,1981.1354166666667,0.0,0.0,2.0
host,4864x896,4864,896,1.75,rho2_mu16,Exp24 rho2/mu16,96,96,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.995666,3.8689248,4.9220644,2.771128397337833,2.683974810812284,0.9895833333333334,4.375231533527702,1.0,0.2088684919065649,0.6354166666666666,2.4692906215169366,2.47605745288646,0.9791666666666666,0.6145833333333334,0.020649193792033716,2.71694775,0.0,32.0,107.22916666666667,0.0,0.0,2.0
host,4864x896,4864,896,1.75,rho3_mu8,Exp24 rho3/mu8,96,96,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.92115925,4.0441216875,4.6125348,-2.5193057302876842,-1.3293732665131341,0.4375,-1.9683584293207523,0.46875,-0.3557804370085333,0.40625,-2.447985621606529,-1.1424298970237556,0.4791666666666667,0.2708333333333333,-0.009527346108207688,2.65459375,0.0,24.0,3474.2916666666665,0.0,0.0,2.0
host,4864x896,4864,896,1.75,rho3_mu16,Exp24 rho3/mu16,96,96,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.2728684999999995,5.324032574999997,6.37674665,2.9054200962456984,2.7325968601367046,1.0,4.651947494976939,1.0,-0.007651693455970147,0.5729166666666666,2.8133248745892843,2.6705637102659274,1.0,0.5729166666666666,0.022271287575725954,4.002059,0.0,48.0,186.75,0.0,0.0,2.0
host,4864x896,4864,896,1.75,rho4_mu16,Exp24 rho4/mu16,96,96,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.503601,6.9728703,8.35239175,2.912546417094346,2.7325968601367046,1.0,4.671546244462128,1.0,-0.01688976713727965,0.5625,2.8293282369267314,2.678521494799524,1.0,0.5625,0.0223376518819329,5.2371307499999995,0.0,64.0,266.46875,0.0,0.0,2.0
host,4864x896,4864,896,1.75,rho4_mu32,Exp24 rho4/mu32,96,96,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.258582,10.383673175,13.337340099999995,2.991821084768109,2.7818028483582835,1.0,4.810458478200437,1.0,-0.019145675587546946,0.6041666666666666,2.906015415631824,2.747170540879895,1.0,0.6041666666666666,0.02291015372533688,7.981412,0.0,128.0,178.96875,0.0,0.0,2.0
cuda,4864x896,4864,896,1.75,paper,Paper,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.29174475,0.44053208749999995,0.95576635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
cuda,4864x896,4864,896,1.75,top_r,Top-R,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.07430125,0.10342886249999991,0.4269479499999992,-91.65461429375073,-92.81955606012698,0.0,-91.62241696557642,0.0,24.25774578651767,1.0,-1525.9644258163487,-1311.8072963165835,0.0,0.0,-10.939876636492146,-0.2177165000000001,0.0,0.0,0.0,0.0,0.0,2.0
cuda,4864x896,4864,896,1.75,rho2_mu4,Exp24 rho2/mu4,96,96,1.0,1.0,0.625,0.625,1.0,0.0,0.0,1.7591855,2.8790047625,3.39379585,-3.145741103486756,-3.5677346706498803,0.11458333333333333,-2.5520707571849965,0.21875,-2.2792019632698497,0.15625,-0.9668841294708715,-1.424941838360816,0.375,0.010416666666666666,-0.011883367297632145,1.4588895,0.0,8.0,4106.572916666667,0.0,0.0,2.0
cuda,4864x896,4864,896,1.75,rho2_mu8,Exp24 rho2/mu8,96,96,1.0,1.0,0.08333333333333333,0.08333333333333333,1.0,0.0,0.0,2.1602050000000004,3.2580339749999996,3.65059195,-2.6570443933623706,-1.3407185915352338,0.4375,-2.155859092590642,0.46875,-0.2862607755248796,0.4375,-2.6782828705847592,-1.28580612938205,0.4791666666666667,0.2708333333333333,-0.010723038721756171,1.8682090000000002,0.0,16.0,1981.1354166666667,0.0,0.0,2.0
cuda,4864x896,4864,896,1.75,rho2_mu16,Exp24 rho2/mu16,96,96,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.07982075,4.0400743125,7.419422849999996,2.771128397337833,2.683974810812284,0.9895833333333334,4.375231533527702,1.0,0.2088684919065649,0.6354166666666666,2.4692906215169366,2.47605745288646,0.9791666666666666,0.6145833333333334,0.020649193792033716,2.7865677500000006,0.0,32.0,107.22916666666667,0.0,0.0,2.0
cuda,4864x896,4864,896,1.75,rho3_mu8,Exp24 rho3/mu8,96,96,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.04410925,4.45701725,5.28582945,-2.5193057302876842,-1.3293732665131341,0.4375,-1.9683584293207523,0.46875,-0.3557804370085333,0.40625,-2.447985621606529,-1.1424298970237556,0.4791666666666667,0.2708333333333333,-0.009527346108207688,2.7431642500000004,0.0,24.0,3474.2916666666665,0.0,0.0,2.0
cuda,4864x896,4864,896,1.75,rho3_mu16,Exp24 rho3/mu16,96,96,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.3751067500000005,5.625750075,7.0618035500000005,2.9054200962456984,2.7325968601367046,1.0,4.651947494976939,1.0,-0.007651693455970147,0.5729166666666666,2.8133248745892843,2.6705637102659274,1.0,0.5729166666666666,0.022271287575725954,4.0703475000000005,0.0,48.0,186.75,0.0,0.0,2.0
cuda,4864x896,4864,896,1.75,rho4_mu16,Exp24 rho4/mu16,96,96,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.66353975,7.417499449999998,11.88533454999999,2.912546417094346,2.7325968601367046,1.0,4.671546244462128,1.0,-0.01688976713727965,0.5625,2.8293282369267314,2.678521494799524,1.0,0.5625,0.0223376518819329,5.368368,0.0,64.0,266.46875,0.0,0.0,2.0
cuda,4864x896,4864,896,1.75,rho4_mu32,Exp24 rho4/mu32,96,96,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.390328499999999,10.139348325,12.488483399999993,2.991821084768109,2.7818028483582835,1.0,4.810458478200437,1.0,-0.019145675587546946,0.6041666666666666,2.906015415631824,2.747170540879895,1.0,0.6041666666666666,0.02291015372533688,8.098172,0.0,128.0,178.96875,0.0,0.0,2.0
