trace_id,input_index,prompt_sha256,num_tokens,module,projection,module_call_index,activation_cv,shape,shape_index,n,d,row_size_kib,paper_start_kib,paper_jump_kib,budget_index,row_budget_fraction,nominal_row_budget,effective_row_budget,paper_underfill_rows,track,method,method_label,importance,rows,chunks,two_line_ms,lookup_ms,lookup_efficiency,two_line_efficiency,row_match,valid,runtime_median_ms,runtime_p95_ms,deadline_met,valid_and_deadline_met,deterministic,scalarized_calls,outer_iterations,mu_exact_hits,pre_repair_rows,repair_deletions,repair_additions,returned_top_r,fallback_used,error,paper_importance,paper_lookup_ms,paper_two_line_ms,paper_lookup_efficiency,paper_two_line_efficiency,paper_runtime_median_ms,importance_gain_pct,lookup_saving_pct,two_line_saving_pct,lookup_efficiency_gain_pct,two_line_efficiency_gain_pct,lookup_saving_abs_ms,selector_overhead_median_ms,mixed_net_saving_ms,mixed_net_win
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,0,0.25,224,224,0,host,paper,Paper,0.3416058463335503,224,4,0.0987889483280103,0.0993381240390939,3.438819180832461,3.457935853303262,True,True,0.1901155,0.24027315,True,True,True,0,0,0,224,0,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.1901155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,0,0.25,224,224,0,host,top_r,Top-R,0.5794227252481505,224,170,1.938171351097547,1.764488801898285,0.3283799390649529,0.2989533019978008,True,True,0.011276,0.0151500999999999,True,True,True,0,0,0,224,0,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.1901155,69.61733280243436,-1676.2453428291856,-1861.9313535581025,-90.4507936650086,-91.35457351783378,-1.6651506778591911,-0.17883949999999998,-1.486311177859191,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,0,0.25,224,224,0,host,rho2_mu4,Exp24 rho2/mu4,0.3034734610992018,224,4,0.0987889483280103,0.0956851062389088,3.1715851403402544,3.071937359749742,True,True,0.2640785,0.3283761999999999,True,True,True,8,2,0,674,478,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.1901155,-11.162685195122602,3.6773573444445873,0.0,-7.771098927845211,-11.162685195122602,0.0036530178001850933,0.073963,-0.07030998219981491,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,0,0.25,224,224,0,host,rho2_mu8,Exp24 rho2/mu8,0.3376545017817989,224,3,0.0877083314438565,0.0866783350628464,3.8954890116080496,3.849742621063734,True,True,0.3015035,0.3455703499999999,True,True,True,16,2,0,257,61,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.1901155,-1.1566969927947923,12.744139371169638,11.21645393709697,13.279844236097315,11.330654598065815,0.01265978897624749,0.11138799999999999,-0.0987282110237525,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,0,0.25,224,224,0,host,rho2_mu16,Exp24 rho2/mu16,0.3376545017817989,224,3,0.0877083314438565,0.0866783350628464,3.8954890116080496,3.849742621063734,True,True,0.47613,0.53102555,True,True,True,32,2,0,257,39,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.1901155,-1.1566969927947923,12.744139371169638,11.21645393709697,13.279844236097315,11.330654598065815,0.01265978897624749,0.2860145,-0.27335471102375253,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,0,0.25,224,224,0,host,rho3_mu8,Exp24 rho3/mu8,0.3380474404548295,224,3,0.0877083314438565,0.0876135035080887,3.858394276215879,3.854222682040406,True,True,0.466437,0.52073025,True,True,True,24,3,0,393,230,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.1901155,-1.0416700758822284,11.802740029991943,11.21645393709697,12.201138626947184,11.460213420633103,0.01172462053100519,0.2763215,-0.2645968794689948,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,0,0.25,224,224,0,host,rho3_mu16,Exp24 rho3/mu16,0.3380474404548295,224,3,0.0877083314438565,0.0876135035080887,3.858394276215879,3.854222682040406,True,True,0.7609675,0.81156745,True,True,True,48,3,0,332,147,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.1901155,-1.0416700758822284,11.802740029991943,11.21645393709697,12.201138626947184,11.460213420633103,0.01172462053100519,0.570852,-0.5591273794689948,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,0,0.25,224,224,0,host,rho4_mu16,Exp24 rho4/mu16,0.3380474404548295,224,3,0.0877083314438565,0.0876135035080887,3.858394276215879,3.854222682040406,True,True,1.0046974999999998,1.3008489,True,True,True,64,4,0,332,255,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.1901155,-1.0416700758822284,11.802740029991943,11.21645393709697,12.201138626947184,11.460213420633103,0.01172462053100519,0.8145819999999998,-0.8028573794689946,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,0,0.25,224,224,0,host,rho4_mu32,Exp24 rho4/mu32,0.3380474404548295,224,3,0.0877083314438565,0.0876135035080887,3.858394276215879,3.854222682040406,True,True,1.561333,1.85806375,True,True,True,128,4,0,332,254,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.1901155,-1.0416700758822284,11.802740029991943,11.21645393709697,12.201138626947184,11.460213420633103,0.01172462053100519,1.3712175000000002,-1.359492879468995,False
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,8.0,8.0,0,0.25,224,224,0,cuda,paper,Paper,0.3416058463335503,224,4,0.0987889483280103,0.0993381240390939,3.438819180832461,3.457935853303262,True,True,0.2123465,0.2837835499999999,True,True,True,0,0,0,224,0,0,False,False,,0.3416058463335503,0.0993381240390939,0.0987889483280103,3.438819180832461,3.457935853303262,0.2123465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
