method,method_label,score_kind,budget_index,budget_fraction,dense_to_sparse_kl_mean,top1_agreement_mean,nll_delta_mean,selected_fraction_mean,fallback_calls,actual_total_ms
cell1_abs,Cell-1 |x|,abs,0,0.1,10.481675465901693,0.0,9.482849756876627,0.1000786323051948,0,0.45034417476756516
cell1_abs,Cell-1 |x|,abs,1,0.15,10.479318300882975,0.0,9.499081293741861,0.1499213676948051,0,0.5099555083331787
cell1_abs,Cell-1 |x|,abs,2,0.2,10.30252997080485,0.0,9.307717323303223,0.2001572646103896,0,0.5675780077427806
cell1_abs,Cell-1 |x|,abs,3,0.25,10.061598141988119,0.0,9.224467277526855,0.25,0,0.6262880793838217
cell1_abs,Cell-1 |x|,abs,4,0.3,9.320094426472982,0.0,8.460065841674805,0.2998427353896103,0,0.712260261524331
cell1_abs,Cell-1 |x|,abs,5,0.35,9.771461168924967,0.0,8.849813461303711,0.3500786323051948,0,0.800965801715934
cell1_abs,Cell-1 |x|,abs,6,0.4,8.837814490000406,0.004694835593303033,8.079234759012857,0.3999213676948051,0,0.8845796671697138
cell1_abs,Cell-1 |x|,abs,7,0.45,8.956632932027182,0.004694835593303033,7.975414276123047,0.4501572646103897,0,0.950336857041672
cell1_abs,Cell-1 |x|,abs,8,0.5,7.941281636555989,0.026421611507733634,6.952800432840983,0.5,0,1.0259781029688149
cell1_abs,Cell-1 |x|,abs,9,0.55,8.072094599405924,0.0401012926983336,7.177479108174642,0.5498427353896103,0,1.1093946994543198
cell1_abs,Cell-1 |x|,abs,10,0.6,7.164793968200684,0.04382568721969917,6.382132212320964,0.6000786323051948,0,1.2409546899994206
cell1_abs,Cell-1 |x|,abs,11,0.65,5.96458101272583,0.09302320082982378,5.1823562781016035,0.6499213676948052,0,1.3143263090296227
cell1_abs,Cell-1 |x|,abs,12,0.7,4.673335075378418,0.17108800510565436,3.9171144167582193,0.7001572646103899,0,1.3756118989910853
cell1_abs,Cell-1 |x|,abs,13,0.75,5.2395890553792315,0.16600962604085603,4.50740917523702,0.75,0,1.456418833584968
cell1_abs,Cell-1 |x|,abs,14,0.8,3.3778536319732666,0.2576115777095158,2.666569550832113,0.7998427353896101,0,1.5537327148664537
cell1_abs,Cell-1 |x|,abs,15,0.85,1.4920517603556316,0.4790575901667277,1.0292906363805134,0.8500786323051948,0,1.6954794532746986
cell1_abs,Cell-1 |x|,abs,16,0.9,0.7295955121517181,0.6275810400644938,0.42226119836171466,0.8999213676948052,0,1.8075712305611722
cell1_abs,Cell-1 |x|,abs,17,0.95,0.3359118501345317,0.7492963075637817,0.1690263748168945,0.9501572646103896,0,1.8128682460415655
cell1_x2,Cell-1 X²,x2,0,0.1,10.455547968546549,0.0,9.471367835998535,0.1000786323051948,0,0.45006871466639115
cell1_x2,Cell-1 X²,x2,1,0.15,9.847338676452637,0.0,8.86064338684082,0.1499213676948051,0,0.5168841673635234
cell1_x2,Cell-1 X²,x2,2,0.2,9.663272857666016,0.0,8.725786844889322,0.2001572646103896,0,0.5691065243464349
cell1_x2,Cell-1 X²,x2,3,0.25,9.222540855407715,0.0,8.231603622436523,0.25,0,0.6340691114808586
cell1_x2,Cell-1 X²,x2,4,0.3,9.679210344950357,0.0,8.81998093922933,0.2998427353896103,0,0.7159757226664746
cell1_x2,Cell-1 X²,x2,5,0.35,9.266322135925293,0.018779342373212167,8.275235493977865,0.3500786323051948,0,0.80940283325803
cell1_x2,Cell-1 X²,x2,6,0.4,8.47282346089681,0.013114065863192033,7.644692738850911,0.3999213676948051,0,0.8814834125661859
cell1_x2,Cell-1 X²,x2,7,0.45,8.926493008931478,0.009389671186606066,8.08839480082194,0.4501572646103897,0,0.9581094530180381
cell1_x2,Cell-1 X²,x2,8,0.5,8.280066331227621,0.013035381833712235,7.428780555725098,0.5,0,1.015059143287337
