trial,target_cv,spatial_mode,coverage_target,target_importance,cover_importance,cover_rows,cover_chunks,cover_aff_ms,cover_runtime_ms,cover_build_ms
0,9.19,local,0.95,0.9499999999999998,0.9500106145788739,1061,13,0.4026087978730376,8.007451,14879.720722
0,9.19,local,0.99,0.9899999999999999,0.9900012709777701,2241,17,0.7353256239768546,11.033388,14879.720722
0,9.19,hot-cold,0.1,0.09999999999999999,0.10130368968370514,12,1,0.013936953097361583,10.220779,13958.767768
0,9.19,hot-cold,0.3,0.29999999999999993,0.3003078485499088,106,2,0.0479370326298631,10.240086,13958.767768
0,9.19,hot-cold,0.5,0.49999999999999994,0.5001353541066916,277,2,0.08977599141533783,14.126071,13958.767768
0,9.19,hot-cold,0.7,0.6999999999999998,0.7001817848266878,462,3,0.1460412478453727,12.630865,13958.767768
0,9.19,hot-cold,0.9,0.8999999999999999,0.9004170523428204,1115,3,0.30581224250569433,8.309777,13958.767768
0,9.19,hot-cold,0.95,0.9499999999999998,0.9500640961157492,1569,2,0.4058925689055914,13.319995,13958.767768
0,9.19,hot-cold,0.99,0.9899999999999999,0.9900014429961687,2552,3,0.6574062996678416,12.802897,13958.767768
1,1.07,random,0.1,0.1,0.10009908760148417,438,1,0.11816734165064952,12.554052,14558.636917
1,1.07,random,0.3,0.3,0.30023322740795844,1370,1,0.34620190064516676,16.407186,14558.636917
1,1.07,random,0.5,0.5,0.5000457895006024,2294,2,0.5832799672650603,8.981993,14558.636917
1,1.07,random,0.7,0.7,0.700366637662925,3327,1,0.8250255400789333,10.63818,14558.636917
1,1.07,random,0.9,0.9,0.9001201438042405,4310,1,1.065538385027013,13.155076,14558.636917
1,1.07,random,0.95,0.95,0.9500347039561108,4580,1,1.1315998988988154,16.335933,14558.636917
1,1.07,random,0.99,0.99,0.9900091355419273,4806,1,1.1868958327322499,5.817968,14558.636917
1,1.07,local,0.1,0.1,0.10039308289877151,136,2,0.05527720083784113,8.486227,14046.948788
1,1.07,local,0.3,0.3,0.3000400872858527,539,7,0.20888455616919777,14.707908,14046.948788
1,1.07,local,0.5,0.5,0.5001449256881921,1250,8,0.3938474285124473,12.140789,14046.948788
1,1.07,local,0.7,0.7,0.7000614560919818,2229,9,0.6443824701803005,8.303075,14046.948788
1,1.07,local,0.9,0.9,0.9000016799394012,3705,7,0.9835169743844786,6.198348,14046.948788
1,1.07,local,0.95,0.95,0.9501173503083784,4208,5,1.0845853563765693,5.789545,14046.948788
1,1.07,local,0.99,0.99,0.9900808119314637,4742,1,1.1712368072218966,15.270431,14046.948788
1,1.07,hot-cold,0.1,0.1,0.10020030865476472,173,1,0.05332918914684364,12.38176,13891.006747
1,1.07,hot-cold,0.3,0.3,0.30027050337898364,640,1,0.16759114091770155,13.773262,13891.006747
1,1.07,hot-cold,0.5,0.5,0.5001915372793728,1251,1,0.31708590008685394,8.178271,13891.006747
1,1.07,hot-cold,0.7,0.7,0.7000762695445563,2088,1,0.5218765930894408,7.537061,13891.006747
1,1.07,hot-cold,0.9,0.9,0.900032730608808,3516,1,0.8712685997891948,11.640634,13891.006747
1,1.07,hot-cold,0.95,0.95,0.9501151802041666,4087,1,1.0109764680143765,13.035051,13891.006747
1,1.07,hot-cold,0.99,0.99,0.9900132656079558,4675,1,1.1548437648907457,14.102547,13891.006747
1,1.25,random,0.1,0.1,0.10012033257472236,425,1,0.11498660209385904,10.578649,14194.667534
1,1.25,random,0.3,0.3,0.3000213318144516,1364,1,0.34473386700357117,17.107986,14194.667534
1,1.25,random,0.5,0.5,0.5001506326975173,2284,2,0.5808332445290676,11.567658,14194.667534
1,1.25,random,0.7,0.7,0.7000460604199081,3222,3,0.8213367229793508,15.893225,14194.667534
1,1.25,random,0.9,0.9,0.9001146569080558,4298,1,1.062602317743822,8.055301,14194.667534
1,1.25,random,0.95,0.95,0.9503565853259824,4563,1,1.1274404702476277,5.887788,14194.667534
1,1.25,random,0.99,0.99,0.9901056642296175,4803,1,1.186161815911452,8.751592,14194.667534
