method,score_median_ms,selector_median_ms,read_wall_median_ms,gather_median_ms,gemm_median_ms,order
paper,0.030089650894441253,0.24614315694897126,0.41133583797149176,0.01598804037410908,0.05046497849385777,0
cell1_abs_lookup,0.030089650894441253,0.08138693379494821,0.4332766964462424,0.015650610241820476,0.05544063595481183,1
cell1_abs_twoline,0.030089650894441253,0.0817053234964281,0.43341905621863724,0.015655782440648844,0.05534839471807027,2
cell1_x2_lookup,0.03169117445155737,0.07942893411637145,0.4322628001965797,0.015615904180562983,0.05511281662761208,3
cell1_x2_twoline,0.03169117445155737,0.08022135209937295,0.4335065095002175,0.015688370470472876,0.05518678043997148,4
