method,method_label,score_kind,budget_index,budget_fraction,dense_to_sparse_kl_mean,top1_agreement_mean,nll_delta_mean,selected_fraction_mean,fallback_calls,actual_total_ms
cell1_abs_lookup,Cell-1 |x| lookup,abs,0,0.1,14.729342142740885,0.0,12.814517656962076,0.1003709049409237,0,0.3054960793358882
cell1_abs_lookup,Cell-1 |x| lookup,abs,1,0.15,14.842748641967773,0.0042735043292243995,13.062526067097984,0.1496290950590762,0,0.3206914287300034
cell1_abs_lookup,Cell-1 |x| lookup,abs,2,0.2,16.966935793558758,0.017857143034537632,15.745850245157877,0.1998145475295381,0,0.34999702450289516
cell1_abs_lookup,Cell-1 |x| lookup,abs,3,0.25,13.706032435099283,0.0079365080843369,12.1913210550944,0.25,0,0.373567388763317
cell1_abs_lookup,Cell-1 |x| lookup,abs,4,0.3,18.300700187683105,0.016483516742785736,16.954069137573242,0.3001854524704619,0,0.4091823657299081
cell1_abs_lookup,Cell-1 |x| lookup,abs,5,0.35,12.055096308390299,0.0061728395521640665,10.532745997111002,0.3503709049409236,0,0.4229166826538642
cell1_abs_lookup,Cell-1 |x| lookup,abs,6,0.4,16.504846572875977,0.0250305254012346,15.11768913269043,0.39962909505907634,0,0.45266086543396256
cell1_abs_lookup,Cell-1 |x| lookup,abs,7,0.45,16.91568883260091,0.016483516742785736,15.53076171875,0.4498145475295381,0,0.48556348395853094
cell1_abs_lookup,Cell-1 |x| lookup,abs,8,0.5,11.87932014465332,0.020672229429086,10.40811268488566,0.5,0,0.5017858491263021
cell1_abs_lookup,Cell-1 |x| lookup,abs,9,0.55,16.138757705688477,0.0122100124135613,14.940879185994467,0.550185452470462,0,0.5470526828513183
cell1_abs_lookup,Cell-1 |x| lookup,abs,10,0.6,14.17025375366211,0.0,12.821798324584961,0.6003709049409238,0,0.5708054923887423
cell1_abs_lookup,Cell-1 |x| lookup,abs,11,0.65,10.769001801808676,0.011904762436946234,9.572369575500488,0.6496290950590762,0,0.6002095085844881
cell1_abs_lookup,Cell-1 |x| lookup,abs,12,0.7,9.46451727549235,0.0459232137848933,8.081489404042562,0.6998145475295381,0,0.6298779843020211
cell1_abs_lookup,Cell-1 |x| lookup,abs,13,0.75,9.816039403279623,0.014414597923556899,8.864742120107016,0.75,0,0.640108674716713
cell1_abs_lookup,Cell-1 |x| lookup,abs,14,0.8,7.375723838806152,0.0415140427649021,6.022492408752441,0.8001854524704616,0,0.6924200563892855
cell1_abs_lookup,Cell-1 |x| lookup,abs,15,0.85,8.067495187123617,0.018467643608649536,6.604584693908691,0.8503709049409238,0,0.701465666554501
cell1_abs_lookup,Cell-1 |x| lookup,abs,16,0.9,5.744589010874431,0.07444715872406957,4.65483283996582,0.8996290950590762,0,0.7187674767136375
cell1_abs_lookup,Cell-1 |x| lookup,abs,17,0.95,0.8004399140675863,0.5985619425773621,0.34854714075724286,0.9498145475295384,0,0.7432016513282221
cell1_abs_twoline,Cell-1 |x| 2-line,abs,0,0.1,14.524600982666016,0.0079365080843369,13.064369837443033,0.1003709049409237,0,0.30331723811055455
cell1_abs_twoline,Cell-1 |x| 2-line,abs,1,0.15,13.293165524800619,0.008547008658448834,11.451974232991537,0.1496290950590762,0,0.3211413254573118
cell1_abs_twoline,Cell-1 |x| 2-line,abs,2,0.2,14.875901540120443,0.018772894516587233,13.860474904378256,0.1998145475295381,0,0.34941110354852956
cell1_abs_twoline,Cell-1 |x| 2-line,abs,3,0.25,12.312461853027344,0.008547008658448834,10.596741358439127,0.25,0,0.372517341265194
cell1_abs_twoline,Cell-1 |x| 2-line,abs,4,0.3,11.168733596801758,0.0042735043292243995,9.635649681091309,0.3001854524704619,0,0.40438782583463573
cell1_abs_twoline,Cell-1 |x| 2-line,abs,5,0.35,13.759263674418131,0.016483516742785736,11.964199542999268,0.3503709049409236,0,0.4233341112142394
cell1_abs_twoline,Cell-1 |x| 2-line,abs,6,0.4,14.529043833414713,0.0079365080843369,13.477565129597982,0.39962909505907634,0,0.45307335758609335
cell1_abs_twoline,Cell-1 |x| 2-line,abs,7,0.45,16.70670445760091,0.016483516742785736,15.5414187113444,0.4498145475295381,0,0.48752265863034555
cell1_abs_twoline,Cell-1 |x| 2-line,abs,8,0.5,15.274893760681152,0.016483516742785736,13.844844818115234,0.5,0,0.5020926508129466
cell1_abs_twoline,Cell-1 |x| 2-line,abs,9,0.55,13.396052996317545,0.017857143034537632,12.134743372599283,0.550185452470462,0,0.5456403100072269
cell1_abs_twoline,Cell-1 |x| 2-line,abs,10,0.6,12.671363512674967,0.0042735043292243995,11.132513364156088,0.6003709049409238,0,0.5685356987786094
cell1_abs_twoline,Cell-1 |x| 2-line,abs,11,0.65,10.522918065388998,0.0099206349502007,8.902607123057047,0.6496290950590762,0,0.6030890639447967
cell1_abs_twoline,Cell-1 |x| 2-line,abs,12,0.7,8.443285942077637,0.016788767340282566,7.131971041361491,0.6998145475295381,0,0.6334848256312429
cell1_abs_twoline,Cell-1 |x| 2-line,abs,13,0.75,8.094518184661865,0.022435897961258864,6.828954537709554,0.75,0,0.6448689365714438
cell1_abs_twoline,Cell-1 |x| 2-line,abs,14,0.8,9.319163004557291,0.022435897961258864,7.912933508555095,0.8001854524704616,0,0.6893136277062438
cell1_abs_twoline,Cell-1 |x| 2-line,abs,15,0.85,7.14445702234904,0.04729683945576346,5.544946670532227,0.8503709049409238,0,0.6987447697318035
cell1_abs_twoline,Cell-1 |x| 2-line,abs,16,0.9,5.991162935892741,0.07017365470528601,4.730641682942708,0.8996290950590762,0,0.7215353259334838
cell1_abs_twoline,Cell-1 |x| 2-line,abs,17,0.95,0.8004399140675863,0.5985619425773621,0.34854714075724286,0.9498145475295384,0,0.7441394608381958
cell1_x2_lookup,Cell-1 X² lookup,x2,0,0.1,14.567340532938639,0.0079365080843369,13.112372716267904,0.1003709049409237,0,0.30339399182850596
cell1_x2_lookup,Cell-1 X² lookup,x2,1,0.15,10.376606305440268,0.017094017316897702,8.844251950581869,0.1496290950590762,0,0.31877670609931147
cell1_x2_lookup,Cell-1 X² lookup,x2,2,0.2,11.722798347473145,0.026709402600924165,10.374401092529297,0.1998145475295381,0,0.3540005635928616
cell1_x2_lookup,Cell-1 X² lookup,x2,3,0.25,16.033318519592285,0.03349274334808187,15.116494496663412,0.25,0,0.37842295204921567
cell1_x2_lookup,Cell-1 X² lookup,x2,4,0.3,11.308652559916178,0.014804640319198334,9.905603885650635,0.3001854524704619,0,0.4025770160651964
cell1_x2_lookup,Cell-1 X² lookup,x2,5,0.35,13.904350280761719,0.011904762436946234,12.345171610514322,0.3503709049409236,0,0.42401414249735975
cell1_x2_lookup,Cell-1 X² lookup,x2,6,0.4,18.620438893636067,0.020757021382451033,17.49732716878255,0.39962909505907634,0,0.4485421348548796
cell1_x2_lookup,Cell-1 X² lookup,x2,7,0.45,18.58624203999837,0.0079365080843369,17.211422602335613,0.4498145475295381,0,0.4880442935964049
cell1_x2_lookup,Cell-1 X² lookup,x2,8,0.5,13.84953498840332,0.0079365080843369,12.475688298543295,0.5,0,0.4988805079222984
cell1_x2_lookup,Cell-1 X² lookup,x2,9,0.55,17.576766649882,0.016483516742785736,16.07364845275879,0.550185452470462,0,0.5499568652031166
cell1_x2_lookup,Cell-1 X² lookup,x2,10,0.6,11.097322146097818,0.018382851965725366,9.688033739725748,0.6003709049409238,0,0.5704698172396071
cell1_x2_lookup,Cell-1 X² lookup,x2,11,0.65,10.63358243306478,0.008241758371392833,9.447781880696615,0.6496290950590762,0,0.5952377860902812
cell1_x2_lookup,Cell-1 X² lookup,x2,12,0.7,8.860098361968994,0.024945734068751297,7.41988738377889,0.6998145475295381,0,0.628109214544213
cell1_x2_lookup,Cell-1 X² lookup,x2,13,0.75,9.463168462117514,0.016398725099861566,8.048666000366211,0.75,0,0.6492842537773592
cell1_x2_lookup,Cell-1 X² lookup,x2,14,0.8,8.71243953704834,0.04090354219079017,7.457980791727702,0.8001854524704616,0,0.6826355240477664
cell1_x2_lookup,Cell-1 X² lookup,x2,15,0.85,7.020316123962402,0.06028693666060764,5.693454106648763,0.8503709049409238,0,0.6975151980278672
cell1_x2_lookup,Cell-1 X² lookup,x2,16,0.9,5.6528472900390625,0.05928639446695644,4.408030827840169,0.8996290950590762,0,0.7153027301414608
cell1_x2_lookup,Cell-1 X² lookup,x2,17,0.95,0.7976552645365397,0.5595068534215292,0.3015635808308919,0.9498145475295384,0,0.7420485320612902
cell1_x2_twoline,Cell-1 X² 2-line,x2,0,0.1,16.98193645477295,0.0,15.217678705851236,0.1003709049409237,0,0.3012299601310671
cell1_x2_twoline,Cell-1 X² 2-line,x2,1,0.15,14.384868303934732,0.0079365080843369,12.994345982869467,0.1496290950590762,0,0.3192976745198075
cell1_x2_twoline,Cell-1 X² 2-line,x2,2,0.2,14.320744832356771,0.0315086161717772,13.047608375549316,0.1998145475295381,0,0.35339337311446567
cell1_x2_twoline,Cell-1 X² 2-line,x2,3,0.25,9.970788637797037,0.017094017316897702,8.2264355023702,0.25,0,0.3723624122400312
cell1_x2_twoline,Cell-1 X² 2-line,x2,4,0.3,9.698625246683756,0.016788767340282566,7.997889995574951,0.3001854524704619,0,0.409631555814831
cell1_x2_twoline,Cell-1 X² 2-line,x2,5,0.35,13.239838600158691,0.012515262700617267,12.097928841908773,0.3503709049409236,0,0.42615026162655295
cell1_x2_twoline,Cell-1 X² 2-line,x2,6,0.4,18.46238835652669,0.014109347636500966,17.551645914713543,0.39962909505907634,0,0.449673110989774
cell1_x2_twoline,Cell-1 X² 2-line,x2,7,0.45,15.808270772298178,0.016483516742785736,14.455750147501627,0.4498145475295381,0,0.4896981269006426
cell1_x2_twoline,Cell-1 X² 2-line,x2,8,0.5,15.751024881998697,0.016483516742785736,14.524417877197266,0.5,0,0.5049698648495126
cell1_x2_twoline,Cell-1 X² 2-line,x2,9,0.55,14.376913070678711,0.0,13.009491920471191,0.550185452470462,0,0.5496555237637683
cell1_x2_twoline,Cell-1 X² 2-line,x2,10,0.6,13.677268981933594,0.0272351109112302,12.467114766438803,0.6003709049409238,0,0.5776088966938332
cell1_x2_twoline,Cell-1 X² 2-line,x2,11,0.65,10.673714955647787,0.032967033485571534,9.344663461049398,0.6496290950590762,0,0.5966470162532765
cell1_x2_twoline,Cell-1 X² 2-line,x2,12,0.7,10.228278795878092,0.017094017316897702,9.037249088287354,0.6998145475295381,0,0.6317070633899039
cell1_x2_twoline,Cell-1 X² 2-line,x2,13,0.75,8.561271031697592,0.014804640319198334,7.056723435719808,0.75,0,0.6497159284517073
cell1_x2_twoline,Cell-1 X² 2-line,x2,14,0.8,8.087323983510336,0.020672229429086,6.852340380350749,0.8001854524704616,0,0.6830633887682841
cell1_x2_twoline,Cell-1 X² 2-line,x2,15,0.85,6.381668885548909,0.0472120481232802,5.016931533813477,0.8503709049409238,0,0.6979836186464391
cell1_x2_twoline,Cell-1 X² 2-line,x2,16,0.9,5.633908748626709,0.061490980287392895,4.302608172098796,0.8996290950590762,0,0.71650011926249
cell1_x2_twoline,Cell-1 X² 2-line,x2,17,0.95,0.7969391147295634,0.597663144270579,0.3185594876607259,0.9498145475295384,0,0.743135547934306
paper,Paper |x|,abs,0,0.1,15.982606252034506,0.0,14.205514272054037,0.0914423335123523,0,0.4755795954992393
paper,Paper |x|,abs,1,0.15,9.566867669423422,0.0061728395521640665,8.120063622792562,0.1469605934479054,0,0.4902570952598746
paper,Paper |x|,abs,2,0.2,10.765671253204346,0.026404151692986464,9.243848959604898,0.19276987110633734,0,0.5178228889752513
paper,Paper |x|,abs,3,0.25,13.975594520568848,0.03988604123393693,12.772258599599203,0.2498825187969925,0,0.5365079128900293
paper,Paper |x|,abs,4,0.3,13.072008768717447,0.034866369018952036,11.805938879648844,0.2956917964554242,0,0.5610694525001805
paper,Paper |x|,abs,5,0.35,13.598981539408365,0.0453975051641464,12.511402130126953,0.3413248523093448,0,0.5848946349809842
paper,Paper |x|,abs,6,0.4,14.995185852050781,0.05346967900792757,13.381945927937826,0.3970193340494092,0,0.6070790478373671
paper,Paper |x|,abs,7,0.45,12.067642529805502,0.041123999903599405,10.640253384908041,0.4426523899033297,0,0.6341317698095205
paper,Paper |x|,abs,8,0.5,11.198102315266928,0.0250305254012346,9.775863647460938,0.4999412593984962,0,0.6578223889066785
paper,Paper |x|,abs,9,0.55,12.092727025349935,0.02564102659622827,10.295479933420816,0.5455743152524167,0,0.6952087459400003
paper,Paper |x|,abs,10,0.6,11.046565691630045,0.017094017316897702,9.909470876057943,0.5913835929108485,0,0.7184139763537711
paper,Paper |x|,abs,11,0.65,11.417021115620932,0.028913987800478897,10.021965662638346,0.6470780746509129,0,0.7548179129967331
paper,Paper |x|,abs,12,0.7,8.72763919830322,0.055928640067577334,7.221096515655518,0.6927111305048334,0,0.785811087769849
paper,Paper |x|,abs,13,0.75,6.747627894083659,0.0592016018927097,5.393749554951985,0.75,0,0.8030709524236388
paper,Paper |x|,abs,14,0.8,6.304669221242269,0.09729006017247832,5.1182756423950195,0.7956330558539206,0,0.8466102218478908
paper,Paper |x|,abs,15,0.85,5.293593009312947,0.1239994627734025,4.039776961008708,0.8414423335123523,0,0.875053674245278
paper,Paper |x|,abs,16,0.9,4.449502309163411,0.17124542593955994,3.3761655489603677,0.8969605934479055,0,0.9016855796054167
paper,Paper |x|,abs,17,0.95,2.572913328806559,0.29610975583394367,1.7847410837809246,0.9427698711063374,0,0.9306119608059497
