score_kind,cases,same_mask_rate,error_delta_mean,error_delta_abs_mean,actual_total_delta_ms,selector_delta_ms,read_wall_delta_ms,chunk_delta
abs,1134,0.6931216931216931,-0.0006381149750327725,0.0009668453726293346,2.1070529960923636e-05,-9.29753086419764e-05,0.00017330511463844756,0.047619047619047616
x2,1134,0.6349206349206349,-0.000556397338839646,0.0010788198100563921,0.001400622983983214,0.0006216838624338625,0.0007275811287477955,0.006172839506172839
