trial,target_cv,spatial_mode,budget_fraction,budget_rows,q,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,single_importance,single_rows,single_chunks,single_aff_ms,single_runtime_ms,top_importance,top_rows,top_chunks,top_aff_ms,top_runtime_ms,quant_importance,quant_rows,quant_chunks,quant_aff_ms,quant_runtime_ms,quant_build_ms,quant_one_query_ms,quant_amortized_ms,quant_full_mask,paper_extra_vs_quant_pct,quant_strictly_beats_paper,quant_nonworse_than_paper,paper_extra_vs_top_pct,paper_extra_vs_single_pct
0,1.07,random,0.125,2368,1024,0.20355994655235887,2368,111,3.538634100905173,48.744054,0.20356059877839658,3727,1,3.65857514063205,15.749277,0.20368423692004384,819,785,9.437241732434943,0.089087,1.0,18944,1,18.55128709007226,0.00527,899.84997,899.85524,64.28026785714285,True,-80.92512889416241,False,False,-62.50351319556424,-3.2783538704676096
0,1.07,random,0.25,4736,1024,0.3665419429655541,4736,212,6.967259343668642,22.76232,0.3665832805911664,6810,1,6.675873618658216,5.682908,0.3665453955276401,2080,1868,22.585328017216163,0.083025,1.0,18944,1,18.55128709007226,0.004829,899.84997,899.854799,64.27982685714285,True,-62.44325630970814,False,False,-69.15139183120256,4.364757957610821
0,1.07,random,0.375,7104,1024,0.5080784541719443,7104,298,10.230871299219555,88.687716,0.5080835388716305,9540,1,9.347694846362216,5.571129,0.5080921401657585,3655,2947,35.99671913438138,0.126306,1.0,18944,1,18.55128709007226,0.004719,899.84997,899.854689,64.27971685714284,True,-44.850881507328864,False,False,-71.57832284373997,9.448066794788868
0,1.07,random,0.5,9472,1024,0.6352693402090205,9472,377,13.417477054071277,154.037577,0.6352881678969686,11961,1,11.717101143897523,4.493606,0.6353038521546457,5577,3892,48.27359666820355,0.113031,1.0,18944,1,18.55128709007226,0.004579,899.84997,899.854549,64.27957685714286,True,-27.6736056699179,False,False,-72.20535037757195,14.51191629475128
0,1.07,random,0.625,11840,1024,0.7484896577101742,11840,443,16.461071293338783,21.909576,0.7485094090167685,14108,1,13.818346629568032,3.89651,0.7485133172044796,7849,4566,57.91177532942453,0.146844,1.0,18944,1,18.55128709007226,0.004699,899.84997,899.854669,64.27969685714285,True,-11.267227910305255,False,False,-71.57560582506433,19.124753015790887
0,1.07,random,0.75,14208,1024,0.8481439108253752,14208,451,18.866614155384404,42.705282,0.8481473591359756,16020,1,15.689600178055228,7.083385,0.8481459713487481,10549,4669,61.687327123156166,0.176711,1.0,18944,1,18.55128709007226,0.004638,899.84997,899.854608,64.27963585714285,True,1.6997584252840925,True,True,-69.41573733982995,20.24917105136186
0,1.07,random,0.875,16576,1024,0.9335861474771767,16576,358,20.161067550198826,62.185168,0.9336116153160188,17603,1,17.23886501448579,2.775105,0.9336010719328496,13872,3675,54.00463048455228,0.132077,1.0,18944,1,18.55128709007226,0.004819,899.84997,899.854789,64.27981685714285,True,8.677459694901923,True,True,-62.6678909395264,16.95124669319885
0,1.07,random,0.125,2368,2048,0.20355994655235887,2368,111,3.538634100905173,48.744054,0.20356059877839658,3727,1,3.65857514063205,15.749277,0.20368423692004384,819,785,9.437241732434943,0.089087,0.20393115228782496,2978,47,3.431577756380368,0.264134,132.814644,133.078778,9.750894285714285,False,3.119741183942404,True,True,-62.50351319556424,-3.2783538704676096
0,1.07,random,0.25,4736,2048,0.3665419429655541,4736,212,6.967259343668642,22.76232,0.3665832805911664,6810,1,6.675873618658216,5.682908,0.3665453955276401,2080,1868,22.585328017216163,0.083025,0.3667217264470544,5948,61,6.4922967681389565,0.18742,132.814644,133.002064,9.674180285714284,False,7.315786577418515,True,True,-69.15139183120256,4.364757957610821
0,1.07,random,0.375,7104,2048,0.5080784541719443,7104,298,10.230871299219555,88.687716,0.5080835388716305,9540,1,9.347694846362216,5.571129,0.5080921401657585,3655,2947,35.99671913438138,0.126306,1.0,18944,1,18.55128709007226,0.171431,132.814644,132.986075,9.658191285714285,True,-44.850881507328864,False,False,-71.57832284373997,9.448066794788868
0,1.07,random,0.5,9472,2048,0.6352693402090205,9472,377,13.417477054071277,154.037577,0.6352881678969686,11961,1,11.717101143897523,4.493606,0.6353038521546457,5577,3892,48.27359666820355,0.113031,1.0,18944,1,18.55128709007226,0.176279,132.814644,132.99092299999998,9.663039285714284,True,-27.6736056699179,False,False,-72.20535037757195,14.51191629475128
0,1.07,random,0.625,11840,2048,0.7484896577101742,11840,443,16.461071293338783,21.909576,0.7485094090167685,14108,1,13.818346629568032,3.89651,0.7485133172044796,7849,4566,57.91177532942453,0.146844,1.0,18944,1,18.55128709007226,0.171831,132.814644,132.98647499999998,9.658591285714284,True,-11.267227910305255,False,False,-71.57560582506433,19.124753015790887
0,1.07,random,0.75,14208,2048,0.8481439108253752,14208,451,18.866614155384404,42.705282,0.8481473591359756,16020,1,15.689600178055228,7.083385,0.8481459713487481,10549,4669,61.687327123156166,0.176711,1.0,18944,1,18.55128709007226,0.1712,132.814644,132.985844,9.657960285714285,True,1.6997584252840925,True,True,-69.41573733982995,20.24917105136186
0,1.07,random,0.875,16576,2048,0.9335861474771767,16576,358,20.161067550198826,62.185168,0.9336116153160188,17603,1,17.23886501448579,2.775105,0.9336010719328496,13872,3675,54.00463048455228,0.132077,1.0,18944,1,18.55128709007226,0.171891,132.814644,132.98653499999998,9.658651285714285,True,8.677459694901923,True,True,-62.6678909395264,16.95124669319885
0,1.07,random,0.125,2368,4096,0.20355994655235887,2368,111,3.538634100905173,48.744054,0.20356059877839658,3727,1,3.65857514063205,15.749277,0.20368423692004384,819,785,9.437241732434943,0.089087,0.203760504951617,2717,52,3.231144331813596,1.496917,673.224858,674.7217750000001,49.584406857142866,False,9.516435587975947,True,True,-62.50351319556424,-3.2783538704676096
0,1.07,random,0.25,4736,4096,0.3665419429655541,4736,212,6.967259343668642,22.76232,0.3665832805911664,6810,1,6.675873618658216,5.682908,0.3665453955276401,2080,1868,22.585328017216163,0.083025,0.36676257306920795,5479,67,6.099296897751574,1.361013,673.224858,674.585871,49.44850285714286,False,14.230532805134155,True,True,-69.15139183120256,4.364757957610821
0,1.07,random,0.375,7104,4096,0.5080784541719443,7104,298,10.230871299219555,88.687716,0.5080835388716305,9540,1,9.347694846362216,5.571129,0.5080921401657585,3655,2947,35.99671913438138,0.126306,0.5084630231301477,8195,60,8.680410277435834,1.22594,673.224858,674.4507980000001,49.313429857142864,False,17.861609903555408,True,True,-71.57832284373997,9.448066794788868
0,1.07,random,0.5,9472,4096,0.6352693402090205,9472,377,13.417477054071277,154.037577,0.6352881678969686,11961,1,11.717101143897523,4.493606,0.6353038521546457,5577,3892,48.27359666820355,0.113031,0.6352809359250758,10652,60,11.085049382370363,1.152354,673.224858,674.377212,49.239843857142866,False,21.041202355042298,True,True,-72.20535037757195,14.51191629475128
0,1.07,random,0.625,11840,4096,0.7484896577101742,11840,443,16.461071293338783,21.909576,0.7485094090167685,14108,1,13.818346629568032,3.89651,0.7485133172044796,7849,4566,57.91177532942453,0.146844,0.7485407108628103,13023,49,13.284511481230828,1.023272,673.224858,674.2481300000001,49.11076185714286,False,23.911754802545747,True,True,-71.57560582506433,19.124753015790887
0,1.07,random,0.75,14208,4096,0.8481439108253752,14208,451,18.866614155384404,42.705282,0.8481473591359756,16020,1,15.689600178055228,7.083385,0.8481459713487481,10549,4669,61.687327123156166,0.176711,0.8481628779355335,15261,31,15.276801729837269,0.935327,673.224858,674.1601850000001,49.022816857142864,False,23.49845529863648,True,True,-69.41573733982995,20.24917105136186
0,1.07,random,0.875,16576,4096,0.9335861474771767,16576,358,20.161067550198826,62.185168,0.9336116153160188,17603,1,17.23886501448579,2.775105,0.9336010719328496,13872,3675,54.00463048455228,0.132077,0.933597528144882,17245,17,17.06450849172151,0.858534,673.224858,674.083392,48.94602385714286,False,18.14619542062723,True,True,-62.6678909395264,16.95124669319885
0,1.07,random,0.125,2368,8192,0.20355994655235887,2368,111,3.538634100905173,48.744054,0.20356059877839658,3727,1,3.65857514063205,15.749277,0.20368423692004384,819,785,9.437241732434943,0.089087,0.20364271692909017,2629,57,3.2000241205775093,2.908554,1493.940251,1496.848805,109.61857192857143,False,10.581482125408325,True,True,-62.50351319556424,-3.2783538704676096
0,1.07,random,0.25,4736,8192,0.3665419429655541,4736,212,6.967259343668642,22.76232,0.3665832805911664,6810,1,6.675873618658216,5.682908,0.3665453955276401,2080,1868,22.585328017216163,0.083025,0.3666391081170642,5443,67,6.064064090353295,2.624514,1493.940251,1496.564765,109.33453192857144,False,14.894223409547225,True,True,-69.15139183120256,4.364757957610821
0,1.07,random,0.375,7104,8192,0.5080784541719443,7104,298,10.230871299219555,88.687716,0.5080835388716305,9540,1,9.347694846362216,5.571129,0.5080921401657585,3655,2947,35.99671913438138,0.126306,0.5080956810043259,8087,66,8.64071717012596,2.374126,1493.940251,1496.314377,109.08414392857144,False,18.40303412072466,True,True,-71.57832284373997,9.448066794788868
0,1.07,random,0.5,9472,8192,0.6352693402090205,9472,377,13.417477054071277,154.037577,0.6352881678969686,11961,1,11.717101143897523,4.493606,0.6353038521546457,5577,3892,48.27359666820355,0.113031,0.6352830472753437,10593,62,11.04930849742925,2.185423,1493.940251,1496.125674,108.89544092857143,False,21.432730900698527,True,True,-72.20535037757195,14.51191629475128
