trial,target_cv,spatial_mode,actual_cv,lag1_corr,first_half_mass,quant_build_ms,quant_peak_states
0,1.07,random,1.0700000000000003,-0.001669522824366501,0.5031666929735861,83.966542,6
0,1.07,local,1.0699999999999998,0.9219656280507241,0.5042266772233426,84.285027,138
0,1.07,hot-cold,1.07,0.36635292478391585,0.7601410564618223,103.644037,334
0,1.25,random,1.25,-0.0020238804714864146,0.4998130528211552,77.560723,26
0,1.25,local,1.25,0.9209994341069719,0.5056792988514625,83.81028,142
0,1.25,hot-cold,1.25,0.33912037926284244,0.7868143042075019,119.39723,542
0,1.44,random,1.44,-0.009585605260907886,0.5021264652787785,80.90432,50
0,1.44,local,1.44,0.8495161921141478,0.5308852533809212,90.647023,338
0,1.44,hot-cold,1.44,0.2784917116157286,0.7914687177032178,118.666335,558
0,2.48,random,2.4799999999999995,0.0062775647912290036,0.4917481617149795,87.787561,276
0,2.48,local,2.479999999999999,0.9350753440100424,0.533916934947921,103.071056,610
0,2.48,hot-cold,2.4800000000000004,0.19128037947890955,0.8756911176492872,150.150028,1010
0,3.3,random,3.2999999999999994,-0.006407464540103593,0.490288470111942,95.712989,405
0,3.3,local,3.2999999999999994,0.8608176304906393,0.4837785636649156,105.42775,796
0,3.3,hot-cold,3.2999999999999994,0.12273356319749658,0.9025064621724375,154.776021,1090
0,4.55,random,4.55,-0.0013166077361175842,0.49940392913738973,100.860166,580
0,4.55,local,4.55,0.7904345216590213,0.6115873079459614,130.163225,988
0,4.55,hot-cold,4.55,0.0873480060510509,0.9381328676044876,163.880993,1173
0,9.19,random,9.190000000000001,0.0006871910189835115,0.5262985085247093,108.093691,732
0,9.19,local,9.190000000000001,0.8026920876631979,0.6261887022174698,112.410065,828
0,9.19,hot-cold,9.190000000000001,0.018507956842739034,0.9658497110719623,151.091516,1066
1,1.07,random,1.07,0.004081019628059373,0.5021960608045857,78.272112,10
1,1.07,local,1.0699999999999998,0.9018999483880008,0.4753963361942409,87.225301,152
1,1.07,hot-cold,1.07,0.3700436575949616,0.7615406695877898,112.517044,508
