trial,target_cv,spatial_mode,budget_rows,budget_fraction,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,paper_extra_vs_quant_pct,paper_extra_vs_single_pct,quant_beats_paper,target_importance,single_importance,single_overshoot,single_rows,single_chunks,single_aff_ms,single_runtime_ms,quant_importance,quant_overshoot,quant_rows,quant_chunks,quant_aff_ms,quant_solve_ms,single_extra_vs_quant_pct,quant_beats_single,quant_build_ms,quant_single_query_ms,quant_amortized_ms,quant_full_mask
0,1.07,random,1792,0.125,0.21013600931914528,1792,107,3.1814500474414293,3.335592,-80.17274601419935,-2.8834041064462412,False,0.21013600931914528,0.2101494635913524,1.3454272207114037e-05,2919,1,3.2759077047227954,3.928199,1.0,0.7898639906808547,14336,1,16.045843008415762,0.048691,-79.58407231701918,False,59.73042,59.779111,4.315149571428571,True
0,1.07,random,3584,0.25,0.3723788856009187,3584,199,6.197886807670303,4.764231,-61.37387855272161,4.812035952775218,False,0.3723788856009187,0.37246165491940986,8.276931849116043e-05,5277,1,5.913335001395128,4.130468,1.0,0.6276211143990813,14336,1,16.045843008415762,0.063038,-63.14724630987797,False,59.73042,59.793458,4.329496571428571,True
0,1.07,random,5376,0.375,0.5142571241593319,5376,281,9.104314709757471,8.343959,-43.26060210745912,11.12523623052477,False,0.5142571241593319,0.5142576356075083,5.114481763657253e-07,7315,1,8.192841714973673,3.233853,1.0,0.4857428758406681,14336,1,16.045843008415762,0.086482,-48.94103282278985,False,59.73042,59.816902,4.352940571428571,True
0,1.07,random,7168,0.5,0.6404828952170509,7168,349,11.856730210446257,11.783796,-26.107153084897995,15.728566486208395,False,0.6404828952170509,0.6406464023144833,0.00016350709743240266,9150,1,10.2452925586521,2.691358,1.0,0.35951710478294907,14336,1,16.045843008415762,0.062688,-36.149864153110414,False,59.73042,59.793108000000004,4.329146571428571,True
0,1.07,random,8960,0.625,0.7533678937219186,8960,388,14.2901200225241,15.097468,-10.941918009361151,18.606768349885684,False,0.7533678937219186,0.7533739482328515,6.0545109329401825e-06,10762,1,12.048317495987044,2.383243,1.0,0.2466321062780814,14336,1,16.045843008415762,0.057989,-24.91315358334296,False,59.73042,59.788409,4.324447571428571,True
0,1.07,random,10752,0.75,0.8525965452558685,10752,379,16.195467315521764,17.872302,0.9324801883423994,18.62856578608414,True,0.8525965452558685,0.852696686130356,0.00010014087448750875,12196,1,13.65224910897607,2.118528,1.0,0.14740345474413152,14336,1,16.045843008415762,0.056706,-14.917221227855048,False,59.73042,59.787126,4.323164571428571,True
0,1.07,random,12544,0.875,0.9357039016772171,12544,292,17.242745515014143,21.633319,7.459268459566926,14.994174679132488,True,0.9357039016772171,0.9357116106150247,7.708937807660021e-06,13396,1,14.994451295577766,1.915068,1.0,0.06429609832278294,14336,1,16.045843008415762,0.057437,-6.552424277655955,False,59.73042,59.787857,4.323895571428571,True
0,1.07,local,1792,0.125,0.36993261581980086,1792,87,2.9614323311580213,4.587391,-81.54392804662989,-44.08089217247245,False,0.36993261581980086,0.37038953092977295,0.00045691510997208917,4725,1,5.295921995558348,3.4203,1.0,0.6300673841801991,14336,1,16.045843008415762,0.076493,-66.99505290696955,False,67.824953,67.90144599999999,4.9211325,True
0,1.07,local,3584,0.25,0.5548564714272264,3584,145,5.603838973705102,6.607655,-65.07607004028404,-33.45412339778818,False,0.5548564714272264,0.5549283051205731,7.18336933467345e-05,7519,1,8.421016086695962,2.920156,1.0,0.4451435285727736,14336,1,16.045843008415762,0.092673,-47.519017341255996,False,67.824953,67.917626,4.937312499999999,True
0,1.07,local,5376,0.375,0.6885386451777836,5376,174,7.927219927641241,9.788749,-50.59642598096246,-23.85602976020521,False,0.6885386451777836,0.688573551745666,3.490656788240898e-05,9298,1,10.410830828332974,2.529756,1.0,0.3114613548222164,14336,1,16.045843008415762,0.078366,-35.11820586258586,False,67.824953,67.903319,4.9230054999999995,True
0,1.07,local,7168,0.5,0.7916808326110178,7168,189,10.096588480178998,12.678578,-37.07660934434224,-18.734067161378064,False,0.7916808326110178,0.7916921754952306,1.1342884212783844e-05,11098,1,12.424134108235519,2.242389,1.0,0.20831916738898215,14336,1,16.045843008415762,0.076753,-22.57101043728722,False,67.824953,67.90170599999999,4.9213925,True
0,1.07,local,8960,0.625,0.8696753405192721,8960,192,12.133946402946707,15.673003,-24.379501927180357,-11.30293368722487,False,0.8696753405192721,0.8696810407380584,5.700218786319766e-06,12221,1,13.680211654530272,2.053967,1.0,0.1303246594807279,14336,1,16.045843008415762,0.081412,-14.742954624725913,False,67.824953,67.906365,4.9260515,True
0,1.07,local,10752,0.75,0.9309890044878644,10752,166,13.852278637103476,18.904911,-13.670608457042743,-5.466544411701102,False,0.9309890044878644,0.9310953296391313,0.00010632515126696163,13091,1,14.653308239816502,1.972526,1.0,0.06901099551213563,14336,1,16.045843008415762,0.101369,-8.67847683583156,False,67.824953,67.926322,4.9460085,True
0,1.07,local,12544,0.875,0.973881394481859,12544,113,15.273586954277643,21.816671,-4.812810730686346,-1.8926720322642643,False,0.973881394481859,0.9739442467117796,6.285222992064021e-05,13909,1,15.568242730349992,1.770097,1.0,0.026118605518141047,14336,1,16.045843008415762,0.080961,-2.9764735814458487,False,67.824953,67.905914,4.9256005,True
0,1.07,hot-cold,1792,0.125,0.30539026097475697,1792,78,2.8624243588304883,4.219103,28.107162524553896,30.314350584650928,True,0.30539026097475697,0.3055237737847559,0.0001335128099989591,1954,1,2.1965534463305985,3.073463,0.30590826723521347,0.000518006260456505,1978,2,2.2343983758768027,4.950399,-1.6937413647802768,False,92.37395,97.324349,11.548538285714285,False
0,1.07,hot-cold,3584,0.25,0.5046706567606424,3584,113,5.2518106276516505,7.114854,-67.26996129217288,26.600320468448977,False,0.5046706567606424,0.5048354016241807,0.0001647448635383464,3699,1,4.148339126013898,2.671701,1.0,0.4953293432393576,14336,1,16.045843008415762,0.121757,-74.14695429938978,False,92.37395,92.495707,6.7198962857142845,True
0,1.07,hot-cold,5376,0.375,0.651250262095464,5376,137,7.520187152516938,9.286801,-53.133112740958936,23.053606660292303,False,0.651250262095464,0.651363842730234,0.00011358063476996083,5454,1,6.1113098239188774,2.562157,1.0,0.348749737904536,14336,1,16.045843008415762,0.121327,-61.913438759723604,False,92.37395,92.49527699999999,6.719466285714285,True
0,1.07,hot-cold,7168,0.5,0.7636676436623323,7168,150,9.667553933426353,12.12783,-39.75041430758177,19.48442187279018,False,0.7636676436623323,0.7636799021432326,1.2258480900251278e-05,7224,1,8.091058049156377,2.267126,1.0,0.2363323563376677,14336,1,16.045843008415762,0.118551,-49.57536325817996,False,92.37395,92.49250099999999,6.716690285714285,True
0,1.07,hot-cold,8960,0.625,0.8471574217671854,8960,170,11.891926915034958,14.79907,-25.887802162853944,18.76909537257894,False,0.8471574217671854,0.8471903941720643,3.297240487887265e-05,8942,1,10.01264417964114,2.099473,1.0,0.15284257823281455,14336,1,16.045843008415762,0.120065,-37.59976229114492,False,92.37395,92.49401499999999,6.718204285714285,True
0,1.07,hot-cold,10752,0.75,0.9122738090599927,10752,167,13.863279522917646,17.856823,-13.602049355421219,15.68693500290934,False,0.9122738090599927,0.9122852999731652,1.1490913172540473e-05,10704,1,11.983444390301296,1.939664,1.0,0.08772619094000733,14336,1,16.045843008415762,0.127027,-25.317452102602587,False,92.37395,92.50097699999999,6.725166285714285,True
0,1.07,hot-cold,12544,0.875,0.9630699327451897,12544,147,15.647617071959436,20.885492,-2.4818012755544405,11.491742053198607,False,0.9630699327451897,0.9630791982901996,9.265545009906617e-06,12538,1,14.034776732157553,1.772081,1.0,0.036930067254810295,14336,1,16.045843008415762,0.119794,-12.533254097048307,False,92.37395,92.49374399999999,6.717933285714285,True
0,1.25,random,1792,0.125,0.21752881755074793,1792,103,3.1374465041847475,3.515398,-80.44698242068546,-5.0693742242845286,False,0.21752881755074793,0.21756154707742986,3.272952668192941e-05,2945,1,3.3049887520991654,3.829616,1.0,0.7824711824492521,14336,1,16.045843008415762,0.051145,-79.40283504976486,False,58.124298,58.175443,4.2028805714285715,True
0,1.25,random,3584,0.25,0.38010072761502206,3584,197,6.1758850360419615,4.826828,-61.510996755964655,4.558628516300334,False,0.38010072761502206,0.38012319927975236,2.2471664730294716e-05,5271,1,5.906623990462119,3.471797,1.0,0.6198992723849779,14336,1,16.045843008415762,0.084418,-63.18907029462897,False,58.124298,58.208716,4.236153571428572,True
0,1.25,random,5376,0.375,0.521690902029843,5376,286,9.159319138828323,8.149366,-42.91780659935148,10.484341312561995,False,0.521690902029843,0.5217021386292601,1.1236599417041582e-05,7402,1,8.290151373502296,3.135849,1.0,0.47830909797015697,14336,1,16.045843008415762,0.159508,-48.334585043900425,False,58.124298,58.283806000000006,4.311243571428571,True
0,1.25,random,7168,0.5,0.6489119037855813,7168,361,11.988740840216302,11.404338,-25.284443865439677,15.404399943214342,False,0.6489119037855813,0.6489673199036431,5.54161180618129e-05,9278,1,10.388460791889614,2.714101,1.0,0.3510880962144187,14336,1,16.045843008415762,0.067355,-35.25761914508917,False,58.124298,58.191653,4.219090571428572,True
