trial,target_cv,spatial_mode,coverage_target,target_importance,single_importance,single_overshoot,single_rows,single_chunks,single_aff_ms,single_runtime_ms,quant_importance,quant_overshoot,quant_rows,quant_chunks,quant_aff_ms,quant_solve_ms,single_extra_vs_quant_pct,quant_beats_single,quant_build_ms,quant_single_query_ms,quant_amortized_ms,quant_full_mask
0,1.07,random,0.1,0.1,0.10014329576857886,0.00014329576857885495,1351,1,1.5220968475632461,4.392137,1.0,0.9,14336,1,16.045843008415762,0.079018,-90.51407366527933,False,59.73042,59.809438,4.345476571428571,True
0,1.07,random,0.3,0.3,0.3000216278150865,2.162781508652234e-05,4238,1,4.751211608162492,3.834534,1.0,0.7,14336,1,16.045843008415762,0.044814,-70.38976633592536,False,59.73042,59.775234000000005,4.311272571428571,True
0,1.07,random,0.5,0.5,0.5000132719495758,1.3271949575788256e-05,7078,1,7.927756783119839,3.207804,1.0,0.5,14336,1,16.045843008415762,0.038582,-50.59308022045417,False,59.73042,59.769002,4.305040571428571,True
0,1.07,random,0.7,0.7,0.7000105061766692,1.0506176669200507e-05,10007,1,11.203848620250143,2.643479,1.0,0.30000000000000004,14336,1,16.045843008415762,0.040054,-30.17600499784323,False,59.73042,59.770474,4.306512571428571,True
0,1.07,random,0.9,0.9,0.9000284527982985,2.8452798298439497e-05,12885,1,14.422896864449877,2.105203,1.0,0.09999999999999998,14336,1,16.045843008415762,0.040025,-10.114433645615739,False,59.73042,59.770445,4.306483571428571,True
0,1.07,random,0.95,0.95,0.9500113813420206,1.138134202061103e-05,13613,1,15.237166190988239,1.91632,1.0,0.050000000000000044,14336,1,16.045843008415762,0.035155,-5.0397901624949615,False,59.73042,59.765575000000005,4.301613571428571,True
0,1.07,random,0.99,0.99,0.9900449612263161,4.496122631614252e-05,14180,1,15.87135672415754,1.815051,1.0,0.010000000000000009,14336,1,16.045843008415762,0.034895,-1.0874236035258944,False,59.73042,59.765315,4.301353571428571,True
0,1.07,local,0.1,0.1,0.10001675570667529,1.6755706675281035e-05,1064,1,1.2010868246010071,4.125398,0.10059998222433136,0.000599982224331358,297,14,0.4862074425823049,4.243318,147.03176451226122,True,67.824953,72.068271,9.0879575,False
0,1.07,local,0.3,0.3,0.30006333348511693,6.333348511694536e-05,3740,1,4.194197700722789,3.573977,1.0,0.7,14336,1,16.045843008415762,0.072285,-73.86115707025797,False,67.824953,67.89723799999999,4.9169244999999995,True
0,1.07,local,0.5,0.5,0.5001963670118094,0.0001963670118093619,6786,1,7.60115425104676,3.121301,1.0,0.5,14336,1,16.045843008415762,0.059491,-52.62851414500261,False,67.824953,67.88444399999999,4.9041305,True
0,1.07,local,0.7,0.7,0.7000491021556042,4.910215560427478e-05,9366,1,10.486888952240404,2.535167,1.0,0.30000000000000004,14336,1,16.045843008415762,0.057457,-34.64420070207458,False,67.824953,67.88241,4.9020965,True
0,1.07,local,0.9,0.9,0.9000048923323454,4.892332345352024e-06,12665,1,14.1768264635729,1.978917,1.0,0.09999999999999998,14336,1,16.045843008415762,0.057027,-11.647979753152239,False,67.824953,67.88198,4.901666499999999,True
0,1.07,local,0.95,0.95,0.9500238866316759,2.3886631675962278e-05,13415,1,15.01570283019896,1.874582,1.0,0.050000000000000044,14336,1,16.045843008415762,0.056496,-6.419981659277807,False,67.824953,67.88144899999999,4.9011355,True
0,1.07,local,0.99,0.99,0.9900299498804217,2.9949880421709096e-05,14151,1,15.838920171314665,1.825691,1.0,0.010000000000000009,14336,1,16.045843008415762,0.065543,-1.289572863155708,False,67.824953,67.890496,4.9101824999999995,True
0,1.07,hot-cold,0.1,0.1,0.10019190465815636,0.0001919046581563555,559,1,0.6362434044061269,3.926286,0.10077232722623342,0.0007723272262334102,552,2,0.6394147774651208,4.081596,-0.49598057016547736,False,92.37395,96.455546,10.679735285714285,False
0,1.07,hot-cold,0.3,0.3,0.3001654177825206,0.0001654177825206049,1915,1,2.1529318752660433,3.249792,0.3008834469149383,0.0008834469149383017,1937,2,2.188539801167911,3.966781,-1.6270175156451683,False,92.37395,96.34073099999999,10.564920285714285,False
0,1.07,hot-cold,0.5,0.5,0.5000294364832802,2.9436483280242953e-05,3645,1,4.087940027616821,2.731173,1.0,0.5,14336,1,16.045843008415762,0.12328,-74.52337016214874,False,92.37395,92.49722999999999,6.721419285714285,True
0,1.07,hot-cold,0.7,0.7,0.7000299169088666,2.9916908866667313e-05,6155,1,6.895379601258702,2.44581,1.0,0.30000000000000004,14336,1,16.045843008415762,0.114003,-57.027003207982304,False,92.37395,92.48795299999999,6.712142285714285,True
0,1.07,hot-cold,0.9,0.9,0.9000291949782151,2.9194978215074663e-05,10344,1,11.580783734320788,1.980811,1.0,0.09999999999999998,14336,1,16.045843008415762,0.109695,-27.826891187662305,False,92.37395,92.483645,6.707834285714285,True
0,1.07,hot-cold,0.95,0.95,0.9500340604947901,3.4060494790155715e-05,12004,1,13.4374967591198,1.941578,1.0,0.050000000000000044,14336,1,16.045843008415762,0.106358,-16.255588739886907,False,92.37395,92.480308,6.704497285714285,True
0,1.07,hot-cold,0.99,0.99,0.9900002102635199,2.102635199285885e-07,13790,1,15.43514101351199,1.855867,1.0,0.010000000000000009,14336,1,16.045843008415762,0.142196,-3.805982612340597,False,92.37395,92.51614599999999,6.740335285714285,True
0,1.25,random,0.1,0.1,0.10004003657504587,4.003657504586533e-05,1308,1,1.4740012692100186,4.145846,1.0,0.9,14336,1,16.045843008415762,0.089828,-90.81381222266145,False,58.124298,58.214126,4.241563571428571,True
0,1.25,random,0.3,0.3,0.3000972711529247,9.727115292473831e-05,4132,1,4.632650415012676,3.706455,1.0,0.7,14336,1,16.045843008415762,0.049432,-71.12865673319294,False,58.124298,58.173730000000006,4.201167571428572,True
0,1.25,random,0.5,0.5,0.5000107861594129,1.0786159412856655e-05,7094,1,7.9456528122745285,3.053074,1.0,0.5,14336,1,16.045843008415762,0.040355,-50.481549594451515,False,58.124298,58.164653,4.192090571428571,True
