length_factor,selector_ms,nonselector_ms,actual_total_ms,relative_l2_error
1.0,0.10661778622868899,0.5709283511914037,0.6775461374200927,0.4344506467103924
2.0,0.10284041416813637,0.5696671390242753,0.6725075531924118,0.44637222519143016
3.0,0.10032193514844208,0.5684820437818459,0.668803978930288,0.45459690992747803
4.0,0.09807373846266901,0.5738236603059929,0.6718973987686618,0.4613930903040686
