method,method_label,budget_index,budget_fraction,cases,actual_total_ms,selector_ms,nonselector_ms,relative_l2_error,cosine_error,importance_retention,selected_fraction,row_match_rate,fallback_rate,cell_count,length_factor
c1_l2,C1 · 2s,9,0.55,189,0.6870305796134172,0.10245268783068782,0.5845778917827293,0.43382782175171153,0.10967991118708612,0.5980042657524189,0.5500093959533574,1.0,0.0,1.0,2.0
c1_l2,C1 · 2s,10,0.6,189,0.7479330766280325,0.10061280423280422,0.6473202723952283,0.39842357706751613,0.09309385567115094,0.6454932557211982,0.6001498457487062,1.0,0.0,1.0,2.0
c1_l2,C1 · 2s,11,0.65,189,0.788429314749922,0.10194350264550263,0.6864858121044195,0.361286716703227,0.07767855427252547,0.6940499471608924,0.6498501542512938,1.0,0.0,1.0,2.0
c1_l2,C1 · 2s,12,0.7,189,0.8144087091134534,0.10121805555555553,0.7131906535578979,0.3298803096632202,0.0649222854583982,0.738368187947248,0.6999906040466426,1.0,0.0,1.0,2.0
c1_l2,C1 · 2s,13,0.75,189,0.850465021096741,0.10236606084656084,0.7480989602501803,0.29379013405679155,0.05299945010079274,0.7842742343428274,0.75,1.0,0.0,1.0,2.0
c1_l2,C1 · 2s,14,0.8,189,0.8889425347265163,0.10057941005291003,0.7883631246736063,0.2581035258031632,0.04109618241194059,0.8297191839369517,0.8000093959533574,1.0,0.0,1.0,2.0
c1_l2,C1 · 2s,15,0.85,189,0.9626750819848044,0.10363639947089946,0.8590386825139049,0.21907623463788278,0.030045193654519492,0.8742581353616462,0.8501498457487062,1.0,0.0,1.0,2.0
c1_l2,C1 · 2s,16,0.9,189,0.9869821295740072,0.10410900529100527,0.8828731242830019,0.17632486730217733,0.019880689010418236,0.9169403456506275,0.8998501542512938,1.0,0.0,1.0,2.0
c1_l2,C1 · 2s,17,0.95,189,1.0364412537752563,0.10361275396825395,0.9328284998070023,0.12232942574179516,0.010067347180906377,0.9589515423017835,0.9499906040466426,1.0,0.0,1.0,2.0
c1_l3,C1 · 3s,0,0.1,189,0.29756993375828494,0.0894552275132275,0.20811470624505746,0.7937514447661304,0.4069301205337363,0.1351582251449741,0.10014984574870615,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,1,0.15,189,0.34637365078369864,0.09241430423280422,0.25395934655089447,0.7552562758484215,0.35359689703694097,0.18734257372598795,0.1498501542512938,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,2,0.2,189,0.3841158784296815,0.09186071428571428,0.2922551641439672,0.7035701351940001,0.2996468755303236,0.24442148161312888,0.19999060404664257,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,3,0.25,189,0.4230834443389656,0.09391942328042327,0.32916402105854237,0.6611391334799389,0.2570598686813677,0.2945912485084836,0.25,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,4,0.3,189,0.4720716616431118,0.09422130687830686,0.37785035476480494,0.6226752320964816,0.2257974652386216,0.3434791345760305,0.3000093959533574,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,5,0.35,189,0.5244116427198184,0.09748983333333332,0.4269218093864851,0.582507304048964,0.19624145226503803,0.3968891173443466,0.3501498457487061,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,6,0.4,189,0.5527314653911691,0.09589002645502645,0.45684143893614265,0.5455044028915899,0.1729960378515657,0.4481528942231779,0.3998501542512938,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,7,0.45,189,0.5813599945490593,0.09573792857142856,0.48562206597763075,0.5125519462944891,0.15205087548210502,0.49513734585393676,0.4499906040466426,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,8,0.5,189,0.6302245078429046,0.09935684656084655,0.5308676612820581,0.4805910695423052,0.13289579291823045,0.5426502918440198,0.5,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,9,0.55,189,0.6812169232848888,0.1005056693121693,0.5807112539727196,0.44254889328860575,0.11309427559060391,0.5921212226625473,0.5500093959533574,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,10,0.6,189,0.728340841521195,0.09950579100529099,0.6288350505159039,0.4103825872014991,0.09732724434484245,0.6384828554259406,0.6001498457487062,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,11,0.65,189,0.7850043600443901,0.10363723544973544,0.6813671245946546,0.37378378610604657,0.08272956035755295,0.6868447995690442,0.6498501542512938,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,12,0.7,189,0.8166233231293203,0.10218842328042328,0.714434899848897,0.34194054578987776,0.06998485263693265,0.7313919732810328,0.6999906040466426,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,13,0.75,189,0.841739211647831,0.10205529365079365,0.7396839179970373,0.30836018054898845,0.058939697250487276,0.7774550047501054,0.75,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,14,0.8,189,0.8939267173619141,0.0999681058201058,0.7939586115418082,0.2648964075608149,0.04301268429983225,0.8263260119806521,0.8000093959533574,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,15,0.85,189,0.9677292008782982,0.10578661375661375,0.8619425871216844,0.2303968060234433,0.0336839288630813,0.8698297202902496,0.8501498457487062,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,16,0.9,189,0.9848108574653558,0.09813616666666666,0.8866746907986892,0.18478808838938157,0.021750027540499525,0.914454250108628,0.8998501542512938,1.0,0.0,1.0,3.0
c1_l3,C1 · 3s,17,0.95,189,1.0279320028079342,0.09898176455026453,0.9289502382576695,0.12533874493757524,0.010424529118512623,0.9577827778442827,0.9499906040466426,1.0,0.0,1.0,3.0
c1_l4,C1 · 4s,0,0.1,189,0.304324954961309,0.08941426984126982,0.21491068512003916,0.8089354345722805,0.42581935975917434,0.13123649484896782,0.10014984574870615,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,1,0.15,189,0.34596284129272464,0.0900253439153439,0.25593749737738075,0.7597550983545641,0.3582576216844024,0.1861810357009292,0.1498501542512938,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,2,0.2,189,0.38682917203776007,0.09210977513227511,0.29471939690548493,0.7209364947463784,0.31194767560908404,0.23996285006167392,0.19999060404664257,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,3,0.25,189,0.4251720897823645,0.0929488095238095,0.3322232802585549,0.6582890732913579,0.25511449796182134,0.29562416562327626,0.25,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,4,0.3,189,0.4879696508143733,0.09544194444444443,0.39252770636992884,0.6291434744560214,0.2309269346888103,0.34264194649994056,0.3000093959533574,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,5,0.35,189,0.5349774256978395,0.0958629841269841,0.4391144415708553,0.585161630507736,0.19956240042176823,0.3960020346616311,0.3501498457487061,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,6,0.4,189,0.5541253704927671,0.09308486507936506,0.46104050541340197,0.5511396999850318,0.17644180097277198,0.4464481949175476,0.3998501542512938,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,7,0.45,189,0.6014753489422704,0.09577851587301585,0.5056968330692544,0.5213203227108039,0.1551642670202507,0.49323817031093375,0.4499906040466426,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,8,0.5,189,0.6349949072642526,0.0965192619047619,0.5384756453594906,0.48090436448535273,0.13361763449573008,0.541529273229932,0.5,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,9,0.55,189,0.686762288236549,0.100282955026455,0.5864793332100939,0.45027982307075665,0.11647924134340232,0.5891817618930151,0.5500093959533574,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,10,0.6,189,0.7420333411893731,0.0955258201058201,0.646507521083553,0.41668703227190584,0.09920523627094487,0.6363990105018413,0.6001498457487062,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,11,0.65,189,0.7841372329498021,0.0998240132275132,0.6843132197222889,0.3753261860243227,0.08328526644479656,0.6859452311324064,0.6498501542512938,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,12,0.7,189,0.8065072039242532,0.09809031216931216,0.708416891754941,0.3440654374801963,0.07001458999341123,0.7306929728972218,0.6999906040466426,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,13,0.75,189,0.8417854073181849,0.09913528835978835,0.7426501189583965,0.30478212655467724,0.05556166424322377,0.7783410445092216,0.75,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,14,0.8,189,0.8886660454912721,0.09905835449735448,0.7896076909939177,0.26731890976113615,0.04339500236763521,0.8250921611432676,0.8000093959533574,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,15,0.85,189,0.9583793968852705,0.10086313227513226,0.8575162646101382,0.23051546741444515,0.032904231989825165,0.8691511043795833,0.8501498457487062,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,16,0.9,189,1.0024901569175042,0.09958060846560846,0.9029095484518956,0.18715458754671824,0.02227337650521087,0.913251882192319,0.8998501542512938,1.0,0.0,1.0,4.0
c1_l4,C1 · 4s,17,0.95,189,1.0290937377961358,0.09599428042328041,0.9330994573728553,0.1263117250276818,0.010769959795411885,0.9575838046099143,0.9499906040466426,1.0,0.0,1.0,4.0
c2_l1,C2 · 1s,0,0.1,189,0.3044312406683687,0.09026553703703702,0.21416570363133164,0.7681177244201381,0.37701192167070174,0.1434593858226897,0.10014984574870615,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,1,0.15,189,0.3538255634274962,0.09205150793650792,0.26177405549098826,0.7177551369916982,0.3186454864406081,0.19849419924947947,0.1498501542512938,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,2,0.2,189,0.3995244444792876,0.09527856084656082,0.30424588363272675,0.673863516095533,0.2770414875928687,0.25347409322463643,0.19999060404664257,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,3,0.25,189,0.4401844761235143,0.09763449735449735,0.3425499787690169,0.6275480845893817,0.23478176795616348,0.3115176793444093,0.25,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,4,0.3,189,0.49473312968522337,0.10012677777777777,0.39460635190744564,0.5902333369468729,0.20643839981190107,0.3654853047201873,0.3000093959533574,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,5,0.35,189,0.5372820765912296,0.10104580158730159,0.43623627500392803,0.5528349730545882,0.18007479679016836,0.41828362667371355,0.3501498457487061,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,6,0.4,189,0.5693562723298703,0.10305204232804233,0.46630423000182797,0.5216619752781101,0.15918603902140618,0.46798480471605974,0.3998501542512938,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,7,0.45,189,0.6013000659317591,0.10518654497354496,0.49611352095821415,0.48543669155271596,0.1374879479408264,0.517026594706944,0.4499906040466426,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,8,0.5,189,0.6411342485171011,0.10586713756613755,0.5352671109509635,0.4484929516221638,0.11934754142054801,0.562643014564716,0.5,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,9,0.55,189,0.6887178149810053,0.10486191269841269,0.5838559022825925,0.415284701416062,0.10249318079973652,0.6113289799639787,0.5500093959533574,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,10,0.6,189,0.73870068532242,0.10456935978835978,0.6341313255340603,0.37754263043423336,0.08583017379518536,0.6591918733384874,0.6001498457487062,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,11,0.65,189,0.7889660001900748,0.10465249206349204,0.6843135081265826,0.34597268432536454,0.07292293146173787,0.7047282725414902,0.6498501542512938,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,12,0.7,189,0.8118200452306227,0.10622798412698412,0.7055920611036385,0.3121949716165622,0.05987198453731633,0.7496978183272024,0.6999906040466426,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,13,0.75,189,0.8407519942843775,0.1067825238095238,0.7339694704748536,0.27693108787819265,0.04814795211509417,0.7936768276350838,0.75,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,14,0.8,189,0.8925806432550561,0.10572673809523808,0.7868539051598181,0.24544435686791538,0.03798907175265918,0.8368393220598735,0.8000093959533574,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,15,0.85,189,0.9655653094741922,0.10936876190476189,0.8561965475694303,0.20782375881921436,0.027818794603700944,0.8795082433513863,0.8501498457487062,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,16,0.9,189,1.0088490105779224,0.10942369312169312,0.8994253174562293,0.16738829482223577,0.018308159220155537,0.9205580237050536,0.8998501542512938,1.0,0.0,2.0,1.0
c2_l1,C2 · 1s,17,0.95,189,1.028416150843513,0.10521010317460315,0.9232060476689099,0.11870852620316241,0.009623822396394388,0.9602253512730674,0.9499906040466426,1.0,0.0,2.0,1.0
c2_l2,C2 · 2s,0,0.1,189,0.30982553430507764,0.08974241269841268,0.220083121606665,0.7812132362236894,0.3935039172727595,0.13961070145248733,0.10014984574870615,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,1,0.15,189,0.3456332698616846,0.09392737037037037,0.25170589949131417,0.7330229148051883,0.3316521426988026,0.19449624379791275,0.1498501542512938,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,2,0.2,189,0.38584888110216237,0.09202292328042327,0.2938259578217391,0.6932327311052374,0.29040965579804917,0.24814870937791447,0.19999060404664257,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,3,0.25,189,0.43387353167355786,0.09676039947089946,0.33711313220265837,0.6398185056550477,0.24266818244621233,0.30403709995052797,0.25,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,4,0.3,189,0.48333856098143413,0.09672870899470899,0.38660985198672515,0.6002462257448801,0.21250189391393506,0.3561037469793249,0.3000093959533574,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,5,0.35,189,0.5386990184419213,0.10035375925925925,0.4383452591826619,0.5607858266504038,0.18420634130952215,0.4099102512238518,0.3501498457487061,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,6,0.4,189,0.5549191851064303,0.09875276455026452,0.45616642055616585,0.5309271173226455,0.16402799080288596,0.458838275343022,0.3998501542512938,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,7,0.45,189,0.6055368862233569,0.10109909788359787,0.504437788339759,0.49135302746343235,0.14132315803457185,0.5085158072136067,0.4499906040466426,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,8,0.5,189,0.6390539812673283,0.10210843915343913,0.5369455421138891,0.46364148295233176,0.12577630571587373,0.5508940834847708,0.5,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,9,0.55,189,0.7003846560307851,0.10422094444444444,0.5961637115863407,0.42843603032823435,0.10809204345026971,0.6012510988447402,0.5500093959533574,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,10,0.6,189,0.7395756825964543,0.10847526984126983,0.6311004127551844,0.3940272182965326,0.09181301965915332,0.6485298074111736,0.6001498457487062,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,11,0.65,189,0.7865339023299811,0.10960288095238094,0.6769310213776001,0.3572811224650611,0.07677865879876268,0.6971079297166652,0.6498501542512938,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,12,0.7,189,0.8207921007694343,0.10443576984126983,0.7163563309281645,0.3275603726826529,0.06422738518033705,0.741023753055189,0.6999906040466426,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,13,0.75,189,0.8540865819860087,0.10625474338624337,0.7478318385997654,0.2906009594160846,0.05210426244786172,0.7872171408284909,0.75,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,14,0.8,189,0.8952815032537015,0.10248233862433861,0.792799164629363,0.2541629806919782,0.04034384123231994,0.8322684796398909,0.8000093959533574,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,15,0.85,189,0.9809609896329319,0.10820817989417988,0.872752809738752,0.21589731080851776,0.02982364413599484,0.8762286769019233,0.8501498457487062,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,16,0.9,189,0.998228939616534,0.10546649206349205,0.892762447553042,0.17404198442418223,0.01983410025399824,0.9184266748251738,0.8998501542512938,1.0,0.0,2.0,2.0
c2_l2,C2 · 2s,17,0.95,189,1.0409251825372337,0.10298949999999998,0.9379356825372337,0.12102884773125563,0.00995937131700057,0.9594367897069013,0.9499906040466426,1.0,0.0,2.0,2.0
c2_l3,C2 · 3s,0,0.1,189,0.29622624330141806,0.08839749470899469,0.20782874859242334,0.7814302526355262,0.3946835991566774,0.1386582929857824,0.10014984574870615,1.0,0.0,2.0,3.0
c2_l3,C2 · 3s,1,0.15,189,0.3455880185290673,0.09121917724867723,0.25436884128039,0.7438272245366264,0.3417609728202618,0.19047620474661464,0.1498501542512938,1.0,0.0,2.0,3.0
c2_l3,C2 · 3s,2,0.2,189,0.387108225004819,0.09175351587301586,0.2953547091318031,0.6944409425237349,0.2915317479264799,0.24712939245044865,0.19999060404664257,1.0,0.0,2.0,3.0
c2_l3,C2 · 3s,3,0.25,189,0.4231098041293381,0.09797968253968253,0.3251301215896556,0.6527772353242629,0.2521009568184141,0.2995992157825086,0.25,1.0,0.0,2.0,3.0
c2_l3,C2 · 3s,4,0.3,189,0.4744015821039891,0.10044217460317459,0.37395940750081447,0.6108757736723102,0.21924705196309968,0.35183044810774466,0.3000093959533574,1.0,0.0,2.0,3.0
c2_l3,C2 · 3s,5,0.35,189,0.5185103147192569,0.09730525925925924,0.4212050554599976,0.5752148615817229,0.19275585715732874,0.40302079679473995,0.3501498457487061,1.0,0.0,2.0,3.0
c2_l3,C2 · 3s,6,0.4,189,0.5582487725953359,0.09848990740740739,0.45975886518792847,0.537377517670393,0.16698927191830182,0.45424065403837377,0.3998501542512938,1.0,0.0,2.0,3.0
c2_l3,C2 · 3s,7,0.45,189,0.5931750844924905,0.09851211375661374,0.4946629707358766,0.49977604195317893,0.14533132945418986,0.5015734161334063,0.4499906040466426,1.0,0.0,2.0,3.0
c2_l3,C2 · 3s,8,0.5,189,0.6322976402267675,0.10008031216931217,0.5322173280574553,0.47237460915413165,0.1307408629901825,0.544855016564566,0.5,1.0,0.0,2.0,3.0
