model,prompt,situation,method,method_label,budget_index,budget_fraction,logit_relative_l2_error,logit_cosine_error,dense_to_sparse_kl,top1_agreement,dense_nll,sparse_nll,nll_delta,projection_calls,selected_fraction_mean,fallback_calls
qwen05,test_short_korean,short,c1_l1,C1 · 1s,1,0.15,2.454721212387085,0.5772742033004761,22.105873107910156,0.0,4.304563045501709,24.637338638305664,20.332775115966797,168,0.14962909505907623,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,2,0.2,2.3620362281799316,0.5773133039474487,23.283266067504883,0.0,4.304563045501709,25.728580474853516,21.42401695251465,168,0.19981454752953817,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,3,0.25,1.1087175607681274,0.6829211711883545,11.092072486877441,0.0,4.304563045501709,12.931497573852539,8.626934051513672,168,0.25,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,4,0.3,2.6082096099853516,0.5767401456832886,21.098896026611328,0.0,4.304563045501709,23.13715171813965,18.83258819580078,168,0.3001854524704619,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,5,0.35,1.180057168006897,0.6138522624969482,12.252124786376953,0.018518518656492233,4.304563045501709,14.614184379577637,10.309621810913086,168,0.35037090494092366,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,6,0.4,2.106159210205078,0.574690043926239,20.260562896728516,0.0,4.304563045501709,22.647581100463867,18.343017578125,168,0.39962909505907634,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,7,0.45,2.2968883514404297,0.5818949341773987,21.736324310302734,0.0,4.304563045501709,24.133831024169922,19.829267501831055,168,0.4498145475295381,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,8,0.5,1.9292634725570679,0.5899039506912231,16.1068172454834,0.018518518656492233,4.304563045501709,18.15968894958496,13.855125427246094,168,0.5,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,9,0.55,1.6994214057922363,0.6056393384933472,18.92319679260254,0.0,4.304563045501709,21.364124298095703,17.059560775756836,168,0.550185452470462,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,10,0.6,1.573069453239441,0.6198288798332214,15.833986282348633,0.0,4.304563045501709,18.26878547668457,13.964221954345703,168,0.6003709049409238,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,11,0.65,1.4383518695831299,0.6279914379119873,13.75925064086914,0.0,4.304563045501709,16.28821563720703,11.983652114868164,168,0.6496290950590762,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,12,0.7,1.1869868040084839,0.7321662306785583,11.84505558013916,0.03703703731298447,4.304563045501709,14.432032585144043,10.127470016479492,168,0.6998145475295381,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,13,0.75,1.0954980850219727,0.7378988265991211,10.378863334655762,0.018518518656492233,4.304563045501709,13.080190658569336,8.775627136230469,168,0.75,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,14,0.8,1.1704527139663696,0.5939371585845947,8.873066902160645,0.0,4.304563045501709,11.54769515991211,7.2431321144104,168,0.8001854524704617,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,15,0.85,1.1071665287017822,0.6456845998764038,8.769330978393555,0.0,4.304563045501709,11.222807884216309,6.9182448387146,168,0.8503709049409238,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,16,0.9,0.9727904796600342,0.5729835629463196,6.262227535247803,0.07407407462596893,4.304563045501709,9.031669616699219,4.72710657119751,168,0.8996290950590762,0
qwen05,test_short_korean,short,c1_l1,C1 · 1s,17,0.95,0.4667845070362091,0.11271536350250244,0.9860022068023682,0.5740740895271301,4.304563045501709,4.569004535675049,0.26444149017333984,168,0.9498145475295383,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,0,0.1,1.1932393312454224,0.9338278770446777,12.798460960388184,0.0,4.304563045501709,15.208634376525879,10.904071807861328,168,0.10037090494092374,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,1,0.15,2.3216047286987305,0.5821710824966431,21.39783477783203,0.0,4.304563045501709,23.974502563476562,19.669939041137695,168,0.14962909505907623,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,2,0.2,2.324840545654297,0.584191083908081,17.642465591430664,0.018518518656492233,4.304563045501709,20.201940536499023,15.897377014160156,168,0.19981454752953817,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,3,0.25,1.4280271530151367,0.6248939037322998,14.560365676879883,0.0,4.304563045501709,16.85857582092285,12.554012298583984,168,0.25,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,4,0.3,2.196178674697876,0.5905649662017822,17.102895736694336,0.0,4.304563045501709,19.180301666259766,14.875738143920898,168,0.3001854524704619,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,5,0.35,1.147779941558838,0.7288934588432312,11.969883918762207,0.018518518656492233,4.304563045501709,13.950794219970703,9.646230697631836,168,0.35037090494092366,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,6,0.4,1.63550865650177,0.5995078086853027,13.178815841674805,0.0,4.304563045501709,15.4940185546875,11.189455032348633,168,0.39962909505907634,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,7,0.45,2.216651678085327,0.5796621441841125,16.82529640197754,0.0,4.304563045501709,18.756023406982422,14.451459884643555,168,0.4498145475295381,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,8,0.5,1.124572515487671,0.6213346719741821,11.852392196655273,0.0,4.304563045501709,14.32935619354248,10.02479362487793,168,0.5,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,9,0.55,1.6291046142578125,0.5915771722793579,20.108163833618164,0.0,4.304563045501709,22.211124420166016,17.90656089782715,168,0.550185452470462,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,10,0.6,1.0832127332687378,0.6942617893218994,10.906573295593262,0.0,4.304563045501709,13.516401290893555,9.211837768554688,168,0.6003709049409238,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,11,0.65,1.161345362663269,0.7258566617965698,10.334916114807129,0.0,4.304563045501709,12.996603012084961,8.692039489746094,168,0.6496290950590762,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,12,0.7,1.1546756029129028,0.7139708995819092,11.771695137023926,0.0,4.304563045501709,14.184181213378906,9.879617691040039,168,0.6998145475295381,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,13,0.75,1.2190536260604858,0.5708860754966736,10.138008117675781,0.0,4.304563045501709,12.52261734008789,8.218053817749023,168,0.75,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,14,0.8,0.9240388870239258,0.5570802688598633,7.329482555389404,0.0555555559694767,4.304563045501709,9.761650085449219,5.45708703994751,168,0.8001854524704617,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,15,0.85,0.8815255761146545,0.41891759634017944,4.5958027839660645,0.12962962687015533,4.304563045501709,7.418801307678223,3.1142382621765137,168,0.8503709049409238,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,16,0.9,0.8194010257720947,0.33578699827194214,3.1272430419921875,0.25925925374031067,4.304563045501709,6.297980308532715,1.9934172630310059,168,0.8996290950590762,0
qwen05,test_short_korean,short,c1_l2,C1 · 2s,17,0.95,0.49192339181900024,0.12286579608917236,1.144469141960144,0.4444444477558136,4.304563045501709,4.714784145355225,0.4102210998535156,168,0.9498145475295383,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,0,0.1,1.1697965860366821,0.8545511364936829,15.650182723999023,0.0,4.304563045501709,18.21663475036621,13.912071228027344,168,0.10037090494092374,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,1,0.15,1.1535844802856445,0.9308757185935974,11.815370559692383,0.0,4.304563045501709,14.582037925720215,10.277475357055664,168,0.14962909505907623,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,2,0.2,1.4362255334854126,0.618888258934021,11.235411643981934,0.0,4.304563045501709,13.819151878356934,9.514589309692383,168,0.19981454752953817,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,3,0.25,1.2676924467086792,1.119519591331482,13.328776359558105,0.0,4.304563045501709,15.653828620910645,11.349266052246094,168,0.25,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,4,0.3,1.8336199522018433,0.5847831964492798,16.14604949951172,0.0,4.304563045501709,17.867639541625977,13.56307601928711,168,0.3001854524704619,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,5,0.35,1.4556936025619507,0.6059522032737732,10.3670015335083,0.018518518656492233,4.304563045501709,13.012992858886719,8.708429336547852,168,0.35037090494092366,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,6,0.4,1.2057081460952759,0.6631613373756409,12.52433967590332,0.0,4.304563045501709,15.142997741699219,10.838434219360352,168,0.39962909505907634,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,7,0.45,1.9930391311645508,0.5877102613449097,19.713573455810547,0.0,4.304563045501709,22.10085678100586,17.796293258666992,168,0.4498145475295381,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,8,0.5,1.8464678525924683,0.5758004188537598,17.815187454223633,0.018518518656492233,4.304563045501709,19.998455047607422,15.693891525268555,168,0.5,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,9,0.55,2.2062268257141113,0.579674482345581,20.28968048095703,0.0,4.304563045501709,22.608135223388672,18.303571701049805,168,0.550185452470462,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,10,0.6,1.3541545867919922,0.6170603036880493,12.936881065368652,0.0,4.304563045501709,15.203036308288574,10.898473739624023,168,0.6003709049409238,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,11,0.65,1.3752570152282715,0.6288337707519531,13.042815208435059,0.0,4.304563045501709,15.32833194732666,11.02376937866211,168,0.6496290950590762,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,12,0.7,1.1649000644683838,0.6313583850860596,10.35599136352539,0.018518518656492233,4.304563045501709,12.628668785095215,8.324106216430664,168,0.6998145475295381,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,13,0.75,1.0240782499313354,0.6551362872123718,8.119293212890625,0.018518518656492233,4.304563045501709,10.85816478729248,6.5536017417907715,168,0.75,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,14,0.8,0.98023921251297,0.6058942079544067,7.993359565734863,0.0555555559694767,4.304563045501709,10.584585189819336,6.280022144317627,168,0.8001854524704617,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,15,0.85,0.8552143573760986,0.4059585928916931,4.45898962020874,0.14814814925193787,4.304563045501709,7.168314456939697,2.8637514114379883,168,0.8503709049409238,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,16,0.9,0.8248770833015442,0.3198966979980469,3.560512065887451,0.20370370149612427,4.304563045501709,6.684978008270264,2.3804149627685547,168,0.8996290950590762,0
qwen05,test_short_korean,short,c1_l3,C1 · 3s,17,0.95,0.5174483060836792,0.1402515172958374,1.2386198043823242,0.46296295523643494,4.304563045501709,4.685647487640381,0.3810844421386719,168,0.9498145475295383,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,0,0.1,1.3513908386230469,0.64119553565979,11.240313529968262,0.0,4.304563045501709,14.358552932739258,10.05398941040039,168,0.10037090494092374,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,1,0.15,1.1230649948120117,0.707131028175354,11.238018989562988,0.0,4.304563045501709,13.574195861816406,9.269632339477539,168,0.14962909505907623,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,2,0.2,1.1815314292907715,0.8772535920143127,12.523643493652344,0.0,4.304563045501709,14.761674880981445,10.457111358642578,168,0.19981454752953817,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,3,0.25,1.1155351400375366,0.7377153635025024,11.417073249816895,0.0,4.304563045501709,13.37252140045166,9.06795883178711,168,0.25,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,4,0.3,2.1929526329040527,0.584384024143219,19.774662017822266,0.0,4.304563045501709,22.089391708374023,17.784828186035156,168,0.3001854524704619,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,5,0.35,1.1613175868988037,0.7085140943527222,11.055627822875977,0.0,4.304563045501709,13.352415084838867,9.0478515625,168,0.35037090494092366,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,6,0.4,2.2525312900543213,0.5880699157714844,25.728944778442383,0.0,4.304563045501709,27.760299682617188,23.45573616027832,168,0.39962909505907634,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,7,0.45,1.5301439762115479,0.5962486267089844,12.126323699951172,0.03703703731298447,4.304563045501709,14.29338550567627,9.988822937011719,168,0.4498145475295381,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,8,0.5,1.4548958539962769,0.6192933917045593,11.336405754089355,0.018518518656492233,4.304563045501709,13.83426284790039,9.529699325561523,168,0.5,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,9,0.55,2.01011323928833,0.584311306476593,17.457862854003906,0.0,4.304563045501709,19.989986419677734,15.685422897338867,168,0.550185452470462,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,10,0.6,1.261826515197754,0.6325806379318237,9.897448539733887,0.0,4.304563045501709,12.317111015319824,8.012548446655273,168,0.6003709049409238,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,11,0.65,1.2325940132141113,0.6405788660049438,12.58169937133789,0.0,4.304563045501709,15.140758514404297,10.83619499206543,168,0.6496290950590762,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,12,0.7,1.9585819244384766,0.570641279220581,18.468067169189453,0.0,4.304563045501709,20.478748321533203,16.174184799194336,168,0.6998145475295381,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,13,0.75,1.319832444190979,0.6199177503585815,12.6922607421875,0.018518518656492233,4.304563045501709,14.709324836730957,10.404762268066406,168,0.75,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,14,0.8,0.9979317784309387,0.6133867502212524,8.08204460144043,0.0,4.304563045501709,10.785078048706055,6.480515003204346,168,0.8001854524704617,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,15,0.85,0.879675030708313,0.43550002574920654,4.419430732727051,0.12962962687015533,4.304563045501709,7.183216094970703,2.878653049468994,168,0.8503709049409238,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,16,0.9,0.8788926005363464,0.3779028058052063,3.4886491298675537,0.18518519401550293,4.304563045501709,6.372867107391357,2.0683040618896484,168,0.8996290950590762,0
qwen05,test_short_korean,short,c1_l4,C1 · 4s,17,0.95,0.5686067342758179,0.1539415717124939,1.9561711549758911,0.46296295523643494,4.304563045501709,6.043032169342041,1.738469123840332,168,0.9498145475295383,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,0,0.1,2.179868459701538,0.592714786529541,15.587688446044922,0.0,4.304563045501709,18.513671875,14.209108352661133,168,0.10037090494092374,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,1,0.15,1.976194977760315,0.6017969846725464,16.464767456054688,0.0,4.304563045501709,19.32170295715332,15.017139434814453,168,0.14962909505907623,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,2,0.2,1.1537034511566162,0.7050459384918213,10.485163688659668,0.0,4.304563045501709,12.859617233276367,8.5550537109375,168,0.19981454752953817,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,3,0.25,1.9245160818099976,0.5937645435333252,15.563042640686035,0.0,4.304563045501709,17.937458038330078,13.632894515991211,168,0.25,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,4,0.3,2.885096311569214,0.5753845572471619,19.968090057373047,0.018518518656492233,4.304563045501709,22.861209869384766,18.5566463470459,168,0.3001854524704619,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,5,0.35,1.2040971517562866,0.6402510404586792,11.0381441116333,0.0,4.304563045501709,13.345630645751953,9.041067123413086,168,0.35037090494092366,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,6,0.4,1.4046270847320557,0.6136883497238159,13.90978717803955,0.018518518656492233,4.304563045501709,16.66626739501953,12.361703872680664,168,0.39962909505907634,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,7,0.45,2.0455169677734375,0.5829547643661499,19.136518478393555,0.0,4.304563045501709,21.240530014038086,16.93596649169922,168,0.4498145475295381,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,8,0.5,1.6379715204238892,0.597892165184021,14.751240730285645,0.0,4.304563045501709,17.044885635375977,12.74032211303711,168,0.5,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,9,0.55,1.3999468088150024,0.6365020275115967,16.353178024291992,0.0,4.304563045501709,18.743404388427734,14.438840866088867,168,0.550185452470462,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,10,0.6,1.404040813446045,0.6241677403450012,13.445436477661133,0.0,4.304563045501709,15.836471557617188,11.53190803527832,168,0.6003709049409238,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,11,0.65,1.19655179977417,0.6393709182739258,11.1331787109375,0.018518518656492233,4.304563045501709,13.44693374633789,9.142370223999023,168,0.6496290950590762,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,12,0.7,1.1613770723342896,0.8378885984420776,10.971882820129395,0.018518518656492233,4.304563045501709,13.602590560913086,9.298027038574219,168,0.6998145475295381,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,13,0.75,1.2102681398391724,0.6153310537338257,10.953070640563965,0.0,4.304563045501709,13.27188777923584,8.967325210571289,168,0.75,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,14,0.8,1.1631145477294922,0.5992671251296997,9.233716011047363,0.018518518656492233,4.304563045501709,11.846647262573242,7.542084217071533,168,0.8001854524704617,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,15,0.85,1.0442414283752441,0.6449716091156006,7.661087512969971,0.018518518656492233,4.304563045501709,9.998307228088379,5.69374418258667,168,0.8503709049409238,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,16,0.9,0.9243945479393005,0.5021523833274841,5.766939640045166,0.018518518656492233,4.304563045501709,9.139065742492676,4.834502696990967,168,0.8996290950590762,0
qwen05,test_short_korean,short,c2_l1,C2 · 1s,17,0.95,0.45254069566726685,0.10215133428573608,0.993459939956665,0.5370370149612427,4.304563045501709,4.7788262367248535,0.47426319122314453,168,0.9498145475295383,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,0,0.1,1.622166395187378,0.6222001314163208,14.158215522766113,0.0,4.304563045501709,17.158893585205078,12.854330062866211,168,0.10037090494092374,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,1,0.15,1.4045239686965942,0.6274346709251404,10.901592254638672,0.0,4.304563045501709,13.769674301147461,9.465110778808594,168,0.14962909505907623,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,2,0.2,1.7843555212020874,0.5990118980407715,15.564306259155273,0.0,4.304563045501709,18.06119155883789,13.756628036499023,168,0.19981454752953817,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,3,0.25,1.3871477842330933,0.6178497076034546,11.602068901062012,0.0,4.304563045501709,14.379021644592285,10.074459075927734,168,0.25,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,4,0.3,2.109083414077759,0.586479902267456,15.351336479187012,0.0,4.304563045501709,18.178312301635742,13.873748779296875,168,0.3001854524704619,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,5,0.35,1.7002397775650024,0.6039699912071228,16.666336059570312,0.0,4.304563045501709,19.46050453186035,15.155941009521484,168,0.35037090494092366,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,6,0.4,1.1524760723114014,0.7858446836471558,12.357148170471191,0.018518518656492233,4.304563045501709,14.856067657470703,10.551504135131836,168,0.39962909505907634,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,7,0.45,1.3371996879577637,0.6656507253646851,15.642127990722656,0.0,4.304563045501709,17.688556671142578,13.383993148803711,168,0.4498145475295381,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,8,0.5,1.6574251651763916,0.5854158401489258,13.399787902832031,0.0,4.304563045501709,15.104488372802734,10.799924850463867,168,0.5,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,9,0.55,1.3510273694992065,0.6518375873565674,20.472841262817383,0.0,4.304563045501709,22.257558822631836,17.95299530029297,168,0.550185452470462,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,10,0.6,1.4769634008407593,0.6352880597114563,13.725348472595215,0.0,4.304563045501709,16.203683853149414,11.899120330810547,168,0.6003709049409238,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,11,0.65,1.1528569459915161,0.7054544687271118,12.48673152923584,0.0,4.304563045501709,15.074508666992188,10.76994514465332,168,0.6496290950590762,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,12,0.7,1.1305840015411377,0.8175426721572876,9.842217445373535,0.0,4.304563045501709,12.159761428833008,7.855198383331299,168,0.6998145475295381,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,13,0.75,1.2148584127426147,0.6220791339874268,11.249425888061523,0.0,4.304563045501709,13.647842407226562,9.343278884887695,168,0.75,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,14,0.8,0.9628292918205261,0.5524942278862,6.007727146148682,0.09259259700775146,4.304563045501709,8.51456356048584,4.210000514984131,168,0.8001854524704617,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,15,0.85,0.8925234079360962,0.4092358350753784,4.5716071128845215,0.2222222238779068,4.304563045501709,7.348819255828857,3.0442562103271484,168,0.8503709049409238,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,16,0.9,0.8371403813362122,0.35562294721603394,3.486233711242676,0.2222222238779068,4.304563045501709,6.325432777404785,2.020869731903076,168,0.8996290950590762,0
qwen05,test_short_korean,short,c2_l2,C2 · 2s,17,0.95,0.4800935685634613,0.11517888307571411,0.9902722239494324,0.5740740895271301,4.304563045501709,4.541256904602051,0.2366938591003418,168,0.9498145475295383,0
qwen05,test_short_korean,short,c2_l3,C2 · 3s,0,0.1,1.7895137071609497,0.6079183220863342,13.54939079284668,0.0,4.304563045501709,16.31000518798828,12.005441665649414,168,0.10037090494092374,0
qwen05,test_short_korean,short,c2_l3,C2 · 3s,1,0.15,1.1386555433273315,0.8742804527282715,12.287080764770508,0.0,4.304563045501709,14.906082153320312,10.601518630981445,168,0.14962909505907623,0
qwen05,test_short_korean,short,c2_l3,C2 · 3s,2,0.2,2.238180637359619,0.5864200592041016,14.371957778930664,0.0,4.304563045501709,16.60458755493164,12.300024032592773,168,0.19981454752953817,0
qwen05,test_short_korean,short,c2_l3,C2 · 3s,3,0.25,2.1826024055480957,0.5826926231384277,15.798047065734863,0.0,4.304563045501709,18.526880264282227,14.22231674194336,168,0.25,0
qwen05,test_short_korean,short,c2_l3,C2 · 3s,4,0.3,1.2371902465820312,0.6541851162910461,10.930370330810547,0.0,4.304563045501709,14.28392505645752,9.979362487792969,168,0.3001854524704619,0
qwen05,test_short_korean,short,c2_l3,C2 · 3s,5,0.35,1.1607367992401123,0.6618179082870483,13.626813888549805,0.0,4.304563045501709,16.410680770874023,12.106117248535156,168,0.35037090494092366,0
qwen05,test_short_korean,short,c2_l3,C2 · 3s,6,0.4,1.3885964155197144,0.6280357837677002,18.36054229736328,0.0,4.304563045501709,20.788860321044922,16.484296798706055,168,0.39962909505907634,0
qwen05,test_short_korean,short,c2_l3,C2 · 3s,7,0.45,1.1785736083984375,0.6316392421722412,13.274226188659668,0.0,4.304563045501709,16.188434600830078,11.883871078491211,168,0.4498145475295381,0
qwen05,test_short_korean,short,c2_l3,C2 · 3s,8,0.5,1.6123526096343994,0.5919137001037598,16.766681671142578,0.0,4.304563045501709,19.408334732055664,15.103771209716797,168,0.5,0
qwen05,test_short_korean,short,c2_l3,C2 · 3s,9,0.55,1.4081956148147583,0.6041586399078369,15.727160453796387,0.0,4.304563045501709,18.708816528320312,14.404253005981445,168,0.550185452470462,0
