method,method_label,budget_index,budget_fraction,cases,dense_to_sparse_kl,top1_agreement,nll_delta,logit_relative_l2_error,selected_fraction,fallback_calls,cell_count,length_factor,projection_path_ms
c1_l1,C1 · 1s,14,0.8,9,5.184104998906453,0.1432841490540239,4.1924962467617455,0.8924789892302619,0.8000093959533573,0,1.0,1.0,0.8856785985673173
c1_l1,C1 · 1s,15,0.85,9,4.255050341288249,0.2336867820057604,3.335059576564365,0.8643444511625502,0.8501498457487061,0,1.0,1.0,0.9528519182645531
c1_l1,C1 · 1s,16,0.9,9,2.6712274187140994,0.3874833662476804,1.9655385149849787,0.6807093554072909,0.8998501542512939,0,1.0,1.0,0.991891701367523
c1_l1,C1 · 1s,17,0.95,9,0.6121034158600701,0.6528096000353495,0.26309900813632536,0.4206874006324344,0.9499906040466427,0,1.0,1.0,1.0352804389798895
c1_l2,C1 · 2s,0,0.1,9,13.096568213568794,0.005698005772299234,11.73733107248942,1.3499189880159166,0.10014984574870617,0,1.0,2.0,0.30397457934034405
c1_l2,C1 · 2s,1,0.15,9,14.261452145046658,0.005494505580928578,13.019929567972818,1.784793946478102,0.14985015425129372,0,1.0,2.0,0.3450297354007347
c1_l2,C1 · 2s,2,0.2,9,14.558030234442818,0.0049066160702043,13.18168830871582,1.5470352570215862,0.19999060404664257,0,1.0,2.0,0.38178662176477396
c1_l2,C1 · 2s,3,0.25,9,12.63594479031033,0.0,11.30747233496772,1.3982844882541232,0.25,0,1.0,2.0,0.42957755814003534
c1_l2,C1 · 2s,4,0.3,9,13.56295034620497,0.005291005389557945,12.18894370396932,1.5387454430262248,0.30000939595335735,0,1.0,2.0,0.48159169865109935
c1_l2,C1 · 2s,5,0.35,9,11.576414002312553,0.0036225583818223664,10.405028767055935,1.4612064229117498,0.3501498457487061,0,1.0,2.0,0.533586957449445
c1_l2,C1 · 2s,6,0.4,9,12.113902303907606,0.0034912636296616554,10.931547694736057,1.5047909617424011,0.3998501542512938,0,1.0,2.0,0.5549930262803631
c1_l2,C1 · 2s,7,0.45,9,12.592022630903456,0.021916130091994966,11.325162251790365,1.6356804105970595,0.4499906040466426,0,1.0,2.0,0.5971522564136929
c1_l2,C1 · 2s,8,0.5,9,11.614769670698378,0.0201984703954723,10.479434119330513,1.565295974413554,0.5,0,1.0,2.0,0.6328117008246918
c1_l2,C1 · 2s,9,0.55,9,12.648534880744087,0.015102710781825889,11.330264886220297,1.4626765582296584,0.5500093959533574,0,1.0,2.0,0.6870305796134172
c1_l2,C1 · 2s,10,0.6,9,9.706684854295519,0.02929276083078647,8.644918653700087,1.2307878865136042,0.6001498457487062,0,1.0,2.0,0.7479330766280325
c1_l2,C1 · 2s,11,0.65,9,8.614714516533745,0.02706386024753251,7.55815945731269,1.1218724648157756,0.6498501542512938,0,1.0,2.0,0.788429314749922
c1_l2,C1 · 2s,12,0.7,9,8.102839575873482,0.057856498700049136,7.062325557072957,1.065584209230211,0.6999906040466426,0,1.0,2.0,0.8144087091134534
c1_l2,C1 · 2s,13,0.75,9,5.557273944218953,0.10777976757122408,4.553465843200684,0.9096055097050137,0.75,0,1.0,2.0,0.850465021096741
c1_l2,C1 · 2s,14,0.8,9,4.2835325135125055,0.18859222158789632,3.302061253123813,0.8109506699774001,0.8000093959533573,0,1.0,2.0,0.8889425347265163
c1_l2,C1 · 2s,15,0.85,9,2.955151637395223,0.30203560656971395,2.1186578936047025,0.7523160974184672,0.8501498457487061,0,1.0,2.0,0.9626750819848044
c1_l2,C1 · 2s,16,0.9,9,1.734081572956509,0.4613992902967665,1.0860458744896784,0.6176821788152059,0.8998501542512939,0,1.0,2.0,0.9869821295740072
c1_l2,C1 · 2s,17,0.95,9,0.6191324392954508,0.6634852588176727,0.29077585538228345,0.409283556871944,0.9499906040466427,0,1.0,2.0,1.0364412537752563
c1_l3,C1 · 3s,0,0.1,9,13.749527189466688,0.0,12.304547309875488,1.2559003432591755,0.10014984574870617,0,1.0,3.0,0.29756993375828494
c1_l3,C1 · 3s,1,0.15,9,13.105831146240234,0.005494505580928578,11.736677911546495,1.5068808727794223,0.14985015425129372,0,1.0,3.0,0.34637365078369864
c1_l3,C1 · 3s,2,0.2,9,12.190469159020317,0.002849002886149611,10.9971391359965,1.4921557042333815,0.19999060404664257,0,1.0,3.0,0.3841158784296815
c1_l3,C1 · 3s,3,0.25,9,11.975739690992567,0.0,10.548236634996202,1.2393131653467815,0.25,0,1.0,3.0,0.4230834443389656
c1_l3,C1 · 3s,4,0.3,9,11.224158763885498,0.0054180458601978,9.915306621127659,1.3347836070590549,0.30000939595335735,0,1.0,3.0,0.4720716616431118
c1_l3,C1 · 3s,5,0.35,9,11.781589402092827,0.004041740256879056,10.519655757480198,1.421498888068729,0.3501498457487061,0,1.0,3.0,0.5244116427198184
c1_l3,C1 · 3s,6,0.4,9,13.111605750189888,0.006919007127483678,11.833440250820583,1.43658936685986,0.3998501542512938,0,1.0,3.0,0.5527314653911691
c1_l3,C1 · 3s,7,0.45,9,13.31333457099067,0.008120893397265,12.30367268456353,1.8427936500973172,0.4499906040466426,0,1.0,3.0,0.5813599945490593
c1_l3,C1 · 3s,8,0.5,9,11.65877808464898,0.01626745321684411,10.655491087171766,1.4487144218550787,0.5,0,1.0,3.0,0.6302245078429046
c1_l3,C1 · 3s,9,0.55,9,11.340237670474583,0.03096643493821221,10.10370561811659,1.4615415864520602,0.5500093959533574,0,1.0,3.0,0.6812169232848888
c1_l3,C1 · 3s,10,0.6,9,9.55406575732761,0.013192594154841333,8.420693662431505,1.2453274263275995,0.6001498457487062,0,1.0,3.0,0.728340841521195
c1_l3,C1 · 3s,11,0.65,9,8.998205926683214,0.03297742580374079,7.941881815592448,1.3392415112919278,0.6498501542512938,0,1.0,3.0,0.7850043600443901
c1_l3,C1 · 3s,12,0.7,9,7.211240503523085,0.07013665636380512,6.236343516243829,0.9926062689887153,0.6999906040466426,0,1.0,3.0,0.8166233231293203
c1_l3,C1 · 3s,13,0.75,9,6.447627703348796,0.0795792597863409,5.475197924507989,0.9575238360299004,0.75,0,1.0,3.0,0.841739211647831
c1_l3,C1 · 3s,14,0.8,9,4.524439891179402,0.19716564110583723,3.604825814565023,0.8062577843666077,0.8000093959533573,0,1.0,3.0,0.8939267173619141
c1_l3,C1 · 3s,15,0.85,9,3.0395212173461914,0.2888000681996345,2.1618144114812217,0.7575287454658084,0.8501498457487061,0,1.0,3.0,0.9677292008782982
c1_l3,C1 · 3s,16,0.9,9,1.9341024160385132,0.4183458752102322,1.282634933789571,0.6358413497606913,0.8998501542512939,0,1.0,3.0,0.9848108574653558
c1_l3,C1 · 3s,17,0.95,9,0.6611869550413556,0.6493989593452878,0.2650414440366957,0.4300738324721654,0.9499906040466427,0,1.0,3.0,1.0279320028079342
c1_l4,C1 · 4s,0,0.1,9,13.37020492553711,0.0,11.940389421251085,1.2820011509789362,0.10014984574870617,0,1.0,4.0,0.304324954961309
c1_l4,C1 · 4s,1,0.15,9,12.690233760409885,0.0,11.089484479692247,1.2300077544318304,0.14985015425129372,0,1.0,4.0,0.34596284129272464
c1_l4,C1 · 4s,2,0.2,9,13.152262051900228,0.004070004137853767,11.749337090386284,1.5203550391727023,0.19999060404664257,0,1.0,4.0,0.38682917203776007
c1_l4,C1 · 4s,3,0.25,9,12.118655310736763,0.001984127072824367,10.770095136430529,1.3953012492921617,0.25,0,1.0,4.0,0.4251720897823645
c1_l4,C1 · 4s,4,0.3,9,13.438614633348253,0.002849002886149611,12.129832055833605,1.539998537964291,0.30000939595335735,0,1.0,4.0,0.4879696508143733
c1_l4,C1 · 4s,5,0.35,9,11.948580900828043,0.005952381011512544,10.443549950917562,1.3101550340652466,0.3501498457487061,0,1.0,4.0,0.5349774256978395
c1_l4,C1 · 4s,6,0.4,9,13.426586680942112,0.0071225075258149,12.147012498643663,1.5591379801432292,0.3998501542512938,0,1.0,4.0,0.5541253704927671
c1_l4,C1 · 4s,7,0.45,9,11.338970714145237,0.012458734835187578,10.197212802039253,1.3616977863841586,0.4499906040466426,0,1.0,4.0,0.6014753489422704
c1_l4,C1 · 4s,8,0.5,9,11.439558929867214,0.008009994195567234,10.30988778008355,1.4647235804133945,0.5,0,1.0,4.0,0.6349949072642526
c1_l4,C1 · 4s,9,0.55,9,11.446654160817465,0.010869064885708999,10.314404487609863,1.5127129091156855,0.5500093959533574,0,1.0,4.0,0.686762288236549
c1_l4,C1 · 4s,10,0.6,9,10.350249502393934,0.0158730165308548,9.219740867614746,1.3741789129045274,0.6001498457487062,0,1.0,4.0,0.7420333411893731
