method,method_label,budget_index,budget_fraction,cases,dense_to_sparse_kl,top1_agreement,nll_delta,logit_relative_l2_error,selected_fraction,fallback_calls,cell_count,length_factor,projection_path_ms
c1_l4,C1 · 4s,11,0.65,9,8.680490334828695,0.03159979591146109,7.552005767822266,1.1524614426824782,0.6498501542512938,0,1.0,4.0,0.7841372329498021
c1_l4,C1 · 4s,12,0.7,9,8.312998188866509,0.057884960642291414,7.261555512746175,1.0740332735909357,0.6999906040466426,0,1.0,4.0,0.8065072039242532
c1_l4,C1 · 4s,13,0.75,9,6.782959196302626,0.07537246992190676,5.742752525541517,1.011014289326138,0.75,0,1.0,4.0,0.8417854073181849
c1_l4,C1 · 4s,14,0.8,9,4.762951321072048,0.14641575846407143,3.8222312927246094,0.8356931010882059,0.8000093959533573,0,1.0,4.0,0.8886660454912721
c1_l4,C1 · 4s,15,0.85,9,3.085794117715624,0.28683443864186603,2.1738214095433555,0.7709028522173563,0.8501498457487061,0,1.0,4.0,0.9583793968852705
c1_l4,C1 · 4s,16,0.9,9,1.8881162471241422,0.44098881218168473,1.184351881345113,0.6758060024844276,0.8998501542512939,0,1.0,4.0,1.0024901569175042
c1_l4,C1 · 4s,17,0.95,9,0.8261472516589694,0.6234477559725443,0.48284606138865155,0.4594515611728032,0.9499906040466427,0,1.0,4.0,1.0290937377961358
c2_l1,C2 · 1s,0,0.1,9,12.20123651292589,0.010989011161857179,10.97536563873291,1.4883441660139296,0.10014984574870617,0,2.0,1.0,0.3044312406683687
c2_l1,C2 · 1s,1,0.15,9,13.334362347920736,0.0026455026947789667,12.265763282775879,1.736362894376119,0.14985015425129372,0,2.0,1.0,0.3538255634274962
c2_l1,C2 · 1s,2,0.2,9,11.317545466952854,0.0013888889095849443,10.104789468977186,1.3817958964241877,0.19999060404664257,0,2.0,1.0,0.3995244444792876
c2_l1,C2 · 1s,3,0.25,9,12.996417575412327,0.0020667621865868447,11.72569719950358,1.4976885583665636,0.25,0,2.0,1.0,0.4401844761235143
c2_l1,C2 · 1s,4,0.3,9,12.519770198398167,0.008737507483197578,11.280958069695366,1.6616894404093425,0.30000939595335735,0,2.0,1.0,0.49473312968522337
c2_l1,C2 · 1s,5,0.35,9,11.671001116434732,0.009768010220593867,10.35826047261556,1.4207098947630987,0.3501498457487061,0,2.0,1.0,0.5372820765912296
c2_l1,C2 · 1s,6,0.4,9,11.235179477267796,0.015197707650562112,10.102652867635092,1.4539535575442843,0.3998501542512938,0,2.0,1.0,0.5693562723298703
c2_l1,C2 · 1s,7,0.45,9,12.832249853346083,0.020873386412858956,11.879036903381348,1.5697204338179693,0.4499906040466426,0,2.0,1.0,0.6013000659317591
c2_l1,C2 · 1s,8,0.5,9,11.333024554782444,0.017902935027248285,10.137399779425728,1.5352924068768818,0.5,0,2.0,1.0,0.6411342485171011
c2_l1,C2 · 1s,9,0.55,9,10.932352436913384,0.014483706715206289,9.872458669874403,1.3468009034792583,0.5500093959533574,0,2.0,1.0,0.6887178149810053
c2_l1,C2 · 1s,10,0.6,9,9.776431984371609,0.026329742227163555,8.574096414777967,1.3208505776193407,0.6001498457487062,0,2.0,1.0,0.73870068532242
c2_l1,C2 · 1s,11,0.65,9,7.676518599192302,0.05598686532013941,6.7695357004801435,1.0879877077208624,0.6498501542512938,0,2.0,1.0,0.7889660001900748
c2_l1,C2 · 1s,12,0.7,9,7.701480229695638,0.05402582076688603,6.6749569574991865,1.0169281893306308,0.6999906040466426,0,2.0,1.0,0.8118200452306227
c2_l1,C2 · 1s,13,0.75,9,5.874280717637804,0.11441816079119836,4.839575449625651,0.9015683664215935,0.75,0,2.0,1.0,0.8407519942843775
c2_l1,C2 · 1s,14,0.8,9,4.840925137201945,0.18776336270901892,3.8809349801805286,0.8747722109158834,0.8000093959533573,0,2.0,1.0,0.8925806432550561
c2_l1,C2 · 1s,15,0.85,9,3.704810619354248,0.26936637620545095,2.8261339002185397,0.7772454255157046,0.8501498457487061,0,2.0,1.0,0.9655653094741922
c2_l1,C2 · 1s,16,0.9,9,2.535801801416609,0.3903568556739224,1.8402020401424832,0.6803555720382266,0.8998501542512939,0,2.0,1.0,1.0088490105779224
c2_l1,C2 · 1s,17,0.95,9,0.5475041816631953,0.6732625961303711,0.18170399136013451,0.39060672620932263,0.9499906040466427,0,2.0,1.0,1.028416150843513
c2_l2,C2 · 2s,0,0.1,9,13.551696141560873,0.010989011161857179,12.310377226935493,1.459054450194041,0.10014984574870617,0,2.0,2.0,0.30982553430507764
c2_l2,C2 · 2s,1,0.15,9,11.820993847317165,0.0026455026947789667,10.47880612479316,1.3257608678605821,0.14985015425129372,0,2.0,2.0,0.3456332698616846
c2_l2,C2 · 2s,2,0.2,9,13.714433034261068,0.011192511560188391,12.614005300733778,1.6518716878361173,0.19999060404664257,0,2.0,2.0,0.38584888110216237
c2_l2,C2 · 2s,3,0.25,9,11.826796531677246,0.003315671140121078,10.456828329298231,1.265016218026479,0.25,0,2.0,2.0,0.43387353167355786
c2_l2,C2 · 2s,4,0.3,9,12.541534847683376,0.0,11.131312052408854,1.4745373328526814,0.30000939595335735,0,2.0,2.0,0.48333856098143413
c2_l2,C2 · 2s,5,0.35,9,12.003673553466797,0.006155881202883178,10.796711709764269,1.365303311083052,0.3501498457487061,0,2.0,2.0,0.5386990184419213
c2_l2,C2 · 2s,6,0.4,9,12.480813556247288,0.01791027954055202,11.544411023457846,1.3486763503816392,0.3998501542512938,0,2.0,2.0,0.5549191851064303
c2_l2,C2 · 2s,7,0.45,9,11.247184329562717,0.015684778595136267,10.086059358384874,1.352037701341841,0.4499906040466426,0,2.0,2.0,0.6055368862233569
c2_l2,C2 · 2s,8,0.5,9,11.559753523932564,0.0176157663679785,10.475789493984646,1.4511962201860216,0.5,0,2.0,2.0,0.6390539812673283
c2_l2,C2 · 2s,9,0.55,9,12.559822453392876,0.013015894633200412,11.42397795783149,1.3553399907218084,0.5500093959533574,0,2.0,2.0,0.7003846560307851
c2_l2,C2 · 2s,10,0.6,9,10.11246723598904,0.021825934242871044,8.97300672531128,1.3063795765240986,0.6001498457487062,0,2.0,2.0,0.7395756825964543
c2_l2,C2 · 2s,11,0.65,9,7.858606550428602,0.03617705389236406,6.845207532246907,0.9934442771805657,0.6498501542512938,0,2.0,2.0,0.7865339023299811
c2_l2,C2 · 2s,12,0.7,9,6.668642944759792,0.07667516130540102,5.684192869398329,0.9578849938180711,0.6999906040466426,0,2.0,2.0,0.8207921007694343
c2_l2,C2 · 2s,13,0.75,9,6.149907059139675,0.10562414479338457,5.174067603217231,0.9942733579211764,0.75,0,2.0,2.0,0.8540865819860087
c2_l2,C2 · 2s,14,0.8,9,4.492401705847846,0.17817517908083066,3.483744886186388,0.8577064209514194,0.8000093959533573,0,2.0,2.0,0.8952815032537015
c2_l2,C2 · 2s,15,0.85,9,2.7554731170336404,0.3334938751326667,1.9669721788830228,0.7479334539837308,0.8501498457487061,0,2.0,2.0,0.9809609896329319
c2_l2,C2 · 2s,16,0.9,9,2.2218428221013813,0.40181103886829483,1.4729776117536757,0.6604282226827409,0.8998501542512939,0,2.0,2.0,0.998228939616534
