model,prompt,situation,policy,mode,budget_index,budget_fraction,target,logit_relative_l2_error,logit_cosine_error,dense_to_sparse_kl,top1_agreement,dense_nll,sparse_nll,nll_delta,projection_calls,selected_fraction_mean,search_attempts_mean,feasible_rate,fallback_calls
smol360,test_short_korean,short,paper_r65,paper,11,0.65,,1.224058985710144,0.6946475505828857,10.338674545288086,0.0,2.2992043495178223,11.782575607299805,9.48337173461914,224,0.6500000000000001,1.0,1.0,0
smol360,test_short_korean,short,paper_r70,paper,12,0.7,,1.0653458833694458,0.6878488063812256,7.18440055847168,0.03030303120613098,2.2992043495178223,8.669768333435059,6.370563983917236,224,0.7,1.0,1.0,0
smol360,test_short_korean,short,paper_r75,paper,13,0.75,,1.0008243322372437,0.6179604530334473,5.745967388153076,0.08080808073282242,2.2992043495178223,7.227728366851807,4.928524017333984,224,0.75,1.0,1.0,0
smol360,test_short_korean,short,paper_r80,paper,14,0.8,,0.8585012555122375,0.45901429653167725,2.7995901107788086,0.24242424964904785,2.2992043495178223,4.414678573608398,2.115474224090576,224,0.8,1.0,1.0,0
smol360,test_short_korean,short,paper_r85,paper,15,0.85,,0.7584019303321838,0.33964991569519043,2.208177089691162,0.2626262605190277,2.2992043495178223,3.717890501022339,1.4186861515045166,224,0.8499999999999998,1.0,1.0,0
smol360,test_short_korean,short,paper_r90,paper,16,0.9,,0.666277289390564,0.2510749101638794,1.3974162340164185,0.38383838534355164,2.2992043495178223,3.063467025756836,0.7642626762390137,224,0.9000000000000002,1.0,1.0,0
smol360,test_short_korean,short,paper_r95,paper,17,0.95,,0.47970154881477356,0.12120687961578369,0.6668841242790222,0.5858585834503174,2.2992043495178223,2.636380672454834,0.3371763229370117,224,0.9499999999999998,1.0,1.0,0
smol360,test_short_korean,short,cell8_r10,cell8,0,0.1,,1.4338992834091187,1.0754787921905518,18.234533309936523,0.0,2.2992043495178223,19.61458969116211,17.315385818481445,224,0.1,1.0,1.0,0
smol360,test_short_korean,short,cell8_r15,cell8,1,0.15,,1.3275368213653564,0.9125088453292847,15.590429306030273,0.0,2.2992043495178223,16.851165771484375,14.551961898803711,224,0.14999999999999997,1.0,1.0,0
smol360,test_short_korean,short,cell8_r20,cell8,2,0.2,,1.4134469032287598,0.8926956653594971,17.556381225585938,0.0,2.2992043495178223,19.075735092163086,16.776531219482422,224,0.2,1.0,1.0,0
smol360,test_short_korean,short,cell8_r25,cell8,3,0.25,,1.355214238166809,0.9369542002677917,13.66530704498291,0.0,2.2992043495178223,15.058609008789062,12.759405136108398,224,0.25,1.0,1.0,0
smol360,test_short_korean,short,cell8_r30,cell8,4,0.3,,1.2988848686218262,0.7978731393814087,12.701154708862305,0.0,2.2992043495178223,14.1104736328125,11.811269760131836,224,0.29999999999999993,1.0,1.0,0
smol360,test_short_korean,short,cell8_r35,cell8,5,0.35,,1.2876975536346436,0.744659960269928,10.98241901397705,0.0,2.2992043495178223,12.330048561096191,10.030843734741211,224,0.35,1.0,1.0,0
smol360,test_short_korean,short,cell8_r40,cell8,6,0.4,,1.5400470495224,0.7442858219146729,16.00136375427246,0.010101010091602802,2.2992043495178223,17.39891815185547,15.099714279174805,224,0.4,1.0,1.0,0
smol360,test_short_korean,short,cell8_r45,cell8,7,0.45,,1.8039249181747437,0.7213624715805054,15.868489265441895,0.0,2.2992043495178223,17.385719299316406,15.086515426635742,224,0.4500000000000001,1.0,1.0,0
smol360,test_short_korean,short,cell8_r50,cell8,8,0.5,,2.0734667778015137,0.6780343055725098,20.054222106933594,0.05050504952669144,2.2992043495178223,21.469402313232422,19.170198440551758,224,0.5,1.0,1.0,0
smol360,test_short_korean,short,cell8_r55,cell8,9,0.55,,1.2904889583587646,0.8023467063903809,15.174994468688965,0.0,2.2992043495178223,16.644493103027344,14.34528923034668,224,0.5499999999999999,1.0,1.0,0
smol360,test_short_korean,short,cell8_r60,cell8,10,0.6,,1.0912889242172241,0.651360809803009,7.706583499908447,0.020202020183205605,2.2992043495178223,9.180458068847656,6.881253719329834,224,0.5999999999999999,1.0,1.0,0
smol360,test_short_korean,short,cell8_r65,cell8,11,0.65,,1.0592635869979858,0.6198517084121704,8.3489408493042,0.020202020183205605,2.2992043495178223,9.937870979309082,7.63866662979126,224,0.6500000000000001,1.0,1.0,0
smol360,test_short_korean,short,cell8_r70,cell8,12,0.7,,0.9960896372795105,0.6079058051109314,6.343638896942139,0.0,2.2992043495178223,7.905206203460693,5.606001853942871,224,0.7,1.0,1.0,0
smol360,test_short_korean,short,cell8_r75,cell8,13,0.75,,0.8510605096817017,0.4538925290107727,4.3733673095703125,0.07070706784725189,2.2992043495178223,5.8162970542907715,3.517092704772949,224,0.75,1.0,1.0,0
smol360,test_short_korean,short,cell8_r80,cell8,14,0.8,,0.8682088851928711,0.43210822343826294,3.9584391117095947,0.14141413569450378,2.2992043495178223,5.579684734344482,3.28048038482666,224,0.8,1.0,1.0,0
smol360,test_short_korean,short,cell8_r85,cell8,15,0.85,,0.7982960343360901,0.38522547483444214,2.652811050415039,0.2222222238779068,2.2992043495178223,4.235607624053955,1.9364032745361328,224,0.8499999999999998,1.0,1.0,0
smol360,test_short_korean,short,cell8_r90,cell8,16,0.9,,0.6660206317901611,0.2532857060432434,1.5766490697860718,0.4444444477558136,2.2992043495178223,3.243797540664673,0.9445931911468506,224,0.9000000000000002,1.0,1.0,0
smol360,test_short_korean,short,cell8_r95,cell8,17,0.95,,0.4919373691082001,0.12402135133743286,0.672087550163269,0.6161616444587708,2.2992043495178223,2.4643595218658447,0.16515517234802246,224,0.9499999999999998,1.0,1.0,0
smol360,test_short_korean,short,adaptive_t0.5,adaptive,0,,0.5,1.4063864946365356,0.7206838130950928,11.414758682250977,0.0,2.2992043495178223,12.407929420471191,10.108724594116211,224,0.5997767857142857,1.1875,1.0,0
smol360,test_short_korean,short,adaptive_t0.55,adaptive,0,,0.55,1.209879755973816,0.6901417970657349,11.942731857299805,0.04040404036641121,2.2992043495178223,13.485523223876953,11.186319351196289,224,0.6950892857142856,1.1607142857142858,1.0,0
smol360,test_short_korean,short,adaptive_t0.6,adaptive,0,,0.6,1.301088571548462,0.6896020174026489,11.432083129882812,0.04040404036641121,2.2992043495178223,12.945760726928711,10.646556854248047,224,0.7457589285714287,1.1696428571428572,1.0,0
smol360,test_short_korean,short,adaptive_t0.65,adaptive,0,,0.65,1.0401877164840698,0.6310715079307556,7.18900728225708,0.05050504952669144,2.2992043495178223,8.573137283325195,6.273932933807373,224,0.7957589285714287,1.1071428571428572,1.0,0
smol360,test_short_korean,short,adaptive_t0.7,adaptive,0,,0.7,0.8659856915473938,0.3849884271621704,4.327977657318115,0.13131313025951385,2.2992043495178223,6.0503411293029785,3.7511367797851562,224,0.8383928571428572,1.0178571428571428,1.0,0
smol360,test_short_korean,short,adaptive_t0.75,adaptive,0,,0.75,0.7395796775817871,0.28803807497024536,2.62907338142395,0.2222222238779068,2.2992043495178223,4.260146141052246,1.9609417915344238,224,0.8738839285714285,1.0,1.0,0
smol360,test_short_korean,short,adaptive_t0.8,adaptive,0,,0.8,0.6840354204177856,0.26006782054901123,1.9686263799667358,0.2626262605190277,2.2992043495178223,3.4947683811187744,1.1955640316009521,224,0.9013392857142856,1.0,1.0,0
smol360,test_short_korean,short,adaptive_t0.85,adaptive,0,,0.85,0.5802361965179443,0.18083757162094116,1.2257473468780518,0.46464645862579346,2.2992043495178223,2.9539713859558105,0.6547670364379883,224,0.9252232142857143,1.0,1.0,0
smol360,test_short_korean,short,adaptive_t0.9,adaptive,0,,0.9,0.5006262063980103,0.12668251991271973,0.885808527469635,0.5656565427780151,2.2992043495178223,2.6221001148223877,0.32289576530456543,224,0.9486607142857141,1.0,1.0,0
smol360,test_short_korean,short,adaptive_t0.925,adaptive,0,,0.925,0.4919373691082001,0.12402135133743286,0.672087550163269,0.6161616444587708,2.2992043495178223,2.4643595218658447,0.16515517234802246,224,0.9499999999999998,1.0,1.0,0
smol360,test_short_korean,short,adaptive_t0.95,adaptive,0,,0.95,0.4919373691082001,0.12402135133743286,0.672087550163269,0.6161616444587708,2.2992043495178223,2.4643595218658447,0.16515517234802246,224,0.9499999999999998,1.0,0.9910714285714286,0
smol360,test_short_korean,short,adaptive_calibrated,adaptive_calibrated,0,,0.0,1.4063864946365356,0.7206838130950928,11.414758682250977,0.0,2.2992043495178223,12.407929420471191,10.108724594116211,224,0.5997767857142857,1.1875,1.0,0
smol360,test_medium_code,medium,paper_r10,paper,0,0.1,,1.3739253282546997,0.946611225605011,15.538248062133789,0.012500000186264515,3.893587112426758,17.897075653076172,14.003488540649414,224,0.1,1.0,1.0,0
smol360,test_medium_code,medium,paper_r15,paper,1,0.15,,1.405239462852478,1.0959469079971313,17.886962890625,0.0,3.893587112426758,19.770065307617188,15.87647819519043,224,0.14999999999999997,1.0,1.0,0
smol360,test_medium_code,medium,paper_r20,paper,2,0.2,,1.3441003561019897,1.0288716554641724,18.117996215820312,0.0,3.893587112426758,20.084760665893555,16.191173553466797,224,0.2,1.0,1.0,0
smol360,test_medium_code,medium,paper_r25,paper,3,0.25,,1.2327501773834229,0.785429060459137,11.17435359954834,0.0,3.893587112426758,14.421553611755371,10.527966499328613,224,0.25,1.0,1.0,0
smol360,test_medium_code,medium,paper_r30,paper,4,0.3,,1.1207631826400757,0.6597398519515991,10.100098609924316,0.012500000186264515,3.893587112426758,13.005889892578125,9.112302780151367,224,0.29999999999999993,1.0,1.0,0
smol360,test_medium_code,medium,paper_r35,paper,5,0.35,,1.531731367111206,1.0234832763671875,11.568953514099121,0.0,3.893587112426758,14.23045825958252,10.336871147155762,224,0.35,1.0,1.0,0
smol360,test_medium_code,medium,paper_r40,paper,6,0.4,,1.3144034147262573,0.7956250309944153,9.871655464172363,0.012500000186264515,3.893587112426758,13.059995651245117,9.16640853881836,224,0.4,1.0,1.0,0
smol360,test_medium_code,medium,paper_r45,paper,7,0.45,,1.2320140600204468,0.9338467121124268,8.394180297851562,0.012500000186264515,3.893587112426758,11.361696243286133,7.468109130859375,224,0.4500000000000001,1.0,1.0,0
smol360,test_medium_code,medium,paper_r50,paper,8,0.5,,1.2977832555770874,0.9840437769889832,8.061030387878418,0.012500000186264515,3.893587112426758,10.475419044494629,6.581831932067871,224,0.5,1.0,1.0,0
smol360,test_medium_code,medium,paper_r55,paper,9,0.55,,1.0997018814086914,0.8608698844909668,6.459144592285156,0.0625,3.893587112426758,8.978192329406738,5.0846052169799805,224,0.5499999999999999,1.0,1.0,0
smol360,test_medium_code,medium,paper_r60,paper,10,0.6,,1.1358833312988281,0.8492436408996582,6.400573253631592,0.012500000186264515,3.893587112426758,9.101015090942383,5.207427978515625,224,0.5999999999999999,1.0,1.0,0
smol360,test_medium_code,medium,paper_r65,paper,11,0.65,,0.9379249811172485,0.6114920377731323,6.296706676483154,0.05000000074505806,3.893587112426758,8.929597854614258,5.0360107421875,224,0.6500000000000001,1.0,1.0,0
smol360,test_medium_code,medium,paper_r70,paper,12,0.7,,0.9359131455421448,0.6036369204521179,5.587758541107178,0.07500000298023224,3.893587112426758,8.190018653869629,4.296431541442871,224,0.7,1.0,1.0,0
smol360,test_medium_code,medium,paper_r75,paper,13,0.75,,1.044083595275879,0.6439232230186462,4.870817184448242,0.16250000894069672,3.893587112426758,7.4845404624938965,3.5909533500671387,224,0.75,1.0,1.0,0
smol360,test_medium_code,medium,paper_r80,paper,14,0.8,,1.1144614219665527,0.604978084564209,4.081352233886719,0.1875,3.893587112426758,6.849841117858887,2.956254005432129,224,0.8,1.0,1.0,0
smol360,test_medium_code,medium,paper_r85,paper,15,0.85,,0.795220136642456,0.32662761211395264,1.8808956146240234,0.3499999940395355,3.893587112426758,4.927586555480957,1.0339994430541992,224,0.8499999999999998,1.0,1.0,0
smol360,test_medium_code,medium,paper_r90,paper,16,0.9,,0.5987569689750671,0.182023286819458,1.1646932363510132,0.6000000238418579,3.893587112426758,4.537467956542969,0.6438808441162109,224,0.9000000000000002,1.0,1.0,0
smol360,test_medium_code,medium,paper_r95,paper,17,0.95,,0.37473756074905396,0.07177513837814331,0.3107428252696991,0.7875000238418579,3.893587112426758,3.840885877609253,-0.05270123481750488,224,0.9499999999999998,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r10,cell8,0,0.1,,1.3976138830184937,0.8000909090042114,13.925154685974121,0.0,3.893587112426758,16.437562942504883,12.543975830078125,224,0.1,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r15,cell8,1,0.15,,1.6458252668380737,0.8348546624183655,13.063606262207031,0.012500000186264515,3.893587112426758,16.170623779296875,12.277036666870117,224,0.14999999999999997,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r20,cell8,2,0.2,,1.2744312286376953,0.9295755624771118,15.205145835876465,0.0,3.893587112426758,16.274492263793945,12.380905151367188,224,0.2,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r25,cell8,3,0.25,,1.498448371887207,1.0664591789245605,14.531256675720215,0.0,3.893587112426758,16.31208038330078,12.418493270874023,224,0.25,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r30,cell8,4,0.3,,1.2668366432189941,0.8418378829956055,11.885275840759277,0.0,3.893587112426758,14.558958053588867,10.66537094116211,224,0.29999999999999993,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r35,cell8,5,0.35,,1.27388596534729,0.8476831316947937,11.285253524780273,0.012500000186264515,3.893587112426758,13.681745529174805,9.788158416748047,224,0.35,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r40,cell8,6,0.4,,1.228860855102539,0.849082887172699,10.317069053649902,0.05000000074505806,3.893587112426758,13.594362258911133,9.700775146484375,224,0.4,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r45,cell8,7,0.45,,1.237020492553711,0.8562167882919312,11.0795316696167,0.0,3.893587112426758,13.82930850982666,9.935721397399902,224,0.4500000000000001,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r50,cell8,8,0.5,,1.323121428489685,0.7220081090927124,11.057568550109863,0.05000000074505806,3.893587112426758,14.60561752319336,10.712030410766602,224,0.5,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r55,cell8,9,0.55,,1.1476075649261475,0.7437388896942139,10.141783714294434,0.0625,3.893587112426758,12.842391014099121,8.948803901672363,224,0.5499999999999999,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r60,cell8,10,0.6,,1.0121041536331177,0.6662085056304932,7.399745464324951,0.05000000074505806,3.893587112426758,9.970438957214355,6.076851844787598,224,0.5999999999999999,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r65,cell8,11,0.65,,1.1407665014266968,0.7994604706764221,6.033742427825928,0.08749999850988388,3.893587112426758,8.908783912658691,5.015196800231934,224,0.6500000000000001,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r70,cell8,12,0.7,,1.2112047672271729,0.73663330078125,5.4281487464904785,0.10000000149011612,3.893587112426758,8.110560417175293,4.216973304748535,224,0.7,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r75,cell8,13,0.75,,0.8881320953369141,0.5021050572395325,4.764265537261963,0.11250000447034836,3.893587112426758,7.539165019989014,3.645577907562256,224,0.75,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r80,cell8,14,0.8,,0.9631628394126892,0.48411041498184204,3.623729705810547,0.26250001788139343,3.893587112426758,6.540724277496338,2.64713716506958,224,0.8,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r85,cell8,15,0.85,,0.8081144094467163,0.3521358370780945,2.55732798576355,0.36250001192092896,3.893587112426758,5.657406806945801,1.763819694519043,224,0.8499999999999998,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r90,cell8,16,0.9,,0.5878536105155945,0.18213987350463867,1.320929765701294,0.4625000059604645,3.893587112426758,4.555154800415039,0.6615676879882812,224,0.9000000000000002,1.0,1.0,0
smol360,test_medium_code,medium,cell8_r95,cell8,17,0.95,,0.4569665491580963,0.10696995258331299,0.40633946657180786,0.7750000357627869,3.893587112426758,3.8307394981384277,-0.06284761428833008,224,0.9499999999999998,1.0,1.0,0
smol360,test_medium_code,medium,adaptive_t0.5,adaptive,0,,0.5,1.0823540687561035,0.6975518465042114,7.499276638031006,0.02500000037252903,3.893587112426758,10.188865661621094,6.295278549194336,224,0.5761160714285714,1.1875,1.0,0
smol360,test_medium_code,medium,adaptive_t0.55,adaptive,0,,0.55,1.1311893463134766,0.8323153257369995,9.461404800415039,0.0,3.893587112426758,11.794520378112793,7.900933265686035,224,0.6995535714285716,1.1785714285714286,1.0,0
smol360,test_medium_code,medium,adaptive_t0.6,adaptive,0,,0.6,0.9193965196609497,0.5452188849449158,6.0380167961120605,0.11250000447034836,3.893587112426758,8.892495155334473,4.998908042907715,224,0.7415178571428572,1.1696428571428572,1.0,0
smol360,test_medium_code,medium,adaptive_t0.65,adaptive,0,,0.65,1.164904236793518,0.7242140769958496,8.460989952087402,0.012500000186264515,3.893587112426758,11.453635215759277,7.5600481033325195,224,0.7792410714285715,1.2767857142857142,1.0,0
smol360,test_medium_code,medium,adaptive_t0.7,adaptive,0,,0.7,0.8620526790618896,0.444557249546051,5.104217529296875,0.10000000149011612,3.893587112426758,7.95461368560791,4.061026573181152,224,0.8435267857142856,1.0089285714285714,1.0,0
smol360,test_medium_code,medium,adaptive_t0.75,adaptive,0,,0.75,0.6939150094985962,0.2674851417541504,2.7180380821228027,0.32500001788139343,3.893587112426758,5.872767925262451,1.9791808128356934,224,0.8823660714285714,1.0,1.0,0
smol360,test_medium_code,medium,adaptive_t0.8,adaptive,0,,0.8,0.5657019019126892,0.17102909088134766,1.5235401391983032,0.4749999940395355,3.893587112426758,4.833998680114746,0.9404115676879883,224,0.9118303571428569,1.0,1.0,0
smol360,test_medium_code,medium,adaptive_t0.85,adaptive,0,,0.85,0.5107327103614807,0.13448059558868408,0.9776945114135742,0.574999988079071,3.893587112426758,4.407768726348877,0.5141816139221191,224,0.9308035714285714,1.0,1.0,0
smol360,test_medium_code,medium,adaptive_t0.9,adaptive,0,,0.9,0.39800766110420227,0.08141207695007324,0.44846102595329285,0.7125000357627869,3.893587112426758,3.9184508323669434,0.024863719940185547,224,0.9495535714285712,1.0,1.0,0
smol360,test_medium_code,medium,adaptive_t0.925,adaptive,0,,0.925,0.4569665491580963,0.10696995258331299,0.40633946657180786,0.7750000357627869,3.893587112426758,3.8307394981384277,-0.06284761428833008,224,0.9499999999999998,1.0,1.0,0
smol360,test_medium_code,medium,adaptive_t0.95,adaptive,0,,0.95,0.4569665491580963,0.10696995258331299,0.40633946657180786,0.7750000357627869,3.893587112426758,3.8307394981384277,-0.06284761428833008,224,0.9499999999999998,1.0,1.0,0
smol360,test_medium_code,medium,adaptive_calibrated,adaptive_calibrated,0,,0.0,1.0823540687561035,0.6975518465042114,7.499276638031006,0.02500000037252903,3.893587112426758,10.188865661621094,6.295278549194336,224,0.5761160714285714,1.1875,1.0,0
smol360,test_long_structured,long,paper_r10,paper,0,0.1,,1.524248480796814,0.9352774620056152,19.83700942993164,0.0,4.5072455406188965,21.960575103759766,17.45332908630371,224,0.1,1.0,1.0,0
smol360,test_long_structured,long,paper_r15,paper,1,0.15,,1.8250036239624023,1.0427331924438477,12.04861068725586,0.011560693383216858,4.5072455406188965,15.469313621520996,10.962068557739258,224,0.14999999999999997,1.0,1.0,0
smol360,test_long_structured,long,paper_r20,paper,2,0.2,,1.6493419408798218,1.161864995956421,15.86351490020752,0.0,4.5072455406188965,18.535682678222656,14.028436660766602,224,0.2,1.0,1.0,0
smol360,test_long_structured,long,paper_r25,paper,3,0.25,,1.4474859237670898,0.9507280588150024,10.650129318237305,0.023121386766433716,4.5072455406188965,13.914590835571289,9.407344818115234,224,0.25,1.0,1.0,0
smol360,test_long_structured,long,paper_r30,paper,4,0.3,,1.4411132335662842,1.0341649055480957,12.89897632598877,0.0,4.5072455406188965,16.16183090209961,11.654584884643555,224,0.29999999999999993,1.0,1.0,0
smol360,test_long_structured,long,paper_r35,paper,5,0.35,,1.8101140260696411,0.9911956191062927,10.004257202148438,0.0,4.5072455406188965,13.217164039611816,8.709918975830078,224,0.35,1.0,1.0,0
smol360,test_long_structured,long,paper_r40,paper,6,0.4,,1.184144377708435,0.83230060338974,11.482501029968262,0.0,4.5072455406188965,14.364362716674805,9.85711669921875,224,0.4,1.0,1.0,0
smol360,test_long_structured,long,paper_r45,paper,7,0.45,,1.681997299194336,1.0758297443389893,12.230039596557617,0.0,4.5072455406188965,15.337267875671387,10.830022811889648,224,0.4500000000000001,1.0,1.0,0
smol360,test_long_structured,long,paper_r50,paper,8,0.5,,1.0653847455978394,0.7357277274131775,7.324801445007324,0.05780346691608429,4.5072455406188965,10.907987594604492,6.400742053985596,224,0.5,1.0,1.0,0
smol360,test_long_structured,long,paper_r55,paper,9,0.55,,0.9545590281486511,0.6300299167633057,6.069340705871582,0.034682080149650574,4.5072455406188965,9.400626182556152,4.893380641937256,224,0.5499999999999999,1.0,1.0,0
smol360,test_long_structured,long,paper_r60,paper,10,0.6,,1.1913255453109741,0.802436113357544,8.706589698791504,0.005780346691608429,4.5072455406188965,12.411267280578613,7.904021739959717,224,0.5999999999999999,1.0,1.0,0
smol360,test_long_structured,long,paper_r65,paper,11,0.65,,0.9738653898239136,0.5839742422103882,5.052419662475586,0.08670520037412643,4.5072455406188965,8.434210777282715,3.9269652366638184,224,0.6500000000000001,1.0,1.0,0
smol360,test_long_structured,long,paper_r70,paper,12,0.7,,0.9270983934402466,0.5121874809265137,4.793400287628174,0.13294798135757446,4.5072455406188965,8.160399436950684,3.653153896331787,224,0.7,1.0,1.0,0
smol360,test_long_structured,long,paper_r75,paper,13,0.75,,0.8906402587890625,0.46538305282592773,4.187613487243652,0.17341040074825287,4.5072455406188965,7.61224365234375,3.1049981117248535,224,0.75,1.0,1.0,0
smol360,test_long_structured,long,paper_r80,paper,14,0.8,,0.8573260307312012,0.3751283884048462,3.5811526775360107,0.20809248089790344,4.5072455406188965,7.2222700119018555,2.715024471282959,224,0.8,1.0,1.0,0
smol360,test_long_structured,long,paper_r85,paper,15,0.85,,0.7836576700210571,0.2747257947921753,2.262528657913208,0.3641618490219116,4.5072455406188965,5.90038537979126,1.3931398391723633,224,0.8499999999999998,1.0,1.0,0
smol360,test_long_structured,long,paper_r90,paper,16,0.9,,0.6074366569519043,0.16604620218276978,1.0582983493804932,0.5028901696205139,4.5072455406188965,4.909732818603516,0.40248727798461914,224,0.9000000000000002,1.0,1.0,0
smol360,test_long_structured,long,paper_r95,paper,17,0.95,,0.33960533142089844,0.0587119460105896,0.373807430267334,0.676300585269928,4.5072455406188965,4.510552406311035,0.003306865692138672,224,0.9499999999999998,1.0,1.0,0
smol360,test_long_structured,long,cell8_r10,cell8,0,0.1,,1.3689322471618652,0.9772087931632996,13.270925521850586,0.0,4.5072455406188965,16.722755432128906,12.215509414672852,224,0.1,1.0,1.0,0
smol360,test_long_structured,long,cell8_r15,cell8,1,0.15,,1.3533673286437988,1.0112721920013428,14.328737258911133,0.0,4.5072455406188965,17.852357864379883,13.345111846923828,224,0.14999999999999997,1.0,1.0,0
smol360,test_long_structured,long,cell8_r20,cell8,2,0.2,,1.386459231376648,0.9982713460922241,12.235260963439941,0.0,4.5072455406188965,15.179911613464355,10.672666549682617,224,0.2,1.0,1.0,0
smol360,test_long_structured,long,cell8_r25,cell8,3,0.25,,1.3497945070266724,0.9396827816963196,12.32508373260498,0.017341040074825287,4.5072455406188965,15.428201675415039,10.920955657958984,224,0.25,1.0,1.0,0
smol360,test_long_structured,long,cell8_r30,cell8,4,0.3,,1.3378530740737915,0.9122571349143982,10.616059303283691,0.005780346691608429,4.5072455406188965,13.506733894348145,8.999488830566406,224,0.29999999999999993,1.0,1.0,0
smol360,test_long_structured,long,cell8_r35,cell8,5,0.35,,1.344982624053955,1.0471135377883911,15.947684288024902,0.0,4.5072455406188965,18.601110458374023,14.093864440917969,224,0.35,1.0,1.0,0
smol360,test_long_structured,long,cell8_r40,cell8,6,0.4,,1.295224666595459,0.8214429616928101,11.379974365234375,0.017341040074825287,4.5072455406188965,15.193124771118164,10.68587875366211,224,0.4,1.0,1.0,0
smol360,test_long_structured,long,cell8_r45,cell8,7,0.45,,1.1842536926269531,0.7620167136192322,8.515169143676758,0.005780346691608429,4.5072455406188965,11.998797416687012,7.491551876068115,224,0.4500000000000001,1.0,1.0,0
smol360,test_long_structured,long,cell8_r50,cell8,8,0.5,,1.3152530193328857,0.9444339871406555,13.517569541931152,0.0,4.5072455406188965,16.521188735961914,12.01394271850586,224,0.5,1.0,1.0,0
smol360,test_long_structured,long,cell8_r55,cell8,9,0.55,,1.8880220651626587,1.0521360635757446,9.549331665039062,0.005780346691608429,4.5072455406188965,12.70352840423584,8.196283340454102,224,0.5499999999999999,1.0,1.0,0
smol360,test_long_structured,long,cell8_r60,cell8,10,0.6,,0.9715402722358704,0.5850242376327515,6.620203018188477,0.06358381360769272,4.5072455406188965,9.97957706451416,5.472331523895264,224,0.5999999999999999,1.0,1.0,0
smol360,test_long_structured,long,cell8_r65,cell8,11,0.65,,0.9061580300331116,0.5331836342811584,4.811365127563477,0.14450865983963013,4.5072455406188965,8.221176147460938,3.713930606842041,224,0.6500000000000001,1.0,1.0,0
smol360,test_long_structured,long,cell8_r70,cell8,12,0.7,,0.8838964700698853,0.5179380178451538,4.819800853729248,0.08670520037412643,4.5072455406188965,8.212690353393555,3.705444812774658,224,0.7,1.0,1.0,0
smol360,test_long_structured,long,cell8_r75,cell8,13,0.75,,0.7844375371932983,0.36737942695617676,4.037508487701416,0.15606936812400818,4.5072455406188965,7.345352649688721,2.838107109069824,224,0.75,1.0,1.0,0
smol360,test_long_structured,long,cell8_r80,cell8,14,0.8,,0.7857599258422852,0.334860622882843,3.185265302658081,0.18497109413146973,4.5072455406188965,6.883915424346924,2.3766698837280273,224,0.8,1.0,1.0,0
smol360,test_long_structured,long,cell8_r85,cell8,15,0.85,,0.8199607729911804,0.3044166564941406,2.442694902420044,0.2774566411972046,4.5072455406188965,6.065994739532471,1.5587491989135742,224,0.8499999999999998,1.0,1.0,0
smol360,test_long_structured,long,cell8_r90,cell8,16,0.9,,0.6856831908226013,0.22534364461898804,1.8178424835205078,0.3583815097808838,4.5072455406188965,5.452493190765381,0.9452476501464844,224,0.9000000000000002,1.0,1.0,0
smol360,test_long_structured,long,cell8_r95,cell8,17,0.95,,0.4170195460319519,0.08238005638122559,0.5814448595046997,0.5953757166862488,4.5072455406188965,4.721830368041992,0.2145848274230957,224,0.9499999999999998,1.0,1.0,0
smol360,test_long_structured,long,adaptive_t0.5,adaptive,0,,0.5,1.528974175453186,0.9765746593475342,7.592198371887207,0.011560693383216858,4.5072455406188965,11.372428894042969,6.865183353424072,224,0.5526785714285714,1.2232142857142858,1.0,0
smol360,test_long_structured,long,adaptive_t0.55,adaptive,0,,0.55,1.0987541675567627,0.7101336717605591,7.824270248413086,0.017341040074825287,4.5072455406188965,11.39609146118164,6.888845920562744,224,0.6946428571428572,1.1339285714285714,1.0,0
smol360,test_long_structured,long,adaptive_t0.6,adaptive,0,,0.6,0.9999439716339111,0.5495957136154175,5.943946361541748,0.09826589375734329,4.5072455406188965,9.604217529296875,5.0969719886779785,224,0.7426339285714285,1.1339285714285714,1.0,0
smol360,test_long_structured,long,adaptive_t0.65,adaptive,0,,0.65,0.9281341433525085,0.49708157777786255,5.0696234703063965,0.09248554706573486,4.5072455406188965,8.860228538513184,4.352982997894287,224,0.7935267857142858,1.0892857142857142,1.0,0
smol360,test_long_structured,long,adaptive_t0.7,adaptive,0,,0.7,0.8088579773902893,0.3360658288002014,4.06758975982666,0.18497109413146973,4.5072455406188965,7.663200855255127,3.1559553146362305,224,0.84375,1.0178571428571428,1.0,0
