model,prompt,situation,policy,mode,budget_index,budget_fraction,target,logit_relative_l2_error,logit_cosine_error,dense_to_sparse_kl,top1_agreement,dense_nll,sparse_nll,nll_delta,projection_calls,selected_fraction_mean,search_attempts_mean,feasible_rate,fallback_calls
qwen05,test_short_korean,short,cell8_r10,cell8,0,0.1,,1.2618621587753296,1.0667707920074463,14.188926696777344,0.0,4.304563045501709,16.675771713256836,12.371208190917969,168,0.10037090494092374,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r15,cell8,1,0.15,,1.4608107805252075,0.6287582516670227,14.57620620727539,0.0,4.304563045501709,17.357242584228516,13.052679061889648,168,0.14962909505907623,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r20,cell8,2,0.2,,1.0675430297851562,0.7022130489349365,11.08094596862793,0.0,4.304563045501709,13.178321838378906,8.873758316040039,168,0.19981454752953817,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r25,cell8,3,0.25,,1.3365042209625244,0.6403220891952515,15.310385704040527,0.0,4.304563045501709,17.72116470336914,13.416601181030273,168,0.25,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r30,cell8,4,0.3,,2.327408790588379,0.5836641788482666,20.290603637695312,0.03703703731298447,4.304563045501709,22.556015014648438,18.25145149230957,168,0.3001854524704619,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r35,cell8,5,0.35,,2.104384183883667,0.5887045860290527,19.61944007873535,0.0,4.304563045501709,22.340312957763672,18.035749435424805,168,0.35037090494092366,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r40,cell8,6,0.4,,1.202791452407837,0.6400995254516602,11.246556282043457,0.0,4.304563045501709,13.218072891235352,8.913509368896484,168,0.39962909505907634,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r45,cell8,7,0.45,,1.8054603338241577,0.604127049446106,16.932039260864258,0.018518518656492233,4.304563045501709,19.083450317382812,14.778886795043945,168,0.4498145475295381,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r50,cell8,8,0.5,,2.341042995452881,0.5832377076148987,15.974987983703613,0.0,4.304563045501709,18.706710815429688,14.40214729309082,168,0.5,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r55,cell8,9,0.55,,1.4629591703414917,0.5924181938171387,14.397214889526367,0.018518518656492233,4.304563045501709,17.199552536010742,12.894989013671875,168,0.550185452470462,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r60,cell8,10,0.6,,1.253730058670044,0.6034430265426636,14.107614517211914,0.018518518656492233,4.304563045501709,16.57541847229004,12.270854949951172,168,0.6003709049409238,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r65,cell8,11,0.65,,1.3737554550170898,0.6220862865447998,17.67988395690918,0.0,4.304563045501709,19.98361587524414,15.679052352905273,168,0.6496290950590762,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r70,cell8,12,0.7,,1.0933592319488525,0.6999073028564453,9.834735870361328,0.0,4.304563045501709,12.864908218383789,8.560344696044922,168,0.6998145475295381,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r75,cell8,13,0.75,,1.1283833980560303,0.7412679195404053,11.335514068603516,0.018518518656492233,4.304563045501709,14.006672859191895,9.702110290527344,168,0.75,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r80,cell8,14,0.8,,0.992241382598877,0.5249215364456177,7.491574764251709,0.0555555559694767,4.304563045501709,9.915718078613281,5.611155033111572,168,0.8001854524704617,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r85,cell8,15,0.85,,0.9067198634147644,0.41133230924606323,4.11332893371582,0.18518519401550293,4.304563045501709,6.845930099487305,2.5413670539855957,168,0.8503709049409238,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r90,cell8,16,0.9,,0.8948855996131897,0.3965708613395691,5.419388294219971,0.09259259700775146,4.304563045501709,8.249374389648438,3.9448113441467285,168,0.8996290950590762,1.0,1.0,0
qwen05,test_short_korean,short,cell8_r95,cell8,17,0.95,,0.8371741771697998,0.3937375545501709,4.195444107055664,0.1666666716337204,4.304563045501709,7.183051109313965,2.878488063812256,168,0.9498145475295383,1.0,1.0,0
qwen05,test_short_korean,short,adaptive_t0.5,adaptive,0,,0.5,1.7756223678588867,0.5858081579208374,13.909382820129395,0.0,4.304563045501709,15.896804809570312,11.592241287231445,168,0.5573460366877014,1.3928571428571428,1.0,0
qwen05,test_short_korean,short,adaptive_t0.55,adaptive,0,,0.55,1.315380334854126,0.638056755065918,11.649974822998047,0.0,4.304563045501709,13.521665573120117,9.21710205078125,168,0.6094054192400644,1.2380952380952381,1.0,0
qwen05,test_short_korean,short,adaptive_t0.6,adaptive,0,,0.6,1.6721059083938599,0.6005218029022217,16.820310592651367,0.0,4.304563045501709,18.821876525878906,14.517313003540039,168,0.6600795026069639,1.4107142857142858,1.0,0
qwen05,test_short_korean,short,adaptive_t0.65,adaptive,0,,0.65,1.0407441854476929,0.6060843467712402,9.637886047363281,0.03703703731298447,4.304563045501709,11.999372482299805,7.694809436798096,168,0.7354992881198532,1.1130952380952381,1.0,0
qwen05,test_short_korean,short,adaptive_t0.7,adaptive,0,,0.7,1.0189836025238037,0.5029007196426392,9.142908096313477,0.0555555559694767,4.304563045501709,11.68387508392334,7.379312038421631,168,0.7802479133100609,1.0952380952380953,1.0,0
qwen05,test_short_korean,short,adaptive_t0.75,adaptive,0,,0.75,0.9629033207893372,0.40744900703430176,4.480477809906006,0.2222222238779068,4.304563045501709,7.347196578979492,3.042633533477783,168,0.8428891704708199,1.005952380952381,1.0,0
qwen05,test_short_korean,short,adaptive_t0.8,adaptive,0,,0.8,0.8205645084381104,0.2823815941810608,3.3354079723358154,0.18518519401550293,4.304563045501709,6.382363796234131,2.077800750732422,168,0.882784703108217,1.0,1.0,0
qwen05,test_short_korean,short,adaptive_t0.85,adaptive,0,,0.85,0.9102653861045837,0.42745310068130493,5.717732906341553,0.09259259700775146,4.304563045501709,8.669024467468262,4.364461421966553,168,0.8966368208467598,1.0416666666666667,1.0,0
qwen05,test_short_korean,short,adaptive_t0.9,adaptive,0,,0.9,0.8057426810264587,0.366141676902771,4.086784362792969,0.18518519401550293,4.304563045501709,6.975101470947266,2.6705384254455566,168,0.9339848295403689,1.0476190476190477,1.0,0
qwen05,test_short_korean,short,adaptive_t0.925,adaptive,0,,0.925,0.8423019647598267,0.39818626642227173,4.380996227264404,0.14814814925193787,4.304563045501709,7.126060485839844,2.8214974403381348,168,0.948321382418099,1.0,1.0,0
qwen05,test_short_korean,short,adaptive_t0.95,adaptive,0,,0.95,0.8371741771697998,0.3937375545501709,4.195444107055664,0.1666666716337204,4.304563045501709,7.183051109313965,2.878488063812256,168,0.9498145475295383,1.0119047619047619,1.0,0
qwen05,test_short_korean,short,adaptive_calibrated,adaptive_calibrated,0,,0.0,1.2927050590515137,0.698198139667511,15.353556632995605,0.018518518656492233,4.304563045501709,17.92142677307129,13.616863250732422,168,0.614334734716255,1.2261904761904763,1.0,0
qwen05,test_medium_code,medium,paper_r10,paper,0,0.1,,1.480325698852539,1.1047624349594116,14.454904556274414,0.0,4.315040588378906,17.063739776611328,12.748699188232422,168,0.09144233351235231,1.0,1.0,0
qwen05,test_medium_code,medium,paper_r15,paper,1,0.15,,2.111445903778076,0.7111266851425171,11.388808250427246,0.0,4.315040588378906,14.568140983581543,10.253100395202637,168,0.14696059344790546,1.0,1.0,0
qwen05,test_medium_code,medium,paper_r20,paper,2,0.2,,2.012220621109009,0.7078125476837158,9.71590805053711,0.025641025975346565,4.315040588378906,13.133085250854492,8.818044662475586,168,0.1927698711063373,1.0,1.0,0
qwen05,test_medium_code,medium,paper_r25,paper,3,0.25,,3.498079299926758,0.6711872816085815,17.0283145904541,0.06410256773233414,4.315040588378906,21.184804916381836,16.86976432800293,168,0.2498825187969925,1.0,1.0,0
