trial,target_cv,spatial_mode,coverage_target,target_importance,single_importance,single_overshoot,single_rows,single_chunks,single_aff_ms,single_runtime_ms,quant_importance,quant_overshoot,quant_rows,quant_chunks,quant_aff_ms,quant_solve_ms,single_extra_vs_quant_pct,quant_beats_single,quant_build_ms,quant_single_query_ms,quant_amortized_ms,quant_full_mask
0,1.07,random,0.1,0.1,0.10012413833491854,0.0001241383349185332,821,1,0.3553596343141679,2.556336,0.10066323098388132,0.0006632309838813105,759,3,0.35135623857710085,3.333949,1.1394121684816794,True,73.957801,77.29175000000001,8.616649071428572,False
0,1.07,random,0.3,0.3,0.3000108025977131,1.0802597713133189e-05,2629,1,1.113703869744126,2.218074,0.3009367569064198,0.0009367569064198111,2513,4,1.0980516979223256,2.878568,1.4254494439029264,True,73.957801,76.836369,8.161268071428571,False
0,1.07,random,0.5,0.5,0.5000654616434768,6.546164347676076e-05,4412,1,1.8615621505912583,1.964721,0.5000966880464319,9.66880464319253e-05,4330,3,1.8491699911879307,2.818626,0.6701471180249108,True,73.957801,76.776427,8.101326071428572,False
0,1.07,random,0.7,0.7,0.7001068433593589,0.00010684335935895461,6238,1,2.6274562733208513,1.639923,0.7003072184646846,0.0003072184646846221,6107,4,2.605512528749355,2.615216,0.8422045309461446,True,73.957801,76.57301700000001,7.897916071428572,False
0,1.07,random,0.9,0.9,0.9000417663821049,4.17663821048464e-05,8037,1,3.382025565100992,1.266927,0.9004292040545785,0.0004292040545784692,7986,3,3.3826359893803684,2.825148,-0.018045816377909585,False,73.957801,76.782949,8.107848071428572,False
0,1.07,random,0.95,0.95,0.9502516531210381,0.0002516531210381423,8494,1,3.5737088148750464,1.17759,0.9502254513552211,0.00022545135522111792,8459,2,3.570029364273261,2.507425,0.10306499544814329,True,73.957801,76.465226,7.790125071428571,False
0,1.07,random,0.99,0.99,0.9900279565930101,2.7956593010136643e-05,8870,1,3.731417571800746,1.102791,0.9902452429113322,0.00024524291133221077,8874,1,3.733095324533998,2.362554,-0.04494267055614731,False,73.957801,76.320355,7.645254071428571,False
0,1.07,local,0.1,0.1,0.10000705214584422,7.052145844219093e-06,595,1,0.26056660488542316,2.831411,0.10062516932558419,0.0006251693255841795,208,4,0.1312466853857917,2.851248,98.53195082184618,True,50.041758,52.893006,6.425659285714286,False
0,1.07,local,0.3,0.3,0.3000318840222297,3.1884022229700104e-05,2429,1,1.02981623308152,2.273488,0.300948583548291,0.0009485835482910265,1115,11,0.5886833183499025,2.981902,74.9355215242257,True,50.041758,53.02366,6.556313285714285,False
0,1.07,local,0.5,0.5,0.500043736608849,4.373660884904318e-05,4165,1,1.75796091931294,1.941648,0.5000607034552242,6.0703455224242475e-05,2829,14,1.3406030219909468,2.800632,31.132101783730846,True,50.041758,52.84239,6.375043285714286,False
0,1.07,local,0.7,0.7,0.7001159678667698,0.00011596786676981719,5917,1,2.4928166164773686,1.610098,1.0,0.30000000000000004,8960,1,3.7691670082989184,0.195726,-33.86293016497526,False,50.041758,50.237484,3.770137285714286,True
0,1.07,local,0.9,0.9,0.9000266962949822,2.6696294982198054e-05,7778,1,3.2733910756229174,1.270584,1.0,0.09999999999999998,8960,1,3.7691670082989184,0.149449,-13.153461536313083,False,50.041758,50.191207,3.723860285714286,True
0,1.07,local,0.95,0.95,0.9501169269118489,0.00011692691184894688,8342,1,3.509954211011466,1.208398,1.0,0.050000000000000044,8960,1,3.7691670082989184,0.191047,-6.877190549442879,False,50.041758,50.232805,3.765458285714286,True
