trial,target_cv,spatial_mode,budget_rows,budget_fraction,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,paper_extra_vs_quant_pct,paper_extra_vs_single_pct,quant_beats_paper,target_importance,single_importance,single_overshoot,single_rows,single_chunks,single_aff_ms,single_runtime_ms,quant_importance,quant_overshoot,quant_rows,quant_chunks,quant_aff_ms,quant_solve_ms,single_extra_vs_quant_pct,quant_beats_single,quant_build_ms,quant_single_query_ms,quant_amortized_ms,quant_full_mask
0,1.07,random,1120,0.125,0.1770793094512133,1120,21,0.7007893674081713,4.011896,9.837547229985732,8.125234966480278,True,0.1770793094512133,0.17711049695616737,3.1187504954066636e-05,1519,1,0.6481274862666628,2.512534,0.17784096178280234,0.0007616523315890356,1390,5,0.6380235038759635,2.856176,1.583637958369577,True,73.957801,76.81397700000001,8.138876071428571,False
0,1.07,random,2240,0.25,0.3290179027407507,2240,40,1.379576963188002,5.189546,14.72651678796204,12.593304270839688,True,0.3290179027407507,0.3291022801231772,8.437738242650372e-05,2895,1,1.2252744265053919,2.246888,0.32920902440570643,0.00019112166495571792,2762,4,1.20249180556727,2.93267,1.8946175626846973,True,73.957801,76.890471,8.215370071428572,False
0,1.07,random,3360,0.375,0.46661075272516916,3360,55,2.014361015711151,5.586699,16.915589248325304,16.024586613638835,True,0.46661075272516916,0.4666266102884631,1.585756329391952e-05,4113,1,1.7361501337806624,1.966054,0.46680691391289175,0.00019616118772258773,4029,3,1.7229190980107085,3.973223,0.7679429513103964,True,73.957801,77.93102400000001,9.255923071428573,False
0,1.07,random,4480,0.5,0.5968420716708975,4480,72,2.671146839862641,9.7146,20.31928279228763,19.724000555748965,True,0.5968420716708975,0.5968577307249794,1.565905408185131e-05,5293,1,2.231087190090038,1.748877,0.5977046046084953,0.0008625329375977486,5188,4,2.2200488382846806,3.741351,0.49721211601301274,True,73.957801,77.699152,9.024051071428572,False
0,1.07,random,5600,0.625,0.7158012201946711,5600,89,3.327932664014131,13.966866,24.841763715451926,23.929715502841553,True,0.7158012201946711,0.7159028982111723,0.00010167801650118324,6376,1,2.685338742618049,1.570724,0.715910069231571,0.000108849036899894,6303,2,2.665720641050368,3.313521,0.73593989053371,True,73.957801,77.271322,8.596221071428571,False
0,1.07,random,6720,0.75,0.826162737657965,6720,100,3.918713173280598,19.294851,26.997002394548097,26.147443907519374,True,0.826162737657965,0.82620884198781,4.610432984497592e-05,7380,1,3.1064546786643312,1.436764,0.8262157865272161,5.3048869251060005e-05,7278,3,3.085673755594743,3.181534,0.6734646860158122,True,73.957801,77.139335,8.46423407142857,False
0,1.07,random,7840,0.875,0.9209173669217691,7840,88,4.256473308821148,22.727634,23.148957805342164,22.824440013525905,True,0.9209173669217691,0.920929720556956,1.2353635186923562e-05,8236,1,3.4654937635802847,1.223797,0.9209496127159813,3.224579421223783e-05,8188,2,3.4563616165954296,3.022327,0.26421271839751626,True,73.957801,76.98012800000001,8.305027071428572,False
0,1.07,local,1120,0.125,0.34601873076958956,1120,25,0.7447929106648528,4.989352,3.253977676500819,-36.992609108418364,True,0.34601873076958956,0.3460807123551375,6.19815855479322e-05,2792,1,1.18207229362415,2.144697,0.3467463058997634,0.000727575130173852,1405,12,0.7213212773248515,3.766978,63.87597742965183,True,50.041758,53.808736,7.3413892857142855,False
0,1.07,local,2240,0.25,0.5312704345118383,2240,46,1.445582278073024,8.293285,-3.2484140205603085,-25.372393514186697,False,0.5312704345118383,0.53142777994604,0.00015734543420165004,4592,1,1.9370610235876038,1.805312,0.5313083760875852,3.7941575746880396e-05,3195,14,1.4941173970835158,2.703522,29.645838229894395,True,50.041758,52.74528,6.277933285714286,False
0,1.07,local,3360,0.375,0.6647931667627283,3360,62,2.091367216410344,10.49593,-44.513808706125516,-11.971838599787322,False,0.6647931667627283,0.6648248329498947,3.166618716643477e-05,5638,1,2.3757933633330333,1.619286,1.0,0.33520683323727174,8960,1,3.7691670082989184,0.167243,-36.96768123826744,False,50.041758,50.209001,3.741654285714286,True
