n,trial,spatial_mode,budget_index,row_budget_fraction,row_budget,method,method_label,two_line_efficiency,exact_efficiency,optimality_ratio,optimality_gap_pct,row_match,fallback_used,error
18,2,random,0,0.25,4,legacy_rho2_mu4,Exp24 rho2/mu4,30.533654822386637,30.533654822386637,1.0,0.0,True,False,
18,2,random,0,0.25,4,frontier16_trim64,Frontier16 + adaptive trim64,30.533654822386637,30.533654822386637,1.0,0.0,True,False,
18,2,random,0,0.25,4,frontier16_trim256,Frontier16 + adaptive trim256,30.533654822386637,30.533654822386637,1.0,0.0,True,False,
18,2,random,0,0.25,4,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,30.533654822386637,30.533654822386637,1.0,0.0,True,False,
18,2,random,1,0.5,9,top_r,Top-R,12.235409861449751,21.665089779077988,0.5647523267254357,43.52476732745642,True,False,
18,2,random,1,0.5,9,legacy_rho2_mu4,Exp24 rho2/mu4,21.665077072651354,21.665089779077988,0.9999994135068553,5.8649314471637126e-05,True,False,
18,2,random,1,0.5,9,frontier16_trim64,Frontier16 + adaptive trim64,21.665077072651354,21.665089779077988,0.9999994135068553,5.8649314471637126e-05,True,False,
18,2,random,1,0.5,9,frontier16_trim256,Frontier16 + adaptive trim256,21.665077072651354,21.665089779077988,0.9999994135068553,5.8649314471637126e-05,True,False,
18,2,random,1,0.5,9,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,21.665077072651354,21.665089779077988,0.9999994135068553,5.8649314471637126e-05,True,False,
18,2,random,2,0.75,14,top_r,Top-R,10.14012954864422,14.648504878211524,0.6922296598151017,30.777034018489836,True,False,
18,2,random,2,0.75,14,legacy_rho2_mu4,Exp24 rho2/mu4,14.648504878211524,14.648504878211524,1.0,0.0,True,False,
18,2,random,2,0.75,14,frontier16_trim64,Frontier16 + adaptive trim64,14.648504878211524,14.648504878211524,1.0,0.0,True,False,
18,2,random,2,0.75,14,frontier16_trim256,Frontier16 + adaptive trim256,14.648504878211524,14.648504878211524,1.0,0.0,True,False,
18,2,random,2,0.75,14,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,14.648504878211524,14.648504878211524,1.0,0.0,True,False,
18,2,local,0,0.25,4,top_r,Top-R,25.47059340068508,32.39533506478783,0.7862426287533723,21.375737124662773,True,False,
18,2,local,0,0.25,4,legacy_rho2_mu4,Exp24 rho2/mu4,32.39533506478783,32.39533506478783,1.0,0.0,True,False,
18,2,local,0,0.25,4,frontier16_trim64,Frontier16 + adaptive trim64,32.39533506478783,32.39533506478783,1.0,0.0,True,False,
18,2,local,0,0.25,4,frontier16_trim256,Frontier16 + adaptive trim256,32.39533506478783,32.39533506478783,1.0,0.0,True,False,
18,2,local,0,0.25,4,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,32.39533506478783,32.39533506478783,1.0,0.0,True,False,
18,2,local,1,0.5,9,top_r,Top-R,22.793002326581696,22.793002326581696,1.0,0.0,True,False,
18,2,local,1,0.5,9,legacy_rho2_mu4,Exp24 rho2/mu4,22.793002326581696,22.793002326581696,1.0,0.0,True,False,
18,2,local,1,0.5,9,frontier16_trim64,Frontier16 + adaptive trim64,22.793002326581696,22.793002326581696,1.0,0.0,True,False,
18,2,local,1,0.5,9,frontier16_trim256,Frontier16 + adaptive trim256,22.793002326581696,22.793002326581696,1.0,0.0,True,False,
18,2,local,1,0.5,9,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,22.793002326581696,22.793002326581696,1.0,0.0,True,False,
18,2,local,2,0.75,14,top_r,Top-R,11.183029792780774,14.652646745846239,0.7632088582188035,23.679114178119654,True,False,
18,2,local,2,0.75,14,legacy_rho2_mu4,Exp24 rho2/mu4,14.652646745846239,14.652646745846239,1.0,0.0,True,False,
18,2,local,2,0.75,14,frontier16_trim64,Frontier16 + adaptive trim64,14.652646745846239,14.652646745846239,1.0,0.0,True,False,
18,2,local,2,0.75,14,frontier16_trim256,Frontier16 + adaptive trim256,14.652646745846239,14.652646745846239,1.0,0.0,True,False,
18,2,local,2,0.75,14,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,14.652646745846239,14.652646745846239,1.0,0.0,True,False,
18,2,hot-cold,0,0.25,4,top_r,Top-R,19.185913537783353,36.66412075842101,0.5232885213366731,47.67114786633269,True,False,
18,2,hot-cold,0,0.25,4,legacy_rho2_mu4,Exp24 rho2/mu4,36.66412075842101,36.66412075842101,1.0,0.0,True,False,
18,2,hot-cold,0,0.25,4,frontier16_trim64,Frontier16 + adaptive trim64,36.66412075842101,36.66412075842101,1.0,0.0,True,False,
18,2,hot-cold,0,0.25,4,frontier16_trim256,Frontier16 + adaptive trim256,36.66412075842101,36.66412075842101,1.0,0.0,True,False,
18,2,hot-cold,0,0.25,4,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,36.66412075842101,36.66412075842101,1.0,0.0,True,False,
18,2,hot-cold,1,0.5,9,top_r,Top-R,14.51438745384371,22.057189614794456,0.6580343056990565,34.19656943009435,True,False,
18,2,hot-cold,1,0.5,9,legacy_rho2_mu4,Exp24 rho2/mu4,22.057189614794456,22.057189614794456,1.0,0.0,True,False,
18,2,hot-cold,1,0.5,9,frontier16_trim64,Frontier16 + adaptive trim64,22.057189614794456,22.057189614794456,1.0,0.0,True,False,
18,2,hot-cold,1,0.5,9,frontier16_trim256,Frontier16 + adaptive trim256,22.057189614794456,22.057189614794456,1.0,0.0,True,False,
18,2,hot-cold,1,0.5,9,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,22.057189614794456,22.057189614794456,1.0,0.0,True,False,
18,2,hot-cold,2,0.75,14,top_r,Top-R,11.183029792780774,14.652646750714547,0.7632088579652291,23.67911420347709,True,False,
18,2,hot-cold,2,0.75,14,legacy_rho2_mu4,Exp24 rho2/mu4,14.652646750714547,14.652646750714547,1.0,0.0,True,False,
18,2,hot-cold,2,0.75,14,frontier16_trim64,Frontier16 + adaptive trim64,14.652646750714547,14.652646750714547,1.0,0.0,True,False,
18,2,hot-cold,2,0.75,14,frontier16_trim256,Frontier16 + adaptive trim256,14.652646750714547,14.652646750714547,1.0,0.0,True,False,
18,2,hot-cold,2,0.75,14,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,14.652646750714547,14.652646750714547,1.0,0.0,True,False,
18,3,random,0,0.25,4,top_r,Top-R,19.213626670543142,30.373843811270373,0.6325714581904127,36.74285418095873,True,False,
18,3,random,0,0.25,4,legacy_rho2_mu4,Exp24 rho2/mu4,30.3357740970828,30.373843811270373,0.998746628368009,0.12533716319910182,True,False,
18,3,random,0,0.25,4,frontier16_trim64,Frontier16 + adaptive trim64,30.3357740970828,30.373843811270373,0.998746628368009,0.12533716319910182,True,False,
18,3,random,0,0.25,4,frontier16_trim256,Frontier16 + adaptive trim256,30.3357740970828,30.373843811270373,0.998746628368009,0.12533716319910182,True,False,
18,3,random,0,0.25,4,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,30.3357740970828,30.373843811270373,0.998746628368009,0.12533716319910182,True,False,
18,3,random,1,0.5,9,top_r,Top-R,9.311285867697947,21.249930669892375,0.43817958808169166,56.182041191830834,True,False,
18,3,random,1,0.5,9,legacy_rho2_mu4,Exp24 rho2/mu4,21.249930669892375,21.249930669892375,1.0,0.0,True,False,
18,3,random,1,0.5,9,frontier16_trim64,Frontier16 + adaptive trim64,21.249930669892375,21.249930669892375,1.0,0.0,True,False,
18,3,random,1,0.5,9,frontier16_trim256,Frontier16 + adaptive trim256,21.249930669892375,21.249930669892375,1.0,0.0,True,False,
18,3,random,1,0.5,9,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,21.249930669892375,21.249930669892375,1.0,0.0,True,False,
18,3,random,2,0.75,14,top_r,Top-R,11.570474230163843,14.651604120957941,0.7897069928072388,21.029300719276122,True,False,
18,3,random,2,0.75,14,legacy_rho2_mu4,Exp24 rho2/mu4,14.651604120957941,14.651604120957941,1.0,0.0,True,False,
18,3,random,2,0.75,14,frontier16_trim64,Frontier16 + adaptive trim64,14.651604120957941,14.651604120957941,1.0,0.0,True,False,
18,3,random,2,0.75,14,frontier16_trim256,Frontier16 + adaptive trim256,14.651604120957941,14.651604120957941,1.0,0.0,True,False,
18,3,random,2,0.75,14,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,14.651604120957941,14.651604120957941,1.0,0.0,True,False,
18,3,local,0,0.25,4,top_r,Top-R,25.5073844523592,37.897636717926076,0.6730600285767655,32.69399714232345,True,False,
