track,shape,n,d,row_size_kib,method,method_label,cases,valid_cases,valid_rate,exact_row_match_rate,deadline_pass_rate,valid_and_deadline_pass_rate,deterministic_rate,fallback_rate,error_rate,runtime_median_ms,runtime_case_p95_ms,runtime_worst_case_p95_ms,lookup_efficiency_gain_pct_mean_valid,lookup_efficiency_gain_pct_median_valid,lookup_efficiency_win_rate_valid,two_line_efficiency_gain_pct_mean_valid,two_line_efficiency_win_rate_valid,importance_gain_pct_mean_valid,importance_nonregression_rate_valid,lookup_saving_pct_mean_valid,lookup_saving_pct_weighted_valid,lookup_nonregression_rate_valid,pareto_nonregression_rate_valid,lookup_saving_abs_ms_mean_valid,selector_overhead_median_ms_median_valid,mixed_net_win_rate_valid,scalarized_calls_median,repair_deletions_mean,repair_additions_mean,returned_top_r_rate,paper_underfill_rows_mean,frontier_candidates_mean,eligible_candidates_mean,trim_work_deletions_mean,minimum_overfill_median,actual_cases,actual_direct_rate,actual_io_median_ms,actual_upload_median_ms,actual_read_wall_ms_mean,actual_read_wall_ms_median,actual_read_wall_case_p95_ms,actual_io_efficiency_gain_pct_mean,actual_read_saving_pct_mean,actual_total_ms_mean,actual_total_ms_median,actual_total_ms_p95,actual_total_saving_ms_mean,actual_total_win_rate
cuda,896x896,896,896,1.75,paper,Paper,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.22075050000000002,0.35120501249999997,0.4236375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,1.0,0.33113424999999996,0.08239674999999999,0.47271364062500004,0.46498975,0.7103482999999999,0.0,0.0,0.6988012395833333,0.6975345000000001,0.853765875,0.0,0.0
cuda,896x896,896,896,1.75,top_r,Top-R,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.035636749999999995,0.0632412749999999,0.0883877999999999,-89.11744218070503,-90.45673554224875,0.0,-90.82544782292833,0.0,27.213565013039343,1.0,-1241.861246090374,-1070.4690284742692,0.0,0.0,-1.5127184585172084,-0.18459525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,1.0,1.7798794999999998,0.093863,1.9508856510416666,1.9332785000000001,2.9066920624999995,-69.08300376399625,-327.29944093212833,1.987500390625,1.9669185,2.6432731250000003,-1.2886991510416668,0.0
cuda,896x896,896,896,1.75,legacy_rho2_mu4,Exp24 rho2/mu4,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3436405,0.6195720874999999,0.7762551499999999,-2.8923530200676795,-0.9593512517516223,0.4270833333333333,-2.17683104225121,0.4270833333333333,-2.2450119533051303,0.3541666666666667,-1.4691151905342235,-1.2212602683138396,0.4166666666666667,0.052083333333333336,-0.0017258070073873147,0.12291249999999998,0.0,8.0,483.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,1.0,0.339951,0.08306274999999999,0.47561177083333334,0.4711989999999999,0.7158256624999999,-1.5188608160912118,-1.0155645483303102,0.8281643541666668,0.84238275,0.966375125,-0.12936311458333333,0.010416666666666666
cuda,896x896,896,896,1.75,frontier16_trim64,Frontier16 + adaptive trim64,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.79164325,1.2204237624999998,1.63006955,-0.5975308713065992,2.640423351116583,0.6979166666666666,-0.6116305474047348,0.7083333333333334,2.2972566867289688,0.7083333333333334,-7.963072366101785,-4.956990062372757,0.6041666666666666,0.3645833333333333,-0.007004901745476203,0.56286575,0.0,32.0,48.395833333333336,0.0,0.0,0.0,3.2604166666666665,3.2604166666666665,83.96875,5.5,96,1.0,0.34291625000000003,0.08355675,0.4790286458333333,0.47238875,0.7481207375,1.7586043478368472,-1.877566873775045,1.2760329947916667,1.257557,1.5204836250000002,-0.5772317552083334,0.0
cuda,896x896,896,896,1.75,frontier16_trim256,Frontier16 + adaptive trim256,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9268657499999999,1.4869028,1.8077338499999995,4.507567509006994,3.758895450402644,0.8125,4.3376177394899065,0.8229166666666666,-0.21781054246879436,0.5520833333333334,4.114357859503964,4.109882432054446,0.6875,0.3229166666666667,0.005807823348392939,0.7010067500000001,0.0,32.0,149.95833333333334,0.0,0.0,0.0,5.90625,5.90625,462.7604166666667,5.5,96,1.0,0.33251925,0.080884,0.4641161145833334,0.46131049999999996,0.7254578749999999,2.1565527499181036,1.454981075921341,1.3943672552083335,1.39354675,1.7207385,-0.695566015625,0.0
cuda,896x896,896,896,1.75,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,96,96,1.0,1.0,0.7916666666666666,0.7916666666666666,1.0,0.0,0.0,1.530818,2.2744474375,2.9000483,5.034662977655285,4.116345249812802,0.8229166666666666,4.723074546355807,0.8229166666666666,-0.558187496291774,0.5208333333333334,5.019517659371663,4.64626963162218,0.7291666666666666,0.3333333333333333,0.0065658114789369434,1.2895995,0.0,72.0,215.95833333333334,0.0,0.0,0.0,8.625,8.625,722.8333333333334,5.0,96,1.0,0.33873325,0.0817955,0.4668556458333333,0.4654505,0.7058700874999999,1.0240337208302293,0.6824454368254659,2.0011387291666667,1.99671225,2.40167025,-1.3023374895833335,0.0
cuda,896x128,896,128,0.25,paper,Paper,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.16153974999999998,0.25902519999999996,0.3342655499999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,1.0,0.12922675,0.021880999999999998,0.20179784375,0.19267799999999996,0.3310296624999998,0.0,0.0,0.3686005833333333,0.363279,0.422278375,0.0,0.0
cuda,896x128,896,128,0.25,top_r,Top-R,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.036019999999999996,0.07222872499999991,0.0834617499999998,-98.0839597873191,-98.0060318803383,0.0,-98.43401019452915,0.0,45.232043725437585,1.0,-7608.394556196607,-7363.7557918181055,0.0,0.0,-1.9300840869869968,-0.1250465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,1.0,1.7411664999999998,0.038507,2.0106706041666667,1.85426775,2.8694881375000003,-85.34672273115798,-915.9018809077106,2.0477430625,1.8895885,2.60048625,-1.6791424791666667,0.0
cuda,896x128,896,128,0.25,legacy_rho2_mu4,Exp24 rho2/mu4,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3366125,0.6048899624999999,0.8584494499999997,-3.789849991706424,-2.3023927153212664,0.22916666666666666,-3.789849991706427,0.22916666666666666,-3.789849991706426,0.22916666666666666,0.0,0.0,1.0,0.22916666666666666,0.0,0.17170624999999998,0.0,8.0,741.4583333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,1.0,0.1296725,0.02164825,0.19882392187499998,0.19087699999999996,0.30284921249999996,-2.0647618891360486,1.230641639863614,0.5364598281249999,0.5370747499999999,0.575092625,-0.1678592447916667,0.0
cuda,896x128,896,128,0.25,frontier16_trim64,Frontier16 + adaptive trim64,96,96,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6924250000000001,1.0786547124999997,1.3483788499999994,-60.12110263999184,-72.54645025078199,0.052083333333333336,-61.59707309812228,0.052083333333333336,17.030989290877702,0.96875,-358.7685320501227,-348.60232269598316,0.08333333333333333,0.052083333333333336,-0.09137073726287999,0.5234465,0.0,32.0,30.947916666666668,0.0,0.010416666666666666,0.0,2.1041666666666665,2.1041666666666665,45.041666666666664,7.0,96,1.0,0.18530174999999993,0.03026675,0.28208108333333337,0.26800625,0.4416524499999999,-8.992171111043723,-42.134663468247574,0.9802177083333333,0.95143675,1.113095625,-0.6116171250000001,0.0
