error_ceiling,method,method_label,actual_total_ms,score_median_ms,selector_median_ms,read_wall_median_ms,gather_median_ms,gemm_median_ms,selected_fraction,chunks
0.35,adaptive8_x2,Adaptive-8 X²,0.9211529635215324,0.034930285667537336,0.179002364101041,0.6118848485802904,0.01752659006860373,0.07780887510405986,0.6287771155778864,8.468106428729516
0.3,paper,Paper |x|,1.148622379222177,0.0318804657845585,0.3508343578788529,0.6738233110183346,0.017803481709851014,0.07428076283057972,0.6870969307195458,19.00378069257598
0.3,cell1_x2,Cell-1 X²,0.9086635347096853,0.034930285667537336,0.10622525479079858,0.675137205434674,0.017513378005715244,0.07485741081096,0.7199782091994744,5.773685112790869
0.3,shifted8_x2,Shifted-8 X²,0.980199031526848,0.034930285667537336,0.1686240748391249,0.6836669108242431,0.01790778731050959,0.07506997288543274,0.7205982546084091,5.8775281504450225
0.3,adaptive8_x2,Adaptive-8 X²,0.9915861753777766,0.034930285667537336,0.18096849235095366,0.6820201503786693,0.01774076559703248,0.07592648138358371,0.7132216039530758,7.719199550047362
0.25,paper,Paper |x|,1.2094446409608648,0.0318804657845585,0.35683274259670633,0.7292122224304183,0.01809320140704902,0.07342600874213252,0.7597600380865503,19.6199253619566
0.25,cell1_x2,Cell-1 X²,0.9783334454320107,0.034930285667537336,0.10634347982534875,0.7332215327836848,0.018196614872659406,0.08564153228278024,0.7981936431541263,4.758590573970116
0.25,shifted8_x2,Shifted-8 X²,1.0448472938433169,0.034930285667537336,0.16433345736952334,0.7437440692371237,0.018163901598617173,0.08367557997051525,0.7923030023095265,4.93751451705996
0.25,adaptive8_x2,Adaptive-8 X²,1.0564267675074142,0.034930285667537336,0.1765159023090271,0.7443332877225426,0.01819654861504479,0.08245074319326229,0.78788390462081,6.639601645094913
0.2,paper,Paper |x|,1.3219474965973697,0.0318804657845585,0.3737586845589272,0.8070711775882978,0.018314872913478917,0.09092229575210706,0.8353172918733041,18.784530805346726
0.2,cell1_x2,Cell-1 X²,1.0591658024642168,0.034930285667537336,0.10673689291395953,0.7957144630951692,0.018388211834119147,0.10339594895343132,0.8654681905809252,3.7269009865965375
0.2,shifted8_x2,Shifted-8 X²,1.1230389874746745,0.034930285667537336,0.16718722212875384,0.7991325088279176,0.018311190222119435,0.10347778062834599,0.8661754804668719,3.791882842859413
0.2,adaptive8_x2,Adaptive-8 X²,1.1389429342659232,0.034930285667537336,0.17868645876783348,0.8037166805395749,0.01841179702745748,0.10319771226351983,0.8632346411425601,5.121857405149533
0.15,paper,Paper |x|,1.409861745692398,0.0318804657845585,0.403949130047257,0.8568996906157977,0.018502497236324245,0.09862996200846032,0.8992271364214134,17.134195773252898
0.15,cell1_x2,Cell-1 X²,1.0992305192052452,0.034930285667537336,0.10447400532985524,0.8382642463000486,0.018544646006860215,0.10301733590094365,0.9217372981011743,2.681689728394349
0.15,shifted8_x2,Shifted-8 X²,1.1699566872715046,0.034930285667537336,0.16666058380721915,0.8463663645427892,0.018633866539608444,0.10336558671435032,0.9205063236499716,2.744231457897825
0.15,adaptive8_x2,Adaptive-8 X²,1.18548304778976,0.034930285667537336,0.17570011999649324,0.8529751232529482,0.018471345640938282,0.10340617323184269,0.919051449123096,3.7606012684597045
