model,error_ceiling,paper_ms,cell1_fixed_ms,cell1_tau_ms,tau_gain_vs_paper_pct,tau_gain_vs_fixed_pct
smol360,0.5,1.146130833480432,0.863296666530631,0.8514227256007975,25.71330421193718,1.3754183689312567
smol360,0.45,1.2739495154897287,0.9217441009527677,0.915414618325391,28.14357184527132,0.6866854499892369
smol360,0.42,1.3559753222307336,0.9833291256039162,0.9482367743132547,30.06976168612734,3.5687289613342155
smol360,0.4,1.4022851580079896,1.0200471246362084,0.978339029686123,30.232519106463446,4.088840009716246
smol360,0.35,1.6606017354342029,1.0723876172313185,1.0701371083935132,35.5572690574299,0.20985964418496875
smol360,0.3,1.5596099847190876,1.1532904746161459,1.1359400847419572,27.1651184673225,1.5044249697773222
smol360,0.25,1.614246126794936,1.204413247260492,1.230638060432706,23.763914312365646,-2.1773932852253077
smol360,0.2,1.7754623840997446,1.2828477919904127,1.3420940307764422,24.408760061849666,-4.618337355057965
smol360,0.15,1.8599398864414594,1.3085535928032008,1.4678741103446495,21.07948643689404,-12.175314669393876
