latency_model,target_cv,spatial_mode,method,method_label,points,coverage_success_rate,fallback_rate,mean_saving_vs_paper_pct,mean_saving_vs_supported_pct,strict_win_rate_vs_paper,strict_win_rate_vs_supported
two_line,3.3,random,td_2l_c16,TD-2L (16),60,1.0,0.0,11.028314367555843,0.0,0.9333333333333333,0.0
two_line,3.3,random,td_2l_c16_trim256,TD-2L (16) + trim 256,60,1.0,0.0,13.618242990273826,2.609111034803332,1.0,0.9833333333333333
two_line,3.3,random,td_2l_c32,TD-2L (32),60,1.0,0.0,11.028314367555843,0.0,0.9333333333333333,0.0
two_line,3.3,random,td_2l_c4,TD-2L (4),60,1.0,0.0,-62.12794823259961,-89.64399058766483,0.26666666666666666,0.0
two_line,3.3,random,td_2l_c8,TD-2L (8),60,1.0,0.0,10.585373675531525,-0.5078986507760452,0.9333333333333333,0.0
two_line,3.3,random,td_2l_c8_trim64,TD-2L (8) + trim 64,60,1.0,0.0,13.12276484786049,2.10618724963076,0.9833333333333333,0.85
two_line,3.3,random,tiles_2s,Tiles (2s),60,1.0,0.0,-19.17134429198696,-36.45427939333367,0.2,0.016666666666666666
two_line,3.3,random,tiles_half_s,Tiles (s/2),60,1.0,0.0,-3.0212147162096525,-16.06004922333499,0.4,0.016666666666666666
two_line,3.3,random,tiles_s,Tiles (s),60,1.0,0.0,-6.837125500580846,-21.243823464267322,0.3333333333333333,0.016666666666666666
two_line,4.55,hot-cold,paper,Paper,60,1.0,0.05,0.0,-17.373263451664698,0.0,0.08333333333333333
two_line,4.55,hot-cold,paper_bucket1024,Paper bucket 1024,60,1.0,0.05,-0.056454144991876336,-17.457294979274682,0.25,0.08333333333333333
two_line,4.55,hot-cold,paper_bucket256,Paper bucket 256,60,1.0,0.05,-1.5652903266329805,-19.225958563745245,0.3333333333333333,0.08333333333333333
two_line,4.55,hot-cold,paper_bucket64,Paper bucket 64,60,1.0,0.05,-2.7484466175516955,-20.780886357539842,0.21666666666666667,0.08333333333333333
two_line,4.55,hot-cold,supported_full,Full supported,60,1.0,0.0,13.679612338950067,0.0,0.9166666666666666,0.0
two_line,4.55,hot-cold,td_2l_c16,TD-2L (16),60,1.0,0.0,13.679612338950067,0.0,0.9166666666666666,0.0
two_line,4.55,hot-cold,td_2l_c16_trim256,TD-2L (16) + trim 256,60,1.0,0.0,19.717683147462527,6.165587703668232,1.0,0.9666666666666667
two_line,4.55,hot-cold,td_2l_c32,TD-2L (32),60,1.0,0.0,13.679612338950067,0.0,0.9166666666666666,0.0
two_line,4.55,hot-cold,td_2l_c4,TD-2L (4),60,1.0,0.0,-93.40438806953729,-122.98703354411091,0.21666666666666667,0.0
two_line,4.55,hot-cold,td_2l_c8,TD-2L (8),60,1.0,0.0,13.06670523026764,-0.759774649294553,0.9166666666666666,0.0
two_line,4.55,hot-cold,td_2l_c8_trim64,TD-2L (8) + trim 64,60,1.0,0.0,18.85533886995012,5.247807660147795,0.9833333333333333,0.85
two_line,4.55,hot-cold,tiles_2s,Tiles (2s),60,1.0,0.0,-11.339001979253021,-28.25969692573491,0.5166666666666667,0.1
two_line,4.55,hot-cold,tiles_half_s,Tiles (s/2),60,1.0,0.0,6.800793383098511,-8.614006180092918,0.7666666666666667,0.16666666666666666
two_line,4.55,hot-cold,tiles_s,Tiles (s),60,1.0,0.0,-0.106569130457206,-16.31965760907725,0.7166666666666667,0.13333333333333333
two_line,4.55,local,paper,Paper,60,1.0,0.016666666666666666,0.0,-14.081785412283516,0.0,0.03333333333333333
two_line,4.55,local,paper_bucket1024,Paper bucket 1024,60,1.0,0.016666666666666666,-0.26145930092409775,-14.390820979974002,0.2833333333333333,0.03333333333333333
two_line,4.55,local,paper_bucket256,Paper bucket 256,60,1.0,0.05,-1.1420235042927411,-15.507470573298844,0.3333333333333333,0.03333333333333333
two_line,4.55,local,paper_bucket64,Paper bucket 64,60,1.0,0.05,-7.503880726522987,-22.563354743833816,0.21666666666666667,0.05
two_line,4.55,local,supported_full,Full supported,60,1.0,0.0,11.315772956770699,0.0,0.9666666666666667,0.0
two_line,4.55,local,td_2l_c16,TD-2L (16),60,1.0,0.0,11.315772956770699,0.0,0.9666666666666667,0.0
two_line,4.55,local,td_2l_c16_trim256,TD-2L (16) + trim 256,60,1.0,0.0,16.897511236332672,5.812246831909254,0.9833333333333333,1.0
two_line,4.55,local,td_2l_c32,TD-2L (32),60,1.0,0.0,11.315772956770699,0.0,0.9666666666666667,0.0
two_line,4.55,local,td_2l_c4,TD-2L (4),60,1.0,0.0,-108.04397390465813,-128.2175378174428,0.21666666666666667,0.0
two_line,4.55,local,td_2l_c8,TD-2L (8),60,1.0,0.0,10.042515077405085,-1.489678905684563,0.95,0.0
two_line,4.55,local,td_2l_c8_trim64,TD-2L (8) + trim 64,60,1.0,0.0,16.267417787481257,5.075483163098544,0.9833333333333333,0.8333333333333334
two_line,4.55,local,tiles_2s,Tiles (2s),60,1.0,0.0,-134.2373197004629,-158.58086636806007,0.05,0.0
two_line,4.55,local,tiles_half_s,Tiles (s/2),60,1.0,0.0,-20.347713032170613,-35.44958710967885,0.15,0.0
two_line,4.55,local,tiles_s,Tiles (s),60,1.0,0.0,-57.71764736613685,-75.7690985507893,0.06666666666666667,0.0
two_line,4.55,random,paper,Paper,60,1.0,0.016666666666666666,0.0,-16.029373977136547,0.0,0.1
two_line,4.55,random,paper_bucket1024,Paper bucket 1024,60,1.0,0.016666666666666666,-0.09693394237466493,-16.140541463999064,0.3,0.1
two_line,4.55,random,paper_bucket256,Paper bucket 256,60,1.0,0.05,-0.9082277319585913,-16.929478912991232,0.3,0.1
two_line,4.55,random,paper_bucket64,Paper bucket 64,60,1.0,0.05,-3.167720527438044,-18.913531954176268,0.16666666666666666,0.06666666666666667
two_line,4.55,random,supported_full,Full supported,60,1.0,0.0,11.50621645588868,0.0,0.9,0.0
two_line,4.55,random,td_2l_c16,TD-2L (16),60,1.0,0.0,11.50621645588868,0.0,0.9,0.0
two_line,4.55,random,td_2l_c16_trim256,TD-2L (16) + trim 256,60,1.0,0.0,14.563828656464898,3.1165325059898685,1.0,0.9166666666666666
two_line,4.55,random,td_2l_c32,TD-2L (32),60,1.0,0.0,11.50621645588868,0.0,0.9,0.0
two_line,4.55,random,td_2l_c4,TD-2L (4),60,1.0,0.0,-62.31578707320258,-97.74047310504395,0.23333333333333334,0.0
two_line,4.55,random,td_2l_c8,TD-2L (8),60,1.0,0.0,10.557821323866333,-1.065883999962558,0.9,0.0
two_line,4.55,random,td_2l_c8_trim64,TD-2L (8) + trim 64,60,1.0,0.0,13.858543610831049,2.3517631232678315,0.9666666666666667,0.7166666666666667
two_line,4.55,random,tiles_2s,Tiles (2s),60,1.0,0.0,-37.478511796048686,-60.292128382972614,0.13333333333333333,0.0
two_line,4.55,random,tiles_half_s,Tiles (s/2),60,1.0,0.0,-7.761460816216098,-22.632412436387874,0.4,0.0
two_line,4.55,random,tiles_s,Tiles (s),60,1.0,0.0,-12.725078886610627,-29.642770319147846,0.26666666666666666,0.0
