error_ceiling,paper_total_ms,paper_gain_vs_cell1_pct,paper_gain_vs_paper_pct,cell1_x2_total_ms,cell1_x2_gain_vs_cell1_pct,cell1_x2_gain_vs_paper_pct,shifted8_x2_total_ms,shifted8_x2_gain_vs_cell1_pct,shifted8_x2_gain_vs_paper_pct,adaptive8_x2_total_ms,adaptive8_x2_gain_vs_cell1_pct,adaptive8_x2_gain_vs_paper_pct
0.15,2.321870437670635,-18.53411282621285,0.0,1.9588204461232297,0.0,15.63610034639259,2.0539064686883033,-4.854249033047499,11.540866563216188,2.084724450860245,-6.427541890641201,10.213575355578463
0.2,2.122731732531058,-16.525073156393855,0.0,1.821695258394765,0.0,14.181559992856444,1.9169854037497425,-5.230849941331291,9.692526174091345,1.9371781043563936,-6.339306501977141,8.741266045588242
0.25,1.9360636966275,-18.102454277797133,0.0,1.639308605792008,0.0,15.327754523387863,1.7543783195067184,-7.019405211937874,9.384266511337719,1.7567894681194027,-7.16648847644129,9.259727808562372
0.3,1.809822910676607,-18.136930500452053,0.0,1.5319704879835876,0.0,15.352464655734941,1.631747001577735,-6.512952721790044,9.83941069860244,1.6520519305775738,-7.838365264597232,8.717481647972406
0.35,1.614139785914239,-13.379373280597685,0.0,1.4236626462200268,0.0,11.800535576683473,1.5409633357979056,-8.239359927671373,4.53346424856796,1.5351461889263578,-7.830755621939752,4.893851057833862
0.4,1.4403307555246787,-14.495732178832464,0.0,1.2579776801418294,0.0,12.660500005529794,1.3582128184506328,-7.967958405867937,5.70132497407738,1.3440449120206515,-6.841713747188143,6.6849814276827395
0.42,1.3872128596492774,-16.51173920128679,0.0,1.1906206783616158,0.0,14.171738671552188,1.3157984279535104,-10.513654925273826,5.148051447116947,1.3015557693240922,-9.317416787614635,6.174761842017633
0.45,1.303875093125384,-16.972850863375125,0.0,1.1146818116353483,0.0,14.510077114560112,1.2379633007981314,-11.059791940259348,5.055069513542298,1.2225738774327641,-9.679180612010484,6.235353073409901
0.5,1.1773683513170752,-16.397417329624986,0.0,1.0115072811133725,0.0,14.087440860641488,1.1056921592277198,-9.31133960901175,6.087830712382754,1.082219501725583,-6.990777222520533,8.08148524504273
