method,score_median_ms,selector_median_ms,read_wall_median_ms,gather_median_ms,gemm_median_ms,order
paper,0.03183949209513168,0.42682534184328713,1.0864834448868224,0.01935740628351997,0.11476271745084482,0
cell1_x2,0.041138793622690496,0.12353396356148114,1.1268450321687584,0.01923959394136187,0.12815871623523944,1
shifted8_x2,0.041138793622690496,0.22772799909803285,1.1288212983740042,0.019649455292946028,0.12884547980681496,2
adaptive8_x2,0.041138793622690496,0.2415385652014589,1.1170259233796902,0.019322998387214723,0.12722751978039712,3
