error_ceiling,method,method_label,actual_total_ms,score_median_ms,selector_median_ms,read_wall_median_ms,gather_median_ms,gemm_median_ms,selected_fraction,chunks
0.5,paper,Paper |x|,1.1773683513170752,0.03183949209513168,0.38799014217694405,0.6585081709333233,0.017620057452560574,0.08141048865911545,0.3568697729912785,21.691792915119937
0.5,cell1_x2,Cell-1 X²,1.0115072811133725,0.041138793622690496,0.11988222008292458,0.7389567824784884,0.017542579486365742,0.09398690544290318,0.4184879682224489,12.240860895547666
0.5,shifted8_x2,Shifted-8 X²,1.1056921592277198,0.041138793622690496,0.22055588570601914,0.7314473154071421,0.017479241417453308,0.09507092307441467,0.410881700751085,12.430301028452025
0.5,adaptive8_x2,Adaptive-8 X²,1.082219501725583,0.041138793622690496,0.23480371806823008,0.6942419114258439,0.016972937013915022,0.09506214159490334,0.3933198979662985,15.283088999067093
0.45,paper,Paper |x|,1.303875093125384,0.03183949209513168,0.38937492132063667,0.7769619428195861,0.017600587167275392,0.08809814972275395,0.43017655610234407,25.166515477216638
0.45,cell1_x2,Cell-1 X²,1.1146818116353483,0.041138793622690496,0.11899274368356401,0.8487766742647563,0.017453877734485,0.08831972232985229,0.4805523979274283,12.284155439566142
0.45,shifted8_x2,Shifted-8 X²,1.2379633007981314,0.041138793622690496,0.22448688331758948,0.8650057089538954,0.01822973432323923,0.0891021805807166,0.4797550624488126,12.730648912234663
0.45,adaptive8_x2,Adaptive-8 X²,1.2225738774327641,0.041138793622690496,0.23711387657580896,0.8364011338518319,0.01824033313230634,0.08967974025012626,0.4628093553342829,15.718558747312038
0.42,paper,Paper |x|,1.3872128596492774,0.03183949209513168,0.39095586029929447,0.8569908195812606,0.018602810366651016,0.08882387730693958,0.4768233564499124,27.37086956445405
0.42,cell1_x2,Cell-1 X²,1.1906206783616158,0.041138793622690496,0.12095224110088824,0.9174365904823201,0.01802615691235547,0.0930668962433614,0.5173703411766745,12.183499670311042
0.42,shifted8_x2,Shifted-8 X²,1.3157984279535104,0.041138793622690496,0.2275521490945571,0.9336994436149775,0.018885713466392,0.09452232815489316,0.5203557045483009,12.607657448640325
0.42,adaptive8_x2,Adaptive-8 X²,1.3015557693240922,0.041138793622690496,0.24147971508779015,0.9094230255364538,0.018553262946159263,0.09096097213099853,0.5092305541487611,15.710167426507555
0.4,paper,Paper |x|,1.4403307555246787,0.03183949209513168,0.40046301738698015,0.8991146669064589,0.019320902217781426,0.08959267691832629,0.5037069548717003,28.752468452572824
0.4,cell1_x2,Cell-1 X²,1.2579776801418294,0.041138793622690496,0.12339756666742412,0.9727482389860616,0.018712574551202912,0.10198050631445024,0.5465670074683795,12.118413474558473
0.4,shifted8_x2,Shifted-8 X²,1.3582128184506328,0.041138793622690496,0.2291702416717718,0.9675968574413562,0.0189104388472298,0.1013964868675843,0.5443780207045411,12.50055472970975
0.4,adaptive8_x2,Adaptive-8 X²,1.3440449120206515,0.041138793622690496,0.24205267171521277,0.9449413534255542,0.018431578866713517,0.09748051439048036,0.5326894970892123,15.538339457452745
0.35,paper,Paper |x|,1.614139785914239,0.03183949209513168,0.41168969698619867,1.0403610100437501,0.018636372847599527,0.11161321394155876,0.5750292866607619,32.00852832686441
0.35,cell1_x2,Cell-1 X²,1.4236626462200268,0.041138793622690496,0.12346930396079156,1.0980667322897157,0.019333195572957363,0.14165462077387167,0.6173208998032669,11.38293433809692
0.35,shifted8_x2,Shifted-8 X²,1.5409633357979056,0.041138793622690496,0.23001092162838088,1.10726430780737,0.019838223972264576,0.1427110887671994,0.6181421623192421,11.820286403753713
0.35,adaptive8_x2,Adaptive-8 X²,1.5351461889263578,0.041138793622690496,0.2396060395712231,1.0958251122341736,0.018898329443099812,0.13967791405517052,0.6068126185290161,14.652956062652244
0.3,paper,Paper |x|,1.809822910676607,0.03183949209513168,0.43143343398305656,1.2001122388756593,0.019877788364003286,0.12655995735875603,0.6613794831805255,35.05217828471891
0.3,cell1_x2,Cell-1 X²,1.5319704879835876,0.041138793622690496,0.12606459376673423,1.2194442895679398,0.01933568305215984,0.12598712797406295,0.697776942559339,10.634089806813353
0.3,shifted8_x2,Shifted-8 X²,1.631747001577735,0.041138793622690496,0.23044246552556666,1.2112532414361825,0.020081670011831972,0.12883083098146314,0.6926015299107608,11.044650205483954
0.3,adaptive8_x2,Adaptive-8 X²,1.6520519305775738,0.041138793622690496,0.24648432853201377,1.2114774673136026,0.019894771840849344,0.1330565692684173,0.6822317407421928,13.648275388602281
0.25,paper,Paper |x|,1.9360636966275,0.03183949209513168,0.4445430752951916,1.3188702729513597,0.020170198189194678,0.12064065809662225,0.7385084737766743,37.02479067718649
0.25,cell1_x2,Cell-1 X²,1.639308605792008,0.041138793622690496,0.12567591621240726,1.326043093102521,0.019703030018970946,0.1267477728354181,0.7659512569721705,9.253284474958823
0.25,shifted8_x2,Shifted-8 X²,1.7543783195067184,0.041138793622690496,0.22308483821714212,1.3439036794425931,0.020261419105931485,0.12598958911836103,0.7635607031085911,9.508854880866977
0.25,adaptive8_x2,Adaptive-8 X²,1.7567894681194027,0.041138793622690496,0.24016940009635177,1.3321041154160915,0.020129201866136964,0.12324795711813209,0.7568905724541244,12.083318519191657
0.2,paper,Paper |x|,2.122731732531058,0.03183949209513168,0.4575010801595903,1.461617172647573,0.020955273363986882,0.15081871426477592,0.8170777072824008,35.620585419475766
0.2,cell1_x2,Cell-1 X²,1.821695258394765,0.041138793622690496,0.127172192319086,1.4536216551631835,0.021154031344418824,0.17860858594538623,0.8365273722105703,7.058817461672558
0.2,shifted8_x2,Shifted-8 X²,1.9169854037497425,0.041138793622690496,0.22625373387357506,1.45107179922829,0.02063674204457299,0.17788433498061393,0.8363223272601901,7.362472198132093
0.2,adaptive8_x2,Adaptive-8 X²,1.9371781043563936,0.041138793622690496,0.2466126265081347,1.4547441885176178,0.021101679500151464,0.17358081620779914,0.8312417827411618,9.749939905756268
0.15,paper,Paper |x|,2.321870437670635,0.03183949209513168,0.5274768489816913,1.5658147092224302,0.021432666582626946,0.17530672078875503,0.8865454222621179,31.574238985346195
0.15,cell1_x2,Cell-1 X²,1.9588204461232297,0.041138793622690496,0.1261988942595103,1.5665112331838391,0.021895216799340724,0.20307630825784906,0.9003904117818474,5.186341711033208
0.15,shifted8_x2,Shifted-8 X²,2.0539064686883033,0.041138793622690496,0.23799487284769308,1.548149332034232,0.022521914447598903,0.2041015557360884,0.8986957625237466,5.295340969958108
0.15,adaptive8_x2,Adaptive-8 X²,2.084724450860245,0.041138793622690496,0.2455247106583645,1.574075002696043,0.021684890875600767,0.20230105300754667,0.8949581614782939,7.446867623817852
