method,score_median_ms,selector_median_ms,read_wall_median_ms,gather_median_ms,gemm_median_ms,order
paper,0.03034107951772587,0.30430754440093677,0.28777762075619767,0.016068719889358964,0.039425851119490804,0
cell1_abs,0.03034107951772587,0.09002277094470316,0.2780635503607375,0.015553951702803085,0.041067495899502926,1
cell1_x2,0.028803555501831866,0.08909015748595152,0.2756533919904057,0.015619812804155789,0.04080877514746725,2
wcell1,0.03211174594859278,0.08767645329057944,0.2755965918043499,0.015561283330774679,0.04072253735577346,3
