case_key,model,model_label,prompt,split,situation,num_tokens,module,layer,projection,shape,n,d,row_size_kib,paper_parameter_source,method,method_label,score_kind,budget_index,budget_fraction,row_budget,selected_rows,selected_fraction,row_match,mask_sha256,importance_retention,abs_importance_retention,weighted_importance_retention,score_median_ms,score_p95_ms,selector_median_ms,selector_p95_ms,selector_total_ms,legacy_total_ms,actual_total_ms,deterministic,fallback_used,error,relative_l2_error,relative_mae,cosine_error,output_norm_ratio,chunks,gather_median_ms,gather_p95_ms,gemm_median_ms,gemm_p95_ms,io_median_ms,upload_median_ms,read_wall_median_ms,read_wall_p95_ms,direct_rate,nonselector_total_ms
smol360|cal_short_factual|model.layers.0.self_attn.q_proj,smol360,SmolLM2-360M-Instruct,cal_short_factual,calibration,short,42,model.layers.0.self_attn.q_proj,0,q,960x960,960,960,1.875,generic-8KiB,paper,Paper |x|,abs,0,0.1,96,96,0.1,True,e0274ad014385549d87084b992cc999ffdfbff7e48aa5d0578884cbb494b1e43,0.2753574848175049,0.2753574848175049,0.7805520296096802,0.026623999699950218,0.040447999350726606,0.250935,0.2529501,0.27755899969995024,0.45330599869894983,0.47992999839890005,True,False,,0.5971925258636475,0.5695089101791382,0.19552534818649292,0.742681086063385,3,0.015359999611973763,0.016281599923968316,0.01724799908697605,0.019235199131071568,0.09112100000000001,0.0303315,0.169763,0.1808222,1.0,0.2023709986989498
smol360|cal_short_factual|model.layers.0.self_attn.q_proj,smol360,SmolLM2-360M-Instruct,cal_short_factual,calibration,short,42,model.layers.0.self_attn.q_proj,0,q,960x960,960,960,1.875,generic-8KiB,cell1_abs,Cell-1 |x|,abs,0,0.1,96,96,0.1,True,2cc754a95ed92993780cb0c0ea7ce03298da67af9cffbf877039b9725b4bc8fd,0.1787436157464981,0.1787436157464981,0.4801287055015564,0.026623999699950218,0.040447999350726606,0.0875685,0.08987205,0.11419249969995021,0.26096499991726874,0.28758899961721895,True,False,,0.8996402025222778,0.8789243102073669,0.5376507043838501,0.6144001483917236,1,0.015359999611973763,0.015359999611973763,0.01740800030529499,0.01746560074388981,0.067096,0.0327065,0.1406285,0.14369885,1.0,0.17339649991726874
smol360|cal_short_factual|model.layers.0.self_attn.q_proj,smol360,SmolLM2-360M-Instruct,cal_short_factual,calibration,short,42,model.layers.0.self_attn.q_proj,0,q,960x960,960,960,1.875,generic-8KiB,cell1_x2,Cell-1 X²,x2,0,0.1,96,96,0.1,True,2cc754a95ed92993780cb0c0ea7ce03298da67af9cffbf877039b9725b4bc8fd,0.6131137609481812,0.1787436157464981,0.4801287055015564,0.023552000522613525,0.030003199353814125,0.09225749999999999,0.10311825,0.11580950052261352,0.26565399991726873,0.28920600043988226,True,False,,0.8996402025222778,0.8789243102073669,0.5376507043838501,0.6144001483917236,1,0.015359999611973763,0.015359999611973763,0.01740800030529499,0.01746560074388981,0.067096,0.0327065,0.1406285,0.14369885,1.0,0.17339649991726874
smol360|cal_short_factual|model.layers.0.self_attn.q_proj,smol360,SmolLM2-360M-Instruct,cal_short_factual,calibration,short,42,model.layers.0.self_attn.q_proj,0,q,960x960,960,960,1.875,generic-8KiB,wcell1,WCell-1 X²·W²,weighted,0,0.1,96,96,0.1,True,2cc754a95ed92993780cb0c0ea7ce03298da67af9cffbf877039b9725b4bc8fd,0.4801287055015564,0.1787436157464981,0.4801287055015564,0.03174399957060814,0.033587200194597246,0.0805205,0.08318044999999999,0.11226449957060813,0.25391699991726874,0.2856609994878769,True,False,,0.8996402025222778,0.8789243102073669,0.5376507043838501,0.6144001483917236,1,0.015359999611973763,0.015359999611973763,0.01740800030529499,0.01746560074388981,0.067096,0.0327065,0.1406285,0.14369885,1.0,0.17339649991726874
smol360|cal_short_factual|model.layers.0.self_attn.q_proj,smol360,SmolLM2-360M-Instruct,cal_short_factual,calibration,short,42,model.layers.0.self_attn.q_proj,0,q,960x960,960,960,1.875,generic-8KiB,paper,Paper |x|,abs,1,0.15,144,144,0.15,True,7f40890dc03a73754e46490c97253037c0948867d11b281744ab49a4a7663126,0.36119022965431213,0.36119022965431213,0.9196242094039917,0.026623999699950218,0.040447999350726606,0.264039,0.2701212,0.29066299969995024,0.4381675003612638,0.464791500061214,True,False,,0.3856421709060669,0.3841230571269989,0.06814253330230713,0.801173210144043,4,0.015296000055968761,0.016275199968367814,0.01740800030529499,0.01740800030529499,0.06625400000000001,0.038677,0.1414245,0.14545515,1.0,0.17412850036126376
smol360|cal_short_factual|model.layers.0.self_attn.q_proj,smol360,SmolLM2-360M-Instruct,cal_short_factual,calibration,short,42,model.layers.0.self_attn.q_proj,0,q,960x960,960,960,1.875,generic-8KiB,cell1_abs,Cell-1 |x|,abs,1,0.15,144,144,0.15,True,a721fedfe87af432d8fff2f41caed7ee8751454a46138a61afcf9c5b22d62549,0.28969576954841614,0.28969576954841614,0.6995866298675537,0.026623999699950218,0.040447999350726606,0.08614050000000001,0.08962125,0.11276449969995023,0.25730049957060813,0.28392449927055835,True,False,,0.7157721519470215,0.6632491946220398,0.2896474599838257,0.8404701948165894,2,0.015359999611973763,0.015619199909269809,0.016383999958634377,0.021913600154221058,0.06872349999999999,0.036809,0.13941599999999998,0.1523688,1.0,0.17115999957060812
smol360|cal_short_factual|model.layers.0.self_attn.q_proj,smol360,SmolLM2-360M-Instruct,cal_short_factual,calibration,short,42,model.layers.0.self_attn.q_proj,0,q,960x960,960,960,1.875,generic-8KiB,cell1_x2,Cell-1 X²,x2,1,0.15,144,144,0.15,True,412ee028a12492de883ef951a06e599fa3b1ecbc156436db7ff44d2f2368894b,0.6215085983276367,0.21484346687793732,0.4841453731060028,0.023552000522613525,0.030003199353814125,0.0931035,0.09564645,0.11665550052261353,0.25945749909460547,0.283009499617219,True,False,,0.8856021761894226,0.8657711744308472,0.5181460976600647,0.610207200050354,1,0.016383999958634377,0.02375680077821016,0.01945599913597107,0.020377599447965623,0.054055500000000006,0.039604,0.130514,0.1335884,1.0,0.16635399909460544
smol360|cal_short_factual|model.layers.0.self_attn.q_proj,smol360,SmolLM2-360M-Instruct,cal_short_factual,calibration,short,42,model.layers.0.self_attn.q_proj,0,q,960x960,960,960,1.875,generic-8KiB,wcell1,WCell-1 X²·W²,weighted,1,0.15,144,144,0.15,True,986d0b9b993a87f49d8e9bf0ccdd1e24f6f57522208869bc4b18ff96d17e2ada,0.6803543567657471,0.2658444941043854,0.6803543567657471,0.03174399957060814,0.033587200194597246,0.09374,0.09593600000000001,0.12548399957060813,0.3110755002639294,0.3428194998345375,True,False,,0.7142149806022644,0.6666423082351685,0.29247164726257324,0.8109667897224426,2,0.015359999611973763,0.01720320023596287,0.018432000651955605,0.018432000651955605,0.1046005,0.0405505,0.1835435,0.21897065,1.0,0.21733550026392937
smol360|cal_short_factual|model.layers.0.self_attn.q_proj,smol360,SmolLM2-360M-Instruct,cal_short_factual,calibration,short,42,model.layers.0.self_attn.q_proj,0,q,960x960,960,960,1.875,generic-8KiB,paper,Paper |x|,abs,2,0.2,192,192,0.2,True,6259c9f7f64aab47e09299446d9ff04c34ada09e4595aabf56f2acd91b6acc2d,0.4438382387161255,0.4438382387161255,0.9513447284698486,0.026623999699950218,0.040447999350726606,0.2746635,0.28316625,0.3012874996999502,0.46451549978792667,0.4911394994878769,True,False,,0.31321629881858826,0.2966183125972748,0.046658873558044434,0.8698906898498535,6,0.01740800030529499,0.022937600500881672,0.020479999482631683,0.02232320010662079,0.0680025,0.047324,0.151964,0.1538756,1.0,0.18985199978792666
smol360|cal_short_factual|model.layers.0.self_attn.q_proj,smol360,SmolLM2-360M-Instruct,cal_short_factual,calibration,short,42,model.layers.0.self_attn.q_proj,0,q,960x960,960,960,1.875,generic-8KiB,cell1_abs,Cell-1 |x|,abs,2,0.2,192,192,0.2,True,f76b7ddb3cdfad962d73b99c27b41b4c7aab67589fbe1beced0c831ea05c5ac7,0.33011752367019653,0.33011752367019653,0.7080097794532776,0.026623999699950218,0.040447999350726606,0.095579,0.0983294,0.12220299969995022,0.28782750026392934,0.31445149996387955,True,False,,0.7023789286613464,0.6458980441093445,0.27853989601135254,0.8391075730323792,2,0.015359999611973763,0.01720320023596287,0.018432000651955605,0.019353599287569523,0.07283700000000001,0.047569,0.1584565,0.15893395,1.0,0.19224850026392937
