method,method_label,score_kind,budget_index,budget_fraction,dense_to_sparse_kl_mean,top1_agreement_mean,nll_delta_mean,selected_fraction_mean,fallback_calls,actual_total_ms
cell1_abs,Cell-1 |x|,abs,0,0.1,18.275554021199543,0.0,16.47743097941081,0.10000000000000002,0,0.3068840080860692
cell1_abs,Cell-1 |x|,abs,1,0.15,16.96932570139567,0.0,15.1591428120931,0.1499999999999999,0,0.30925150820163033
cell1_abs,Cell-1 |x|,abs,2,0.2,17.867873509724934,0.0,16.228975296020508,0.20000000000000004,0,0.32275330155541593
cell1_abs,Cell-1 |x|,abs,3,0.25,14.873708407084147,0.007707128922144566,13.229305903116861,0.25,0,0.33213533339085843
cell1_abs,Cell-1 |x|,abs,4,0.3,11.778364181518555,0.0,10.401063283284506,0.2999999999999999,0,0.35081346030833704
cell1_abs,Cell-1 |x|,abs,5,0.35,12.215161005655924,0.012500000496705367,11.091521422068277,0.3499999999999999,0,0.37440726211569986
cell1_abs,Cell-1 |x|,abs,6,0.4,11.457217534383139,0.0,10.26291020711263,0.4000000000000001,0,0.3833899053291536
cell1_abs,Cell-1 |x|,abs,7,0.45,13.251544952392578,0.0,12.178495724995932,0.4500000000000001,0,0.3881531428238021
cell1_abs,Cell-1 |x|,abs,8,0.5,10.183943748474121,0.009460452323158567,8.886290391286215,0.5,0,0.4054089286724584
cell1_abs,Cell-1 |x|,abs,9,0.55,10.669254779815674,0.011700336821377269,9.876870155334473,0.5499999999999999,0,0.4173564127733717
cell1_abs,Cell-1 |x|,abs,10,0.6,8.800652503967285,0.03850182952980197,7.847513675689697,0.5999999999999999,0,0.4322265398307121
cell1_abs,Cell-1 |x|,abs,11,0.65,6.633320013682048,0.03961459454149007,5.713817278544108,0.6500000000000001,0,0.45011727809609114
cell1_abs,Cell-1 |x|,abs,12,0.7,7.1483073234558105,0.04315505704532063,6.335998058319092,0.6999999999999998,0,0.46700829381265524
cell1_abs,Cell-1 |x|,abs,13,0.75,5.941623051961263,0.0649707565704981,5.02932071685791,0.75,0,0.47564105513193966
cell1_abs,Cell-1 |x|,abs,14,0.8,4.798737525939941,0.1307268266876538,3.8884267807006836,0.8000000000000002,0,0.48233701582011723
cell1_abs,Cell-1 |x|,abs,15,0.85,3.205604076385498,0.20353511224190393,2.37130339940389,0.8499999999999998,0,0.516307841610811
cell1_abs,Cell-1 |x|,abs,16,0.9,1.53949773311615,0.46042189995447796,0.8195215066274008,0.9000000000000002,0,0.5345953179182467
cell1_abs,Cell-1 |x|,abs,17,0.95,0.6999584833780924,0.6105705499649048,0.2717235088348388,0.9499999999999998,0,0.5403035328406011
cell1_x2,Cell-1 X²,x2,0,0.1,17.41022237141927,0.0,15.466960271199545,0.10000000000000002,0,0.30061436495951527
cell1_x2,Cell-1 X²,x2,1,0.15,14.913989702860514,0.0,13.416828791300455,0.1499999999999999,0,0.30773884919170535
cell1_x2,Cell-1 X²,x2,2,0.2,16.078842798868816,0.0,14.802485148111979,0.20000000000000004,0,0.3364781664258601
cell1_x2,Cell-1 X²,x2,3,0.25,15.038509368896484,0.0,13.914451599121094,0.25,0,0.3307010474157371
cell1_x2,Cell-1 X²,x2,4,0.3,13.572856903076172,0.004166666728754833,12.269320805867514,0.2999999999999999,0,0.34413802348310507
cell1_x2,Cell-1 X²,x2,5,0.35,12.062549591064453,0.0,11.073262214660645,0.3499999999999999,0,0.36924319049416554
cell1_x2,Cell-1 X²,x2,6,0.4,11.833989461263021,0.017967244610190367,10.761044184366861,0.4000000000000001,0,0.37214352418150787
cell1_x2,Cell-1 X²,x2,7,0.45,12.409404436747232,0.0,11.249053637186686,0.4500000000000001,0,0.38730629339570183
cell1_x2,Cell-1 X²,x2,8,0.5,11.466832478841146,0.017341040074825266,10.471916516621908,0.5,0,0.4034293649122734
cell1_x2,Cell-1 X²,x2,9,0.55,10.274933815002441,0.031261799236138636,9.161410967508951,0.5499999999999999,0,0.4164554125982816
cell1_x2,Cell-1 X²,x2,10,0.6,8.216761747996012,0.06337653969724967,7.224000771840413,0.5999999999999999,0,0.4295931983944424
cell1_x2,Cell-1 X²,x2,11,0.65,8.277628262837728,0.07618964215119674,7.46576992670695,0.6500000000000001,0,0.44480037316572574
cell1_x2,Cell-1 X²,x2,12,0.7,6.286375999450684,0.04459527817865211,5.306389172871907,0.6999999999999998,0,0.4662875159779503
cell1_x2,Cell-1 X²,x2,13,0.75,5.8124205271403,0.06931599477926886,4.89891242980957,0.75,0,0.4840388883720712
cell1_x2,Cell-1 X²,x2,14,0.8,4.595595041910808,0.13039937118689213,3.7800466219584146,0.8000000000000002,0,0.4794965473618526
cell1_x2,Cell-1 X²,x2,15,0.85,2.904508590698242,0.27086593210697174,2.1246466636657715,0.8499999999999998,0,0.5157058175001249
cell1_x2,Cell-1 X²,x2,16,0.9,1.5918975273768108,0.4256391028563182,0.8285400072733561,0.9000000000000002,0,0.5336669684476066
cell1_x2,Cell-1 X²,x2,17,0.95,0.7064610520998637,0.6132969856262207,0.2590436140696208,0.9499999999999998,0,0.5330185959923012
paper,Paper |x|,abs,0,0.1,16.249576250712078,0.004166666728754833,14.663161595662435,0.10000000000000002,0,0.5233646429032343
paper,Paper |x|,abs,1,0.15,14.648246765136719,0.003853564461072267,13.308050791422525,0.1499999999999999,0,0.5191097620099963
paper,Paper |x|,abs,2,0.2,15.98080062866211,0.0,14.49747085571289,0.20000000000000004,0,0.5240213334086574
paper,Paper |x|,abs,3,0.25,12.019379297892252,0.007707128922144566,11.083785692850748,0.25,0,0.5618722302581536
paper,Paper |x|,abs,4,0.3,12.478300412495932,0.007533670092622433,11.37973149617513,0.2999999999999999,0,0.5612631110003723
paper,Paper |x|,abs,5,0.35,11.939176241556803,0.0,10.80023161570231,0.3499999999999999,0,0.5772454049643231
paper,Paper |x|,abs,6,0.4,12.32395076751709,0.004166666728754833,11.20770009358724,0.4000000000000001,0,0.5945429053422364
paper,Paper |x|,abs,7,0.45,12.308392206827799,0.007533670092622433,11.309942881266275,0.4500000000000001,0,0.6179980793480078
paper,Paper |x|,abs,8,0.5,9.874275207519531,0.02343448903411623,8.77437130610148,0.5,0,0.6316049444332833
paper,Paper |x|,abs,9,0.55,7.290286382039388,0.042495037118593794,6.153441905975342,0.5499999999999999,0,0.6611585714402028
paper,Paper |x|,abs,10,0.6,8.392616113026937,0.009460452323158567,7.466162204742432,0.5999999999999999,0,0.6600158097694033
paper,Paper |x|,abs,11,0.65,7.229266961415608,0.04556840037306147,6.148782571156819,0.6500000000000001,0,0.6792845240474145
paper,Paper |x|,abs,12,0.7,5.855186462402344,0.0794170051813125,4.773383140563965,0.6999999999999998,0,0.7051501352171151
paper,Paper |x|,abs,13,0.75,4.934799353281657,0.13890616347392395,3.8748251597086587,0.75,0,0.7316426187304523
paper,Paper |x|,abs,14,0.8,3.4873650074005127,0.2126722435156504,2.595584233601888,0.8000000000000002,0,0.742908595464627
paper,Paper |x|,abs,15,0.85,2.1172004540761313,0.32559603452682495,1.281941811243693,0.8499999999999998,0,0.7771612937201745
paper,Paper |x|,abs,16,0.9,1.2068026065826416,0.4955761929353078,0.6035435994466146,0.9000000000000002,0,0.8148806909813304
paper,Paper |x|,abs,17,0.95,0.45047812660535175,0.6832197308540344,0.09592731793721516,0.9499999999999998,0,0.8509355876855007
wcell1,WCell-1 X²·W²,weighted,0,0.1,14.527741114298502,0.0,13.301776250203451,0.10000000000000002,0,0.30279230143012786
wcell1,WCell-1 X²·W²,weighted,1,0.15,15.180547714233398,0.0,13.640525182088217,0.1499999999999999,0,0.31227220636794206
wcell1,WCell-1 X²·W²,weighted,2,0.2,16.690410296122234,0.0,15.076403935750326,0.20000000000000004,0,0.32904843628807007
wcell1,WCell-1 X²·W²,weighted,3,0.25,14.782190640767416,0.0,13.163267771402994,0.25,0,0.3313566426253981
wcell1,WCell-1 X²·W²,weighted,4,0.3,18.06436538696289,0.0,16.39509646097819,0.2999999999999999,0,0.34313883315483157
wcell1,WCell-1 X²·W²,weighted,5,0.35,12.862489064534506,0.0,11.472230593363443,0.3499999999999999,0,0.3706659285727143
wcell1,WCell-1 X²·W²,weighted,6,0.4,17.480052947998047,0.0,15.747766494750977,0.4000000000000001,0,0.37744390502938013
wcell1,WCell-1 X²·W²,weighted,7,0.45,13.495766639709473,0.0019267822305361335,12.201323509216309,0.4500000000000001,0,0.38857853926167507
wcell1,WCell-1 X²·W²,weighted,8,0.5,12.712871233622232,0.005293785594403733,11.480380058288574,0.5,0,0.40447111893287535
wcell1,WCell-1 X²·W²,weighted,9,0.55,12.081419944763184,0.013487475613753,10.907283147176107,0.5499999999999999,0,0.41796219830504766
wcell1,WCell-1 X²·W²,weighted,10,0.6,9.060641447703043,0.039128033444285365,8.24400536219279,0.5999999999999999,0,0.4284144760878758
