trial,target_cv,spatial_mode,q,budget_rows,target_importance,paper_aff_ms,paper_runtime_ms,paper_gap_pct,quant_aff_ms,quant_solve_ms,quant_single_query_ms,quant_gap_pct,paper_extra_vs_quant_pct
4,1.25,random,1024,96,0.44595512537209553,0.02442290768018733,0.495085,0.0,0.02442290768018733,0.156212,127.88354,0.0,0.0
4,1.25,random,1024,128,0.5646627371154878,0.028896914968859648,0.499263,0.0,0.028896914968859648,0.155981,127.883309,0.0,0.0
4,1.25,random,1024,160,0.7044902962969493,0.04437180807170234,0.520613,27.618697274789938,0.03476904953524207,0.136264,127.863592,0.0,27.618697274789938
4,1.25,random,1024,192,0.788359470589256,0.04884581536037466,0.518138,30.02906949052604,0.03756530409066227,0.13876,127.866088,0.0,30.02906949052604
4,1.25,random,1024,224,0.8882441038893392,0.053319822649046986,0.541882,25.58029428156834,0.04245874956264761,0.136455,127.863783,0.0,25.58029428156834
4,1.25,random,16,32,0.19044049178152878,0.015474893102842693,0.864646,0.0,0.046792944123548924,0.022802,2.939492,202.37975676195913,-66.92900309503109
4,1.25,random,16,64,0.29669161229690294,0.019948900391515013,0.520663,2.147720089992422,0.046792944123548924,0.012624,2.929314,139.60180584950686,-57.36771693859808
4,1.25,random,16,96,0.44595512537209553,0.02442290768018733,0.495085,0.0,0.046792944123548924,0.011973,2.928663,91.59448472021579,-47.806430782165066
4,1.25,random,16,128,0.5646627371154878,0.028896914968859648,0.499263,0.0,0.046792944123548924,0.011802,2.928492,61.93058731001104,-38.24514462573205
4,1.25,random,16,160,0.7044902962969493,0.04437180807170234,0.520613,27.618697274789938,0.046792944123548924,0.011682,2.928372,34.582177968711456,-5.174147720763167
4,1.25,random,16,192,0.788359470589256,0.04884581536037466,0.518138,30.02906949052604,0.046792944123548924,0.011772,2.928462,24.564262838432338,4.387138435669868
4,1.25,random,16,224,0.8882441038893392,0.053319822649046986,0.541882,25.58029428156834,0.046792944123548924,0.011692,2.928382,10.208012731289307,13.948424592102882
4,1.25,local,64,32,0.37836628333105293,0.026475778917013068,0.88858,28.224646643471306,0.02134702766922511,0.079098,14.984659,3.3856298753079495,24.025598913622105
4,1.25,local,64,64,0.5457119268012028,0.030949786205685385,0.530392,28.19212366283834,0.02442290768018733,0.072996,14.978557,1.1581915538251941,26.724412223827354
4,1.25,local,64,96,0.5460324571119212,0.02442290768018733,0.495305,1.1581915538251941,0.02442290768018733,0.071944,14.977505,1.1581915538251941,0.0
4,1.25,local,64,128,0.6997916325960305,0.028896914968859648,0.48721,0.0,0.03560792590186813,0.072455,14.978016,23.223970241254154,-18.846958262897296
4,1.25,local,64,160,0.869451096480647,0.04437180807170234,0.514872,12.667788246027989,0.039802307734998425,0.071303,14.976864,1.0650269726093953,11.480490948231935
4,1.25,local,64,192,0.9193154645205733,0.04884581536037466,0.56232,19.775922998444063,0.046792944123548924,0.022392,14.927953,14.742031243875653,4.387138435669868
4,1.25,local,64,224,0.9647678797487437,0.06432070846321736,0.653271,47.601572883115864,0.046792944123548924,0.0217,14.927261,7.379292260396486,37.458135340638776
4,1.25,local,1024,32,0.37836628333105293,0.026475778917013068,0.88858,28.224646643471306,0.020647964030370062,0.149709,120.126426,0.0,28.224646643471306
4,1.25,local,1024,64,0.5457119268012028,0.030949786205685385,0.530392,28.19212366283834,0.02414328222464531,0.138348,120.11506499999999,0.0,28.19212366283834
4,1.25,local,1024,96,0.5460324571119212,0.02442290768018733,0.495305,1.1581915538251941,0.02414328222464531,0.143729,120.12044599999999,0.0,1.1581915538251941
4,1.25,local,1024,128,0.6997916325960305,0.028896914968859648,0.48721,0.0,0.02903672769663066,0.13349,120.11020699999999,0.48383271335947775,-0.48150304411621603
4,1.25,local,1024,160,0.869451096480647,0.04437180807170234,0.514872,12.667788246027989,0.0393828695516854,0.123621,120.100338,0.0,12.667788246027989
4,1.25,local,1024,192,0.9193154645205733,0.04884581536037466,0.56232,19.775922998444063,0.0407809968293955,0.125194,120.10191099999999,0.0,19.775922998444063
4,1.25,local,1024,224,0.9647678797487437,0.06432070846321736,0.653271,47.601572883115864,0.0435772513848157,0.121567,120.09828399999999,0.0,47.601572883115864
4,1.25,local,128,32,0.37836628333105293,0.026475778917013068,0.88858,28.224646643471306,0.020647964030370062,0.089387,24.352603,0.0,28.224646643471306
4,1.25,local,128,64,0.5457119268012028,0.030949786205685385,0.530392,28.19212366283834,0.02428309495241632,0.088184,24.351399999999998,0.5790957769125971,27.45404268415006
4,1.25,local,128,96,0.5460324571119212,0.02442290768018733,0.495305,1.1581915538251941,0.02428309495241632,0.082324,24.34554,0.5790957769125971,0.5757615659988113
4,1.25,local,128,128,0.6997916325960305,0.028896914968859648,0.48721,0.0,0.03560792590186813,0.081192,24.344408,23.223970241254154,-18.846958262897296
4,1.25,local,128,160,0.869451096480647,0.04437180807170234,0.514872,12.667788246027989,0.039522682279456406,0.079077,24.342293,0.3550089908697984,12.269222412484071
4,1.25,local,128,192,0.9193154645205733,0.04884581536037466,0.56232,19.775922998444063,0.041060622284937516,0.080461,24.343677,0.6856758718081668,18.96024132662264
4,1.25,local,128,224,0.9647678797487437,0.06432070846321736,0.653271,47.601572883115864,0.046792944123548924,0.034184,24.2974,7.379292260396486,37.458135340638776
4,1.25,local,16,32,0.37836628333105293,0.026475778917013068,0.88858,28.224646643471306,0.046792944123548924,0.022251,2.8935959999999996,126.62255733651762,-43.41929234649521
4,1.25,local,16,64,0.5457119268012028,0.030949786205685385,0.530392,28.19212366283834,0.046792944123548924,0.013075,2.88442,93.81351585984021,-33.8580061900622
4,1.25,local,16,96,0.5460324571119212,0.02442290768018733,0.495305,1.1581915538251941,0.046792944123548924,0.012644,2.8839889999999997,93.81351585984021,-47.806430782165066
4,1.25,local,16,128,0.6997916325960305,0.028896914968859648,0.48721,0.0,0.046792944123548924,0.011872,2.8832169999999997,61.93058731001104,-38.24514462573205
4,1.25,local,16,160,0.869451096480647,0.04437180807170234,0.514872,12.667788246027989,0.046792944123548924,0.011772,2.883117,18.81547651609965,-5.174147720763167
4,1.25,local,16,192,0.9193154645205733,0.04884581536037466,0.56232,19.775922998444063,0.046792944123548924,0.012424,2.883769,14.742031243875653,4.387138435669868
4,1.25,local,16,224,0.9647678797487437,0.06432070846321736,0.653271,47.601572883115864,0.046792944123548924,0.011712,2.883057,7.379292260396486,37.458135340638776
4,1.25,local,512,32,0.37836628333105293,0.026475778917013068,0.88858,28.224646643471306,0.020647964030370062,0.129532,79.38995,0.0,28.224646643471306
4,1.25,local,512,64,0.5457119268012028,0.030949786205685385,0.530392,28.19212366283834,0.02414328222464531,0.119283,79.379701,0.0,28.19212366283834
4,1.25,local,512,96,0.5460324571119212,0.02442290768018733,0.495305,1.1581915538251941,0.02414328222464531,0.118561,79.378979,0.0,1.1581915538251941
4,1.25,local,512,128,0.6997916325960305,0.028896914968859648,0.48721,0.0,0.03057466770211177,0.115005,79.375423,5.805992560313555,-5.487394825017978
4,1.25,local,512,160,0.869451096480647,0.04437180807170234,0.514872,12.667788246027989,0.0393828695516854,0.114584,79.375002,0.0,12.667788246027989
4,1.25,local,512,192,0.9193154645205733,0.04884581536037466,0.56232,19.775922998444063,0.0407809968293955,0.110216,79.370634,0.0,19.775922998444063
