trial,target_cv,spatial_mode,q,build_ms,mean_solve_ms,single_query_ms,seven_target_amortized_ms,peak_states,dp_state_slots,requested_gap_pct,achieved_gap_pct,mean_overshoot,greedy_target_gap_pct
0,1.25,local,32,8.021629,0.04528271428571428,8.066911714285714,1.1952667142857145,44,16896,10.457073888624498,4.801368854008091,0.03007340917450933,22.55163726938408
0,1.25,local,512,90.530767,0.13640414285714283,90.66717114285714,13.079128285714287,419,262656,0.4030273029379718,0.32567914682779847,0.003352956485604166,0.5565356555639088
0,1.25,local,8,2.547961,0.01576442857142857,2.5637254285714284,0.38227428571428573,2,4608,111.87486507693605,0.0,0.36571428571428555,73.91837810792397
0,1.25,local,16,3.776927,0.02596278571428571,3.802889785714286,0.5710930000000001,12,8704,46.17613364035462,9.143249569573344,0.14292282511265578,55.07434463391501
0,1.25,hot-cold,16,5.252394,0.038208571428571425,5.290602571428571,0.7967615714285714,19,8704,28.345184502068356,10.035331545560755,0.07221514648891672,45.79909728537452
0,1.25,hot-cold,128,44.389852,0.09835721428571428,44.48820921428571,6.447454,206,66048,0.18588880331126742,0.0,0.004396301852499015,0.5485605259158056
0,1.25,hot-cold,512,102.906591,0.138443,103.045034,14.850682857142857,423,262656,0.09294440165563371,0.0,0.00366354145107421,0.10704919552770864
0,1.25,hot-cold,8,2.534506,0.01614857142857143,2.5506545714285713,0.3803004285714286,2,4608,107.0546073897397,0.0,0.36571428571428555,80.47909233672851
0,1.25,hot-cold,32,11.363102,0.04951392857142856,11.412615928571428,1.6743444285714286,52,16896,12.250995214352214,4.35660038859914,0.03169402164167703,18.51321691592338
0,1.25,hot-cold,256,73.220353,0.11828157142857142,73.33863457142857,10.58869342857143,315,131584,0.18588880331126742,0.0,0.004416493073856965,0.2542196389904066
0,1.25,hot-cold,1024,132.734625,0.15242407142857142,132.88704907142858,19.127255285714284,475,524800,0.04413489118754959,0.0,0.0035596999378697774,0.0
0,1.25,hot-cold,64,23.331264,0.07420792857142856,23.40547192857143,3.4123718571428574,111,33280,4.130870238886088,3.287171119192167,0.005630577597252725,5.597957644960957
0,1.44,random,32,4.822591,0.036144,4.858735,0.7258475714285714,20,16896,18.925744463446133,0.0,0.14585701165200518,20.13050146849451
0,1.44,random,256,58.346541,0.12062457142857143,58.46716557142857,8.466018857142858,280,131584,0.0,0.0,0.002463534957265453,0.12947696479511503
0,1.44,random,128,32.434494,0.08927185714285714,32.523765857142855,4.724207428571428,158,66048,0.49672665590184845,0.07263319041100098,0.005437258734825326,0.3692602977107479
0,1.44,random,1024,124.608861,0.15394407142857142,124.76280507142857,17.960493285714286,459,524800,0.0,0.0,0.002463534957265453,0.0
0,1.44,random,8,2.548872,0.01566642857142857,2.5645384285714283,0.3823515714285714,2,4608,73.02238168673308,0.0,0.36571428571428577,81.08378123574549
0,1.44,random,16,2.978074,0.022114928571428574,3.0001889285714283,0.44974457142857144,6,8704,37.26301405687412,0.0,0.24192649634503274,52.56002428393543
0,1.44,random,512,91.470864,0.14005807142857143,91.61092207142858,13.21172742857143,388,262656,0.0,0.0,0.002452536229580326,0.06911895905135397
0,1.44,random,64,16.433586,0.07168699999999999,16.505273,2.418463428571428,70,33280,1.1574968165126582,0.5814581809960322,0.006943074194231939,0.8844986382034665
0,1.44,local,32,6.285114,0.03850828571428571,6.323622285714285,0.9436431428571429,28,16896,21.816631632742652,3.1676189930345715,0.06818470628664385,35.880345807281365
0,1.44,local,1024,124.884908,0.15452664285714282,125.03943464285715,18.00025357142857,459,524800,0.0,0.0,0.003226702907295415,0.0
0,1.44,local,8,2.55845,0.01559042857142857,2.5740404285714287,0.3837668571428572,2,4608,116.66277179756344,0.0,0.36571428571428577,79.2975181781085
0,1.44,local,64,13.786761,0.052064571428571446,13.838825571428572,2.024971142857143,72,33280,6.994358383785297,0.28952734101990807,0.024421058687637442,15.794705934035875
0,1.44,local,16,4.22804,0.033696428571428565,4.261736428571429,0.6426477142857143,17,8704,22.166415874044937,3.1676189930345715,0.07520304848260768,38.31743576279174
0,1.44,local,256,56.873077,0.1055885,56.978665500000005,8.236295,267,131584,0.08937424874320778,0.04454777453572399,0.003288198630584541,0.31657094219810855
0,1.44,local,512,92.172274,0.1325692142857143,92.30484321428571,13.307575285714288,394,262656,0.0,0.0,0.003226702907295415,0.04719694850171382
0,1.44,local,128,31.433363,0.08347235714285714,31.516835357142856,4.575074285714286,158,66048,1.7740640907765584,0.8907446959425976,0.004905144084299,2.4393555017434503
0,1.44,hot-cold,64,25.227938,0.08326857142857143,25.311206571428574,3.6924908571428574,114,33280,1.6450220882291104,0.5431564064209685,0.008728512627815646,2.057933706751263
0,1.44,hot-cold,256,70.744536,0.11262550000000002,70.85716149999999,10.225638,301,131584,0.1457587366102464,0.0,0.002849542873155239,0.24379101102123904
0,1.44,hot-cold,16,8.300138,0.06196507142857143,8.362103071428573,1.2495331428571428,32,8704,8.146817521331661,3.395525891363246,0.02423197220498018,9.09882937765319
0,1.44,hot-cold,32,13.897147,0.06588492857142857,13.963031928571429,2.054215142857143,61,16896,5.4304720415027985,2.619601291781886,0.014985455417398522,6.317914174642711
0,1.44,hot-cold,8,2.56348,0.014868428571428572,2.5783484285714287,0.38318028571428575,2,4608,115.10656907186622,0.0,0.36571428571428594,80.63250646266356
0,1.44,hot-cold,128,43.745178,0.10159042857142855,43.84676842857143,6.3619645714285715,197,66048,1.2100509783082987,0.5008988728209366,0.004529803715265784,0.8037900880552039
0,1.44,hot-cold,512,101.268671,0.13580385714285717,101.40447485714286,14.612504857142856,394,262656,0.0,0.0,0.0022575239151648024,0.0
0,1.44,hot-cold,1024,131.925434,0.14949014285714288,132.07492414285713,19.006043142857145,461,524800,0.0,0.0,0.0022575239151648024,0.0
0,2.48,random,1024,100.930448,0.13365185714285713,101.06409985714285,14.562814857142856,323,524800,0.0,0.0,0.003667678883884854,0.0
0,2.48,random,128,27.833657,0.08652528571428572,27.920182285714283,4.066826,126,66048,1.0911447821786815,0.0,0.009674110520123371,1.3059307445168018
0,2.48,random,32,7.825492,0.0553055,7.8807975,1.1693907142857143,35,16896,6.8827462872259995,1.4825019093622327,0.0340775789457426,4.479520237157986
0,2.48,random,512,67.774827,0.11770914285714286,67.89253614285714,9.810294571428571,258,262656,0.0,0.0,0.003667678883884854,0.14551920231735682
0,2.48,random,64,15.992522,0.07286764285714287,16.06538964285714,2.358327857142857,72,33280,1.9304268473563273,0.0,0.011751398835986597,1.7907801330406972
0,2.48,random,8,2.564522,0.016629642857142857,2.581151642857143,0.3862947142857143,2,4608,89.30600561518294,0.0,0.36571428571428577,80.354559814685
0,2.48,random,16,5.611035,0.05231821428571428,5.663353214285714,0.8487112857142858,22,8704,7.742284775766579,1.5590801165728385,0.03875155809564862,7.292635059968114
0,2.48,random,256,45.471855,0.10439449999999997,45.576249499999996,6.6089521428571425,198,131584,0.5090751796040508,0.0,0.004945744723523914,0.624971364398687
0,2.48,local,16,3.645521,0.034839999999999996,3.680361,0.5690601428571428,17,8704,15.114258650198748,6.001849129076105,0.02981245126175094,30.12373819988566
0,2.48,local,64,13.735364,0.07255857142857143,13.807922571428572,2.0418067142857144,79,33280,1.8327431324321033,1.6826332367132046,0.0043283496697737135,6.0276121795244295
0,2.48,local,1024,91.497193,0.12157014285714285,91.61876314285713,13.205458857142856,290,524800,0.0,0.0,0.0037368491328054515,0.04427166594870143
0,2.48,local,128,22.139548,0.08175914285714288,22.221307142857142,3.253024142857143,120,66048,1.7416260331558628,1.6826332367132046,0.003934591653356356,1.576494080420132
0,2.48,local,512,56.234975,0.10195414285714287,56.336929142857144,8.149381571428572,234,262656,0.0,0.0,0.0037368491328054515,0.5312599913844299
0,2.48,local,32,7.880244,0.06006157142857143,7.9403055714285715,1.1921632857142856,41,16896,11.665532082344948,5.975540428022032,0.01374330163669048,17.148472573520365
0,2.48,local,8,2.653157,0.021854500000000002,2.6750115,0.4096184285714286,5,4608,45.11671981806791,1.5413520530111644,0.15520752510160993,49.84031768505658
0,2.48,local,256,35.416596,0.09209992857142857,35.50869592857143,5.162289714285714,185,131584,1.7416260331558628,1.6826332367132046,0.003934591653356356,1.1665852943627477
0,2.48,hot-cold,16,8.954511,0.0505395,9.0050505,1.3369624285714286,32,8704,8.916086225655118,0.8015878603056478,0.021518690652733874,14.737445775298765
0,2.48,hot-cold,8,2.541529,0.016410714285714285,2.5579397142857143,0.3809677142857143,2,4608,145.9634750258166,0.0,0.36571428571428577,80.78255369219632
0,2.48,hot-cold,32,13.575325,0.060664785714285706,13.635989785714285,2.005684857142857,54,16896,6.494850512959013,3.429525145773888,0.012490883223375002,10.735643637778592
0,2.48,hot-cold,1024,113.27262,0.13687292857142858,113.40949292857144,16.332176714285715,338,524800,0.0,0.0,0.002810383503596208,0.29716832472436333
0,2.48,hot-cold,64,24.138223,0.07222864285714285,24.210451642857144,3.532615285714286,95,33280,3.2779037251719,1.130661135061249,0.010458637176352798,10.251810924419132
0,2.48,hot-cold,256,58.350458,0.10715949999999999,58.457617500000005,8.454739142857143,231,131584,0.6194358986038611,0.0,0.003579278415324651,0.724612636878235
0,2.48,hot-cold,512,81.679138,0.12124285714285714,81.80038085714286,11.803488999999999,285,262656,0.0,0.0,0.002810383503596208,0.40272141764290076
0,2.48,hot-cold,128,38.725208,0.09009500000000001,38.815303,5.629205571428572,157,66048,1.7140298691667268,0.26812274622962334,0.010172966652169721,4.3033772728766975
0,3.3,random,64,11.663082,0.057675571428571416,11.720757571428571,1.7247512857142857,52,33280,5.336544320088327,0.18119535608663068,0.035305013214850724,5.399036811082971
0,3.3,random,128,22.521982,0.07877642857142857,22.60075842857143,3.298194,94,66048,0.44720894494184116,0.0,0.015340020667178243,0.40618165925173166
0,3.3,random,512,63.710263,0.11270707142857142,63.82297007142857,9.223342428571428,235,262656,0.0,0.0,0.01180521709468155,0.0
0,3.3,random,1024,99.553326,0.13293114285714286,99.68625714285714,14.361329999999999,325,524800,0.0,0.0,0.01180521709468155,0.0
0,3.3,random,8,3.062111,0.03296857142857143,3.0950795714285713,0.47721571428571424,8,4608,17.175334081233444,1.0093770690987507,0.0886848590437518,36.227735330606684
0,3.3,random,32,6.670805,0.0454505,6.7162555,1.0001401428571428,27,16896,6.261955438087571,0.18119535608663068,0.041265861714497185,11.46745909010335
0,3.3,random,256,40.910762,0.09289657142857143,41.003658571428566,5.941414571428571,170,131584,0.0,0.0,0.01180521709468155,0.20309082962586583
0,3.3,random,16,3.808816,0.033712071428571425,3.8425280714285717,0.5831735714285715,12,8704,16.11401793071202,1.0093770690987507,0.07916482050832786,35.16641918008526
0,3.3,local,512,62.630405,0.10800685714285714,62.73841185714286,9.070874714285715,243,262656,0.0,0.0,0.02035327328361804,1.6754096343117257
0,3.3,local,256,41.234367,0.08237035714285716,41.316737357142856,5.984266,181,131584,0.8712924385278058,0.12604133397973172,0.022228662527585343,6.199440017532647
0,3.3,local,1024,98.029448,0.12700885714285712,98.15645685714286,14.143799285714286,315,524800,0.0,0.0,0.020433871051182693,0.2984022012473275
0,3.3,local,8,2.844946,0.018839571428571428,2.8637855714285716,0.4312157142857143,4,4608,120.18214863854337,0.0,0.24787588665291413,80.11538682460187
0,3.3,local,32,7.250638,0.03590835714285714,7.286546357142858,1.0849484285714286,31,16896,22.044197511111292,0.0,0.04641389761244947,50.78952208263981
0,3.3,local,16,4.576401,0.026161071428571426,4.602562071428571,0.6921361428571428,16,8704,50.23071632506946,1.7522032623213881,0.08895244337417844,80.11538682460187
0,3.3,local,64,12.784789,0.043381714285714294,12.828170714285715,1.8799241428571427,61,33280,22.044197511111292,0.0,0.04641389761244947,39.472023116556336
0,3.3,local,128,22.372703,0.05309771428571428,22.425800714285714,3.2621480000000003,109,66048,21.923828852891,0.0,0.04260850194442012,30.46103915794536
0,3.3,hot-cold,1024,111.810908,0.135818,111.946726,16.125361428571427,329,524800,0.0,0.0,0.013259774371751456,0.18878779400685847
0,3.3,hot-cold,8,4.41569,0.031138214285714286,4.446828214285714,0.6712371428571428,12,4608,37.55980568756969,4.947663562519518,0.0884740474628133,48.04722908940329
0,3.3,hot-cold,256,56.512413,0.10461757142857142,56.61703057142857,8.186626428571428,222,131584,0.36302295682460856,0.0,0.013831762715950657,0.9786137954555851
0,3.3,hot-cold,64,22.992381,0.06628228571428571,23.05866328571429,3.3571497142857147,95,33280,4.047710280647981,1.3842578352258152,0.01953619487749084,7.533432444139842
0,3.3,hot-cold,128,39.44357,0.08953507142857144,39.53310507142857,5.728978714285715,164,66048,0.7023608666782565,0.0,0.015900432214177584,1.794267261810058
0,3.3,hot-cold,512,79.650326,0.11347435714285714,79.76380035714287,11.50052142857143,275,262656,0.0,0.0,0.013259774371751456,0.4247725365154339
0,3.3,hot-cold,32,12.556191,0.052320071428571424,12.608511071428572,1.8526875714285715,48,16896,10.424354073688836,2.5197651799683887,0.027794491820245404,15.335096315180552
0,3.3,hot-cold,16,6.998497,0.03812978571428571,7.036626785714287,1.0459945714285714,24,8704,21.17409289818446,7.1936495304371295,0.043595357350162275,32.681562350436515
0,4.55,random,256,31.701043,0.08168607142857143,31.78272907142857,4.614655,110,131584,0.6583375827931448,0.08909554907144798,0.016891093445572415,0.32172922430240913
0,4.55,random,16,5.275387,0.06399728571428571,5.339384285714286,0.8152504285714286,21,8704,4.01410847803721,1.575657933044461,0.02870656217048678,5.650928243003604
0,4.55,random,128,19.393337,0.07495714285714286,19.468294142857143,2.8489619999999998,78,66048,0.7821933837210653,0.08909554907144798,0.01895533899760322,0.32172922430240913
0,4.55,random,32,7.886906,0.06489342857142857,7.951799428571428,1.1908824285714286,31,16896,3.2944286629344055,0.24913393327491903,0.025872873798178934,0.9098692099495574
0,4.55,random,512,56.820609,0.09962692857142856,56.92023592857143,8.223943571428572,195,262656,0.4334953032477186,0.0,0.016838698697219708,0.09597937374945838
0,4.55,random,8,2.921137,0.03234914285714286,2.953486142857143,0.4552032857142857,8,4608,12.51569272482541,1.128455068049851,0.0846787149119101,26.584159117774032
0,4.55,random,64,11.171274,0.06638485714285715,11.237658857142858,1.660809142857143,48,33280,1.5683897994642284,0.0,0.02221013278713859,0.6285463800156122
0,4.55,random,1024,89.067563,0.1101537857142857,89.1777167857143,12.841254000000001,248,524800,0.0,0.0,0.016700631309513686,0.0
0,4.55,local,128,21.810012,0.0629017142857143,21.872913714285716,3.1912568571428572,83,66048,3.003835867662428,1.976135597838713,0.019763626895449245,5.520448439204161
0,4.55,local,16,6.205756,0.026977642857142856,6.232733642857143,0.9259291428571429,16,8704,46.990184236293885,0.0,0.085105201501197,40.8922917581704
0,4.55,local,64,14.076442,0.037837785714285706,14.114279785714286,2.061317142857143,49,33280,9.514572432772614,0.0,0.03949795255744949,25.019000208406514
0,4.55,local,256,34.256899,0.08651592857142856,34.34341492857143,4.985768714285713,149,131584,0.31914670239020343,0.0,0.01834507222710899,1.636579251774146
0,4.55,local,32,10.930404,0.05635685714285713,10.986760857142857,1.6272121428571429,37,16896,5.0131167827942225,3.201791563798565,0.02215033533723989,13.916172732774696
0,4.55,local,8,4.395112,0.025985785714285708,4.421097785714286,0.6658311428571428,10,4608,47.51486059824731,0.0,0.11011026339439647,40.8922917581704
0,4.55,local,1024,88.144028,0.13064428571428569,88.27467228571429,12.740815142857144,342,524800,0.0,0.0,0.01689409474254657,0.0
0,4.55,local,512,55.522204,0.1066365,55.6288405,8.047215,245,262656,0.0,0.0,0.01689409474254657,0.3994020518281286
0,4.55,hot-cold,64,19.85015,0.060665500000000004,19.9108155,2.9080651428571427,72,33280,4.271501360152362,0.0,0.023113971131553647,11.97292425950793
0,4.55,hot-cold,8,5.724747,0.03348757142857143,5.758234571428571,0.8633917142857143,16,4608,30.811281707910357,0.0,0.054014191640995225,51.382569020218575
0,4.55,hot-cold,16,7.721328,0.04358007142857143,7.764908071428571,1.15511,24,8704,19.02215050485171,1.348535778920731,0.045316534644231764,28.593527350876922
0,4.55,hot-cold,512,69.172148,0.1084434285714286,69.28059142857144,10.003863714285716,219,262656,0.053769770434881306,0.0,0.020822554519702,1.5300890133959584
0,4.55,hot-cold,256,42.798439,0.08864685714285714,42.88708585714286,6.2119608571428575,142,131584,1.3980140313068758,0.5071557012425787,0.02106631801019065,3.6745647185938677
0,4.55,hot-cold,1024,98.129655,0.11812278571428572,98.24777778571429,14.151725285714287,273,524800,0.053769770434881306,0.0,0.020822554519702,0.8109471556029734
0,4.55,hot-cold,32,11.872174,0.04736785714285714,11.919541857142857,1.7525962857142858,38,16896,17.431553437772372,2.9708825213572276,0.04093578747452294,26.926502842383467
0,4.55,hot-cold,128,29.283466,0.07852592857142857,29.361991928571427,4.266034,102,66048,1.3980140313068758,0.5071557012425787,0.02106631801019065,5.919087077260191
0,9.19,random,512,27.248264,0.06479164285714285,27.31305564285714,3.967728,37,262656,0.0,0.0,0.12738790414365736,2.793854447318941
0,9.19,random,32,5.358523,0.05399514285714285,5.4125181428571425,0.8302112857142857,14,16896,1.3842578352258152,0.21347211322637932,0.12802617745697867,8.894504922787394
0,9.19,random,256,14.883871,0.05833057142857141,14.942201571428571,2.1991609999999997,27,131584,0.6921289176129093,0.0,0.12794837675143622,4.6781117237697325
0,9.19,random,8,3.942817,0.032350357142857146,3.975167357142857,0.6124141428571429,9,4608,24.008151302279124,0.0,0.1356787918696549,39.89737352478703
0,9.19,random,64,7.001432,0.05305921428571429,7.054491214285715,1.0643358571428572,17,33280,1.3842578352258152,0.21347211322637932,0.12802617745697867,8.894504922787394
0,9.19,random,16,4.475723,0.03459828571428571,4.510321285714286,0.6951748571428572,10,8704,5.017934652693579,0.0,0.1286791200908378,39.89737352478703
0,9.19,random,128,9.586172,0.053897357142857136,9.640069357142856,1.4350372857142857,20,66048,0.6921289176129093,0.0,0.12794837675143622,5.656079837777022
0,9.19,random,1024,48.773844,0.075056,48.84889999999999,7.047250714285714,49,524800,0.0,0.0,0.12738790414365736,0.7263545333246643
0,9.19,local,64,7.838626,0.03825221428571429,7.876878214285714,1.1817437142857141,15,33280,14.924317375166988,0.0,0.12829490238286076,35.71372919012031
0,9.19,local,128,10.913883,0.037679642857142856,10.951562642857143,1.618869142857143,19,66048,14.924317375166988,0.0,0.12829490238286076,35.71372919012031
0,9.19,local,256,16.937328,0.046324428571428565,16.98365242857143,2.4887817142857145,24,131584,0.0,0.0,0.12724289862426552,21.142013234008914
0,9.19,local,32,5.840182,0.038704499999999996,5.8788865,0.8958267142857144,12,16896,14.924317375166988,0.0,0.12829490238286076,35.71372919012031
0,9.19,local,512,29.059598,0.04899585714285713,29.108593857142857,4.225179142857143,34,262656,0.0,0.0,0.12724289862426552,21.142013234008914
0,9.19,local,1024,51.770724,0.06311871428571429,51.833842714285716,7.485715714285715,46,524800,0.0,0.0,0.12724289862426552,14.042297925481718
0,9.19,local,16,4.871172,0.03557457142857142,4.906746571428571,0.7528797142857142,10,8704,14.924317375166988,0.0,0.12829490238286076,35.71372919012031
0,9.19,local,8,4.139104,0.03151971428571429,4.170623714285714,0.6406855714285714,9,4608,51.67438827215831,0.0,0.13499758623607677,35.71372919012031
0,9.19,hot-cold,1024,57.03471,0.06493128571428572,57.099641285714284,8.233314142857143,65,524800,0.0,0.0,0.12775247315230528,16.58259851637084
0,9.19,hot-cold,128,11.984373,0.04917392857142856,12.033546928571429,1.7811208571428572,22,66048,1.501830659768496,0.0,0.12805704046122038,28.435734835676566
0,9.19,hot-cold,32,6.298598,0.03717942857142857,6.335777428571428,0.9589715714285714,14,16896,19.892972735949115,0.6695402909123738,0.12832765784977165,68.06200533307906
0,9.19,hot-cold,64,8.940155,0.04063942857142858,8.980794428571429,1.3363354285714286,19,33280,19.223432445036742,0.0,0.12910927513600506,44.573869274913754
0,9.19,hot-cold,512,32.392004,0.05503635714285714,32.44704035714286,4.704199714285714,48,262656,1.501830659768496,0.0,0.12805704046122038,27.862853468404243
0,9.19,hot-cold,256,19.208432,0.05101100000000001,19.259442999999997,2.815861714285714,33,131584,1.501830659768496,0.0,0.12805704046122038,27.977429741858703
0,9.19,hot-cold,8,4.216519,0.03262464285714286,4.249143642857143,0.6539534285714286,9,4608,49.75446971064108,0.0,0.13531143513867316,68.06200533307906
0,9.19,hot-cold,16,4.916327,0.035801071428571425,4.952128071428572,0.759255857142857,11,8704,19.892972735949115,0.6695402909123738,0.12832765784977165,68.06200533307906
1,1.07,random,1024,131.610194,0.15555357142857146,131.7657475714286,18.964063142857146,483,524800,0.0,0.0,0.0029434764433213067,0.0
1,1.07,random,512,95.220539,0.14194235714285713,95.36248135714285,13.748526,425,262656,0.0,0.0,0.0029434764433213067,0.0
1,1.07,random,64,17.759554,0.07363464285714286,17.833188642857145,2.6094758571428573,73,33280,2.2124919188902927,1.1501195858229143,0.006675439764687075,3.0534824899105844
1,1.07,random,16,2.906391,0.015758785714285715,2.9221497857142857,0.4339421428571429,2,8704,73.02837536288133,0.0,0.36571428571428594,81.3811604886052
1,1.07,random,128,36.683834,0.09317271428571429,36.77700671428571,5.3365,172,66048,0.6258271859294665,0.09873802458687361,0.005365611958640735,0.4129637126100657
1,1.07,random,8,2.547089,0.017605071428571428,2.5646940714285718,0.3864034285714286,2,4608,73.02837536288133,0.0,0.36571428571428594,81.3811604886052
1,1.07,random,32,10.467799,0.06779292857142857,10.535591928571428,1.5622632857142857,45,16896,4.821808506425745,1.9640620673372895,0.016364642705833644,5.231145832192283
1,1.07,random,256,63.682672,0.11651278571428571,63.79918478571428,9.218605142857143,305,131584,0.3412709602208773,0.0715419629966542,0.004252424966223217,0.0
1,1.07,local,8,2.581995,0.016548785714285714,2.598543785714286,0.38912728571428573,2,4608,110.18160004109299,0.0,0.36571428571428577,72.47785728915723
1,1.07,local,128,37.208354,0.09579971428571428,37.30415371428571,5.418042142857144,192,66048,0.3568005622745555,0.19835306336431252,0.0037863304254251856,1.1311665198262766
1,1.07,local,64,13.769828,0.04885764285714284,13.818685642857144,2.0225075714285716,78,33280,5.599954352947962,2.7886957444433498,0.025222241458691334,19.203787464458056
1,1.07,local,256,64.745878,0.12369335714285716,64.86957135714286,9.385880714285715,309,131584,0.08692700254558451,0.04333166705515915,0.00276749066120284,0.16315156193117883
