trial,target_cv,spatial_mode,coverage_target,exact_achieved,exact_rows,exact_chunks,exact_aff_ms
8,1.25,local,0.9,0.9011060927195018,213,1,0.0407809968293955
8,1.25,local,0.95,0.9502151867357259,232,1,0.043437438657044684
8,1.25,local,0.99,0.991519534394608,249,1,0.04581425502915185
8,1.25,hot-cold,0.1,0.10463056223695115,8,1,0.012119387636338453
8,1.25,hot-cold,0.3,0.3020737882940583,29,1,0.015055454919529664
8,1.25,hot-cold,0.5,0.5020083879491248,55,1,0.018690585841575923
8,1.25,hot-cold,0.7,0.7028891697837804,99,1,0.02484234586350036
8,1.25,hot-cold,0.9,0.901313192765912,177,1,0.03574773862963914
8,1.25,hot-cold,0.95,0.9523563579521918,212,1,0.04064118410162449
8,1.25,hot-cold,0.99,0.9901575088295389,245,1,0.045255004118067814
8,1.44,random,0.1,0.10300453036977636,16,1,0.013237889458506534
8,1.44,random,0.3,0.30106022688060996,64,1,0.019948900391515013
8,1.44,random,0.5,0.502090764811488,121,1,0.027918225874462577
8,1.44,random,0.7,0.7019407840388238,176,1,0.03560792590186813
8,1.44,random,0.9,0.9034903044408167,225,1,0.04245874956264761
8,1.44,random,0.95,0.9507421222007062,240,1,0.04455594047921276
8,1.44,random,0.99,0.9911362867632412,252,1,0.046233693212464885
8,1.44,local,0.1,0.11690771614798769,4,1,0.011560136725254414
8,1.44,local,0.3,0.3014433691818412,46,1,0.017432271291636832
8,1.44,local,0.5,0.5010944452069657,110,1,0.02638028586898147
8,1.44,local,0.7,0.7194355861125052,174,1,0.03532830044632611
8,1.44,local,0.9,0.9002815999877312,216,1,0.04120043501270853
8,1.44,local,0.95,0.9508740042698735,226,1,0.042598562290418626
8,1.44,local,0.99,0.9902753234537958,246,1,0.04539481684583883
8,1.44,hot-cold,0.1,0.11528102033559808,9,1,0.012259200364109463
8,1.44,hot-cold,0.3,0.3002545675232229,32,1,0.015474893102842693
8,1.44,hot-cold,0.5,0.5012329490229092,63,1,0.019809087663744
8,1.44,hot-cold,0.7,0.7023852896249275,103,1,0.025401596774584402
8,1.44,hot-cold,0.9,0.9015242511108029,168,1,0.03448942407970005
8,1.44,hot-cold,0.95,0.9520472736511625,207,1,0.03994212046276944
8,1.44,hot-cold,0.99,0.9926717774084086,247,1,0.04553462957360983
8,2.48,random,0.1,0.11996360874451312,2,1,0.011280511269712393
8,2.48,random,0.3,0.3281822929915077,39,1,0.01645358219723976
8,2.48,random,0.5,0.5138892876850111,97,1,0.02456272040795834
8,2.48,random,0.7,0.7020875006660195,136,1,0.030015416791027733
8,2.48,random,0.9,0.9057315292206244,210,1,0.040361558646082464
8,2.48,random,0.95,0.9516043428330335,230,1,0.043157813201502665
8,2.48,random,0.99,0.993454590104551,249,1,0.04581425502915185
8,2.48,local,0.1,0.13318915772506573,2,1,0.011280511269712393
8,2.48,local,0.3,0.3148423015062,5,1,0.011699949453025424
8,2.48,local,0.5,0.5114627004159127,32,1,0.015474893102842693
8,2.48,local,0.7,0.7044015765135617,73,1,0.0212072149414541
8,2.48,local,0.9,0.9024734596006025,142,1,0.03085429315765379
8,2.48,local,0.95,0.9506861245082819,192,1,0.03784492954620429
8,2.48,local,0.99,0.9902518649676141,238,1,0.04427631502367074
8,2.48,hot-cold,0.1,0.10174999847220013,2,1,0.011280511269712393
8,2.48,hot-cold,0.3,0.3017346224980942,15,1,0.013098076730735523
8,2.48,hot-cold,0.5,0.5091338408773173,40,1,0.016593394925010774
8,2.48,hot-cold,0.7,0.7006623560050494,70,1,0.02078777675814107
8,2.48,hot-cold,0.9,0.9027324938394151,154,1,0.03253204589090591
8,2.48,hot-cold,0.95,0.9506963702214875,186,1,0.03700605317957823
8,2.48,hot-cold,0.99,0.9902412810772722,237,1,0.044136502295899736
8,3.3,random,0.1,0.11138420471031035,1,1,0.011140698541941383
8,3.3,random,0.3,0.30149850932637734,36,1,0.01603414401392673
8,3.3,random,0.5,0.5082184345239429,57,1,0.018970211297117942
8,3.3,random,0.7,0.7018002512400209,135,1,0.02987560406325672
8,3.3,random,0.9,0.9056188940659264,200,1,0.03896343136837237
8,3.3,random,0.95,0.9509190744743974,231,1,0.04329762592927368
8,3.3,random,0.99,0.9920322961169379,244,1,0.04511519139029681
8,3.3,local,0.1,0.11138420471031035,1,1,0.011140698541941383
8,3.3,local,0.3,0.3779502881859576,4,1,0.011560136725254414
8,3.3,local,0.5,0.5009197265042504,17,1,0.013377702186277544
8,3.3,local,0.7,0.7172361092337619,82,1,0.02246552949139319
8,3.3,local,0.9,0.9044606200679554,102,1,0.02526178404681339
8,3.3,local,0.95,0.9512099417030456,107,1,0.02596084768566844
8,3.3,local,0.99,0.9903474353929508,186,1,0.03700605317957823
8,3.3,hot-cold,0.1,0.11138420471031035,1,1,0.011140698541941383
8,3.3,hot-cold,0.3,0.3026539831768553,17,1,0.013377702186277544
8,3.3,hot-cold,0.5,0.5415318179232109,34,1,0.015754518558384712
8,3.3,hot-cold,0.7,0.7045794010169697,49,1,0.01785170947494986
8,3.3,hot-cold,0.9,0.9013563316744222,107,1,0.02596084768566844
8,3.3,hot-cold,0.95,0.9502326003754346,124,1,0.02833766405777561
8,3.3,hot-cold,0.99,0.9903071885039008,190,1,0.03756530409066227
8,4.55,random,0.1,0.2172339592237573,1,1,0.011140698541941383
8,4.55,random,0.3,0.3005361686140906,21,1,0.013936953097361583
8,4.55,random,0.5,0.500147011025888,75,1,0.021486840396996124
8,4.55,random,0.7,0.700252265034848,147,1,0.031553356796508836
8,4.55,random,0.9,0.9012514157368529,211,1,0.04050137137385348
8,4.55,random,0.95,0.9776758770684232,225,1,0.04245874956264761
8,4.55,random,0.99,0.9901514977722963,241,1,0.044695753206983775
8,4.55,local,0.1,0.2172339592237573,1,1,0.011140698541941383
8,4.55,local,0.3,0.41151885141905353,3,1,0.011420323997483403
8,4.55,local,0.5,0.5454524037232092,6,1,0.011839762180796434
8,4.55,local,0.7,0.7009467035428959,14,1,0.012958264002964513
8,4.55,local,0.9,0.9046782102058557,70,1,0.02078777675814107
8,4.55,local,0.95,0.9517491175558125,80,2,0.03318678985002155
8,4.55,local,0.99,0.990183629429871,173,1,0.0351884877185551
8,4.55,hot-cold,0.1,0.2172339592237573,1,1,0.011140698541941383
8,4.55,hot-cold,0.3,0.33753132516756823,3,1,0.011420323997483403
8,4.55,hot-cold,0.5,0.5128854344912199,11,1,0.012538825819651484
8,4.55,hot-cold,0.7,0.7056052052297682,19,1,0.013657327641819563
8,4.55,hot-cold,0.9,0.9004114254355926,61,1,0.01952946220820198
8,4.55,hot-cold,0.95,0.9506603350029345,98,1,0.02470253313572935
8,4.55,hot-cold,0.99,0.9912823529662461,154,1,0.03253204589090591
8,9.19,random,0.1,0.5203590912348116,1,1,0.011140698541941383
8,9.19,random,0.3,0.5203590912348116,1,1,0.011140698541941383
8,9.19,random,0.5,0.5203590912348116,1,1,0.011140698541941383
8,9.19,random,0.7,0.7229738052026504,13,1,0.012818451275193503
8,9.19,random,0.9,0.949464649288882,97,1,0.02456272040795834
8,9.19,random,0.95,0.950782266874351,104,1,0.02554140950235541
8,9.19,random,0.99,0.9900358530007686,206,1,0.039802307734998425
8,9.19,local,0.1,0.5203590912348116,1,1,0.011140698541941383
8,9.19,local,0.3,0.5203590912348116,1,1,0.011140698541941383
8,9.19,local,0.5,0.5203590912348116,1,1,0.011140698541941383
8,9.19,local,0.7,0.7222668395117331,2,1,0.011280511269712393
8,9.19,local,0.9,0.9264304021163161,4,2,0.022561022539424786
8,9.19,local,0.95,0.9527286331830163,6,2,0.022840647994966806
8,9.19,local,0.99,0.9936455814432024,17,2,0.024378588000447916
8,9.19,hot-cold,0.1,0.5203590912348116,1,1,0.011140698541941383
8,9.19,hot-cold,0.3,0.5203590912348116,1,1,0.011140698541941383
8,9.19,hot-cold,0.5,0.5203590912348116,1,1,0.011140698541941383
8,9.19,hot-cold,0.7,0.7409515088799309,50,1,0.01799152220272087
8,9.19,hot-cold,0.9,0.94387639614979,63,1,0.019809087663744
8,9.19,hot-cold,0.95,0.9638750684847391,66,1,0.020228525847057033
8,9.19,hot-cold,0.99,0.9900053332564986,77,1,0.021766465852538143
9,1.07,random,0.1,0.10529508445325891,12,1,0.012678638547422494
9,1.07,random,0.3,0.30105082929824933,61,1,0.01952946220820198
9,1.07,random,0.5,0.5039802540685732,113,1,0.0267997240522945
9,1.07,random,0.7,0.7018501765439764,174,1,0.03532830044632611
9,1.07,random,0.9,0.9094454752246752,229,1,0.04301800047373165
9,1.07,random,0.95,0.9537068321459891,241,1,0.044695753206983775
9,1.07,random,0.99,0.9924248877500906,253,1,0.04637350594023589
9,1.07,local,0.1,0.11215471501380034,5,1,0.011699949453025424
9,1.07,local,0.3,0.3004885101091205,34,1,0.015754518558384712
9,1.07,local,0.5,0.5055438246497598,84,1,0.02274515494693521
9,1.07,local,0.7,0.7003868196818805,138,1,0.030295042246569752
9,1.07,local,0.9,0.900589987459481,221,1,0.041899498651563574
9,1.07,local,0.95,0.9520943678190696,247,1,0.04553462957360983
9,1.07,local,0.99,0.9939620944780604,255,1,0.04665313139577791
9,1.07,hot-cold,0.1,0.10794280947969671,9,1,0.012259200364109463
9,1.07,hot-cold,0.3,0.30512532247493757,33,1,0.015614705830613702
9,1.07,hot-cold,0.5,0.5030145812400494,68,1,0.020508151302599052
9,1.07,hot-cold,0.7,0.7023822760699353,110,1,0.02638028586898147
9,1.07,hot-cold,0.9,0.900020493180823,186,1,0.03700605317957823
9,1.07,hot-cold,0.95,0.9506025352833916,221,1,0.041899498651563574
9,1.07,hot-cold,0.99,0.9906548632350382,247,1,0.04553462957360983
9,1.25,random,0.1,0.1014990748437873,11,1,0.012538825819651484
9,1.25,random,0.3,0.3005591267091303,55,1,0.018690585841575923
9,1.25,random,0.5,0.5088122166107572,103,1,0.025401596774584402
9,1.25,random,0.7,0.7005351561215922,174,1,0.03532830044632611
9,1.25,random,0.9,0.9010026096408753,225,1,0.04245874956264761
9,1.25,random,0.95,0.9580907648508882,236,1,0.04399668956812872
9,1.25,random,0.99,0.9917703257286997,252,1,0.046233693212464885
9,1.25,local,0.1,0.10675289244907207,5,1,0.011699949453025424
9,1.25,local,0.3,0.3027220028891436,29,1,0.015055454919529664
9,1.25,local,0.5,0.5004846639629982,71,1,0.02092758948591208
9,1.25,local,0.7,0.7029415610522424,127,1,0.028757102241088642
9,1.25,local,0.9,0.9075406576969962,170,1,0.03476904953524207
9,1.25,local,0.95,0.9524304183455382,187,1,0.03714586590734924
9,1.25,local,0.99,0.9910431256299378,241,1,0.044695753206983775
9,1.25,hot-cold,0.1,0.10341784882611138,7,1,0.011979574908567443
9,1.25,hot-cold,0.3,0.3051302347890345,27,1,0.014775829463987642
9,1.25,hot-cold,0.5,0.5148058697126949,51,1,0.018131334930491884
9,1.25,hot-cold,0.7,0.7005594686493176,91,1,0.02372384404133228
9,1.25,hot-cold,0.9,0.901961725219593,168,1,0.03448942407970005
9,1.25,hot-cold,0.95,0.9505552938895889,198,1,0.03868380591283035
9,1.25,hot-cold,0.99,0.9900587161536412,241,1,0.044695753206983775
9,1.44,random,0.1,0.10238223394493592,14,1,0.012958264002964513
9,1.44,random,0.3,0.30249057207163516,65,1,0.02008871311928602
9,1.44,random,0.5,0.5040711874788254,124,1,0.02833766405777561
9,1.44,random,0.7,0.7002048858454486,171,1,0.034908862263013075
9,1.44,random,0.9,0.9000668903472743,224,1,0.04231893683487661
9,1.44,random,0.95,0.9508724056475627,241,1,0.044695753206983775
9,1.44,random,0.99,0.9907127594458599,250,1,0.045954067756922866
9,1.44,local,0.1,0.10259591818446819,3,1,0.011420323997483403
9,1.44,local,0.3,0.3012131555167823,14,1,0.012958264002964513
9,1.44,local,0.5,0.5007902806589365,36,1,0.01603414401392673
9,1.44,local,0.7,0.7007393410802816,97,1,0.02456272040795834
9,1.44,local,0.9,0.900153653250925,178,1,0.03588755135741015
9,1.44,local,0.95,0.9504363816956749,201,1,0.03910324409614338
9,1.44,local,0.99,0.9923150100779041,253,1,0.04637350594023589
9,1.44,hot-cold,0.1,0.10536225865424872,6,1,0.011839762180796434
9,1.44,hot-cold,0.3,0.30369371509479065,28,1,0.014915642191758654
9,1.44,hot-cold,0.5,0.5012955526568503,61,1,0.01952946220820198
9,1.44,hot-cold,0.7,0.7022684192092049,100,1,0.02498215859127137
9,1.44,hot-cold,0.9,0.9007164658705981,168,1,0.03448942407970005
9,1.44,hot-cold,0.95,0.9500471877215241,196,1,0.03840418045728833
9,1.44,hot-cold,0.99,0.9903681871272136,242,1,0.04483556593475478
9,2.48,random,0.1,0.11005165649469556,1,1,0.011140698541941383
9,2.48,random,0.3,0.3067760178854066,34,1,0.015754518558384712
9,2.48,random,0.5,0.5013051296958669,68,1,0.020508151302599052
9,2.48,random,0.7,0.7002469555135888,149,1,0.03183298225205086
9,2.48,random,0.9,0.9015947450939792,211,1,0.04050137137385348
9,2.48,random,0.95,0.951466174861083,233,1,0.0435772513848157
9,2.48,random,0.99,0.9902404282634004,247,1,0.04553462957360983
9,2.48,local,0.1,0.11005165649469556,1,1,0.011140698541941383
9,2.48,local,0.3,0.30101493305763233,11,1,0.012538825819651484
9,2.48,local,0.5,0.501000282552251,59,1,0.01924983675265996
9,2.48,local,0.7,0.7117024196757256,123,1,0.028197851330004603
9,2.48,local,0.9,0.9001593396873869,163,1,0.033790360440845
9,2.48,local,0.95,0.9507030729442991,191,1,0.037705116818433276
9,2.48,local,0.99,0.9907512016554022,243,1,0.044975378662525795
9,2.48,hot-cold,0.1,0.11005165649469556,1,1,0.011140698541941383
9,2.48,hot-cold,0.3,0.30781775736755956,9,1,0.012259200364109463
9,2.48,hot-cold,0.5,0.5058464801224535,30,1,0.015195267647300673
9,2.48,hot-cold,0.7,0.7075285989186949,65,1,0.02008871311928602
9,2.48,hot-cold,0.9,0.9044924035036482,131,1,0.02931635315217268
9,2.48,hot-cold,0.95,0.9505828248217334,169,1,0.034629236807471056
9,2.48,hot-cold,0.99,0.9901038008185589,237,1,0.044136502295899736
9,3.3,random,0.1,0.1140985981347689,1,1,0.011140698541941383
9,3.3,random,0.3,0.31623104222678433,39,1,0.01645358219723976
9,3.3,random,0.5,0.5007245661886784,88,1,0.023304405858019253
9,3.3,random,0.7,0.7027932574690106,149,1,0.03183298225205086
9,3.3,random,0.9,0.9209371494555674,234,1,0.043717064112586704
9,3.3,random,0.95,0.9500402110566545,247,1,0.04553462957360983
9,3.3,random,0.99,0.9999754702056034,255,1,0.04665313139577791
9,3.3,local,0.1,0.1140985981347689,1,1,0.011140698541941383
9,3.3,local,0.3,0.3059926518778402,6,1,0.011839762180796434
9,3.3,local,0.5,0.5042088919996475,29,1,0.015055454919529664
9,3.3,local,0.7,0.7250991954247321,81,1,0.022325716763622182
9,3.3,local,0.9,0.9005429099631883,107,1,0.02596084768566844
9,3.3,local,0.95,0.9502017729600998,134,1,0.029735791335485706
9,3.3,local,0.99,0.9903566914916371,215,1,0.041060622284937516
9,3.3,hot-cold,0.1,0.1140985981347689,1,1,0.011140698541941383
9,3.3,hot-cold,0.3,0.3300034737710774,18,1,0.013517514914048553
9,3.3,hot-cold,0.5,0.5277444782843943,31,1,0.015335080375071683
9,3.3,hot-cold,0.7,0.7122673308555184,52,1,0.01827114765826289
9,3.3,hot-cold,0.9,0.9111963530448136,89,1,0.02344421858579026
9,3.3,hot-cold,0.95,0.9516207510179784,109,1,0.02624047314121046
9,3.3,hot-cold,0.99,0.9901020030034734,169,1,0.034629236807471056
9,4.55,random,0.1,0.20487495565271638,1,1,0.011140698541941383
9,4.55,random,0.3,0.34100914816364103,29,1,0.015055454919529664
9,4.55,random,0.5,0.5004778973380232,87,1,0.02316459313024824
9,4.55,random,0.7,0.7036021770407577,146,1,0.03141354406873783
9,4.55,random,0.9,0.9255059378985119,224,1,0.04231893683487661
9,4.55,random,0.95,0.9586205686518862,229,1,0.04301800047373165
9,4.55,random,0.99,0.9901391983015894,237,1,0.044136502295899736
9,4.55,local,0.1,0.20487495565271638,1,1,0.011140698541941383
9,4.55,local,0.3,0.3067442341746751,2,1,0.011280511269712393
9,4.55,local,0.5,0.5244377620402514,7,1,0.011979574908567443
9,4.55,local,0.7,0.7725769407644201,38,1,0.016313769469468754
9,4.55,local,0.9,0.900698604347658,50,2,0.028992408016891246
9,4.55,local,0.95,0.9514980501823782,81,2,0.033326602577792554
9,4.55,local,0.99,0.9902022175604146,160,2,0.04437180807170234
9,4.55,hot-cold,0.1,0.20487495565271638,1,1,0.011140698541941383
9,4.55,hot-cold,0.3,0.33936796376744416,10,1,0.012399013091880472
9,4.55,hot-cold,0.5,0.5341285486150756,24,1,0.014356391280674613
9,4.55,hot-cold,0.7,0.7778524672743016,43,1,0.017012833108323803
9,4.55,hot-cold,0.9,0.9057018467142439,78,1,0.02190627858030915
9,4.55,hot-cold,0.95,0.9556828337126133,115,1,0.02707934950783652
9,4.55,hot-cold,0.99,0.9901071343184725,147,1,0.031553356796508836
9,9.19,random,0.1,0.5528536549769733,1,1,0.011140698541941383
9,9.19,random,0.3,0.5528536549769733,1,1,0.011140698541941383
9,9.19,random,0.5,0.5528536549769733,1,1,0.011140698541941383
9,9.19,random,0.7,0.7077194812897328,75,1,0.021486840396996124
9,9.19,random,0.9,0.9264082885787652,148,1,0.03169316952427985
9,9.19,random,0.95,0.9532764958084698,193,1,0.037984742273975296
9,9.19,random,0.99,0.991495780728047,224,1,0.04231893683487661
9,9.19,local,0.1,0.5528536549769733,1,1,0.011140698541941383
9,9.19,local,0.3,0.5528536549769733,1,1,0.011140698541941383
9,9.19,local,0.5,0.5528536549769733,1,1,0.011140698541941383
9,9.19,local,0.7,0.7785898797990451,4,1,0.011560136725254414
9,9.19,local,0.9,0.90244343521548,10,1,0.012399013091880472
9,9.19,local,0.95,0.9554500294986827,17,1,0.013377702186277544
9,9.19,local,0.99,0.9906585165736881,72,1,0.02106740221368309
9,9.19,hot-cold,0.1,0.5528536549769733,1,1,0.011140698541941383
9,9.19,hot-cold,0.3,0.5528536549769733,1,1,0.011140698541941383
9,9.19,hot-cold,0.5,0.5528536549769733,1,1,0.011140698541941383
9,9.19,hot-cold,0.7,0.7110382791868226,5,1,0.011699949453025424
9,9.19,hot-cold,0.9,0.9091798191645102,44,1,0.017152645836094813
9,9.19,hot-cold,0.95,0.95037583001947,58,1,0.019110024024888952
9,9.19,hot-cold,0.99,0.9900103849185901,103,1,0.025401596774584402
10,1.07,random,0.1,0.10713622497072522,16,1,0.013237889458506534
10,1.07,random,0.3,0.3036064654055702,60,1,0.01938964948043097
10,1.07,random,0.5,0.5017990356040185,105,1,0.02568122223012642
10,1.07,random,0.7,0.7009365838267424,160,1,0.033370922257531965
10,1.07,random,0.9,0.9001329924365317,224,1,0.04231893683487661
10,1.07,random,0.95,0.9519701223670014,239,1,0.044416127751441756
10,1.07,random,0.99,0.9916695816161977,253,1,0.04637350594023589
10,1.07,local,0.1,0.1115417733244921,6,1,0.011839762180796434
10,1.07,local,0.3,0.3021257662110612,28,1,0.014915642191758654
10,1.07,local,0.5,0.5006325495727857,107,1,0.02596084768566844
10,1.07,local,0.7,0.7027149502737353,141,1,0.030714480429882778
10,1.07,local,0.9,0.9048254363096708,215,1,0.041060622284937516
10,1.07,local,0.95,0.9520316795584753,222,1,0.04203931137933459
10,1.07,local,0.99,0.9900249338981106,246,1,0.04539481684583883
10,1.07,hot-cold,0.1,0.11105924844567391,9,1,0.012259200364109463
10,1.07,hot-cold,0.3,0.30305413296546774,32,1,0.015474893102842693
10,1.07,hot-cold,0.5,0.5010298611427704,64,1,0.019948900391515013
10,1.07,hot-cold,0.7,0.7000486184852193,110,1,0.02638028586898147
10,1.07,hot-cold,0.9,0.9010789707720437,175,1,0.03546811317409712
10,1.07,hot-cold,0.95,0.9510401070802659,208,1,0.040081933190540445
10,1.07,hot-cold,0.99,0.991109963208309,241,1,0.044695753206983775
10,1.25,random,0.1,0.10273157777450506,11,1,0.012538825819651484
10,1.25,random,0.3,0.30383195107146493,61,1,0.01952946220820198
10,1.25,random,0.5,0.5048923894741918,116,1,0.02721916223560753
10,1.25,random,0.7,0.7009570529744977,166,1,0.03420979862415803
10,1.25,random,0.9,0.9008741935633204,223,1,0.042179124107105594
10,1.25,random,0.95,0.9527473908227909,239,1,0.044416127751441756
10,1.25,random,0.99,0.9902782148508769,252,1,0.046233693212464885
10,1.25,local,0.1,0.10252224736322814,4,1,0.011560136725254414
10,1.25,local,0.3,0.3007114025274203,46,1,0.017432271291636832
10,1.25,local,0.5,0.5032205353335142,73,1,0.0212072149414541
10,1.25,local,0.7,0.704103494073691,140,1,0.03057466770211177
10,1.25,local,0.9,0.9007931959484688,229,1,0.04301800047373165
10,1.25,local,0.95,0.9505308425459199,245,1,0.045255004118067814
10,1.25,local,0.99,0.9912034421040835,254,1,0.046513318668006905
10,1.25,hot-cold,0.1,0.10229130313627402,5,1,0.011699949453025424
10,1.25,hot-cold,0.3,0.30406755767483346,40,1,0.016593394925010774
10,1.25,hot-cold,0.5,0.5043299016424889,79,1,0.022046091308080162
10,1.25,hot-cold,0.7,0.7017388485825734,125,1,0.028477476785546622
10,1.25,hot-cold,0.9,0.9000753884699008,197,1,0.038543993185059335
10,1.25,hot-cold,0.95,0.952601406115416,222,1,0.04203931137933459
10,1.25,hot-cold,0.99,0.9902458504412478,249,1,0.04581425502915185
10,1.44,random,0.1,0.1188484743824123,11,1,0.012538825819651484
10,1.44,random,0.3,0.31878034347843726,49,1,0.01785170947494986
10,1.44,random,0.5,0.5000665616212092,107,1,0.02596084768566844
10,1.44,random,0.7,0.7008592880411437,163,1,0.033790360440845
10,1.44,random,0.9,0.9023138886549837,216,1,0.04120043501270853
10,1.44,random,0.95,0.9501618788711593,240,1,0.04455594047921276
10,1.44,random,0.99,0.9909256447384673,251,1,0.04609388048469387
10,1.44,local,0.1,0.10266051247821675,4,1,0.011560136725254414
10,1.44,local,0.3,0.3018836329521837,23,1,0.014216578552903602
10,1.44,local,0.5,0.5000780547817383,110,1,0.02638028586898147
10,1.44,local,0.7,0.7036630006495946,93,2,0.03500435531104468
10,1.44,local,0.9,0.9009618186882329,213,1,0.0407809968293955
10,1.44,local,0.95,0.9503017089402686,229,1,0.04301800047373165
10,1.44,local,0.99,0.9909984535468295,243,1,0.044975378662525795
10,1.44,hot-cold,0.1,0.1139423010771728,5,1,0.011699949453025424
10,1.44,hot-cold,0.3,0.30851842315882094,26,1,0.014636016736216633
10,1.44,hot-cold,0.5,0.5035572047638209,51,1,0.018131334930491884
10,1.44,hot-cold,0.7,0.7000644547681063,95,1,0.02428309495241632
10,1.44,hot-cold,0.9,0.9033596402850553,177,1,0.03574773862963914
10,1.44,hot-cold,0.95,0.9509433356857258,207,1,0.03994212046276944
10,1.44,hot-cold,0.99,0.9901118901112499,244,1,0.04511519139029681
10,2.48,random,0.1,0.10045323830248458,3,1,0.011420323997483403
10,2.48,random,0.3,0.3016703595876614,61,1,0.01952946220820198
10,2.48,random,0.5,0.5041606158397258,116,1,0.02721916223560753
10,2.48,random,0.7,0.7047060240411462,179,1,0.03602736408518116
10,2.48,random,0.9,0.9050118227338503,233,1,0.0435772513848157
10,2.48,random,0.95,0.9686428408530975,248,1,0.045674442301380846
10,2.48,random,0.99,0.9900517377279079,249,1,0.04581425502915185
10,2.48,local,0.1,0.1385070162240008,2,1,0.011280511269712393
10,2.48,local,0.3,0.31163793400733086,6,1,0.011839762180796434
10,2.48,local,0.5,0.5129417230456318,16,1,0.013237889458506534
10,2.48,local,0.7,0.7015974475603715,43,1,0.017012833108323803
10,2.48,local,0.9,0.9009909661246173,144,1,0.03113391861319581
10,2.48,local,0.95,0.9500802245374289,162,1,0.03365054771307399
10,2.48,local,0.99,0.99036743276653,217,1,0.041340247740479535
10,2.48,hot-cold,0.1,0.11180494722141364,2,1,0.011280511269712393
10,2.48,hot-cold,0.3,0.32474562273126073,13,1,0.012818451275193503
10,2.48,hot-cold,0.5,0.5015510702276941,30,1,0.015195267647300673
10,2.48,hot-cold,0.7,0.701222377201309,63,1,0.019809087663744
10,2.48,hot-cold,0.9,0.9002080653069154,116,1,0.02721916223560753
10,2.48,hot-cold,0.95,0.9522428062766276,166,1,0.03420979862415803
10,2.48,hot-cold,0.99,0.9903149568150131,236,1,0.04399668956812872
10,3.3,random,0.1,0.1815866896662717,1,1,0.011140698541941383
10,3.3,random,0.3,0.32664411230779866,19,1,0.013657327641819563
10,3.3,random,0.5,0.5054156818283252,65,1,0.02008871311928602
10,3.3,random,0.7,0.700347390848554,144,1,0.03113391861319581
10,3.3,random,0.9,0.9010086930490184,219,1,0.041619873196021555
10,3.3,random,0.95,0.9508513461316523,232,1,0.043437438657044684
10,3.3,random,0.99,0.990654245661376,246,1,0.04539481684583883
10,3.3,local,0.1,0.1815866896662717,1,1,0.011140698541941383
10,3.3,local,0.3,0.30146143961845,9,1,0.012259200364109463
10,3.3,local,0.5,0.5005397298180013,41,1,0.016733207652781783
10,3.3,local,0.7,0.7011026614212306,65,1,0.02008871311928602
10,3.3,local,0.9,0.9001147546232978,200,1,0.03896343136837237
10,3.3,local,0.95,0.9564173397669489,245,1,0.045255004118067814
10,3.3,local,0.99,0.9925933754207598,254,1,0.046513318668006905
10,3.3,hot-cold,0.1,0.1815866896662717,1,1,0.011140698541941383
10,3.3,hot-cold,0.3,0.31391250937725124,5,1,0.011699949453025424
10,3.3,hot-cold,0.5,0.5026453566656229,29,1,0.015055454919529664
10,3.3,hot-cold,0.7,0.7035123170149202,71,1,0.02092758948591208
10,3.3,hot-cold,0.9,0.9010129981193727,152,1,0.03225242043536389
10,3.3,hot-cold,0.95,0.9503799844184446,177,1,0.03574773862963914
10,3.3,hot-cold,0.99,0.9901225077070827,229,1,0.04301800047373165
10,4.55,random,0.1,0.20081160548748975,1,1,0.011140698541941383
10,4.55,random,0.3,0.30290592482090334,13,1,0.012818451275193503
10,4.55,random,0.5,0.5598065031192034,90,1,0.023584031313561273
10,4.55,random,0.7,0.7212764912157387,160,1,0.033370922257531965
10,4.55,random,0.9,0.9499407475362209,230,1,0.043157813201502665
10,4.55,random,0.95,0.9500426746287103,231,1,0.04329762592927368
10,4.55,random,0.99,0.9931505193397542,248,1,0.045674442301380846
10,4.55,local,0.1,0.20081160548748975,1,1,0.011140698541941383
10,4.55,local,0.3,0.3754706559721598,3,1,0.011420323997483403
10,4.55,local,0.5,0.5819794921354169,5,1,0.011699949453025424
10,4.55,local,0.7,0.7002571201509362,18,1,0.013517514914048553
10,4.55,local,0.9,0.9005862794709514,23,2,0.025217464367073977
10,4.55,local,0.95,0.9525949197002481,121,1,0.027918225874462577
10,4.55,local,0.99,0.9906422002218899,148,1,0.03169316952427985
10,4.55,hot-cold,0.1,0.20081160548748975,1,1,0.011140698541941383
10,4.55,hot-cold,0.3,0.3165206022171501,4,1,0.011560136725254414
10,4.55,hot-cold,0.5,0.5026713235737654,16,1,0.013237889458506534
10,4.55,hot-cold,0.7,0.7080063041856514,36,1,0.01603414401392673
10,4.55,hot-cold,0.9,0.9004096318309078,70,1,0.02078777675814107
10,4.55,hot-cold,0.95,0.9524967093972831,102,1,0.02526178404681339
10,4.55,hot-cold,0.99,0.9916006164677881,138,1,0.030295042246569752
10,9.19,random,0.1,0.5159290367595504,1,1,0.011140698541941383
10,9.19,random,0.3,0.5159290367595504,1,1,0.011140698541941383
10,9.19,random,0.5,0.5159290367595504,1,1,0.011140698541941383
10,9.19,random,0.7,0.7575833962803772,62,1,0.019669274935972994
10,9.19,random,0.9,0.9595625367319114,131,1,0.02931635315217268
10,9.19,random,0.95,0.9595625367319114,131,1,0.02931635315217268
10,9.19,random,0.99,0.9950756295172294,184,1,0.036726427724036205
