trial,target_cv,spatial_mode,coverage_target,exact_achieved,exact_rows,exact_chunks,exact_aff_ms
2,2.48,random,0.3,0.3001219035813287,51,1,0.018131334930491884
2,2.48,random,0.5,0.5022560160549325,98,1,0.02470253313572935
2,2.48,random,0.7,0.705699955522457,166,1,0.03420979862415803
2,2.48,random,0.9,0.9058589539394877,223,1,0.042179124107105594
2,2.48,random,0.95,0.9514920715345625,227,1,0.04273837501818963
2,2.48,random,0.99,0.9918780253991524,251,1,0.04609388048469387
2,2.48,local,0.1,0.1093897388615202,1,1,0.011140698541941383
2,2.48,local,0.3,0.3000388203738718,14,1,0.012958264002964513
2,2.48,local,0.5,0.5143443094439142,28,1,0.014915642191758654
2,2.48,local,0.7,0.7074872054180451,57,1,0.018970211297117942
2,2.48,local,0.9,0.9002562092554514,124,2,0.03933854987194599
2,2.48,local,0.95,0.9521437911357558,213,1,0.0407809968293955
2,2.48,local,0.99,0.990499845046164,233,1,0.0435772513848157
2,2.48,hot-cold,0.1,0.1093897388615202,1,1,0.011140698541941383
2,2.48,hot-cold,0.3,0.30431825918488287,22,1,0.014076765825132592
2,2.48,hot-cold,0.5,0.5074124637725766,42,1,0.016873020380552793
2,2.48,hot-cold,0.7,0.7027079395153217,63,1,0.019809087663744
2,2.48,hot-cold,0.9,0.9053733318690345,121,1,0.027918225874462577
2,2.48,hot-cold,0.95,0.950454751022823,160,1,0.033370922257531965
2,2.48,hot-cold,0.99,0.9933271246847569,233,1,0.0435772513848157
2,3.3,random,0.1,0.15754583015856208,1,1,0.011140698541941383
2,3.3,random,0.3,0.30028012106719476,39,1,0.01645358219723976
2,3.3,random,0.5,0.5012264680245782,99,1,0.02484234586350036
2,3.3,random,0.7,0.7000478600072602,149,1,0.03183298225205086
2,3.3,random,0.9,0.9039773693634633,221,1,0.041899498651563574
2,3.3,random,0.95,0.9518098784042768,231,1,0.04329762592927368
2,3.3,random,0.99,0.9905910003836653,252,1,0.046233693212464885
2,3.3,local,0.1,0.15754583015856208,1,1,0.011140698541941383
2,3.3,local,0.3,0.3271063082684741,4,1,0.011560136725254414
2,3.3,local,0.5,0.501127480238217,10,1,0.012399013091880472
2,3.3,local,0.7,0.7009153679077473,29,1,0.015055454919529664
2,3.3,local,0.9,0.9010473230186354,167,1,0.03434961135192904
