trial,target_cv,spatial_mode,budget_rows,budget_fraction,greedy_rows,greedy_chunks,greedy_importance,greedy_aff_ms,greedy_runtime_ms,exact_at_greedy_aff_ms,greedy_gap_pct
0,2.48,random,160,0.625,160,1,0.7091622044825407,0.033370922257531965,0.471341,0.03323110952976096,0.4207284371465114
0,2.48,random,192,0.75,192,2,0.8734354129132809,0.04884581536037466,0.511055,0.040361558646082464,21.020636959756487
0,2.48,random,224,0.875,224,2,0.9523887258505487,0.053319822649046986,0.563573,0.04399668956812872,21.190533134274613
0,2.48,local,32,0.125,32,1,0.48586297395425637,0.015474893102842693,3.490643,0.015195267647300673,1.8402140852826099
0,2.48,local,64,0.25,64,2,0.7346727739872994,0.030949786205685385,0.565065,0.02805803860223359,10.306307024688444
0,2.48,local,96,0.375,96,2,0.8305066006676391,0.0354237934943577,0.521094,0.03113391861319581,13.778782344936392
0,2.48,local,128,0.5,128,4,0.9462032496690671,0.06189957241137077,0.568963,0.04301800047373165,43.89225842602538
0,2.48,local,160,0.625,160,3,0.966277716737501,0.055372693885872716,0.617313,0.04399668956812872,25.856500635413227
0,2.48,local,192,0.75,192,3,0.9844515824106865,0.05984670117454503,0.713082,0.04455594047921276,34.31811904512725
0,2.48,local,224,0.875,224,2,0.9942521314552614,0.053319822649046986,0.797039,0.04511519139029681,18.185961326797774
0,2.48,hot-cold,32,0.125,32,1,0.4341865598537959,0.015474893102842693,0.842755,0.015195267647300673,1.8402140852826099
0,2.48,hot-cold,64,0.25,64,1,0.6937321347445562,0.019948900391515013,0.493462,0.019669274935972994,1.4216358073810609
0,2.48,hot-cold,96,0.375,96,1,0.8458204622188553,0.02442290768018733,0.51387,0.02442290768018733,0.0
0,2.48,hot-cold,128,0.5,128,1,0.8970235075734748,0.028896914968859648,0.539188,0.028896914968859648,0.0
0,2.48,hot-cold,160,0.625,160,2,0.9572820275001843,0.04437180807170234,0.604559,0.034908862263013075,27.107574395844814
0,2.48,hot-cold,192,0.75,192,1,0.9809041167158707,0.03784492954620429,0.609058,0.03784492954620429,0.0
0,2.48,hot-cold,224,0.875,224,2,0.9914446498772443,0.053319822649046986,0.705889,0.043157813201502665,23.5461639358282
0,3.3,random,32,0.125,32,1,0.28301779015142886,0.015474893102842693,0.851962,0.015055454919529664,2.785954895118725
0,3.3,random,64,0.25,64,1,0.44982399438579374,0.019948900391515013,0.497971,0.019669274935972994,1.4216358073810609
0,3.3,random,96,0.375,96,1,0.6026226593778954,0.02442290768018733,0.474166,0.02414328222464531,1.1581915538251941
0,3.3,random,128,0.5,128,2,0.7278689287604886,0.03989780078303003,0.520302,0.029456165879943687,35.4480448869142
0,3.3,random,160,0.625,160,2,0.8126099782195373,0.04437180807170234,0.547594,0.03351073498530298,32.41072775981419
0,3.3,random,192,0.75,192,3,0.902475014298105,0.05984670117454503,0.598528,0.03882361864060136,54.15023964808354
0,3.3,random,224,0.875,224,3,0.9545089129695117,0.06432070846321736,0.687004,0.04245874956264761,51.48987929640407
0,3.3,local,32,0.125,32,1,0.5820251909943563,0.015474893102842693,0.870938,0.014915642191758654,3.749425629109293
0,3.3,local,64,0.25,64,1,0.8500694093233847,0.019948900391515013,0.495315,0.019948900391515013,0.0
0,3.3,local,96,0.375,96,1,0.9088271957574896,0.02442290768018733,0.541051,0.02372384404133228,2.9466710269934637
0,3.3,local,128,0.5,128,1,0.944141423183851,0.028896914968859648,0.58902,0.02861728951331763,0.9771206857724701
0,3.3,local,160,0.625,160,1,0.9614291074027805,0.033370922257531965,0.633604,0.03267185861867692,2.139650660876158
0,3.3,local,192,0.75,192,2,0.9838200717565359,0.04884581536037466,0.71723,0.043717064112586704,11.73169185053149
0,3.3,local,224,0.875,224,3,0.9972219255907488,0.06432070846321736,0.821635,0.04609388048469387,39.542836894749975
0,3.3,hot-cold,32,0.125,32,1,0.4525141978051995,0.015474893102842693,0.85608,0.015474893102842693,0.0
0,3.3,hot-cold,64,0.25,64,1,0.6663295558902496,0.019948900391515013,0.541743,0.019948900391515013,0.0
0,3.3,hot-cold,96,0.375,96,2,0.8671141487851437,0.0354237934943577,0.5513,0.028477476785546622,24.392318045314298
0,3.3,hot-cold,128,0.5,128,2,0.8990768650724252,0.03989780078303003,0.538125,0.03253204589090591,22.641536031347975
0,3.3,hot-cold,160,0.625,160,2,0.9308001609753782,0.04437180807170234,0.572149,0.03420979862415803,29.70496716215152
0,3.3,hot-cold,192,0.75,192,2,0.9803554801763117,0.04884581536037466,0.618296,0.03868380591283035,26.269414830700132
0,3.3,hot-cold,224,0.875,224,1,0.9925338350504838,0.04231893683487661,0.704146,0.04231893683487661,0.0
0,4.55,random,32,0.125,32,1,0.2960194167860427,0.015474893102842693,0.842865,0.015474893102842693,0.0
0,4.55,random,64,0.25,64,1,0.4291314025104042,0.019948900391515013,0.495847,0.01952946220820198,2.147720089992422
0,4.55,random,96,0.375,96,1,0.5873999190139031,0.02442290768018733,0.473424,0.02442290768018733,0.0
0,4.55,random,128,0.5,128,4,0.8253979074049157,0.06189957241137077,0.533868,0.037984742273975296,62.959042778027175
0,4.55,random,160,0.625,160,2,0.8513688600962659,0.04437180807170234,0.550729,0.037984742273975296,16.814819359990896
0,4.55,random,192,0.75,192,3,0.9280741665489003,0.05984670117454503,0.576257,0.041619873196021555,43.793569222757235
0,4.55,random,224,0.875,224,2,0.9631229913273992,0.053319822649046986,0.666886,0.042598562290418626,25.16812723757067
0,4.55,local,32,0.125,32,2,0.8113477996032921,0.026475778917013068,0.851982,0.018410960386033903,43.80444236410903
0,4.55,local,64,0.25,64,2,0.8778513771702141,0.030949786205685385,0.555128,0.029411846200204275,5.228981530137444
0,4.55,local,96,0.375,96,2,0.9054887396804514,0.0354237934943577,0.575446,0.03290716439447952,7.647663194888854
0,4.55,local,128,0.5,128,4,0.9632566297259884,0.06189957241137077,0.605211,0.04073667714965608,51.95047004930633
0,4.55,local,160,0.625,160,3,0.9811881579659367,0.055372693885872716,0.621832,0.042878187745960646,29.139538764879624
0,4.55,local,192,0.75,192,2,0.9922692434274031,0.04884581536037466,0.71135,0.04511519139029681,8.269108154288407
0,4.55,local,224,0.875,224,3,0.9958273188312323,0.06432070846321736,0.771261,0.04539481684583883,41.691745737516726
0,4.55,hot-cold,32,0.125,32,1,0.5211062307094392,0.015474893102842693,0.831534,0.015474893102842693,0.0
0,4.55,hot-cold,64,0.25,64,2,0.876568116263248,0.030949786205685385,0.539549,0.02036833857482804,51.95047004930633
0,4.55,hot-cold,96,0.375,96,1,0.928018336409741,0.02442290768018733,0.54059,0.02442290768018733,0.0
0,4.55,hot-cold,128,0.5,128,1,0.9639126231831816,0.028896914968859648,0.54021,0.028896914968859648,0.0
0,4.55,hot-cold,160,0.625,160,2,0.9861960806644313,0.04437180807170234,0.608627,0.03420979862415803,29.70496716215152
0,4.55,hot-cold,192,0.75,192,1,0.9914739002073427,0.03784492954620429,0.651327,0.03784492954620429,0.0
0,4.55,hot-cold,224,0.875,224,1,0.9961822437957442,0.04231893683487661,0.710447,0.04231893683487661,0.0
0,9.19,random,32,0.125,32,3,0.9562109960917247,0.03747666473118344,0.865427,0.02246552949139319,66.81852411064332
0,9.19,random,64,0.25,64,4,0.9781615629218913,0.052951557834026136,0.562891,0.0295959786077147,78.91470505463674
0,9.19,random,96,0.375,96,4,0.9856484821074594,0.05742556512269845,0.587939,0.0295959786077147,94.03164829876411
0,9.19,random,128,0.5,128,4,0.9924419974382681,0.06189957241137077,0.643262,0.03630698954072318,70.48941042589627
0,9.19,random,160,0.625,160,6,0.9979251446837949,0.08837535132838384,0.745523,0.041340247740479535,113.77557261672742
0,9.19,random,192,0.75,192,6,0.9995419013570663,0.09284935861705616,0.849738,0.04399668956812872,111.03714740464565
0,9.19,random,224,0.875,224,3,0.9999157663507394,0.06432070846321736,0.917224,0.04399668956812872,46.19442756850367
0,9.19,local,32,0.125,32,3,0.9959142270054789,0.03747666473118344,0.870897,0.02316459313024824,61.7842563452865
0,9.19,local,64,0.25,64,3,0.999607993165563,0.041950672019855764,0.608487,0.03500435531104468,19.84414981246452
0,9.19,local,96,0.375,96,1,0.9991606231713309,0.02442290768018733,0.554326,0.02428309495241632,0.5757615659988113
0,9.19,local,128,0.5,128,3,0.9999691133399875,0.0508986865972004,0.617313,0.041295928060740124,23.253523985067126
0,9.19,local,160,0.625,160,4,0.9999980774500525,0.0663735797000431,0.695851,0.04511519139029681,47.1202441010113
0,9.19,local,192,0.75,192,5,0.9999997909768771,0.08184847280288578,0.819411,0.04553462957360983,79.74994760981231
0,9.19,local,224,0.875,224,3,0.9999999883129417,0.06432070846321736,0.865447,0.045954067756922866,39.967388313578844
0,9.19,hot-cold,32,0.125,32,2,0.9817103685958894,0.026475778917013068,0.88828,0.017432271291636832,51.87796514912475
0,9.19,hot-cold,64,0.25,64,2,0.9912395813738222,0.030949786205685385,0.531673,0.02190627858030915,41.28271989339694
0,9.19,hot-cold,96,0.375,96,2,0.9995259753492727,0.0354237934943577,0.569233,0.02624047314121046,34.996778845137925
0,9.19,hot-cold,128,0.5,128,3,0.999963766315948,0.0508986865972004,0.6206,0.03295148407421894,54.46553630955655
0,9.19,hot-cold,160,0.625,160,1,0.9999938018094305,0.033370922257531965,0.691592,0.033370922257531965,0.0
0,9.19,hot-cold,192,0.75,192,1,0.9999987460930974,0.03784492954620429,0.76008,0.03784492954620429,0.0
0,9.19,hot-cold,224,0.875,224,2,0.9999996394262504,0.053319822649046986,0.85646,0.04245874956264761,25.58029428156834
1,1.07,random,32,0.125,32,1,0.17234179387545212,0.015474893102842693,0.84015,0.015335080375071683,0.9117182587336625
1,1.07,random,64,0.25,64,1,0.29178863674725547,0.019948900391515013,0.511937,0.019809087663744,0.7058009442146407
1,1.07,random,96,0.375,96,1,0.401774588864783,0.02442290768018733,0.501557,0.02428309495241632,0.5757615659988113
1,1.07,random,128,0.5,128,1,0.5199724989130577,0.028896914968859648,0.490958,0.028757102241088642,0.4861850356091768
1,1.07,random,160,0.625,160,1,0.6624378864930603,0.033370922257531965,0.472853,0.033370922257531965,0.0
1,1.07,random,192,0.75,192,2,0.7851532998961406,0.04884581536037466,0.525492,0.037984742273975296,28.59325201698335
1,1.07,random,224,0.875,224,2,0.8993261169681461,0.053319822649046986,0.532074,0.04273837501818963,24.758656889397045
1,1.07,local,32,0.125,32,1,0.37606413454530063,0.015474893102842693,0.852603,0.015474893102842693,0.0
1,1.07,local,64,0.25,64,1,0.5431818290833579,0.019948900391515013,0.499103,0.019948900391515013,0.0
1,1.07,local,96,0.375,96,2,0.6567274885524059,0.0354237934943577,0.523117,0.02721916223560753,30.142850054426162
1,1.07,local,128,0.5,128,2,0.7471545963155775,0.03989780078303003,0.528988,0.030295042246569752,31.69745880630874
1,1.07,local,160,0.625,160,2,0.8366308232126071,0.04437180807170234,0.580424,0.036726427724036205,20.817108609401956
1,1.07,local,192,0.75,192,2,0.8997460797562589,0.04884581536037466,0.636138,0.042179124107105594,15.805665466974418
1,1.07,local,224,0.875,224,2,0.9600838658712181,0.053319822649046986,0.689659,0.04427631502367074,20.42515873450954
1,1.07,hot-cold,32,0.125,32,1,0.26278375103710594,0.015474893102842693,0.858133,0.015474893102842693,0.0
1,1.07,hot-cold,64,0.25,64,1,0.4765510525100429,0.019948900391515013,0.517657,0.019948900391515013,0.0
1,1.07,hot-cold,96,0.375,96,1,0.6225568884046568,0.02442290768018733,0.479526,0.02442290768018733,0.0
1,1.07,hot-cold,128,0.5,128,1,0.7546207117327999,0.028896914968859648,0.482571,0.028896914968859648,0.0
1,1.07,hot-cold,160,0.625,160,1,0.8465344396562318,0.033370922257531965,0.545349,0.033370922257531965,0.0
1,1.07,hot-cold,192,0.75,192,1,0.9104735162838268,0.03784492954620429,0.565196,0.03784492954620429,0.0
1,1.07,hot-cold,224,0.875,224,1,0.965872433675112,0.04231893683487661,0.612103,0.04231893683487661,0.0
1,1.25,random,32,0.125,32,1,0.19311364651964574,0.015474893102842693,0.881267,0.015474893102842693,0.0
1,1.25,random,64,0.25,64,1,0.2961870078059884,0.019948900391515013,0.532505,0.019948900391515013,0.0
1,1.25,random,96,0.375,96,1,0.38921726574322735,0.02442290768018733,0.504633,0.02442290768018733,0.0
1,1.25,random,128,0.5,128,1,0.5057518285767815,0.028896914968859648,0.475018,0.028757102241088642,0.4861850356091768
1,1.25,random,160,0.625,160,1,0.6323781119399801,0.033370922257531965,0.478915,0.033370922257531965,0.0
1,1.25,random,192,0.75,192,2,0.7821147127717223,0.04884581536037466,0.530993,0.03910324409614338,24.91499487939457
1,1.25,random,224,0.875,224,2,0.9027557749571437,0.053319822649046986,0.512998,0.043437438657044684,22.750844196932363
1,1.25,local,32,0.125,32,1,0.39113852791295145,0.015474893102842693,0.839819,0.015474893102842693,0.0
1,1.25,local,64,0.25,64,2,0.6154457801533035,0.030949786205685385,0.510374,0.02190627858030915,41.28271989339694
1,1.25,local,96,0.375,96,2,0.7114628213168235,0.0354237934943577,0.509251,0.02638028586898147,34.28131018098553
1,1.25,local,128,0.5,128,2,0.8082007048841329,0.03989780078303003,0.529449,0.03197279497982187,24.78671573195166
1,1.25,local,160,0.625,160,1,0.8718489744924528,0.033370922257531965,0.585434,0.033370922257531965,0.0
1,1.25,local,192,0.75,192,2,0.9310583665739021,0.04884581536037466,0.659612,0.04064118410162449,20.18797296415933
1,1.25,local,224,0.875,224,2,0.9558666169814667,0.053319822649046986,0.752817,0.04483556593475478,18.923050344984137
1,1.25,hot-cold,32,0.125,32,1,0.32031549119261055,0.015474893102842693,0.836283,0.015335080375071683,0.9117182587336625
1,1.25,hot-cold,64,0.25,64,1,0.5575245392954924,0.019948900391515013,0.494524,0.019948900391515013,0.0
1,1.25,hot-cold,96,0.375,96,1,0.690154241404715,0.02442290768018733,0.486629,0.02442290768018733,0.0
1,1.25,hot-cold,128,0.5,128,1,0.7803263328135828,0.028896914968859648,0.538336,0.028896914968859648,0.0
1,1.25,hot-cold,160,0.625,160,1,0.8600244589054349,0.033370922257531965,0.557622,0.033370922257531965,0.0
1,1.25,hot-cold,192,0.75,192,2,0.937491099412957,0.04884581536037466,0.605431,0.03868380591283035,26.269414830700132
1,1.25,hot-cold,224,0.875,224,1,0.976005475374109,0.04231893683487661,0.677997,0.04231893683487661,0.0
1,1.44,random,32,0.125,32,1,0.19026646394071106,0.015474893102842693,0.889512,0.015335080375071683,0.9117182587336625
1,1.44,random,64,0.25,64,1,0.3294163242004803,0.019948900391515013,0.499464,0.019948900391515013,0.0
1,1.44,random,96,0.375,96,1,0.4682645396997945,0.02442290768018733,0.490336,0.02442290768018733,0.0
1,1.44,random,128,0.5,128,1,0.5924159798071585,0.028896914968859648,0.48148,0.028896914968859648,0.0
1,1.44,random,160,0.625,160,2,0.732367140791629,0.04437180807170234,0.507568,0.03420979862415803,29.70496716215152
1,1.44,random,192,0.75,192,2,0.8366277968543554,0.04884581536037466,0.521274,0.03840418045728833,27.188797622433647
1,1.44,random,224,0.875,224,2,0.9278968527387237,0.053319822649046986,0.553344,0.043157813201502665,23.5461639358282
1,1.44,local,32,0.125,32,1,0.35110556273969185,0.015474893102842693,0.875436,0.015335080375071683,0.9117182587336625
1,1.44,local,64,0.25,64,2,0.5467377166749521,0.030949786205685385,0.523498,0.02442290768018733,26.724412223827354
1,1.44,local,96,0.375,96,1,0.5119497477155734,0.02442290768018733,0.480117,0.02414328222464531,1.1581915538251941
1,1.44,local,128,0.5,128,2,0.7816258868983901,0.03989780078303003,0.515123,0.02987560406325672,33.546423692565156
1,1.44,local,160,0.625,160,2,0.8552157171945676,0.04437180807170234,0.519741,0.039802307734998425,11.480490948231935
1,1.44,local,192,0.75,192,2,0.9252441634160813,0.04884581536037466,0.571388,0.044136502295899736,10.669882794297504
1,1.44,local,224,0.875,224,2,0.9737631795180393,0.053319822649046986,0.637522,0.04581425502915185,16.382603220589974
1,1.44,hot-cold,32,0.125,32,1,0.3642202087874816,0.015474893102842693,0.87222,0.015474893102842693,0.0
1,1.44,hot-cold,64,0.25,64,1,0.50516674426249,0.019948900391515013,0.493432,0.019948900391515013,0.0
1,1.44,hot-cold,96,0.375,96,1,0.6824702804379116,0.02442290768018733,0.493422,0.02442290768018733,0.0
1,1.44,hot-cold,128,0.5,128,2,0.8188671037167632,0.03989780078303003,0.521424,0.030015416791027733,32.92436037388744
1,1.44,hot-cold,160,0.625,160,1,0.8891888191085551,0.033370922257531965,0.539087,0.033370922257531965,0.0
1,1.44,hot-cold,192,0.75,192,1,0.9415282447901034,0.03784492954620429,0.580614,0.03784492954620429,0.0
1,1.44,hot-cold,224,0.875,224,2,0.9777127653872122,0.053319822649046986,0.669982,0.04273837501818963,24.758656889397045
1,2.48,random,32,0.125,32,1,0.30111975544162506,0.015474893102842693,0.848045,0.015335080375071683,0.9117182587336625
1,2.48,random,64,0.25,64,1,0.4560458930365831,0.019948900391515013,0.484465,0.01938964948043097,2.884275508169787
1,2.48,random,96,0.375,96,2,0.5972021130889009,0.0354237934943577,0.518208,0.02987560406325672,18.570969876805155
1,2.48,random,128,0.5,128,2,0.74015174110896,0.03989780078303003,0.50868,0.034629236807471056,15.214207592418871
1,2.48,random,160,0.625,160,2,0.8360048298006412,0.04437180807170234,0.511856,0.03700605317957823,19.904189339999355
1,2.48,random,192,0.75,192,2,0.9079815252074903,0.04884581536037466,0.608748,0.040081933190540445,21.864918860506812
1,2.48,random,224,0.875,224,2,0.9448692993752851,0.053319822649046986,0.70148,0.04245874956264761,25.58029428156834
1,2.48,local,32,0.125,32,1,0.5061525786430928,0.015474893102842693,0.830391,0.015474893102842693,0.0
1,2.48,local,64,0.25,64,2,0.7456917383003638,0.030949786205685385,0.541122,0.023584031313561273,31.231958583300656
1,2.48,local,96,0.375,96,2,0.7736888042541472,0.0354237934943577,0.553504,0.02554140950235541,38.6916156333931
1,2.48,local,128,0.5,128,3,0.8667699129828073,0.0508986865972004,0.570536,0.03057466770211177,66.47339259122957
1,2.48,local,160,0.625,160,2,0.9043300446908495,0.04437180807170234,0.627673,0.03420979862415803,29.70496716215152
1,2.48,local,192,0.75,192,2,0.963779209666574,0.04884581536037466,0.656176,0.03840418045728833,27.188797622433647
1,2.48,local,224,0.875,224,1,0.9950697178764449,0.04231893683487661,0.767013,0.04231893683487661,0.0
1,2.48,hot-cold,32,0.125,32,1,0.4424330299917085,0.015474893102842693,0.832906,0.015474893102842693,0.0
1,2.48,hot-cold,64,0.25,64,1,0.6789867372622871,0.019948900391515013,0.490927,0.019948900391515013,0.0
1,2.48,hot-cold,96,0.375,96,1,0.8530047434706804,0.02442290768018733,0.520703,0.02442290768018733,0.0
1,2.48,hot-cold,128,0.5,128,1,0.90420400706269,0.028896914968859648,0.532224,0.028896914968859648,0.0
1,2.48,hot-cold,160,0.625,160,1,0.9504939588251025,0.033370922257531965,0.558444,0.033370922257531965,0.0
1,2.48,hot-cold,192,0.75,192,1,0.9783740080717626,0.03784492954620429,0.643222,0.03784492954620429,0.0
1,2.48,hot-cold,224,0.875,224,1,0.992249513234513,0.04231893683487661,0.703684,0.04231893683487661,0.0
1,3.3,random,32,0.125,32,1,0.2992692701257079,0.015474893102842693,0.927373,0.015335080375071683,0.9117182587336625
1,3.3,random,64,0.25,64,1,0.41023052515560965,0.019948900391515013,0.502689,0.019809087663744,0.7058009442146407
1,3.3,random,96,0.375,96,2,0.6259867416915439,0.0354237934943577,0.514161,0.028896914968859648,22.586765862486203
1,3.3,random,128,0.5,128,2,0.7034576415520284,0.03989780078303003,0.537885,0.030994105885424797,28.727058397875126
1,3.3,random,160,0.625,160,2,0.8013517381723125,0.04437180807170234,0.535761,0.03630698954072318,22.212853869179593
1,3.3,random,192,0.75,192,2,0.9124363750509693,0.04884581536037466,0.557452,0.039802307734998425,22.721063526234243
1,3.3,random,224,0.875,224,2,0.9768262574669441,0.053319822649046986,0.656657,0.043157813201502665,23.5461639358282
