trial,target_cv,spatial_mode,budget_rows,budget_fraction,greedy_rows,greedy_chunks,greedy_importance,greedy_aff_ms,greedy_runtime_ms,exact_at_greedy_aff_ms,greedy_gap_pct
6,2.48,hot-cold,32,0.125,32,1,0.460097432429433,0.015474893102842693,0.911523,0.015055454919529664,2.785954895118725
6,2.48,hot-cold,64,0.25,64,1,0.6909979064607824,0.019948900391515013,0.498442,0.019948900391515013,0.0
6,2.48,hot-cold,96,0.375,96,2,0.8237029271498619,0.0354237934943577,0.516686,0.02470253313572935,43.40146129840139
6,2.48,hot-cold,128,0.5,128,1,0.8970783632008107,0.028896914968859648,0.557462,0.028896914968859648,0.0
6,2.48,hot-cold,160,0.625,160,1,0.9426258999458119,0.033370922257531965,0.560597,0.033370922257531965,0.0
6,2.48,hot-cold,192,0.75,192,1,0.9729089776502711,0.03784492954620429,0.636329,0.03784492954620429,0.0
6,2.48,hot-cold,224,0.875,224,1,0.9869517371307777,0.04231893683487661,0.707372,0.04231893683487661,0.0
6,3.3,random,32,0.125,32,1,0.31868978044690044,0.015474893102842693,0.847734,0.015474893102842693,0.0
6,3.3,random,64,0.25,64,1,0.40845002216255677,0.019948900391515013,0.496247,0.019948900391515013,0.0
6,3.3,random,96,0.375,96,1,0.5022132956254731,0.02442290768018733,0.491028,0.02442290768018733,0.0
6,3.3,random,128,0.5,128,2,0.7159149916056902,0.03989780078303003,0.518539,0.030295042246569752,31.69745880630874
6,3.3,random,160,0.625,160,2,0.8334953829528025,0.04437180807170234,0.52457,0.03420979862415803,29.70496716215152
6,3.3,random,192,0.75,192,2,0.8953065599240393,0.04884581536037466,0.558394,0.03882361864060136,25.814689796309164
6,3.3,random,224,0.875,224,2,0.955184178778847,0.053319822649046986,0.64772,0.0435772513848157,22.357011868871666
6,3.3,local,32,0.125,32,1,0.5926198409559149,0.015474893102842693,0.892688,0.015474893102842693,0.0
6,3.3,local,64,0.25,64,1,0.9527428341103427,0.019948900391515013,0.532124,0.019809087663744,0.7058009442146407
6,3.3,local,96,0.375,96,1,0.9603529296398848,0.02442290768018733,0.541152,0.0212072149414541,15.163201521796532
6,3.3,local,128,0.5,128,1,0.9830969535240948,0.028896914968859648,0.573461,0.028896914968859648,0.0
6,3.3,local,160,0.625,160,3,0.9950788958664273,0.055372693885872716,0.63727,0.04245874956264761,30.41527236729067
6,3.3,local,192,0.75,192,3,0.9971560936331445,0.05984670117454503,0.715366,0.04273837501818963,40.03036182137021
6,3.3,local,224,0.875,224,3,0.9992062833475905,0.06432070846321736,0.790107,0.04427631502367074,45.271141983768516
6,3.3,hot-cold,32,0.125,32,1,0.6374078708880773,0.015474893102842693,0.835371,0.015474893102842693,0.0
6,3.3,hot-cold,64,0.25,64,1,0.8466373356928205,0.019948900391515013,0.510724,0.019948900391515013,0.0
6,3.3,hot-cold,96,0.375,96,1,0.9306831076125124,0.02442290768018733,0.550298,0.02442290768018733,0.0
6,3.3,hot-cold,128,0.5,128,1,0.9687151002904388,0.028896914968859648,0.565346,0.028896914968859648,0.0
6,3.3,hot-cold,160,0.625,160,3,0.9916044016232272,0.055372693885872716,0.609679,0.03742549136289126,47.95448735451144
6,3.3,hot-cold,192,0.75,192,2,0.9937589882949451,0.04884581536037466,0.667578,0.03840418045728833,27.188797622433647
6,3.3,hot-cold,224,0.875,224,2,0.997906324055183,0.053319822649046986,0.71748,0.04539481684583883,17.457953030456185
6,4.55,random,32,0.125,32,1,0.33637893031868826,0.015474893102842693,0.859345,0.015474893102842693,0.0
6,4.55,random,64,0.25,64,3,0.7701676125963759,0.041950672019855764,0.529029,0.028197851330004603,48.77258387137158
6,4.55,random,96,0.375,96,2,0.7082274554293169,0.0354237934943577,0.511306,0.02582103495789743,37.189673272655725
6,4.55,random,128,0.5,128,3,0.8800742229316665,0.0508986865972004,0.527646,0.03323110952976096,53.16577543586618
6,4.55,random,160,0.625,160,3,0.940665183655692,0.055372693885872716,0.5459,0.036167176812952166,53.102063155901845
6,4.55,random,192,0.75,192,3,0.9692617554908314,0.05984670117454503,0.598338,0.04022174591831146,48.791903007121995
6,4.55,random,224,0.875,224,3,0.9843811427948208,0.06432070846321736,0.677887,0.042179124107105594,52.494177688203216
6,4.55,local,32,0.125,32,1,0.7920260560992545,0.015474893102842693,0.849287,0.015195267647300673,1.8402140852826099
6,4.55,local,64,0.25,64,2,0.9498959753471209,0.030949786205685385,0.560988,0.02749878769114955,12.549638745152869
6,4.55,local,96,0.375,96,2,0.9827618205540092,0.0354237934943577,0.594521,0.029176540424401667,21.411904835472463
6,4.55,local,128,0.5,128,3,0.9920592275614017,0.0508986865972004,0.68489,0.03420979862415803,48.78394098834926
6,4.55,local,160,0.625,160,3,0.9925569420524141,0.055372693885872716,0.739221,0.03476904953524207,59.25857803431383
6,4.55,local,192,0.75,192,3,0.995461042808446,0.05984670117454503,0.805816,0.04203931137933459,42.358899827184345
6,4.55,local,224,0.875,224,2,0.9976321470298569,0.053319822649046986,0.840721,0.043157813201502665,23.5461639358282
6,4.55,hot-cold,32,0.125,32,2,0.6760551458033381,0.026475778917013068,0.855478,0.019110024024888952,38.54393318674501
6,4.55,hot-cold,64,0.25,64,1,0.704884177853737,0.019948900391515013,0.499433,0.019809087663744,0.7058009442146407
6,4.55,hot-cold,96,0.375,96,2,0.9656067258573116,0.0354237934943577,0.523117,0.02498215859127137,41.79636785563672
6,4.55,hot-cold,128,0.5,128,2,0.9854153031577398,0.03989780078303003,0.555227,0.029456165879943687,35.4480448869142
6,4.55,hot-cold,160,0.625,160,2,0.9949534673737235,0.04437180807170234,0.592507,0.03420979862415803,29.70496716215152
6,4.55,hot-cold,192,0.75,192,1,0.9979635362629632,0.03784492954620429,0.657809,0.03784492954620429,0.0
6,4.55,hot-cold,224,0.875,224,1,0.999189969240976,0.04231893683487661,0.717481,0.04231893683487661,0.0
6,9.19,random,32,0.125,32,2,0.7044851829382703,0.026475778917013068,0.863794,0.02442290768018733,8.405515279784215
6,9.19,random,64,0.25,64,4,0.8629559660153914,0.052951557834026136,0.556069,0.03752098441092285,41.12518278867769
6,9.19,random,96,0.375,96,3,0.8546043405589603,0.04642467930852808,0.56742,0.03654229531652578,27.0436870656374
6,9.19,random,128,0.5,128,5,0.9508337992615239,0.07290045822554114,0.627733,0.042179124107105594,72.83540085001472
6,9.19,random,160,0.625,160,4,0.9631748449924136,0.0663735797000431,0.714194,0.042179124107105594,57.36120914104437
6,9.19,random,192,0.75,192,3,0.9757535193131683,0.05984670117454503,0.779777,0.042179124107105594,41.88701743207399
6,9.19,random,224,0.875,224,2,0.9922293120458392,0.053319822649046986,0.891356,0.04427631502367074,20.42515873450954
6,9.19,local,32,0.125,32,1,0.9452840328000646,0.015474893102842693,0.872109,0.015055454919529664,2.785954895118725
6,9.19,local,64,0.25,64,2,0.9808914005161664,0.030949786205685385,0.557301,0.02302478040247723,34.41946313787865
6,9.19,local,96,0.375,96,2,0.9876580983041481,0.0354237934943577,0.574964,0.025401596774584402,39.45498705735311
6,9.19,local,128,0.5,128,1,0.992333296830681,0.028896914968859648,0.62116,0.028896914968859648,0.0
6,9.19,local,160,0.625,160,3,0.997887561876166,0.055372693885872716,0.696041,0.041619873196021555,33.04387936281794
6,9.19,local,192,0.75,192,3,0.9993671872896275,0.05984670117454503,0.784256,0.045255004118067814,32.2432785961267
6,9.19,local,224,0.875,224,2,0.9999457963981756,0.053319822649046986,0.866068,0.046513318668006905,14.63345161333709
6,9.19,hot-cold,32,0.125,32,1,0.7739355379256792,0.015474893102842693,0.839138,0.015195267647300673,1.8402140852826099
6,9.19,hot-cold,64,0.25,64,2,0.9573020714054142,0.030949786205685385,0.527616,0.02162665312476713,43.10945862557567
6,9.19,hot-cold,96,0.375,96,1,0.9797381769760304,0.02442290768018733,0.532535,0.02442290768018733,0.0
6,9.19,hot-cold,128,0.5,128,1,0.9916531632284991,0.028896914968859648,0.566008,0.028896914968859648,0.0
6,9.19,hot-cold,160,0.625,160,1,0.9966430131685667,0.033370922257531965,0.601083,0.033370922257531965,0.0
6,9.19,hot-cold,192,0.75,192,2,0.99888189403222,0.04884581536037466,0.681052,0.03812455500174631,28.121666884078422
6,9.19,hot-cold,224,0.875,224,1,0.9997154570165592,0.04231893683487661,0.739802,0.04231893683487661,0.0
7,1.07,random,32,0.125,32,1,0.21028357445902868,0.015474893102842693,0.868563,0.015474893102842693,0.0
7,1.07,random,64,0.25,64,1,0.30204222527032343,0.019948900391515013,0.514641,0.019948900391515013,0.0
7,1.07,random,96,0.375,96,1,0.4167505377390714,0.02442290768018733,0.498321,0.02428309495241632,0.5757615659988113
7,1.07,random,128,0.5,128,1,0.5554262978842903,0.028896914968859648,0.495856,0.028757102241088642,0.4861850356091768
7,1.07,random,160,0.625,160,1,0.6695635756718832,0.033370922257531965,0.475539,0.033370922257531965,0.0
7,1.07,random,192,0.75,192,2,0.8042984202732177,0.04884581536037466,0.514692,0.03882361864060136,25.814689796309164
7,1.07,random,224,0.875,224,2,0.9140274945846376,0.053319822649046986,0.561509,0.04301800047373165,23.94770110620552
7,1.07,local,32,0.125,32,1,0.2293104893623134,0.015474893102842693,0.873432,0.015335080375071683,0.9117182587336625
7,1.07,local,64,0.25,64,1,0.45476794785767083,0.019948900391515013,0.512397,0.019669274935972994,1.4216358073810609
7,1.07,local,96,0.375,96,2,0.5970396642472711,0.0354237934943577,0.516445,0.02568122223012642,37.93655604444852
7,1.07,local,128,0.5,128,1,0.7326588799514915,0.028896914968859648,0.488653,0.028896914968859648,0.0
7,1.07,local,160,0.625,160,1,0.8192358615883624,0.033370922257531965,0.551811,0.032811671346447926,1.7044267729585894
7,1.07,local,192,0.75,192,1,0.8565454059724108,0.03784492954620429,0.607855,0.03560792590186813,6.282319420965776
7,1.07,local,224,0.875,224,2,0.9363108676354088,0.053319822649046986,0.673418,0.041060622284937516,29.856343333127167
7,1.07,hot-cold,32,0.125,32,1,0.259381164467393,0.015474893102842693,0.855278,0.015335080375071683,0.9117182587336625
7,1.07,hot-cold,64,0.25,64,1,0.4322378637654344,0.019948900391515013,0.499232,0.019809087663744,0.7058009442146407
7,1.07,hot-cold,96,0.375,96,1,0.6211503955940509,0.02442290768018733,0.48144,0.02442290768018733,0.0
7,1.07,hot-cold,128,0.5,128,1,0.7346447614028551,0.028896914968859648,0.531473,0.028896914968859648,0.0
7,1.07,hot-cold,160,0.625,160,1,0.8166000927483342,0.033370922257531965,0.546501,0.033370922257531965,0.0
7,1.07,hot-cold,192,0.75,192,1,0.8885441121224886,0.03784492954620429,0.571087,0.03784492954620429,0.0
7,1.07,hot-cold,224,0.875,224,1,0.9536979095587323,0.04231893683487661,0.600421,0.04231893683487661,0.0
7,1.25,random,32,0.125,32,1,0.2004385817838854,0.015474893102842693,0.911362,0.015474893102842693,0.0
7,1.25,random,64,0.25,64,1,0.3426190215525198,0.019948900391515013,0.538546,0.019669274935972994,1.4216358073810609
7,1.25,random,96,0.375,96,1,0.4511569033902397,0.02442290768018733,0.491728,0.02442290768018733,0.0
7,1.25,random,128,0.5,128,1,0.5804432212064928,0.028896914968859648,0.490376,0.028757102241088642,0.4861850356091768
7,1.25,random,160,0.625,160,1,0.7256884135267423,0.033370922257531965,0.484946,0.033370922257531965,0.0
7,1.25,random,192,0.75,192,2,0.8552396330010938,0.04884581536037466,0.525903,0.037984742273975296,28.59325201698335
7,1.25,random,224,0.875,224,1,0.9263777548633005,0.04231893683487661,0.570656,0.042179124107105594,0.33147375800404166
7,1.25,local,32,0.125,32,1,0.41386020463783063,0.015474893102842693,0.85091,0.015474893102842693,0.0
7,1.25,local,64,0.25,64,1,0.5608136167436608,0.019948900391515013,0.503271,0.019948900391515013,0.0
7,1.25,local,96,0.375,96,2,0.718016060040793,0.0354237934943577,0.51879,0.02638028586898147,34.28131018098553
7,1.25,local,128,0.5,128,2,0.7705414795462053,0.03989780078303003,0.552653,0.029456165879943687,35.4480448869142
7,1.25,local,160,0.625,160,2,0.8151263016917778,0.04437180807170234,0.582949,0.03393017316861601,30.773892167294914
7,1.25,local,192,0.75,192,2,0.9002046531738845,0.04884581536037466,0.649033,0.037984742273975296,28.59325201698335
7,1.25,local,224,0.875,224,2,0.9714309537879903,0.053319822649046986,0.729753,0.04483556593475478,18.923050344984137
7,1.25,hot-cold,32,0.125,32,1,0.2893887747317223,0.015474893102842693,0.834078,0.015195267647300673,1.8402140852826099
7,1.25,hot-cold,64,0.25,64,1,0.5244558737521532,0.019948900391515013,0.494865,0.019948900391515013,0.0
7,1.25,hot-cold,96,0.375,96,1,0.6702159484381705,0.02442290768018733,0.491759,0.02442290768018733,0.0
7,1.25,hot-cold,128,0.5,128,2,0.7948804850977851,0.03989780078303003,0.537734,0.02987560406325672,33.546423692565156
7,1.25,hot-cold,160,0.625,160,1,0.8699039705192088,0.033370922257531965,0.544828,0.033370922257531965,0.0
7,1.25,hot-cold,192,0.75,192,1,0.9284265573508544,0.03784492954620429,0.586296,0.03784492954620429,0.0
7,1.25,hot-cold,224,0.875,224,1,0.9750381426968625,0.04231893683487661,0.674801,0.04231893683487661,0.0
7,1.44,random,32,0.125,32,1,0.1623397760755831,0.015474893102842693,0.880566,0.015474893102842693,0.0
7,1.44,random,64,0.25,64,1,0.29685515572317794,0.019948900391515013,0.524661,0.01952946220820198,2.147720089992422
7,1.44,random,96,0.375,96,1,0.42066466499270017,0.02442290768018733,0.489244,0.02442290768018733,0.0
7,1.44,random,128,0.5,128,1,0.5471172834029765,0.028896914968859648,0.474947,0.028757102241088642,0.4861850356091768
7,1.44,random,160,0.625,160,1,0.6645530997088993,0.033370922257531965,0.4973,0.03323110952976096,0.4207284371465114
7,1.44,random,192,0.75,192,2,0.821192221925642,0.04884581536037466,0.506316,0.040081933190540445,21.864918860506812
7,1.44,random,224,0.875,224,2,0.933681687972312,0.053319822649046986,0.513941,0.044416127751441756,20.046085393646717
7,1.44,local,32,0.125,32,1,0.4107271560428264,0.015474893102842693,0.837915,0.015474893102842693,0.0
7,1.44,local,64,0.25,64,1,0.5225003978179279,0.019948900391515013,0.494033,0.01952946220820198,2.147720089992422
7,1.44,local,96,0.375,96,2,0.749528338426726,0.0354237934943577,0.523579,0.0323922331631349,9.358911180822727
7,1.44,local,128,0.5,128,2,0.8240918791259881,0.03989780078303003,0.526203,0.03406998589638702,17.105422069637612
7,1.44,local,160,0.625,160,3,0.8771110694003502,0.055372693885872716,0.57241,0.03560792590186813,55.50665331778748
7,1.44,local,192,0.75,192,2,0.9216915227944976,0.04884581536037466,0.649233,0.039243056823914386,24.469955486771443
7,1.44,local,224,0.875,224,2,0.9687033361404864,0.053319822649046986,0.756523,0.04329762592927368,23.147219979553803
7,1.44,hot-cold,32,0.125,32,1,0.347953478963717,0.015474893102842693,0.90988,0.015474893102842693,0.0
7,1.44,hot-cold,64,0.25,64,1,0.5780916388888204,0.019948900391515013,0.563694,0.019948900391515013,0.0
7,1.44,hot-cold,96,0.375,96,2,0.7247429873766233,0.0354237934943577,0.534649,0.02470253313572935,43.40146129840139
7,1.44,hot-cold,128,0.5,128,1,0.8243887720680705,0.028896914968859648,0.529639,0.028896914968859648,0.0
7,1.44,hot-cold,160,0.625,160,1,0.8906658787239976,0.033370922257531965,0.566809,0.033370922257531965,0.0
7,1.44,hot-cold,192,0.75,192,1,0.9399067976611533,0.03784492954620429,0.603388,0.03784492954620429,0.0
7,1.44,hot-cold,224,0.875,224,1,0.9763051517891168,0.04231893683487661,0.697133,0.04231893683487661,0.0
7,2.48,random,32,0.125,32,1,0.1898641812072539,0.015474893102842693,0.85637,0.015474893102842693,0.0
7,2.48,random,64,0.25,64,1,0.31108430690499017,0.019948900391515013,0.51387,0.019948900391515013,0.0
7,2.48,random,96,0.375,96,1,0.47291997929341834,0.02442290768018733,0.493883,0.02442290768018733,0.0
7,2.48,random,128,0.5,128,2,0.6162391728411726,0.03989780078303003,0.527485,0.03113391861319581,28.148985287447026
7,2.48,random,160,0.625,160,2,0.7346909577385251,0.04437180807170234,0.507378,0.03756530409066227,18.119123871892164
7,2.48,random,192,0.75,192,3,0.8790509689554484,0.05984670117454503,0.535431,0.04231893683487661,41.418253034237715
7,2.48,random,224,0.875,224,2,0.9402633234138865,0.053319822649046986,0.516194,0.0435772513848157,22.357011868871666
7,2.48,local,32,0.125,32,1,0.5656095806838695,0.015474893102842693,0.842154,0.015335080375071683,0.9117182587336625
7,2.48,local,64,0.25,64,1,0.7374170567270162,0.019948900391515013,0.491478,0.019948900391515013,0.0
7,2.48,local,96,0.375,96,1,0.8468368322721836,0.02442290768018733,0.536733,0.02442290768018733,0.0
7,2.48,local,128,0.5,128,2,0.895907948205172,0.03989780078303003,0.593108,0.028896914968859648,38.06941268998898
7,2.48,local,160,0.625,160,2,0.9430611250680353,0.04437180807170234,0.676083,0.03253204589090591,36.39415184799719
7,2.48,local,192,0.75,192,2,0.980702044889703,0.04884581536037466,0.753378,0.039802307734998425,22.721063526234243
7,2.48,local,224,0.875,224,2,0.9913264125406158,0.053319822649046986,0.794815,0.043437438657044684,22.750844196932363
7,2.48,hot-cold,32,0.125,32,1,0.4314536718499314,0.015474893102842693,0.842875,0.015474893102842693,0.0
7,2.48,hot-cold,64,0.25,64,1,0.6258594247028522,0.019948900391515013,0.510414,0.019948900391515013,0.0
7,2.48,hot-cold,96,0.375,96,2,0.8071826381276412,0.0354237934943577,0.522146,0.02554140950235541,38.6916156333931
7,2.48,hot-cold,128,0.5,128,1,0.8871867593758678,0.028896914968859648,0.530311,0.028896914968859648,0.0
7,2.48,hot-cold,160,0.625,160,1,0.9359825040991236,0.033370922257531965,0.54625,0.033370922257531965,0.0
7,2.48,hot-cold,192,0.75,192,2,0.9680375179060178,0.04884581536037466,0.633143,0.0393828695516854,24.02807595386176
7,2.48,hot-cold,224,0.875,224,2,0.98625529296824,0.053319822649046986,0.704546,0.04245874956264761,25.58029428156834
7,3.3,random,32,0.125,32,1,0.23243952088860348,0.015474893102842693,0.87245,0.015474893102842693,0.0
7,3.3,random,64,0.25,64,1,0.4383357826215828,0.019948900391515013,0.497871,0.019948900391515013,0.0
7,3.3,random,96,0.375,96,1,0.5390617438460612,0.02442290768018733,0.494314,0.0240034694968743,1.7474064879147821
7,3.3,random,128,0.5,128,2,0.7593636306968249,0.03989780078303003,0.523769,0.03323110952976096,20.06159694216212
7,3.3,random,160,0.625,160,2,0.8607894099804996,0.04437180807170234,0.559084,0.036726427724036205,20.817108609401956
7,3.3,random,192,0.75,192,1,0.8848388833729143,0.03784492954620429,0.555447,0.03784492954620429,0.0
7,3.3,random,224,0.875,224,1,0.9779823678052576,0.04231893683487661,0.665784,0.04231893683487661,0.0
7,3.3,local,32,0.125,32,2,0.6868760901873069,0.026475778917013068,0.860147,0.026196153461471045,1.067429445140844
7,3.3,local,64,0.25,64,2,0.8070273236076351,0.030949786205685385,0.504122,0.030390535294601347,1.8402140852826099
7,3.3,local,96,0.375,96,3,0.9103032933514789,0.04642467930852808,0.555027,0.03598304440544174,29.01820864692384
7,3.3,local,128,0.5,128,3,0.948435057922733,0.0508986865972004,0.610831,0.040457051694114066,25.809183976215056
7,3.3,local,160,0.625,160,3,0.9598071377904935,0.055372693885872716,0.640666,0.04245874956264761,30.41527236729067
7,3.3,local,192,0.75,192,3,0.9750729860954546,0.05984670117454503,0.673889,0.04483556593475478,33.48041878546737
7,3.3,local,224,0.875,224,3,0.9982207352338276,0.06432070846321736,0.746785,0.046792944123548924,37.458135340638776
7,3.3,hot-cold,32,0.125,32,1,0.49942162186746336,0.015474893102842693,0.833868,0.015335080375071683,0.9117182587336625
7,3.3,hot-cold,64,0.25,64,1,0.6231478704219631,0.019948900391515013,0.492581,0.019948900391515013,0.0
7,3.3,hot-cold,96,0.375,96,2,0.8563024630534073,0.0354237934943577,0.539327,0.027918225874462577,26.88411381742075
7,3.3,hot-cold,128,0.5,128,2,0.8977853219416805,0.03989780078303003,0.539748,0.030714480429882778,29.898992998144934
7,3.3,hot-cold,160,0.625,160,2,0.9467767199399193,0.04437180807170234,0.576157,0.03406998589638702,30.237236395239563
7,3.3,hot-cold,192,0.75,192,2,0.9898603101652637,0.04884581536037466,0.686012,0.03840418045728833,27.188797622433647
7,3.3,hot-cold,224,0.875,224,1,0.996071756487361,0.04231893683487661,0.744962,0.04231893683487661,0.0
7,4.55,random,32,0.125,32,3,0.6067091437078221,0.03747666473118344,0.922273,0.02568122223012642,45.93022246121872
7,4.55,random,64,0.25,64,2,0.6588594804839312,0.030949786205685385,0.549356,0.02582103495789743,19.862686589250412
7,4.55,random,96,0.375,96,1,0.5721694937289576,0.02442290768018733,0.502899,0.0240034694968743,1.7474064879147821
7,4.55,random,128,0.5,128,1,0.7599797429135022,0.028896914968859648,0.518489,0.028197851330004603,2.479137969321754
7,4.55,random,160,0.625,160,3,0.8843766929973755,0.055372693885872716,0.554776,0.03700605317957823,49.631449798678084
7,4.55,random,192,0.75,192,1,0.8813745842390316,0.03784492954620429,0.595142,0.03602736408518116,5.044958206561478
7,4.55,random,224,0.875,224,2,0.977292131584039,0.053319822649046986,0.691212,0.0435772513848157,22.357011868871666
7,4.55,local,32,0.125,32,3,0.876556997906486,0.03747666473118344,0.875296,0.030809973477914376,21.638094748922686
7,4.55,local,64,0.25,64,3,0.9065100770842454,0.041950672019855764,0.579894,0.0369174138200994,13.6338320562857
7,4.55,local,96,0.375,96,5,0.9886606381697661,0.06842645093686882,0.561709,0.04297368079399225,59.2287411099188
7,4.55,local,128,0.5,128,3,0.9913258565344283,0.0508986865972004,0.55634,0.04339311897730527,17.296676977334947
7,4.55,local,160,0.625,160,2,0.9954589397951609,0.04437180807170234,0.593048,0.04437180807170234,0.0
7,4.55,local,192,0.75,192,3,0.9990989515484957,0.05984670117454503,0.645316,0.046792944123548924,27.896849184205742
7,4.55,local,224,0.875,224,2,0.9998077770675355,0.053319822649046986,0.779727,0.046792944123548924,13.948424592102882
7,4.55,hot-cold,32,0.125,32,2,0.7895702400963736,0.026475778917013068,0.853355,0.01938964948043097,36.54593882026482
7,4.55,hot-cold,64,0.25,64,2,0.9204721194151181,0.030949786205685385,0.52443,0.020508151302599052,50.914559528157156
7,4.55,hot-cold,96,0.375,96,2,0.9565825439655997,0.0354237934943577,0.533286,0.025121971319042383,41.007220510225515
7,4.55,hot-cold,128,0.5,128,1,0.9908702580943376,0.028896914968859648,0.549497,0.028896914968859648,0.0
7,4.55,hot-cold,160,0.625,160,2,0.99673488056037,0.04437180807170234,0.608026,0.03420979862415803,29.70496716215152
7,4.55,hot-cold,192,0.75,192,1,0.9980624684800673,0.03784492954620429,0.670252,0.03784492954620429,0.0
7,4.55,hot-cold,224,0.875,224,1,0.9996442390805536,0.04231893683487661,0.720987,0.04231893683487661,0.0
7,9.19,random,32,0.125,32,3,0.7953635209384674,0.03747666473118344,0.881678,0.02344421858579026,59.85461231750486
7,9.19,random,64,0.25,64,2,0.7672271930375817,0.030949786205685385,0.554786,0.022046091308080162,40.38672784749788
7,9.19,random,96,0.375,96,3,0.8657168500355477,0.04642467930852808,0.574273,0.02931635315217268,58.35762063429597
7,9.19,random,128,0.5,128,3,0.8927069655385125,0.0508986865972004,0.646248,0.030714480429882778,65.71560347047243
7,9.19,random,160,0.625,160,4,0.9463276263909545,0.0663735797000431,0.720877,0.03714586590734924,78.68362489003442
7,9.19,random,192,0.75,192,4,0.9834447743199645,0.0708475869887154,0.771281,0.044416127751441756,59.50869779821291
7,9.19,random,224,0.875,224,3,0.9969773687241134,0.06432070846321736,0.798603,0.044416127751441756,44.81385865774734
7,9.19,local,32,0.125,32,1,0.9797255969821588,0.015474893102842693,0.855368,0.014775829463987642,4.731129582666349
7,9.19,local,64,0.25,64,2,0.9972173011707701,0.030949786205685385,0.544508,0.02833766405777561,9.217845700281124
7,9.19,local,96,0.375,96,3,0.9990957390143297,0.04642467930852808,0.603839,0.029735791335485706,56.12390733024284
7,9.19,local,128,0.5,128,3,0.9995582934142202,0.0508986865972004,0.700429,0.031553356796508836,61.309894618983904
7,9.19,local,160,0.625,160,3,0.9997362549109282,0.055372693885872716,0.807528,0.0365866149962652,51.34686248379421
7,9.19,local,192,0.75,192,2,0.9997632633987621,0.04884581536037466,0.870646,0.03994212046276944,22.291492776164624
7,9.19,local,224,0.875,224,2,0.9999955781422335,0.053319822649046986,0.888661,0.043717064112586704,21.96569859249886
7,9.19,hot-cold,32,0.125,32,1,0.8102094134864878,0.015474893102842693,0.887208,0.015055454919529664,2.785954895118725
7,9.19,hot-cold,64,0.25,64,2,0.98816062986645,0.030949786205685385,0.590172,0.021486840396996124,44.04065760181375
7,9.19,hot-cold,96,0.375,96,2,0.9935707149771464,0.0354237934943577,0.549808,0.025401596774584402,39.45498705735311
7,9.19,hot-cold,128,0.5,128,2,0.9990729882116207,0.03989780078303003,0.575815,0.03183298225205086,25.334787884850417
7,9.19,hot-cold,160,0.625,160,2,0.9996184580387363,0.04437180807170234,0.643632,0.03476904953524207,27.618697274789938
7,9.19,hot-cold,192,0.75,192,2,0.9998317416406637,0.04884581536037466,0.686633,0.04148006046825055,17.757338849016314
7,9.19,hot-cold,224,0.875,224,2,0.9999548696081483,0.053319822649046986,0.757275,0.045674442301380846,16.738858675533308
8,1.07,random,32,0.125,32,1,0.15439245863626622,0.015474893102842693,0.865768,0.015474893102842693,0.0
8,1.07,random,64,0.25,64,1,0.28440143830001724,0.019948900391515013,0.516715,0.019809087663744,0.7058009442146407
8,1.07,random,96,0.375,96,1,0.40674778840175324,0.02442290768018733,0.49767,0.02428309495241632,0.5757615659988113
8,1.07,random,128,0.5,128,1,0.5210314125602663,0.028896914968859648,0.479346,0.02861728951331763,0.9771206857724701
8,1.07,random,160,0.625,160,1,0.6562124644256737,0.033370922257531965,0.480507,0.033091296801989946,0.8450120804126549
8,1.07,random,192,0.75,192,2,0.8093500532663445,0.04884581536037466,0.49793,0.039243056823914386,24.469955486771443
8,1.07,random,224,0.875,224,2,0.8952344379585426,0.053319822649046986,0.511265,0.042179124107105594,26.412825723103637
8,1.07,local,32,0.125,32,1,0.2739002774566719,0.015474893102842693,0.856761,0.015474893102842693,0.0
8,1.07,local,64,0.25,64,1,0.40158983515012003,0.019948900391515013,0.504492,0.019669274935972994,1.4216358073810609
8,1.07,local,96,0.375,96,1,0.48737680903304986,0.02442290768018733,0.490797,0.02442290768018733,0.0
8,1.07,local,128,0.5,128,1,0.6412534397922621,0.028896914968859648,0.490927,0.028896914968859648,0.0
8,1.07,local,160,0.625,160,1,0.8216155048206644,0.033370922257531965,0.488242,0.033370922257531965,0.0
8,1.07,local,192,0.75,192,2,0.9105378286756385,0.04884581536037466,0.536673,0.038543993185059335,26.72743876290582
8,1.07,local,224,0.875,224,1,0.9593065867648557,0.04231893683487661,0.592928,0.04231893683487661,0.0
8,1.07,hot-cold,32,0.125,32,1,0.30009937364460615,0.015474893102842693,0.849768,0.015474893102842693,0.0
8,1.07,hot-cold,64,0.25,64,1,0.5268366659803585,0.019948900391515013,0.49202,0.019948900391515013,0.0
8,1.07,hot-cold,96,0.375,96,2,0.6598398307601635,0.0354237934943577,0.518799,0.025121971319042383,41.007220510225515
8,1.07,hot-cold,128,0.5,128,2,0.7726378930712742,0.03989780078303003,0.529479,0.028896914968859648,38.06941268998898
8,1.07,hot-cold,160,0.625,160,1,0.8538320227699108,0.033370922257531965,0.553374,0.033370922257531965,0.0
8,1.07,hot-cold,192,0.75,192,1,0.925045631717982,0.03784492954620429,0.56753,0.03784492954620429,0.0
8,1.07,hot-cold,224,0.875,224,2,0.9703952352565014,0.053319822649046986,0.681363,0.043157813201502665,23.5461639358282
8,1.25,random,32,0.125,32,1,0.16279978670513084,0.015474893102842693,0.866408,0.015335080375071683,0.9117182587336625
