trial,target_cv,spatial_mode,budget_fraction,budget_rows,target_importance,method,chunk_rows,is_saturated
0,1.07,local,0.375,1824,0.6466288026345968,paper,78,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,30,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,84,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,66,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,66,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,66,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,66,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,120,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,78,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,66,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,66,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,120,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,84,False
0,1.07,local,0.375,1824,0.6466288026345968,paper,66,False
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,136,True
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,121,False
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,174,True
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,214,True
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,106,False
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,110,False
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,157,True
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,32,False
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,197,True
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,71,False
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,199,True
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,228,True
0,1.07,local,0.375,1824,0.6466288026345968,global_chain,147,True
0,1.07,local,0.5,2432,0.750318882730123,paper,144,True
0,1.07,local,0.5,2432,0.750318882730123,paper,60,False
0,1.07,local,0.5,2432,0.750318882730123,paper,96,False
0,1.07,local,0.5,2432,0.750318882730123,paper,66,False
