error_ceiling,method,method_label,actual_total_ms,legacy_total_ms,score_median_ms,selector_median_ms,read_wall_median_ms,gather_median_ms,gemm_median_ms,selector_total_ms,io_median_ms,upload_median_ms,selected_fraction,chunks,row_match_rate
0.5,paper,Paper |x|,1.125339226383603,1.0924924959150746,0.03284673046852856,0.3814752990663383,0.6143125330544149,0.01623313795340297,0.08047152584091812,0.4143220295348669,0.17336718922613278,0.3892653623685288,0.3568697729912785,21.691792915119937,0.2857142857142857
0.5,cell1_abs_lookup,Cell-1 |x| lookup,0.9758527906010273,0.9430060601324987,0.03284673046852856,0.09813275177166,0.7411863556728266,0.015436410512242905,0.08825054217576897,0.13097948224018863,0.20386742980659536,0.4850722935890705,0.45090826929056144,11.751771740411698,1.0
0.5,cell1_abs_twoline,Cell-1 |x| 2-line,0.9557563309107013,0.9229096004421727,0.03284673046852856,0.09916063501543806,0.71822518411307,0.015569352717331062,0.08995442859633337,0.13200736548396663,0.19790019612002632,0.46866138638108773,0.4379888555521279,11.894214616752688,1.0
0.5,cell1_x2_lookup,Cell-1 X² lookup,0.929378318018493,0.8895423813181887,0.03983593670030431,0.09766924528794413,0.6825577366488625,0.016145111487281795,0.09317028789410006,0.1375051819882485,0.18216617142683345,0.4484469580755837,0.4184879682224489,12.240860895547666,1.0
0.5,cell1_x2_twoline,Cell-1 X² 2-line,0.9350027115164985,0.8951667748161941,0.03983593670030431,0.10043692229781176,0.6846451328503917,0.016538092428995798,0.09354662723899465,0.1402728589981161,0.18152481603392023,0.45065984091872946,0.41716663642648527,12.287609988609042,1.0
0.45,paper,Paper |x|,1.2360671137621382,1.2032203832936095,0.03284673046852856,0.37994242073098444,0.719712464724044,0.01628558771301197,0.08727991012556888,0.41278915119951304,0.20422102592694127,0.4603104378554494,0.43017655610234407,25.166515477216638,0.5531245018759076
0.45,cell1_abs_lookup,Cell-1 |x| lookup,1.0431344231040767,1.010287692635548,0.03284673046852856,0.10339929137764883,0.8029078028499109,0.01654066549040715,0.08743993291758122,0.1362460218461774,0.22661349691931737,0.5207294642086343,0.4957214232710936,12.094282591259342,1.0
0.45,cell1_abs_twoline,Cell-1 |x| 2-line,1.039181326720043,1.0063345962515144,0.03284673046852856,0.10171541248369685,0.8003216210214522,0.016741905640625204,0.08755565710573993,0.13456214295222546,0.22571252315366108,0.5195129461551125,0.4943036565663717,12.10521530173005,1.0
0.45,cell1_x2_lookup,Cell-1 X² lookup,1.0158606523691844,0.97602471566888,0.03983593670030431,0.09867594892848015,0.7731268404312459,0.016438286704181255,0.08778363960497262,0.13851188562878447,0.2114789721428753,0.507486225188875,0.4805523979274283,12.284155439566142,1.0
0.45,cell1_x2_twoline,Cell-1 X² 2-line,1.019004918777772,0.9791689820774678,0.03983593670030431,0.10156561171144377,0.7731124305800666,0.01657568408690471,0.08791525569905244,0.14140154841174807,0.21171548488677167,0.5070954584490874,0.47986957496915594,12.299151520796412,1.0
0.42,paper,Paper |x|,1.3056647074277907,1.2728179769592622,0.03284673046852856,0.3797061024906123,0.7884650563044372,0.01681655087914104,0.08783026728507133,0.41255283295914097,0.22168211962410891,0.5095195349185272,0.4768233564499124,27.37086956445405,0.8707615282434721
0.42,cell1_abs_lookup,Cell-1 |x| lookup,1.1265693520600646,1.0937226215915359,0.03284673046852856,0.1050216148769534,0.8748396991539754,0.016573718617862665,0.0972875889427444,0.13786834534548198,0.24876676916494683,0.5663357766119527,0.5356892552808276,12.081521444317094,1.0
0.42,cell1_abs_twoline,Cell-1 |x| 2-line,1.131094784703331,1.0982480542348025,0.03284673046852856,0.103233307130976,0.8807047939602597,0.01680596809351428,0.0975039850500524,0.1360800375995046,0.2525269837689958,0.5674836042176779,0.5360517680627352,12.081059658173423,1.0
0.42,cell1_x2_lookup,Cell-1 X² lookup,1.0870663286173108,1.0472303919170063,0.03983593670030431,0.10036123800593963,0.838128819453377,0.016647314292782742,0.09209302016490692,0.14019717470624396,0.2355261283474464,0.5453972713295353,0.5173703411766745,12.183499670311042,1.0
0.42,cell1_x2_twoline,Cell-1 X² 2-line,1.084640020694342,1.0448040839940378,0.03983593670030431,0.10300120653417136,0.8334078708141723,0.016743821667337563,0.09165118497835639,0.1428371432344757,0.23290454736876753,0.5434420341206292,0.5153306524773066,12.188046613329638,1.0
0.4,paper,Paper |x|,1.349983640534999,1.3171369100664707,0.03284673046852856,0.3802517829730876,0.8311281045691827,0.017230285191320246,0.08852673733287972,0.41309851344161624,0.23232566479396888,0.5399358128762974,0.5037069548717003,28.752468452572824,0.9783876088639587
0.4,cell1_abs_lookup,Cell-1 |x| lookup,1.1973713054966821,1.1645245750281534,0.03284673046852856,0.10593628096028322,0.9297712778986456,0.016932899972478776,0.11188411619674589,0.13878301142881183,0.26960788808219927,0.5981149659442303,0.5640405467722529,11.946854069922363,1.0
0.4,cell1_abs_twoline,Cell-1 |x| 2-line,1.20114538603852,1.1682986555699912,0.03284673046852856,0.10434073611577618,0.9347635548968343,0.01714232432037328,0.11205204023700746,0.13718746658430475,0.27266315646236894,0.5991796049608988,0.5641507056953263,11.945949091301731,1.0
0.4,cell1_x2_lookup,Cell-1 X² lookup,1.1618034733493712,1.1219675366490667,0.03983593670030431,0.10251989607229729,0.9031912262013981,0.016249805065834465,0.10000660930953664,0.1423558327726016,0.2647160737498241,0.5774642450878337,0.5465670074683795,12.118413474558473,1.0
0.4,cell1_x2_twoline,Cell-1 X² 2-line,1.1532886619790446,1.1134527252787403,0.03983593670030431,0.1030888013639241,0.8946220592056103,0.01630126828530846,0.09944059642389738,0.14292473806422845,0.25725159742454273,0.5764853077950467,0.5442048759724203,12.123679217962302,1.0
0.35,paper,Paper |x|,1.5532001195789449,1.5203533891104162,0.03284673046852856,0.42449774902842,0.968398396879099,0.01680790177576644,0.11064934142713065,0.4573444794969486,0.2899036940930785,0.6125475303419655,0.5750292866607619,32.00852832686441,0.48711194656665746
0.35,cell1_abs_lookup,Cell-1 |x| lookup,1.357042510581123,1.3241957801125943,0.03284673046852856,0.10751404220182642,1.0555567509012735,0.017877753703732825,0.14324723330576145,0.140360772670355,0.3203709235027606,0.6682794283974187,0.6322797041522912,11.312384693529644,1.0
0.35,cell1_abs_twoline,Cell-1 |x| 2-line,1.352183773980523,1.3193370435119942,0.03284673046852856,0.1065710939213678,1.0512707644810015,0.01796248113898219,0.14353270397064263,0.13941782438989636,0.3163745584953987,0.6685550575473103,0.6319158758988755,11.316208253827456,1.0
0.35,cell1_x2_lookup,Cell-1 X² lookup,1.3049320935724886,1.2650961568721844,0.03983593670030431,0.10145365202217768,1.0053560632753584,0.017521812630146072,0.14076462894450198,0.141289588722482,0.2964154700667721,0.6481017113643572,0.6173208998032669,11.38293433809692,1.0
0.35,cell1_x2_twoline,Cell-1 X² 2-line,1.312953298677608,1.2731173619773037,0.03983593670030431,0.10525125089730362,1.0094506467744417,0.017626418604622836,0.14078904570093545,0.14508718759760797,0.2994776266086946,0.6482685407797901,0.6163131575242768,11.39673422467632,1.0
0.3,paper,Paper |x|,1.7182463314855385,1.6853996010170098,0.03284673046852856,0.42296100064368414,1.1200723171904818,0.01746263662766932,0.12490364655517451,0.4558077311122128,0.351090723880978,0.7016052368446732,0.6613794831805255,35.05217828471891,0.39012971404575725
0.3,cell1_abs_lookup,Cell-1 |x| lookup,1.4779598095621649,1.4451130790936362,0.03284673046852856,0.10953637464019016,1.1918313504951317,0.01928537288605776,0.12445998107225646,0.14238310510871877,0.3784073587900556,0.7426504012369785,0.7089288358451249,10.50566727831725,1.0
0.3,cell1_abs_twoline,Cell-1 |x| 2-line,1.4765000998612103,1.4436533693926816,0.03284673046852856,0.11121051274088586,1.1887010408102807,0.019288785304227434,0.12445303053728737,0.14405724320941443,0.37718266638695863,0.7413861371573631,0.7089245236779763,10.508554071968362,1.0
0.3,cell1_x2_lookup,Cell-1 X² lookup,1.4244789584751822,1.384643021774878,0.03983593670030431,0.10261048179198826,1.1384095920420843,0.018362091822869252,0.12526085611793583,0.14244641849229256,0.347095542204352,0.7265050914949992,0.697776942559339,10.634089806813353,1.0
0.3,cell1_x2_twoline,Cell-1 X² 2-line,1.4433226121158989,1.4034866754155946,0.03983593670030431,0.1058071950685164,1.1543383952376973,0.018317191266264035,0.12502389384311688,0.1456431317688207,0.3593182592132454,0.7286659149977099,0.6977715698477716,10.634123759083035,1.0
0.25,paper,Paper |x|,1.8698376920159698,1.8369909615474411,0.03284673046852856,0.4444845188722144,1.253721526209395,0.01882163844117082,0.11996327802466072,0.47733124934074295,0.4054599487537008,0.7778541970964077,0.7385084737766743,37.02479067718649,0.9359205191190391
0.25,cell1_abs_lookup,Cell-1 |x| lookup,1.5545511717338796,1.5217044412653509,0.03284673046852856,0.10786758903367699,1.265576568559429,0.0187166630578427,0.12954362061440228,0.1407143195022056,0.39866854472844077,0.7998777698749313,0.7730412076020112,8.935439494861232,1.0
0.25,cell1_abs_twoline,Cell-1 |x| 2-line,1.55255255790333,1.5197058274348014,0.03284673046852856,0.10975297549097664,1.2619682863969828,0.01859130062391582,0.12939326492292583,0.14259970595950522,0.3999503261029865,0.7941690729895146,0.7730112565844112,8.944852282226972,1.0
