trace_id,input_index,prompt_sha256,num_tokens,module,projection,module_call_index,activation_cv,shape,shape_index,n,d,row_size_kib,scenario,target_fraction,target_importance,row_budget_fraction,row_budget,row_budget_intrinsically_feasible,paper_fixed_valid,paper_fixed_importance,paper_fixed_rows,paper_fixed_lookup_ms,paper_coverage_importance,paper_coverage_rows,paper_coverage_chunks,paper_coverage_lookup_ms,paper_coverage_two_line_ms,method,method_label,tile_length,importance,rows,chunks,two_line_ms,lookup_ms,importance_overshoot,coverage_met,row_budget_met,coverage_and_row_budget_met,deterministic,chosen_offset,gpu_predicted_two_line_ms,gpu_predicted_importance,runtime_wall_median_ms,runtime_wall_p95_ms,runtime_event_median_ms,runtime_event_p95_ms,runtime_cpu_legacy_median_ms,runtime_cpu_legacy_p95_ms,gpu_wall_over_cpu_median_ratio,deadline_met,valid_and_deadline_met,row_budget_valid_and_deadline_met,lookup_saving_vs_paper_pct,two_line_saving_vs_paper_pct,legacy_mask_match,legacy_chosen_offset,legacy_lookup_delta_ms,legacy_two_line_delta_ms
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,0,0.5,0.49999999911960913,0.25,224,True,False,0.3416058463335503,224,0.0993381240390939,0.5416220270562917,404,4,0.14049817604103482,0.1425566561068099,tiles_half_s,Tiles (s/2),68,0.5139984392881161,408,5,0.15470379225229805,0.15112926651172315,0.013998440168506932,True,False,False,True,0,0.1547037959098816,0.51399827003479,0.6096794999999999,0.7155746999999998,0.5995519757270813,0.7056911826133726,0.041868,0.04765965,14.561944683290339,True,True,False,-7.56671066504333,-8.520918263112854,True,0,0.0,0.0
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,0,0.5,0.49999999911960913,0.25,224,True,False,0.3416058463335503,224,0.0993381240390939,0.5416220270562917,404,4,0.14049817604103482,0.1425566561068099,tiles_s,Tiles (s),135,0.5629435720620677,472,2,0.15912633731475567,0.16055957195145457,0.06294357294245856,True,False,False,True,67,0.15912634134292603,0.5629435181617737,0.599545,0.6249965,0.5898240208625793,0.606486389040947,0.036823999999999996,0.040584049999999997,16.281365413860527,True,True,False,-14.278758967348072,-11.623225221789024,True,67,0.0,0.0
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,0,0.5,0.49999999911960913,0.25,224,True,False,0.3416058463335503,224,0.0993381240390939,0.5416220270562917,404,4,0.14049817604103482,0.1425566561068099,tiles_2s,Tiles (2s),270,0.6162248989567161,540,1,0.17567254263947227,0.17945180995475113,0.11622489983710693,True,False,False,True,0,0.17567254602909088,0.6162248253822327,0.623661,1.5623706999999996,0.6134720146656036,1.5402496397495264,0.035311,0.04065405,17.6619467021608,True,True,False,-27.72536627261215,-23.22998268691885,True,0,0.0,0.0
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.7,0.6999999987674528,0.5,448,True,False,0.6008725541178137,448,0.16159500646892705,0.7763820743566612,624,6,0.21557878777254233,0.2182117549380948,tiles_half_s,Tiles (s/2),68,0.7280448395031272,612,4,0.2045889050003539,0.20737505630458614,0.02804484073567437,True,False,False,True,0,0.2045889049768448,0.7280446887016296,0.820368,1.4727403,0.8078559935092926,1.4538239717483519,0.048816,0.06215129999999996,16.805309734513276,True,True,False,3.805444660265911,6.242949625516559,True,0,0.0,0.0
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.7,0.6999999987674528,0.5,448,True,False,0.6008725541178137,448,0.16159500646892705,0.7763820743566612,624,6,0.21557878777254233,0.2182117549380948,tiles_s,Tiles (s),135,0.7049492920050398,607,2,0.20304447297462372,0.20542252444014236,0.004949293237586971,True,False,False,True,67,0.20304447412490845,0.7049492001533508,0.7905275,0.8682639,0.7782399952411652,0.8554495841264724,0.0417235,0.05156079999999999,18.94681654223639,True,True,False,4.711160795242931,6.950717191094469,True,67,0.0,0.0
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,1,0.7,0.6999999987674528,0.5,448,True,False,0.6008725541178137,448,0.16159500646892705,0.7763820743566612,624,6,0.21557878777254233,0.2182117549380948,tiles_2s,Tiles (2s),270,0.72798243125726,626,2,0.20365002165242527,0.20774884668462065,0.027982432489807252,True,False,False,True,135,0.20365002751350403,0.7279825210571289,0.938785,1.4103751499999997,0.9220319986343384,1.3942415893077846,0.041297,0.05469529999999999,22.73252294355522,True,True,False,3.6320554396024662,6.673212123609296,True,135,0.0,0.0
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,2,0.9,0.8999999984152964,0.75,672,True,False,0.8226725598942721,672,0.2302219234991185,0.9039969935984118,772,5,0.2602152101273456,0.25842419587079735,tiles_half_s,Tiles (s/2),68,0.9081910359527683,794,2,0.25830370158470556,0.26386062426680074,0.008191037537471857,True,False,False,True,34,0.258303701877594,0.9081911444664001,0.6769695,0.8063351999999999,0.6656320095062256,0.7842815876007079,0.0477195,0.05446684999999999,14.186433219124257,True,True,False,-1.4009227737575847,0.04662654968733415,True,34,0.0,0.0
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,2,0.9,0.8999999984152964,0.75,672,True,False,0.8226725598942721,672,0.2302219234991185,0.9039969935984118,772,5,0.2602152101273456,0.25842419587079735,tiles_s,Tiles (s),135,0.9076455445610918,810,1,0.26350881395920844,0.26917771493212667,0.007645546145795379,True,False,False,True,0,0.2635088264942169,0.907645583152771,0.6816635,0.85430125,0.6712160110473633,0.8387584090232849,0.0423945,0.07633859999999995,16.079055066105273,True,True,False,-3.4442663057224543,-1.9675472226111657,True,0,0.0,0.0
0,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.q_proj,q_proj,0,1.3532536250432672,896x896,0,896,896,1.75,2,0.9,0.8999999984152964,0.75,672,True,False,0.8226725598942721,672,0.2302219234991185,0.9039969935984118,772,5,0.2602152101273456,0.25842419587079735,tiles_2s,Tiles (2s),270,0.9076455445610918,810,1,0.26350881395920844,0.26917771493212667,0.007645546145795379,True,False,False,True,0,0.2635088264942169,0.907645583152771,0.746219,1.1715671499999998,0.7311360239982605,1.1557536125183103,0.0367035,0.03959409999999999,20.331003855218167,True,True,False,-3.4442663057224543,-1.9675472226111657,True,0,0.0,0.0
1,0,bdf33cf528fe573c3eaeabbb0701e56e4903474747408b891ca6a4fda87bd4d8,42,model.layers.0.self_attn.k_proj,k_proj,0,1.3532536250432672,896x128,1,896,128,0.25,0,0.5,0.49999999911960913,0.25,224,True,False,0.2721758981642779,224,0.018949429657794677,0.8276547904824838,736,1,0.03559616,0.03664651603113517,tiles_half_s,Tiles (s/2),472,0.5287347950797994,472,1,0.02747613916319621,0.02632202643171806,0.02873479596019024,True,False,False,True,236,0.02747613936662674,0.5287348031997681,0.6865479999999999,0.7465714999999999,0.6752319931983948,0.7354879915714263,0.0348105,0.03647855,19.722440068370172,True,True,False,26.05374728139761,25.023870918991953,True,236,0.0,0.0
