model,shape,family,budget_index,calibrated_nonselector_ms,calibrated_selector_ms,calibration_candidates
qwen05,896x128,bound,8,0.13535230564350548,0.08325841666666664,18
qwen05,896x128,bound,9,0.13468622216903167,0.08218902777777776,18
qwen05,896x128,bound,10,0.13607136139869025,0.08164013888888888,18
qwen05,896x128,bound,11,0.13644691658295524,0.08422905555555553,18
qwen05,896x128,bound,12,0.14527111104282403,0.08174780555555554,18
qwen05,896x128,bound,13,0.14331547202555994,0.08560941666666666,18
qwen05,896x128,bound,14,0.14210105556747313,0.08527999999999997,18
qwen05,896x128,bound,15,0.1375745001568794,0.08448466666666665,18
qwen05,896x128,bound,16,0.14458977810226545,0.08278563888888886,18
qwen05,896x128,bound,17,0.1447808888879352,0.08395211111111109,18
qwen05,896x128,diag,0,0.12797777784338257,0.0811598611111111,18
qwen05,896x128,diag,1,0.13337241645609002,0.08195391666666667,18
qwen05,896x128,diag,2,0.12842333355200616,0.08362030555555554,18
qwen05,896x128,diag,3,0.13116358311193185,0.08492111111111111,18
qwen05,896x128,diag,4,0.13712030562754798,0.08995108333333332,18
qwen05,896x128,diag,5,0.13092530545906883,0.08845813888888888,18
qwen05,896x128,diag,6,0.13039808325847646,0.08441266666666665,18
qwen05,896x128,diag,7,0.1363356665031976,0.08498766666666664,18
qwen05,896x128,diag,8,0.13569127782724627,0.08358408333333334,18
qwen05,896x128,diag,9,0.136485610981865,0.08478286111111111,18
qwen05,896x128,diag,10,0.1401881947318183,0.08658397222222221,18
qwen05,896x128,diag,11,0.13770588889306448,0.08763422222222222,18
qwen05,896x128,diag,12,0.14777072224834228,0.08500997222222219,18
qwen05,896x128,diag,13,0.14356713882487346,0.08503827777777777,18
qwen05,896x128,diag,14,0.14294516666836204,0.08314822222222222,18
qwen05,896x128,diag,15,0.1387607224067681,0.08169066666666666,18
qwen05,896x128,diag,16,0.14458977810226545,0.08575872222222221,18
qwen05,896x128,diag,17,0.1447808888879352,0.08319302777777776,18
qwen05,896x128,raw,0,0.13600841669180655,0.07172852777777777,18
qwen05,896x128,raw,1,0.13898655536214508,0.10043347222222222,18
qwen05,896x128,raw,2,0.1283408333868417,0.09298049999999997,18
qwen05,896x128,raw,3,0.13042405531360038,0.09355805555555555,18
qwen05,896x128,raw,4,0.13314108329975272,0.09318252777777776,18
qwen05,896x128,raw,5,0.13170824993543817,0.09384813888888889,18
qwen05,896x128,raw,6,0.13762974992636506,0.09032319444444442,18
qwen05,896x128,raw,7,0.13435502758656936,0.09335299999999998,18
qwen05,896x128,raw,8,0.13474580573254158,0.09048033333333333,18
qwen05,896x128,raw,9,0.1329461387400329,0.089626,18
qwen05,896x128,raw,10,0.13433766684322884,0.08876074999999999,18
qwen05,896x128,raw,11,0.13926852785591612,0.09235063888888889,18
qwen05,896x128,raw,12,0.1441589444485472,0.09407375,18
qwen05,896x128,raw,13,0.14077652774037583,0.09679380555555554,18
qwen05,896x128,raw,14,0.14348141672875148,0.09123080555555554,18
qwen05,896x128,raw,15,0.13934416665601063,0.08957866666666664,18
qwen05,896x128,raw,16,0.14458977810226545,0.08944033333333332,18
qwen05,896x128,raw,17,0.1447808888879352,0.08952519444444446,18
qwen05,896x4864,bound,0,0.2496915829674204,0.14057916666666664,18
qwen05,896x4864,bound,1,0.35377255624707205,0.11109405555555556,18
qwen05,896x4864,bound,2,0.4137474440592792,0.1197403611111111,18
qwen05,896x4864,bound,3,0.4446019716383219,0.10720524999999999,18
qwen05,896x4864,bound,4,0.5025988617065582,0.11388380555555552,18
qwen05,896x4864,bound,5,0.5313036394837432,0.1262329722222222,18
qwen05,896x4864,bound,6,0.586576583775315,0.12511830555555553,18
qwen05,896x4864,bound,7,0.6486569443812403,0.12986519444444442,18
qwen05,896x4864,bound,8,0.6781186934956014,0.11583730555555552,18
qwen05,896x4864,bound,9,0.7459373606218066,0.1407758611111111,18
qwen05,896x4864,bound,10,0.7784555282576945,0.14333944444444444,18
qwen05,896x4864,bound,11,0.822894028242151,0.13827527777777776,18
qwen05,896x4864,bound,12,0.8962327230103845,0.14280544444444443,18
qwen05,896x4864,bound,13,0.9342699167998632,0.13884927777777778,18
qwen05,896x4864,bound,14,1.0468940840208996,0.1519006111111111,18
qwen05,896x4864,bound,15,1.0549128330370354,0.16329372222222222,18
qwen05,896x4864,bound,16,1.1296936665618587,0.15523338888888888,18
qwen05,896x4864,bound,17,1.1837647225372492,0.15634380555555555,18
qwen05,896x4864,diag,0,0.25220811076654986,0.12993969444444442,18
qwen05,896x4864,diag,1,0.3448032507356107,0.11138924999999997,18
qwen05,896x4864,diag,2,0.4116914717954662,0.10441552777777774,18
qwen05,896x4864,diag,3,0.4328602214614715,0.0962119722222222,18
qwen05,896x4864,diag,4,0.4859495284315215,0.10924177777777777,18
qwen05,896x4864,diag,5,0.5257246397105555,0.11702836111111109,18
qwen05,896x4864,diag,6,0.6070605836187402,0.12085438888888886,18
qwen05,896x4864,diag,7,0.6509392781084379,0.13610263888888888,18
qwen05,896x4864,diag,8,0.665975860673282,0.11535547222222221,18
qwen05,896x4864,diag,9,0.722907027319491,0.13817713888888888,18
qwen05,896x4864,diag,10,0.7574877503667341,0.13237894444444442,18
qwen05,896x4864,diag,11,0.8333808627132111,0.14718691666666667,18
qwen05,896x4864,diag,12,0.8767775271208451,0.13961166666666666,18
qwen05,896x4864,diag,13,0.9126195550201337,0.119866,18
qwen05,896x4864,diag,14,1.0265769163367284,0.14465886111111112,18
qwen05,896x4864,diag,15,1.0484143324951,0.15448952777777775,18
qwen05,896x4864,diag,16,1.1187646109897296,0.14286144444444443,18
qwen05,896x4864,diag,17,1.2006545829813877,0.14013627777777776,18
qwen05,896x4864,raw,0,0.25575894429289625,0.08036530555555553,18
qwen05,896x4864,raw,1,0.35372816695650416,0.11112233333333332,18
qwen05,896x4864,raw,2,0.41092983310205733,0.10882688888888888,18
qwen05,896x4864,raw,3,0.45430524925669363,0.10067136111111112,18
qwen05,896x4864,raw,4,0.48524811204414564,0.11552888888888889,18
qwen05,896x4864,raw,5,0.519059944482714,0.11326283333333333,18
qwen05,896x4864,raw,6,0.5745071117744247,0.11878466666666666,18
qwen05,896x4864,raw,7,0.6461237787093587,0.12409441666666665,18
qwen05,896x4864,raw,8,0.6929318608608147,0.11371244444444445,18
qwen05,896x4864,raw,9,0.742858944116301,0.1413657222222222,18
