model,shape,family,budget_index,calibrated_nonselector_ms,calibrated_selector_ms,calibration_candidates
smol360,960x960,diag,8,0.2513356109213829,0.10512633333333332,18
smol360,960x960,diag,9,0.26989324997593295,0.10519230555555555,18
smol360,960x960,diag,10,0.2803134722125994,0.10597038888888885,18
smol360,960x960,diag,11,0.2969447499676711,0.10707672222222221,18
smol360,960x960,diag,12,0.30829594420168466,0.10612605555555556,18
smol360,960x960,diag,13,0.31764766683904994,0.11227749999999997,18
smol360,960x960,diag,14,0.32087063908177943,0.09559652777777776,18
smol360,960x960,diag,15,0.3829565836751063,0.10333394444444441,18
smol360,960x960,diag,16,0.35183977794283294,0.10792394444444443,18
smol360,960x960,diag,17,0.3709489168677727,0.09248875,18
smol360,960x960,raw,0,0.15638255533318382,0.07390580555555554,18
smol360,960x960,raw,1,0.16208022223130858,0.10976758333333331,18
smol360,960x960,raw,2,0.18824816648822354,0.10516263888888888,18
smol360,960x960,raw,3,0.20728463908251124,0.10791663888888886,18
smol360,960x960,raw,4,0.22986819441523487,0.11659230555555553,18
smol360,960x960,raw,5,0.2449084445863631,0.12006630555555553,18
smol360,960x960,raw,6,0.2690079999014238,0.11449741666666664,18
smol360,960x960,raw,7,0.25402875001342096,0.11799741666666666,18
smol360,960x960,raw,8,0.2714809165743953,0.1164887222222222,18
smol360,960x960,raw,9,0.2878025554561714,0.1272831111111111,18
smol360,960x960,raw,10,0.2880524721750981,0.11602333333333331,18
smol360,960x960,raw,11,0.30896891662121484,0.12015719444444445,18
smol360,960x960,raw,12,0.3403256392275393,0.14016963888888886,18
smol360,960x960,raw,13,0.3289092500018245,0.12837166666666666,18
smol360,960x960,raw,14,0.31561236138016646,0.11879713888888888,18
smol360,960x960,raw,15,0.34034147240942714,0.11386216666666665,18
smol360,960x960,raw,16,0.3519467220463521,0.12187383333333332,18
smol360,960x960,raw,17,0.38838980534899564,0.11343819444444442,18
tiny11,2048x2048,bound,0,0.2638189444795814,0.15395380555555555,18
tiny11,2048x2048,bound,1,0.3188203331580526,0.12744363888888888,18
tiny11,2048x2048,bound,2,0.3730056944741772,0.1363031111111111,18
tiny11,2048x2048,bound,3,0.4008639999551773,0.11389808333333333,18
tiny11,2048x2048,bound,4,0.4713598046632243,0.12653969444444443,18
tiny11,2048x2048,bound,5,0.5430367217226988,0.1378508611111111,18
tiny11,2048x2048,bound,6,0.569415417106549,0.14413963888888887,18
tiny11,2048x2048,bound,7,0.5989198326630294,0.14025352777777778,18
tiny11,2048x2048,bound,8,0.6402907782841325,0.12308716666666666,18
tiny11,2048x2048,bound,9,0.6989076395896243,0.15534525,18
tiny11,2048x2048,bound,10,0.7455426093597842,0.16010505555555554,18
tiny11,2048x2048,bound,11,0.8021273059967325,0.159707,18
tiny11,2048x2048,bound,12,0.8339802776837515,0.16018241666666666,18
tiny11,2048x2048,bound,13,0.8725466385446091,0.14184827777777775,18
tiny11,2048x2048,bound,14,0.9349101113911371,0.16727899999999998,18
tiny11,2048x2048,bound,15,1.0132763070097863,0.1714035833333333,18
tiny11,2048x2048,bound,16,1.036496139408933,0.18164088888888885,18
tiny11,2048x2048,bound,17,1.0356738890231119,0.17815016666666664,18
tiny11,2048x2048,diag,0,0.26012266648573346,0.13986019444444445,18
tiny11,2048x2048,diag,1,0.3111458885761102,0.12776566666666667,18
tiny11,2048x2048,diag,2,0.3610054718896647,0.12206055555555555,18
tiny11,2048x2048,diag,3,0.4026895835923221,0.1051386111111111,18
tiny11,2048x2048,diag,4,0.4732712212521533,0.13872727777777777,18
tiny11,2048x2048,diag,5,0.5296541384993659,0.13955163888888888,18
tiny11,2048x2048,diag,6,0.5678658889757958,0.13962338888888887,18
tiny11,2048x2048,diag,7,0.5890249158570866,0.1490657222222222,18
tiny11,2048x2048,diag,8,0.6477585276754697,0.12405091666666666,18
tiny11,2048x2048,diag,9,0.6888670286683805,0.15079291666666667,18
tiny11,2048x2048,diag,10,0.747764526768595,0.1542539722222222,18
tiny11,2048x2048,diag,11,0.8231983899050024,0.15818016666666668,18
tiny11,2048x2048,diag,12,0.8240926103808516,0.15662980555555556,18
tiny11,2048x2048,diag,13,0.878844915708969,0.13103625,18
tiny11,2048x2048,diag,14,0.9250058894098933,0.16878594444444445,18
tiny11,2048x2048,diag,15,1.00059738935154,0.16086858333333331,18
tiny11,2048x2048,diag,16,1.0641945559968948,0.1796936111111111,18
tiny11,2048x2048,diag,17,1.044656667617566,0.17160525,18
tiny11,2048x2048,raw,0,0.265169277804421,0.0923001111111111,18
tiny11,2048x2048,raw,1,0.3259204996541109,0.13274416666666666,18
tiny11,2048x2048,raw,2,0.36990408295668165,0.1288588333333333,18
tiny11,2048x2048,raw,3,0.4142288053104149,0.12042713888888887,18
tiny11,2048x2048,raw,4,0.4746457489808764,0.13707830555555553,18
tiny11,2048x2048,raw,5,0.5332756939584944,0.14798908333333333,18
tiny11,2048x2048,raw,6,0.5874111665660673,0.14947375,18
tiny11,2048x2048,raw,7,0.617431666139947,0.15175599999999997,18
tiny11,2048x2048,raw,8,0.6676712499150634,0.137616,18
tiny11,2048x2048,raw,9,0.7233981124201351,0.15802747222222224,18
tiny11,2048x2048,raw,10,0.7504259990258151,0.1643036111111111,18
tiny11,2048x2048,raw,11,0.8024297506454521,0.1609785555555555,18
tiny11,2048x2048,raw,12,0.8612573053720826,0.1694135555555555,18
tiny11,2048x2048,raw,13,0.9296667218404776,0.1531240833333333,18
tiny11,2048x2048,raw,14,0.9510864995483457,0.1834813611111111,18
tiny11,2048x2048,raw,15,1.0223767489272753,0.17385077777777777,18
tiny11,2048x2048,raw,16,1.0822953061488005,0.18914066666666665,18
tiny11,2048x2048,raw,17,1.0860410834629237,0.18231022222222223,18
tiny11,2048x256,bound,0,0.1380211108779973,0.10826249999999998,18
tiny11,2048x256,bound,1,0.14382594429579376,0.09418952777777777,18
tiny11,2048x256,bound,2,0.15301375014002783,0.10156105555555556,18
tiny11,2048x256,bound,3,0.16246641669717757,0.11289841666666664,18
tiny11,2048x256,bound,4,0.17924086119527616,0.11431769444444445,18
tiny11,2048x256,bound,5,0.1784049720268779,0.11202241666666667,18
tiny11,2048x256,bound,6,0.1851263331272105,0.1128179722222222,18
tiny11,2048x256,bound,7,0.20824733354568148,0.11316469444444444,18
tiny11,2048x256,bound,8,0.20648644397352467,0.11799202777777776,18
tiny11,2048x256,bound,9,0.21711388895290093,0.12141433333333332,18
tiny11,2048x256,bound,10,0.20330111096466577,0.12044849999999999,18
tiny11,2048x256,bound,11,0.2197737775656084,0.12015194444444442,18
tiny11,2048x256,bound,12,0.23418002771999433,0.11792938888888889,18
tiny11,2048x256,bound,13,0.2483869720722569,0.11644141666666664,18
tiny11,2048x256,bound,14,0.24780041689291593,0.11941780555555555,18
tiny11,2048x256,bound,15,0.2624497499568925,0.12002983333333334,18
tiny11,2048x256,bound,16,0.26932086092461477,0.122503,18
tiny11,2048x256,bound,17,0.2881603335986104,0.11137505555555556,18
tiny11,2048x256,diag,0,0.14266688879425324,0.09384688888888887,18
tiny11,2048x256,diag,1,0.14505088879529301,0.08987116666666667,18
tiny11,2048x256,diag,2,0.15366100008291667,0.08785574999999997,18
tiny11,2048x256,diag,3,0.16092983347161938,0.10410113888888889,18
tiny11,2048x256,diag,4,0.17540541683418218,0.10800147222222221,18
tiny11,2048x256,diag,5,0.17069452741130522,0.13232005555555554,18
tiny11,2048x256,diag,6,0.18441363877741493,0.11001238888888888,18
tiny11,2048x256,diag,7,0.19696686127792462,0.11042605555555553,18
tiny11,2048x256,diag,8,0.19510505556776456,0.10990433333333333,18
tiny11,2048x256,diag,9,0.20548827773062717,0.11183024999999998,18
tiny11,2048x256,diag,10,0.2076643885056873,0.11305202777777776,18
tiny11,2048x256,diag,11,0.2126768887317379,0.11530972222222223,18
tiny11,2048x256,diag,12,0.23944097185090177,0.11980102777777778,18
tiny11,2048x256,diag,13,0.24546741662942365,0.11649172222222222,18
tiny11,2048x256,diag,14,0.2511528891760243,0.11915994444444444,18
tiny11,2048x256,diag,15,0.27348336110952165,0.11384072222222219,18
tiny11,2048x256,diag,16,0.2789997222448521,0.12133388888888888,18
tiny11,2048x256,diag,17,0.2823930833564467,0.10261105555555552,18
tiny11,2048x256,raw,0,0.1434139998590681,0.0802138611111111,18
tiny11,2048x256,raw,1,0.14731133316902978,0.10482719444444442,18
tiny11,2048x256,raw,2,0.1551405552690691,0.10424441666666666,18
tiny11,2048x256,raw,3,0.16283983334884375,0.11597166666666665,18
tiny11,2048x256,raw,4,0.16777277766456203,0.11321430555555552,18
tiny11,2048x256,raw,5,0.17865455543567402,0.1153758333333333,18
tiny11,2048x256,raw,6,0.18422252768567202,0.1143511111111111,18
tiny11,2048x256,raw,7,0.1995186387600203,0.10908844444444445,18
tiny11,2048x256,raw,8,0.2063245552354289,0.12196644444444443,18
tiny11,2048x256,raw,9,0.21584958356344033,0.1260248611111111,18
tiny11,2048x256,raw,10,0.20737361091279316,0.1228940833333333,18
tiny11,2048x256,raw,11,0.21190380548144044,0.12024413888888888,18
tiny11,2048x256,raw,12,0.23925086133941673,0.11642224999999999,18
tiny11,2048x256,raw,13,0.24574005570514335,0.1278681111111111,18
tiny11,2048x256,raw,14,0.2526511110187537,0.12161102777777777,18
tiny11,2048x256,raw,15,0.2562431389399833,0.12400199999999997,18
tiny11,2048x256,raw,16,0.2780079444376296,0.12109622222222222,18
tiny11,2048x256,raw,17,0.2809058059200909,0.11281469444444443,18
tiny11,2048x5632,bound,0,0.48757061069900787,0.18622522222222218,18
tiny11,2048x5632,bound,1,0.5935511107752887,0.1706758611111111,18
tiny11,2048x5632,bound,2,0.7724234160468181,0.18316544444444444,18
tiny11,2048x5632,bound,3,0.8782277778510186,0.20251508333333332,18
tiny11,2048x5632,bound,4,1.084343778380735,0.22508266666666665,18
tiny11,2048x5632,bound,5,1.2173586094550888,0.23576902777777775,18
tiny11,2048x5632,bound,6,1.4084964710917607,0.2501971111111111,18
tiny11,2048x5632,bound,7,1.4888845852639245,0.26615866666666665,18
tiny11,2048x5632,bound,8,1.5940543885136478,0.27935058333333335,18
tiny11,2048x5632,bound,9,1.771556972434607,0.2960387222222222,18
tiny11,2048x5632,bound,10,2.0490932225213547,0.3190216111111111,18
tiny11,2048x5632,bound,11,2.2064381099611854,0.3364479444444444,18
tiny11,2048x5632,bound,12,2.371595249709374,0.3516968611111111,18
tiny11,2048x5632,bound,13,2.5609757230281596,0.24783488888888888,18
tiny11,2048x5632,bound,14,2.741619085006131,0.3605181388888889,18
tiny11,2048x5632,bound,15,2.9799513632420367,0.3951235,18
tiny11,2048x5632,bound,16,3.1763986644559044,0.39446136111111113,18
tiny11,2048x5632,bound,17,3.3091377241307764,0.3959978055555555,18
tiny11,2048x5632,diag,0,0.49051622206746537,0.17959591666666666,18
tiny11,2048x5632,diag,1,0.5916336659639213,0.17242002777777776,18
tiny11,2048x5632,diag,2,0.7826634989988936,0.18521430555555554,18
tiny11,2048x5632,diag,3,0.8564144723017414,0.2097163333333333,18
tiny11,2048x5632,diag,4,1.0389564734084142,0.20772883333333333,18
tiny11,2048x5632,diag,5,1.2173156939238874,0.2337205,18
tiny11,2048x5632,diag,6,1.3748541934990222,0.25155458333333336,18
tiny11,2048x5632,diag,7,1.511801835350964,0.2713021666666666,18
tiny11,2048x5632,diag,8,1.6135487502210106,0.27667991666666664,18
tiny11,2048x5632,diag,9,1.7931149709239567,0.30409813888888887,18
tiny11,2048x5632,diag,10,2.0600354726139702,0.30442116666666663,18
tiny11,2048x5632,diag,11,2.2360205562563573,0.3275247222222222,18
tiny11,2048x5632,diag,12,2.348979584132552,0.35199899999999995,18
tiny11,2048x5632,diag,13,2.546149166618354,0.25209713888888885,18
tiny11,2048x5632,diag,14,2.782079081993941,0.3522105555555555,18
tiny11,2048x5632,diag,15,3.000869721474813,0.38969155555555557,18
tiny11,2048x5632,diag,16,3.142096470410016,0.39734899999999995,18
tiny11,2048x5632,diag,17,3.2036672793497476,0.38037663888888884,18
tiny11,2048x5632,raw,0,0.4862951664703787,0.11987508333333333,18
tiny11,2048x5632,raw,1,0.6084209991065761,0.16510127777777775,18
tiny11,2048x5632,raw,2,0.7730743893478546,0.183684,18
tiny11,2048x5632,raw,3,0.87641219395314,0.2049399722222222,18
tiny11,2048x5632,raw,4,1.0303265838717752,0.2133826111111111,18
tiny11,2048x5632,raw,5,1.187570609642754,0.2407518611111111,18
tiny11,2048x5632,raw,6,1.3660886645861432,0.238901,18
tiny11,2048x5632,raw,7,1.5278109734755456,0.27554255555555557,18
tiny11,2048x5632,raw,8,1.6761092215974265,0.28692802777777776,18
tiny11,2048x5632,raw,9,1.8253836107186308,0.3156874444444444,18
tiny11,2048x5632,raw,10,2.0500805861459437,0.3070229722222222,18
tiny11,2048x5632,raw,11,2.284767387570616,0.32010141666666664,18
tiny11,2048x5632,raw,12,2.3932352243093913,0.348703,18
tiny11,2048x5632,raw,13,2.5560097485674786,0.24508430555555552,18
tiny11,2048x5632,raw,14,2.8035512802789873,0.35051863888888884,18
tiny11,2048x5632,raw,15,3.076491444834557,0.37704602777777774,18
tiny11,2048x5632,raw,16,3.2379518898243673,0.3894870555555555,18
tiny11,2048x5632,raw,17,3.272593085903549,0.40006625,18
tiny11,5632x2048,bound,0,0.4625293892027934,0.21284094444444443,9
tiny11,5632x2048,bound,1,0.5795079448747106,0.19688416666666664,9
tiny11,5632x2048,bound,2,0.7264421664579775,0.21433527777777775,9
tiny11,5632x2048,bound,3,0.8165167209436761,0.17706455555555553,9
tiny11,5632x2048,bound,4,0.9621966097023553,0.24033855555555553,9
tiny11,5632x2048,bound,5,1.1364490034683414,0.2848093333333333,9
tiny11,5632x2048,bound,6,1.3259209434066679,0.271447,9
tiny11,5632x2048,bound,7,1.3532544420509338,0.3122095555555556,9
tiny11,5632x2048,bound,8,1.4326119455688595,0.22063594444444443,9
tiny11,5632x2048,bound,9,1.554286445136408,0.3328971666666667,9
tiny11,5632x2048,bound,10,1.7916700013164812,0.40845788888888884,9
tiny11,5632x2048,bound,11,2.037316609621922,0.36133183333333335,9
tiny11,5632x2048,bound,12,2.080182609974391,0.40913683333333334,9
tiny11,5632x2048,bound,13,2.3291022231986918,0.2743124444444444,9
tiny11,5632x2048,bound,14,2.401779830866403,0.4531442222222222,9
tiny11,5632x2048,bound,15,2.6409733310974772,0.4839553888888889,9
tiny11,5632x2048,bound,16,2.8870946684799987,0.42916761111111107,9
tiny11,5632x2048,bound,17,2.874023165566842,0.45162422222222226,9
tiny11,5632x2048,diag,0,0.4796682215544316,0.21018977777777778,9
tiny11,5632x2048,diag,1,0.5910178339584867,0.19095372222222223,9
tiny11,5632x2048,diag,2,0.7136097227292325,0.21595072222222222,9
tiny11,5632x2048,diag,3,0.8167693315957189,0.16940966666666663,9
tiny11,5632x2048,diag,4,0.9267980546761287,0.23907611111111113,9
tiny11,5632x2048,diag,5,1.0968959996950958,0.27017183333333333,9
tiny11,5632x2048,diag,6,1.3163744439955154,0.2633648333333334,9
tiny11,5632x2048,diag,7,1.3428157205555173,0.33676711111111113,9
tiny11,5632x2048,diag,8,1.4408663350775903,0.21487744444444443,9
tiny11,5632x2048,diag,9,1.556338166550921,0.35645955555555553,9
tiny11,5632x2048,diag,10,1.7822019486933351,0.39174605555555553,9
tiny11,5632x2048,diag,11,1.9199946068094438,0.37597494444444446,9
tiny11,5632x2048,diag,12,1.9940998325226837,0.4090456111111111,9
tiny11,5632x2048,diag,13,2.2473904995556144,0.26873488888888886,9
tiny11,5632x2048,diag,14,2.3714776133187216,0.45259950000000004,9
tiny11,5632x2048,diag,15,2.6154208897258906,0.46213761111111107,9
tiny11,5632x2048,diag,16,2.779347776626183,0.4287918333333333,9
tiny11,5632x2048,diag,17,2.965865276382658,0.44398205555555553,9
tiny11,5632x2048,raw,0,0.48018633307883474,0.1444012222222222,9
tiny11,5632x2048,raw,1,0.5861727230536342,0.20305922222222222,9
tiny11,5632x2048,raw,2,0.725320333723194,0.230425,9
tiny11,5632x2048,raw,3,0.8566980542446374,0.17695316666666666,9
tiny11,5632x2048,raw,4,0.9785191122953627,0.24792655555555557,9
tiny11,5632x2048,raw,5,1.16900439231605,0.27772933333333333,9
tiny11,5632x2048,raw,6,1.3109067758887873,0.28029316666666665,9
tiny11,5632x2048,raw,7,1.3391861106076108,0.316778,9
tiny11,5632x2048,raw,8,1.4959563901666268,0.23898299999999997,9
tiny11,5632x2048,raw,9,1.6629262211233775,0.3486115,9
tiny11,5632x2048,raw,10,1.87380600002916,0.39038894444444444,9
tiny11,5632x2048,raw,11,1.939607110475845,0.37904277777777773,9
tiny11,5632x2048,raw,12,2.107219389911996,0.43806605555555556,9
tiny11,5632x2048,raw,13,2.2958463858074145,0.2665407777777778,9
tiny11,5632x2048,raw,14,2.368901166988671,0.4333454444444444,9
tiny11,5632x2048,raw,15,2.698700555203345,0.46528866666666663,9
tiny11,5632x2048,raw,16,2.852054888792833,0.43389272222222225,9
tiny11,5632x2048,raw,17,2.8982592194010746,0.4792503888888889,9
