model,shape,family,target,predictor_margin,calibration_cases,calibration_grid_feasible_rate,unstructured_fraction_mean,minimum_structured_fraction_mean
qwen05,4864x896,raw,0.5,0.2898026315789474,9,1.0,0.26877741228070173,0.4666666666666667
qwen05,4864x896,raw,0.55,0.2968338815789474,9,1.0,0.31688596491228066,0.5166666666666667
qwen05,4864x896,raw,0.6,0.2935855263157895,9,1.0,0.36992872807017535,0.5666666666666667
qwen05,4864x896,raw,0.65,0.2786184210526316,9,1.0,0.428202668128655,0.6166666666666667
qwen05,4864x896,raw,0.7,0.2539884868421053,9,1.0,0.49141081871345027,0.6666666666666666
qwen05,4864x896,raw,0.75,0.26640624999999996,9,1.0,0.5595531798245614,0.7277777777777777
qwen05,4864x896,raw,0.8,0.22759046052631582,9,1.0,0.6325612207602339,0.7833333333333334
qwen05,4864x896,raw,0.85,0.17664473684210535,9,1.0,0.7108689692982456,0.8333333333333334
qwen05,4864x896,raw,0.9,0.11644736842105263,9,1.0,0.7953673245614036,0.8833333333333333
qwen05,4864x896,raw,0.925,0.10744243421052635,9,1.0,0.8405290570175439,0.9333333333333333
qwen05,4864x896,raw,0.95,0.09535361842105261,9,1.0,0.8882949561403508,0.9499999999999998
qwen05,4864x896,raw,0.975,0.02894736842105272,9,0.0,0.939578764619883,0.9499999999999998
qwen05,896x128,bound,0.5,0.4151785714285715,18,1.0,0.1929563492063492,0.5
qwen05,896x128,bound,0.55,0.44397321428571435,18,1.0,0.23406498015873012,0.55
qwen05,896x128,bound,0.6,0.5037946428571429,18,1.0,0.2827380952380952,0.6083333333333333
qwen05,896x128,bound,0.65,0.44352678571428583,18,1.0,0.34002976190476186,0.65
qwen05,896x128,bound,0.7,0.41540178571428565,18,1.0,0.40531994047619047,0.7
qwen05,896x128,bound,0.75,0.42388392857142865,18,1.0,0.4779885912698412,0.775
qwen05,896x128,bound,0.8,0.3421875,18,1.0,0.5570436507936507,0.8138888888888889
qwen05,896x128,bound,0.85,0.3095982142857143,18,1.0,0.6433531746031745,0.8666666666666667
qwen05,896x128,bound,0.9,0.23683035714285705,18,1.0,0.7375372023809523,0.9166666666666666
qwen05,896x128,bound,0.925,0.21116071428571426,18,1.0,0.7885044642857143,0.9499999999999998
qwen05,896x128,bound,0.95,0.13973214285714286,18,1.0,0.8431919642857143,0.9499999999999998
qwen05,896x128,bound,0.975,0.08058035714285705,18,0.0,0.9045138888888888,0.9499999999999998
qwen05,896x128,diag,0.5,0.5388392857142859,18,1.0,0.04253472222222218,0.46111111111111114
qwen05,896x128,diag,0.55,0.5377232142857143,18,1.0,0.0518973214285714,0.5166666666666667
qwen05,896x128,diag,0.6,0.6287946428571429,18,1.0,0.06318204365079362,0.5777777777777778
qwen05,896x128,diag,0.65,0.6709821428571429,18,1.0,0.0770709325396825,0.6388888888888888
qwen05,896x128,diag,0.7,0.6810267857142858,18,1.0,0.09530009920634916,0.6833333333333332
qwen05,896x128,diag,0.75,0.7419642857142859,18,1.0,0.12264384920634915,0.7222222222222222
qwen05,896x128,diag,0.8,0.7819196428571429,18,1.0,0.16158234126984125,0.7944444444444445
qwen05,896x128,diag,0.85,0.821875,18,1.0,0.21589781746031741,0.8361111111111111
qwen05,896x128,diag,0.9,0.8607142857142858,18,1.0,0.2949528769841269,0.8972222222222221
qwen05,896x128,diag,0.925,0.8428571428571429,18,1.0,0.35311259920634913,0.922222222222222
qwen05,896x128,diag,0.95,0.7691964285714286,18,1.0,0.4443204365079365,0.9416666666666667
qwen05,896x128,diag,0.975,0.5180803571428572,18,0.5,0.6120411706349206,0.9472222222222223
qwen05,896x128,raw,0.5,0.3783482142857143,18,1.0,0.20039682539682535,0.5
qwen05,896x128,raw,0.55,0.39821428571428585,18,1.0,0.24342757936507933,0.55
qwen05,896x128,raw,0.6,0.4046875,18,1.0,0.294766865079365,0.6
qwen05,896x128,raw,0.65,0.39330357142857153,18,1.0,0.3540426587301587,0.6555555555555556
qwen05,896x128,raw,0.7,0.36629464285714286,18,1.0,0.42075892857142855,0.7
qwen05,896x128,raw,0.75,0.35245535714285725,18,1.0,0.49342757936507936,0.7722222222222223
qwen05,896x128,raw,0.8,0.28437500000000004,18,1.0,0.5716765873015873,0.8
qwen05,896x128,raw,0.85,0.22946428571428568,18,1.0,0.6564980158730158,0.85
qwen05,896x128,raw,0.9,0.16562500000000002,18,1.0,0.7486359126984127,0.8999999999999999
qwen05,896x128,raw,0.925,0.16093749999999996,18,1.0,0.7981150793650794,0.9499999999999998
qwen05,896x128,raw,0.95,0.11964285714285705,18,1.0,0.8513144841269841,0.9499999999999998
qwen05,896x128,raw,0.975,0.06718749999999996,18,0.0,0.9119543650793651,0.9499999999999998
qwen05,896x4864,bound,0.5,0.1305803571428572,18,1.0,0.386656746031746,0.4833333333333333
qwen05,896x4864,bound,0.55,0.13482142857142865,18,1.0,0.4389880952380952,0.538888888888889
qwen05,896x4864,bound,0.6,0.12343749999999998,18,1.0,0.49237351190476186,0.5833333333333334
qwen05,896x4864,bound,0.65,0.11986607142857142,18,1.0,0.5474950396825397,0.6388888888888888
qwen05,896x4864,bound,0.7,0.11741071428571426,18,1.0,0.6037326388888888,0.6888888888888888
qwen05,896x4864,bound,0.75,0.1127232142857143,18,1.0,0.6615823412698413,0.7416666666666667
qwen05,896x4864,bound,0.8,0.11361607142857144,18,1.0,0.7211061507936507,0.8
qwen05,896x4864,bound,0.85,0.10223214285714288,18,1.0,0.7824900793650794,0.85
qwen05,896x4864,bound,0.9,0.08638392857142863,18,1.0,0.8461681547619048,0.8999999999999999
qwen05,896x4864,bound,0.925,0.10066964285714286,18,1.0,0.8794022817460317,0.9499999999999998
qwen05,896x4864,bound,0.95,0.06049107142857135,18,1.0,0.9151165674603176,0.9499999999999998
qwen05,896x4864,bound,0.975,0.012499999999999956,18,0.0,0.9544890873015874,0.9499999999999998
qwen05,896x4864,diag,0.5,0.24709821428571432,18,1.0,0.16276041666666663,0.3277777777777778
qwen05,896x4864,diag,0.55,0.24040178571428583,18,1.0,0.2102554563492063,0.375
qwen05,896x4864,diag,0.6,0.2354910714285715,18,1.0,0.2663070436507936,0.43333333333333335
qwen05,896x4864,diag,0.65,0.22522321428571435,18,1.0,0.3291170634920635,0.49166666666666664
qwen05,896x4864,diag,0.7,0.20714285714285718,18,1.0,0.39831349206349204,0.55
qwen05,896x4864,diag,0.75,0.1841517857142857,18,1.0,0.47327628968253976,0.6166666666666667
qwen05,896x4864,diag,0.8,0.1774553571428571,18,1.0,0.5543154761904762,0.6916666666666667
qwen05,896x4864,diag,0.85,0.16160714285714295,18,1.0,0.6420510912698413,0.7638888888888888
qwen05,896x4864,diag,0.9,0.14486607142857144,18,1.0,0.7375992063492063,0.8416666666666667
qwen05,896x4864,diag,0.925,0.13549107142857142,18,1.0,0.7893725198412699,0.8861111111111111
qwen05,896x4864,diag,0.95,0.13749999999999996,18,1.0,0.8444320436507937,0.9277777777777777
qwen05,896x4864,diag,0.975,0.09732142857142856,18,0.6111111111111112,0.9065600198412699,0.9499999999999998
qwen05,896x4864,raw,0.5,0.12410714285714292,18,1.0,0.3696676587301587,0.4666666666666667
qwen05,896x4864,raw,0.55,0.14933035714285725,18,1.0,0.4226190476190476,0.5222222222222223
qwen05,896x4864,raw,0.6,0.11026785714285725,18,1.0,0.47718253968253965,0.5666666666666668
qwen05,896x4864,raw,0.65,0.10089285714285712,18,1.0,0.5333581349206349,0.6166666666666667
qwen05,896x4864,raw,0.7,0.09397321428571426,18,1.0,0.5910218253968255,0.6666666666666666
qwen05,896x4864,raw,0.75,0.1183035714285714,18,1.0,0.650421626984127,0.7388888888888889
qwen05,896x4864,raw,0.8,0.10915178571428574,18,1.0,0.7118055555555556,0.8
qwen05,896x4864,raw,0.85,0.09776785714285707,18,1.0,0.7748015873015873,0.85
qwen05,896x4864,raw,0.9,0.08303571428571432,18,1.0,0.8408978174603174,0.8999999999999999
qwen05,896x4864,raw,0.925,0.09843749999999996,18,1.0,0.8753720238095238,0.9388888888888888
qwen05,896x4864,raw,0.95,0.06049107142857135,18,1.0,0.9117063492063492,0.9499999999999998
qwen05,896x4864,raw,0.975,0.013616071428571352,18,0.0,0.9525049603174602,0.9499999999999998
qwen05,896x896,bound,0.5,0.3685267857142858,18,1.0,0.23183283730158724,0.4277777777777778
qwen05,896x896,bound,0.55,0.3973214285714286,18,1.0,0.2751116071428571,0.4694444444444445
qwen05,896x896,bound,0.6,0.41383928571428585,18,1.0,0.3235367063492063,0.5222222222222223
