policy,time_win_rate,error_win_rate,joint_win_rate
cell_fixed,0.9788359788359788,0.164021164021164,0.15873015873015872
raw_calibrated,0.656084656084656,0.7883597883597884,0.4603174603174603
bound_calibrated,0.7037037037037037,0.783068783068783,0.4973544973544973
diag_calibrated,0.7883597883597884,0.5185185185185185,0.328042328042328
