trial,target_cv,spatial_mode,budget_fraction,budget_rows,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,top_fixed_importance,top_fixed_rows,top_fixed_chunks,top_fixed_aff_ms,top_fixed_runtime_ms,top_fixed_importance_gain_pct
0,1.07,hot-cold,0.375,1824,0.6340574811638442,1824,9,0.5452901993725973,5.494155,0.7188304412943074,1824,655,7.651862435326659,0.029776,13.36991718398437
0,1.07,hot-cold,0.5,2432,0.7624807008179979,2430,12,0.7265642546162644,7.751773,0.8165204277776607,2432,683,8.108647980471783,0.030978,7.087356690036661
0,1.07,hot-cold,0.625,3040,0.844012927729738,3036,14,0.8968374240457613,9.367422,0.8898137454780055,3040,650,7.894379490952516,0.04256,5.426554054268395
0,1.07,hot-cold,0.75,3648,0.9102331828448128,3648,16,1.0685786271168538,10.526969,0.9437874912825428,3648,579,7.262077340494773,0.032451,3.6863420352200915
0,1.07,hot-cold,0.875,4256,0.9561467239278587,4254,20,1.260853568174691,10.763812,0.9810197945224755,4256,389,5.320669778150758,0.030748,2.6013863743043597
0,1.25,random,0.125,608,0.16183994770484045,606,7,0.2252775985003487,2.607772,0.42829286307319586,608,534,6.023233767115334,0.027161,164.6397685782162
0,1.25,random,0.25,1216,0.30529070219638177,1212,12,0.42855342537235663,2.514277,0.6122808760210137,1216,921,10.429337319547622,0.043601,100.55667323505872
0,1.25,random,0.375,1824,0.44213672202683724,1824,17,0.6332972858859602,2.874742,0.7364106156788286,1824,1176,13.383323944509423,0.036468,66.55721612604013
0,1.25,random,0.5,2432,0.5714214293108562,2430,22,0.8365731127579681,4.422814,0.8277548547318665,2432,1259,14.445158209433918,0.04281,44.85891012700605
0,1.25,random,0.625,3040,0.6942414718943398,3036,25,1.0178471680016354,5.597699,0.8966806763498141,3040,1155,13.449826827108554,0.038682,29.159768272426767
0,1.25,random,0.75,3648,0.8105567817018043,3648,29,1.2115901427010685,8.10335,0.9469573822671213,3648,918,10.99137763149853,0.035076,16.82801299607131
0,1.25,random,0.875,4256,0.9129296614485221,4254,33,1.403865083758906,11.114466,0.981720872601427,4256,530,6.87179467794878,0.033222,7.535214820795266
