trial,target_cv,spatial_mode,coverage_target,target_importance,q,single_importance,single_rows,single_chunks,single_aff_ms,single_runtime_ms,top_importance,top_rows,top_chunks,top_aff_ms,top_runtime_ms,quant_importance,quant_rows,quant_chunks,quant_aff_ms,quant_runtime_ms,quant_build_ms,quant_one_query_ms,quant_amortized_ms,quant_full_mask
0,1.07,random,0.1,0.09999999999999998,1024,0.10011951832122416,428,1,0.11572061891465685,1.845809,0.10073846647501915,77,74,0.8329053153157512,0.092322,0.100045789474347,428,1,0.1157206189146575,0.398615,1000.674462,1001.0730769999999,71.87536228571429,False
0,1.07,random,0.3,0.29999999999999993,1024,0.30002973757456924,1410,1,0.3559887915891375,1.582777,0.30015610249049596,389,362,4.07749817915979,0.055333,0.3001381705517717,1333,2,0.34814991233615483,0.298017,1000.674462,1000.9724789999999,71.77476428571428,False
0,1.07,random,0.5,0.4999999999999999,1024,0.5006187185324658,2377,1,0.5925868801596291,1.34888,0.5001450580572641,903,723,8.174579506705319,0.041527,0.500054215243395,2299,2,0.5845033286330358,0.262741,1000.674462,1000.937203,71.73948828571429,False
0,1.07,random,0.7,0.6999999999999998,1024,0.7001553078570877,3361,1,0.8333443973813083,1.111767,0.70003594945324,1724,1116,12.698803568299274,0.0429,0.7002016274246176,3249,3,0.827942874366499,0.23013,1000.674462,1000.904592,71.70687728571428,False
0,1.07,random,0.9,0.8999999999999998,1024,0.9001298512770677,4364,1,1.0787506878013735,0.789014,0.9000363543725268,3141,1110,12.979498865104414,0.047709,0.9004340586769226,4309,2,1.0762945985675743,0.190225,1000.674462,1000.864687,71.66697228571428,False
0,1.07,random,0.95,0.9499999999999997,1024,0.950094484892406,4601,1,1.1367380166443999,0.637621,0.9500689218254287,3734,852,10.286360983292823,0.036098,0.9502076652285504,4609,1,1.138695394833209,0.181259,1000.674462,1000.8557209999999,71.65800628571428,False
0,1.07,random,0.99,0.9899999999999998,1024,0.9900772766152592,4805,1,1.1866511604586505,0.599159,0.9900048477205985,4469,360,5.053759283816461,0.038662,0.9903612795168526,4807,1,1.1871405050058836,0.174546,1000.674462,1000.8490079999999,71.65129328571429,False
0,1.07,random,0.1,0.09999999999999998,2048,0.10011951832122416,428,1,0.11572061891465685,1.845809,0.10073846647501915,77,74,0.8329053153157512,0.092322,0.10011951832122416,428,1,0.1157206189146575,0.705017,86.411483,87.1165,6.877265785714286,False
0,1.07,random,0.3,0.29999999999999993,2048,0.30002973757456924,1410,1,0.3559887915891375,1.582777,0.30015610249049596,389,362,4.07749817915979,0.055333,0.3004335458270456,1330,2,0.34741589551535706,0.600893,86.411483,87.012376,6.773141785714286,False
0,1.07,random,0.5,0.4999999999999999,2048,0.5006187185324658,2377,1,0.5925868801596291,1.34888,0.5001450580572641,903,723,8.174579506705319,0.041527,0.5001011918387115,2298,2,0.5842586563594365,0.524681,86.411483,86.936164,6.696929785714286,False
0,1.07,random,0.7,0.6999999999999998,2048,0.7001553078570877,3361,1,0.8333443973813083,1.111767,0.70003594945324,1724,1116,12.698803568299274,0.0429,0.700261005553649,3248,3,0.8276982020928998,0.457455,86.411483,86.868938,6.629703785714287,False
0,1.07,random,0.9,0.8999999999999998,2048,0.9001298512770677,4364,1,1.0787506878013735,0.789014,0.9000363543725268,3141,1110,12.979498865104414,0.047709,0.9000863453181382,4307,2,1.0758052540203755,0.384087,86.411483,86.79557,6.556335785714286,False
0,1.07,random,0.95,0.9499999999999997,2048,0.950094484892406,4601,1,1.1367380166443999,0.637621,0.9500689218254287,3734,852,10.286360983292823,0.036098,0.950266123822165,4602,1,1.1369826889180135,0.362548,86.411483,86.77403100000001,6.534796785714287,False
0,1.07,random,0.99,0.9899999999999998,2048,0.9900772766152592,4805,1,1.1866511604586505,0.599159,0.9900048477205985,4469,360,5.053759283816461,0.038662,0.9903612795168526,4807,1,1.1871405050058836,0.353901,86.411483,86.765384,6.526149785714287,False
0,1.07,random,0.1,0.09999999999999998,4096,0.10011951832122416,428,1,0.11572061891465685,1.845809,0.10073846647501915,77,74,0.8329053153157512,0.092322,0.10011951832122416,428,1,0.1157206189146575,1.28425,217.27955,218.5638,16.804217857142856,False
0,1.07,random,0.3,0.29999999999999993,4096,0.30002973757456924,1410,1,0.3559887915891375,1.582777,0.30015610249049596,389,362,4.07749817915979,0.055333,0.3000748607398652,1329,2,0.3471712232417578,1.072133,217.27955,218.351683,16.592100857142857,False
0,1.07,random,0.5,0.4999999999999999,4096,0.5006187185324658,2377,1,0.5925868801596291,1.34888,0.5001450580572641,903,723,8.174579506705319,0.041527,0.5000477790760108,2297,2,0.5840139840858373,0.935307,217.27955,218.214857,16.455274857142857,False
0,1.07,random,0.7,0.6999999999999998,4096,0.7001553078570877,3361,1,0.8333443973813083,1.111767,0.70003594945324,1724,1116,12.698803568299274,0.0429,0.7000571554350595,3246,3,0.8272088575457013,0.797581,217.27955,218.077131,16.317548857142857,False
0,1.07,random,0.9,0.8999999999999998,4096,0.9001298512770677,4364,1,1.0787506878013735,0.789014,0.9000363543725268,3141,1110,12.979498865104414,0.047709,0.9000863453181382,4307,2,1.0758052540203755,0.664792,217.27955,217.944342,16.184759857142858,False
0,1.07,random,0.95,0.9499999999999997,4096,0.950094484892406,4601,1,1.1367380166443999,0.637621,0.9500689218254287,3734,852,10.286360983292823,0.036098,0.9500944848924048,4601,1,1.136738016644414,0.629476,217.27955,217.909026,16.149443857142856,False
0,1.07,random,0.99,0.9899999999999998,4096,0.9900772766152592,4805,1,1.1866511604586505,0.599159,0.9900048477205985,4469,360,5.053759283816461,0.038662,0.9900772766152593,4805,1,1.186651160458685,0.60995,217.27955,217.8895,16.129917857142857,False
0,1.07,random,0.1,0.09999999999999998,8192,0.10011951832122416,428,1,0.11572061891465685,1.845809,0.10073846647501915,77,74,0.8329053153157512,0.092322,0.10011951832122416,428,1,0.1157206189146575,1.855247,494.9311,496.78634700000003,37.20746842857143,False
0,1.07,random,0.3,0.29999999999999993,8192,0.30002973757456924,1410,1,0.3559887915891375,1.582777,0.30015610249049596,389,362,4.07749817915979,0.055333,0.3000748607398652,1329,2,0.3471712232417578,1.620467,494.9311,496.55156700000003,36.97268842857143,False
0,1.07,random,0.5,0.4999999999999999,8192,0.5006187185324658,2377,1,0.5925868801596291,1.34888,0.5001450580572641,903,723,8.174579506705319,0.041527,0.5001020351067254,2297,2,0.5840139840858373,1.418831,494.9311,496.349931,36.77105242857143,False
