trial,target_cv,spatial_mode,actual_cv,lag1_corr,first_half_mass,pareto_peak_states
1,1.44,hot-cold,1.4400000000000002,0.24215646319001874,0.8114597890692213,282
1,2.48,random,2.4800000000000004,0.01320730670476234,0.5987568395264019,182
1,2.48,local,2.48,0.7127228641004076,0.11007381836255044,176
1,2.48,hot-cold,2.48,0.10668805151054284,0.879939246128149,201
1,3.3,random,3.3000000000000007,-0.02063099857610418,0.44998510017370846,176
1,3.3,local,3.3000000000000007,0.5389964323812108,0.14882353562313838,171
1,3.3,hot-cold,3.300000000000001,0.05192329074511903,0.9105336735290629,222
1,4.55,random,4.550000000000001,-0.032548649261970174,0.7144778508205917,146
1,4.55,local,4.549999999999999,0.5512748858855483,0.8289660123650626,140
1,4.55,hot-cold,4.55,0.012573315793991421,0.963906701757447,149
1,9.19,random,9.190000000000005,-0.011687413367538002,0.8370026529642164,48
1,9.19,local,9.190000000000003,0.41571558639967765,0.0002597642180624728,28
1,9.19,hot-cold,9.190000000000003,-0.011425299060671527,0.9999578738557515,34
2,1.07,random,1.0699999999999998,0.10791330780734643,0.487200722233019,286
2,1.07,local,1.07,0.8746069496223581,0.7201828508819209,320
2,1.07,hot-cold,1.07,0.4277955382997764,0.7504638642145312,324
2,1.25,random,1.2500000000000004,0.023970324277167422,0.5167502402259005,286
2,1.25,local,1.2500000000000004,0.7022757987391912,0.6705292726097504,314
2,1.25,hot-cold,1.2500000000000002,0.18034481417815895,0.7838653624427729,319
2,1.44,random,1.4399999999999997,0.10759074396704242,0.4769703787731918,275
2,1.44,local,1.44,0.6972659558166487,0.4120398901634881,275
2,1.44,hot-cold,1.44,0.31127636242988443,0.800119798287154,299
2,2.48,random,2.4799999999999995,-0.05988781109554814,0.4269911897350568,214
2,2.48,local,2.4799999999999995,0.7324711978235348,0.8428303605039443,233
2,2.48,hot-cold,2.479999999999999,0.22833815720594358,0.8769789119222526,231
2,3.3,random,3.3000000000000003,-0.005973321585002408,0.5583921992252885,143
2,3.3,local,3.3000000000000003,0.8087850085500219,0.7095491750268105,201
2,3.3,hot-cold,3.3000000000000003,0.5773609048096836,0.9602763924478005,183
2,4.55,random,4.549999999999999,-0.007685223762809742,0.6740899384098482,111
2,4.55,local,4.55,0.6569567566336627,0.9767901006074262,85
2,4.55,hot-cold,4.55,0.026182763805476038,0.9869569713693543,99
2,9.19,random,9.190000000000008,-0.011886710449274423,0.25471469857875934,28
