trial,target_cv,spatial_mode,actual_cv,lag1_corr,first_half_mass,pareto_peak_states
17,4.55,local,4.549999999999999,0.5561660741363771,0.7512959671823118,173
17,4.55,hot-cold,4.55,0.012458366544054722,0.9385954951459838,147
17,9.19,random,9.189999999999998,-0.008492104145338616,0.24134437952376944,100
17,9.19,local,9.190000000000001,0.09299851056213511,0.9530607173517067,105
17,9.19,hot-cold,9.190000000000001,-0.0006959364740211313,0.9825900068838009,122
18,1.07,random,1.07,-0.04606811658188655,0.48939356394167655,295
18,1.07,local,1.07,0.7750565527569354,0.6146171297196154,275
18,1.07,hot-cold,1.07,0.3619301936181323,0.7592774882769424,307
18,1.25,random,1.25,-0.07647189187021328,0.5031288676060353,259
18,1.25,local,1.2499999999999998,0.8756816961268348,0.2036974651055066,229
18,1.25,hot-cold,1.2499999999999998,0.2395787556715805,0.8016012735592677,291
18,1.44,random,1.4399999999999997,0.02197413706898937,0.40761779190944125,252
18,1.44,local,1.44,0.6691877468886861,0.4850967224499429,275
18,1.44,hot-cold,1.4399999999999997,0.2821799411887256,0.7840549957115777,274
18,2.48,random,2.4800000000000004,-0.03966948160005769,0.5453343255022858,175
18,2.48,local,2.4800000000000004,0.8642668093257672,0.23676790422965643,144
18,2.48,hot-cold,2.4800000000000004,0.26501313397782894,0.9157903841263406,200
18,3.3,random,3.3,-0.02368165240370347,0.43138552651306317,150
18,3.3,local,3.3000000000000003,0.5696239390823723,0.4762907964779435,180
18,3.3,hot-cold,3.299999999999999,0.20161687473686118,0.9449641544778922,172
18,4.55,random,4.550000000000001,-0.030733627578073738,0.44328890216188427,134
18,4.55,local,4.55,0.4557103107692613,0.7813584659218508,159
18,4.55,hot-cold,4.550000000000001,0.176740838842884,0.9637839698923347,140
18,9.19,random,9.19,-0.008641938133404598,0.04992303193735363,31
18,9.19,local,9.190000000000001,0.038471173086935755,0.9820277838599382,49
18,9.19,hot-cold,9.190000000000001,0.3771630062351868,0.9862404627697263,59
19,1.07,random,1.07,-0.024043081103923843,0.48809837498648806,287
19,1.07,local,1.07,0.8938734382079071,0.6004052894464031,292
19,1.07,hot-cold,1.07,0.496642981218328,0.7895919479085163,299
19,1.25,random,1.2500000000000002,0.06554790792113595,0.5607099616050417,283
19,1.25,local,1.2500000000000002,0.8118072610401489,0.5256358818030524,287
19,1.25,hot-cold,1.2500000000000002,0.2780367705271544,0.7583001327147764,309
19,1.44,random,1.4399999999999997,-0.06373007666561967,0.5138903507194242,272
19,1.44,local,1.44,0.5551545627995267,0.600145474235818,263
19,1.44,hot-cold,1.44,0.2603242535891388,0.8128202974157652,291
19,2.48,random,2.4800000000000013,-0.010865329211304819,0.5338002611321254,189
19,2.48,local,2.4800000000000013,0.5225345240147394,0.8449227546393335,213
19,2.48,hot-cold,2.480000000000001,0.2135674740460212,0.8885973540279605,219
19,3.3,random,3.3000000000000003,0.0437891408399565,0.3532671797834458,136
19,3.3,local,3.3000000000000003,0.3355999984091503,0.25561740105345937,117
19,3.3,hot-cold,3.3000000000000003,0.35040261170639325,0.9528445792118821,140
19,4.55,random,4.55,-0.012615485468002126,0.6694898765463033,122
19,4.55,local,4.550000000000001,0.6490870375986798,0.8792136642062726,96
19,4.55,hot-cold,4.55,0.18884607779842466,0.9943583663416948,96
19,9.19,random,9.19,-0.011770691297271775,0.2994176394937736,54
19,9.19,local,9.190000000000001,0.2897024184734696,0.01605327880653047,48
19,9.19,hot-cold,9.19,-0.001997267631467994,0.9920916546810878,50
20,1.07,random,1.07,-0.06914085741981699,0.4949584114638177,292
20,1.07,local,1.07,0.8858732399001605,0.3315325466985215,277
20,1.07,hot-cold,1.07,0.378011271552911,0.7807729241626081,305
20,1.25,random,1.2500000000000004,-0.03132354477890004,0.5142625983561987,275
20,1.25,local,1.2500000000000002,0.8522920485363776,0.26128455654518856,256
20,1.25,hot-cold,1.2500000000000002,0.2571310646548894,0.7911333377229269,302
20,1.44,random,1.44,0.025841004913943578,0.46464015457599506,261
20,1.44,local,1.44,0.7913284999687187,0.43958222059083996,271
20,1.44,hot-cold,1.44,0.2705075447317708,0.7959653221789222,272
20,2.48,random,2.48,-0.06172192518738829,0.5111021864733709,180
20,2.48,local,2.48,0.7107583114068733,0.6572311696899831,211
20,2.48,hot-cold,2.48,0.27122227130810717,0.9177170986218749,232
20,3.3,random,3.3000000000000003,0.19493864562966212,0.45571927512420674,123
20,3.3,local,3.3,0.7153516963153935,0.3944678213367414,177
20,3.3,hot-cold,3.3000000000000003,0.06776162406531756,0.9654306321776572,157
20,4.55,random,4.5500000000000025,-0.008214641481240232,0.5568196283353775,94
20,4.55,local,4.5500000000000025,0.5722720251033835,0.5868264732532372,144
20,4.55,hot-cold,4.5500000000000025,0.20062529653254305,0.9781701647943768,110
20,9.19,random,9.189999999999998,-0.01187398339378002,0.49305674130083527,38
20,9.19,local,9.19,0.04779212702898192,0.6293558019522535,43
20,9.19,hot-cold,9.189999999999998,-0.00934658690854885,0.9999761412173858,39
21,1.07,random,1.07,-0.07664820795450665,0.5032192447128833,287
21,1.07,local,1.07,0.8289820237092581,0.6566642017885287,301
21,1.07,hot-cold,1.07,0.43596674399272645,0.764951950037202,312
21,1.25,random,1.2500000000000002,-0.022804258807001026,0.4532830079689651,291
21,1.25,local,1.2499999999999998,0.8684706228730459,0.3809959612567848,226
21,1.25,hot-cold,1.25,0.3042573996755147,0.7783394735655091,316
21,1.44,random,1.4400000000000002,-0.03308793629306069,0.4922326038413192,256
21,1.44,local,1.44,0.8287632343984052,0.8154288838148774,278
21,1.44,hot-cold,1.4400000000000002,0.2966690369342511,0.8227859107523812,268
21,2.48,random,2.48,-0.05810834635109303,0.5292661178335439,193
21,2.48,local,2.4800000000000004,0.8259439496580183,0.30929824330513844,205
21,2.48,hot-cold,2.48,0.28627917173269635,0.9184335577176994,245
21,3.3,random,3.2999999999999994,0.1343562143848974,0.7375473744565744,164
21,3.3,local,3.299999999999999,0.735258489882902,0.3704850118006887,122
21,3.3,hot-cold,3.299999999999999,0.08055850690907047,0.9785497219076342,149
21,4.55,random,4.550000000000001,-0.02563530478160481,0.6947606930391997,168
21,4.55,local,4.550000000000001,0.17415041453411664,0.20256816312394227,151
21,4.55,hot-cold,4.550000000000002,0.14316362481407516,0.955621836314333,158
21,9.19,random,9.190000000000008,-0.011887455467148794,0.19485346663541328,12
21,9.19,local,9.190000000000005,0.09637620335358163,5.45574117580816e-15,13
21,9.19,hot-cold,9.190000000000008,-0.010894386558336234,0.999999999999999,14
22,1.07,random,1.07,-0.07336348543088712,0.4899652970241841,282
22,1.07,local,1.07,0.6565464176722514,0.5014250609761527,286
22,1.07,hot-cold,1.0699999999999998,0.31120474552474575,0.7757328056425905,320
22,1.25,random,1.25,0.0042631450437457625,0.5382482923185787,305
22,1.25,local,1.25,0.6320596567343886,0.5287347295094096,281
22,1.25,hot-cold,1.25,0.2687136598170953,0.7757877295079216,323
22,1.44,random,1.4400000000000004,-0.09676369406663254,0.47560380325310686,273
22,1.44,local,1.4400000000000004,0.6201845505448026,0.3965258999181754,249
22,1.44,hot-cold,1.4400000000000004,0.2395730739804613,0.7859803771831633,304
22,2.48,random,2.4800000000000004,0.007411846657551726,0.6577825478810765,242
22,2.48,local,2.48,0.5230966296237903,0.7603856431572814,225
22,2.48,hot-cold,2.48,0.18251922936572507,0.8895498018707685,247
22,3.3,random,3.3000000000000007,-0.018464205550503942,0.483887585814321,159
22,3.3,local,3.3000000000000003,0.5171155661170109,0.678408355786283,169
22,3.3,hot-cold,3.3000000000000003,0.07676891689693338,0.9200855371685852,203
22,4.55,random,4.550000000000001,0.005041167479989387,0.2929685034275538,122
22,4.55,local,4.550000000000001,0.6281812473278757,0.9332187995956654,134
22,4.55,hot-cold,4.550000000000001,0.06477084324510386,0.958373217680716,149
22,9.19,random,9.190000000000005,-0.010674622533161733,0.1649487863953303,88
22,9.19,local,9.190000000000001,0.09201133278877609,0.9562601306823273,67
22,9.19,hot-cold,9.190000000000003,0.07268931996654929,0.9907788428264929,102
23,1.07,random,1.07,0.005304551443404962,0.4437180977936109,308
23,1.07,local,1.07,0.540420706163063,0.47043643175780636,312
23,1.07,hot-cold,1.07,0.18941952572053172,0.7235574884589973,330
23,1.25,random,1.25,-0.006788359463050128,0.5231944659285978,262
23,1.25,local,1.2500000000000002,0.7195810979756952,0.43910058048800643,280
23,1.25,hot-cold,1.2500000000000002,0.3292046991009017,0.8041294965038979,289
23,1.44,random,1.4400000000000002,-0.0184657141241183,0.47205692593740917,261
23,1.44,local,1.44,0.8097700028420636,0.41480414870976356,285
23,1.44,hot-cold,1.44,0.2939481357265823,0.8272513675514455,277
23,2.48,random,2.48,-0.03189157462088696,0.4808459443806201,197
23,2.48,local,2.48,0.7458569240714408,0.24212130773588833,181
23,2.48,hot-cold,2.4800000000000004,0.1326030038635945,0.9181761764242817,209
23,3.3,random,3.2999999999999994,-0.02953789371561263,0.6142707264313941,189
23,3.3,local,3.3000000000000003,0.4235695599188498,0.3072037236229789,199
23,3.3,hot-cold,3.299999999999999,0.18758737563124514,0.9063537602251506,196
23,4.55,random,4.550000000000001,-0.032082565365365745,0.5404555136838874,90
23,4.55,local,4.550000000000001,0.6355527175296087,0.07160295902632398,99
23,4.55,hot-cold,4.550000000000001,0.013299811906490811,0.9703562320053309,119
23,9.19,random,9.19,-0.006311696959469851,0.686059566915917,57
23,9.19,local,9.190000000000001,0.2688176158979026,0.9410901449396245,45
23,9.19,hot-cold,9.190000000000001,0.002426420786959604,0.9988313228500246,42
24,1.07,random,1.07,0.016376118184337745,0.4267213455037816,285
24,1.07,local,1.0700000000000003,0.8839802357379495,0.3558116150945689,271
24,1.07,hot-cold,1.0700000000000003,0.3510003233584414,0.7578634932162527,316
24,1.25,random,1.25,0.0070102847287792465,0.49485386827304134,272
24,1.25,local,1.25,0.7166356279776898,0.3053728482941382,268
24,1.25,hot-cold,1.25,0.3018245243543126,0.8022420532486854,302
24,1.44,random,1.4400000000000002,0.004061587184087257,0.4173572620939358,270
24,1.44,local,1.4400000000000002,0.5660124740323069,0.4919348389626335,282
24,1.44,hot-cold,1.4400000000000002,0.23917634537280782,0.8099174970116652,287
24,2.48,random,2.48,0.028148615449894235,0.635671009941136,201
24,2.48,local,2.4799999999999995,0.4908695301299422,0.9029452875688718,214
24,2.48,hot-cold,2.4799999999999995,0.12717541014805414,0.8840552488359896,253
24,3.3,random,3.2999999999999985,-0.04829527121974254,0.531025798579369,157
24,3.3,local,3.299999999999999,0.4646809330243674,0.5427495052512147,208
24,3.3,hot-cold,3.299999999999999,0.09065342346490965,0.9311803120817468,172
24,4.55,random,4.550000000000001,0.005952679581475192,0.5655758973544006,194
24,4.55,local,4.55,0.21349096779387342,0.20130573665354226,141
24,4.55,hot-cold,4.550000000000001,0.00596467913612908,0.9184530586717492,184
24,9.19,random,9.19,-0.00936002151970358,0.803768189456059,76
24,9.19,local,9.190000000000001,0.2163026522763348,0.030018544005955345,38
24,9.19,hot-cold,9.19,-0.011406058088872401,0.9447375716752329,46
25,1.07,random,1.0699999999999998,-0.09674523519233831,0.5002763107175552,286
25,1.07,local,1.07,0.8295978555798907,0.6120867494214376,291
25,1.07,hot-cold,1.07,0.43203131029808156,0.7716778148524314,309
25,1.25,random,1.25,0.06487307332553403,0.45485825474520686,290
25,1.25,local,1.25,0.8072448648920214,0.6822850910164107,288
25,1.25,hot-cold,1.2500000000000002,0.28891617923722007,0.7796457121949754,300
25,1.44,random,1.4399999999999997,-0.04571908291966664,0.5457557975141698,291
25,1.44,local,1.4399999999999997,0.4991908034350318,0.7496185006247019,303
25,1.44,hot-cold,1.4399999999999995,0.21733117162405652,0.7892846004232694,313
25,2.48,random,2.4800000000000004,-0.05614919115547425,0.6194006038875144,210
25,2.48,local,2.48,0.7582457710516513,0.7654987269087232,218
25,2.48,hot-cold,2.48,0.11814525724219829,0.8573204458756547,226
25,3.3,random,3.2999999999999994,-0.03641030353348525,0.6516081055554589,150
25,3.3,local,3.3000000000000003,0.5943702717825099,0.9032943079715926,141
25,3.3,hot-cold,3.3000000000000003,0.2591371539680852,0.9643768863857239,164
25,4.55,random,4.550000000000002,0.01269808176732275,0.41082084664970353,177
25,4.55,local,4.550000000000001,0.0725539969993063,0.6590183347863822,234
25,4.55,hot-cold,4.550000000000002,0.009953594157007114,0.88877198895174,231
25,9.19,random,9.189999999999996,-0.009313549170773724,0.1429825310357351,73
25,9.19,local,9.189999999999996,0.20407487762782806,0.03820799219480495,67
25,9.19,hot-cold,9.189999999999992,-0.008159833315920254,0.9707132316600242,111
26,1.07,random,1.0700000000000005,-0.09332558585459512,0.46231721985210067,266
26,1.07,local,1.0700000000000003,0.8011385117958788,0.5581842556244999,312
26,1.07,hot-cold,1.07,0.47061531873656964,0.7714175143715889,317
26,1.25,random,1.25,0.029095059810754574,0.5032008274820997,275
26,1.25,local,1.25,0.8329995931425807,0.2909660948864621,277
26,1.25,hot-cold,1.25,0.21346959933411408,0.7968023626036669,301
26,1.44,random,1.44,-0.02732462995453142,0.47114384492971595,267
26,1.44,local,1.44,0.8535879380558982,0.3162306340308593,236
26,1.44,hot-cold,1.4400000000000002,0.3802294554164303,0.8073463775541518,277
26,2.48,random,2.48,-0.07187790360298793,0.44085372832460445,193
26,2.48,local,2.4800000000000004,0.6869022016751603,0.07955138045812382,156
26,2.48,hot-cold,2.4800000000000004,0.12505166287830183,0.9005992238969855,217
26,3.3,random,3.3000000000000016,-0.011422597193157412,0.38417832873932584,196
26,3.3,local,3.3000000000000007,0.3945712370448002,0.5955562462993365,216
26,3.3,hot-cold,3.3000000000000007,0.19062962260151495,0.9151364045665843,223
26,4.55,random,4.550000000000001,-0.024874002746673247,0.3532050517716654,134
26,4.55,local,4.550000000000001,0.5981420387944538,0.22317975307769056,121
26,4.55,hot-cold,4.550000000000001,0.03542712173765077,0.9513921904044091,162
26,9.19,random,9.19,-0.011878983926863576,0.36752427318382336,34
26,9.19,local,9.189999999999998,0.509786452128228,0.1519188395353546,29
26,9.19,hot-cold,9.19,-0.0015976787484505374,0.9977996946303717,40
27,1.07,random,1.07,-0.006972988707517955,0.46277792139723817,287
27,1.07,local,1.0700000000000003,0.8505498035775487,0.5394715498951442,297
27,1.07,hot-cold,1.0700000000000005,0.40591396975473226,0.7354610587640872,323
27,1.25,random,1.2500000000000002,0.05713966913347958,0.4735187809207876,271
27,1.25,local,1.2500000000000002,0.844176491512185,0.49248131124019606,294
27,1.25,hot-cold,1.2500000000000002,0.3633557174275341,0.8039492099488136,307
27,1.44,random,1.44,-0.03391257427484977,0.5287930162425648,260
27,1.44,local,1.44,0.7885273688263615,0.3618410314577222,266
27,1.44,hot-cold,1.4399999999999997,0.3303890138164997,0.8094066653870211,289
27,2.48,random,2.480000000000001,-0.03178452229270684,0.41862008741619156,227
27,2.48,local,2.480000000000001,0.6462830746997696,0.7036400098607931,244
27,2.48,hot-cold,2.4800000000000004,0.10750731841691612,0.8665478002562368,247
27,3.3,random,3.3000000000000003,-0.0038615269167439565,0.3657015046397136,200
27,3.3,local,3.3000000000000003,0.42398429376088453,0.45815984127525333,216
27,3.3,hot-cold,3.300000000000001,0.06306072079918834,0.8989537427443753,232
27,4.55,random,4.55,-0.04698196624230514,0.6003059675131013,97
27,4.55,local,4.549999999999999,0.7400740214689147,0.7721760461176852,111
27,4.55,hot-cold,4.549999999999998,0.03535674280525401,0.9902640977532942,109
27,9.19,random,9.190000000000005,-0.00598294588834303,0.6924109179126726,79
27,9.19,local,9.190000000000001,0.2649767168961013,0.0030227153269147683,39
27,9.19,hot-cold,9.190000000000003,-0.006179741111708172,0.9976312573311785,60
28,1.07,random,1.0700000000000003,-0.011335753017857641,0.4640480292316189,312
28,1.07,local,1.07,0.7969768218403906,0.7528764618315475,321
28,1.07,hot-cold,1.07,0.30973564933196446,0.7598042466067054,320
28,1.25,random,1.2499999999999996,0.12797300253616137,0.5326343980105365,280
28,1.25,local,1.2499999999999998,0.757478385736767,0.2848043212776142,236
28,1.25,hot-cold,1.2499999999999996,0.3541112785559465,0.7698575490334798,322
28,1.44,random,1.44,-0.014026821974002257,0.5415083228530065,274
28,1.44,local,1.44,0.7868550563646113,0.4752510057909523,263
28,1.44,hot-cold,1.4399999999999997,0.24488864999294283,0.8007454159360323,309
28,2.48,random,2.4800000000000004,0.030332415672920127,0.4780353937779641,203
28,2.48,local,2.4799999999999995,0.41291765062689656,0.41827918051177193,220
28,2.48,hot-cold,2.4799999999999995,0.1895165795052625,0.8752908508442675,242
28,3.3,random,3.3000000000000016,-0.001371480614080445,0.5647413317587617,212
28,3.3,local,3.3000000000000016,0.4778544417111413,0.8377393084346183,237
28,3.3,hot-cold,3.300000000000001,0.32323617764748536,0.8426244083472677,249
28,4.55,random,4.549999999999999,0.0019345649989422526,0.5434880763990051,105
28,4.55,local,4.549999999999999,0.6989237709862395,0.7310188535467667,114
28,4.55,hot-cold,4.55,0.10724500100913024,0.9754871057488695,141
28,9.19,random,9.190000000000005,-0.01188623602878317,0.3104950621552436,19
28,9.19,local,9.190000000000001,0.5334639201319906,0.0003739950034040209,14
28,9.19,hot-cold,9.19,-0.011883285561954861,0.999997943387695,15
29,1.07,random,1.0700000000000003,-0.0005923787946280463,0.5349406864763562,299
29,1.07,local,1.0700000000000003,0.8717005353220361,0.5883643247694741,301
29,1.07,hot-cold,1.0700000000000003,0.3312951992336626,0.754285320643651,316
29,1.25,random,1.25,0.03485717070164344,0.5100502893710178,289
29,1.25,local,1.25,0.8623599167298885,0.6006867232604489,297
29,1.25,hot-cold,1.25,0.22514713786906898,0.8036277459658192,293
29,1.44,random,1.44,0.031786779200612104,0.5834154197768255,279
29,1.44,local,1.4399999999999995,0.6657034706335352,0.398399545015021,267
29,1.44,hot-cold,1.44,0.4862027815182383,0.787735585055271,308
29,2.48,random,2.4799999999999995,0.025930450395333142,0.6961161585849284,189
29,2.48,local,2.48,0.6407444847882009,0.36370025585838084,209
29,2.48,hot-cold,2.4799999999999995,0.43721942984856443,0.9066797262161863,180
29,3.3,random,3.3000000000000003,-0.012477349879450518,0.6356949963328669,181
29,3.3,local,3.3,0.5040972359921458,0.21456099486593605,165
29,3.3,hot-cold,3.3,0.15757997625903347,0.9255335603296158,199
29,4.55,random,4.550000000000002,-0.0018185005497210786,0.3825190647013475,132
29,4.55,local,4.550000000000001,0.47475674316888045,0.6461824514093596,148
29,4.55,hot-cold,4.5500000000000025,0.061919129979130384,0.9732696405035854,143
29,9.19,random,9.190000000000005,-0.011736608976532024,0.10678559953983544,64
29,9.19,local,9.19,0.2751568746652654,0.8327591477864379,58
29,9.19,hot-cold,9.190000000000001,-0.007524566450606028,0.9976244286832358,75
30,1.07,random,1.0700000000000003,0.006518195345115487,0.496042016542046,287
30,1.07,local,1.0700000000000003,0.8126824012624074,0.7694727011509631,295
30,1.07,hot-cold,1.0700000000000003,0.3402152157132332,0.7738305404186485,302
30,1.25,random,1.2500000000000002,0.007396923581222487,0.5177209379144951,277
30,1.25,local,1.2500000000000002,0.8463910287706438,0.5875469849118751,272
30,1.25,hot-cold,1.2500000000000002,0.30962007566919975,0.7923960098906266,311
30,1.44,random,1.4400000000000002,-0.01369659359953347,0.5106293950339617,264
30,1.44,local,1.4400000000000002,0.685502844030991,0.6519924768307034,283
30,1.44,hot-cold,1.4400000000000002,0.5128555083932574,0.8429516996708658,272
30,2.48,random,2.48,-0.038120795326709686,0.345368073300799,174
30,2.48,local,2.4799999999999995,0.5788989882289733,0.8659557676044145,214
30,2.48,hot-cold,2.48,0.2522036279183767,0.9031404873326736,219
30,3.3,random,3.2999999999999994,0.06837262917448098,0.6720023860118132,147
30,3.3,local,3.2999999999999994,0.5929457970196551,0.43561062736784895,183
30,3.3,hot-cold,3.2999999999999994,0.08795650730554377,0.9586440271167636,152
30,4.55,random,4.550000000000001,-0.044401956475172304,0.6963835584124789,140
30,4.55,local,4.550000000000001,0.44219186445187275,0.027407589487683404,84
30,4.55,hot-cold,4.550000000000001,0.3408526390327951,0.9904634300495668,139
30,9.19,random,9.19,-0.011105142331991887,0.5547368941558851,73
30,9.19,local,9.19,0.03411475344086056,0.9717735662187428,64
30,9.19,hot-cold,9.19,-0.002485106781196691,0.9982115746211645,80
31,1.07,random,1.0699999999999998,-0.03388871070844511,0.516527610401431,302
31,1.07,local,1.07,0.87199664432133,0.46288483677971726,281
31,1.07,hot-cold,1.07,0.46102234457788005,0.7690294822593885,312
31,1.25,random,1.25,0.003151875249051587,0.46489128023692944,279
31,1.25,local,1.25,0.7623007894502329,0.42913597470793924,254
31,1.25,hot-cold,1.2499999999999998,0.22166866722724737,0.7492539584300046,319
31,1.44,random,1.4400000000000004,-0.02201930491606594,0.5580135281960588,263
31,1.44,local,1.4400000000000004,0.7648956541426976,0.6371108485451238,277
31,1.44,hot-cold,1.4400000000000004,0.2598849658639018,0.7932653254270495,285
31,2.48,random,2.48,0.03867085875775374,0.5768250799907171,161
31,2.48,local,2.4799999999999995,0.8407992236036814,0.16540406434927288,156
31,2.48,hot-cold,2.48,0.20350245274285536,0.9326847021481922,198
31,3.3,random,3.3000000000000007,0.0026824679538697362,0.6856873382239544,192
31,3.3,local,3.300000000000001,0.7457771985817656,0.17038975779733861,134
31,3.3,hot-cold,3.3000000000000007,0.19546425932203226,0.9671737224291223,177
31,4.55,random,4.550000000000002,-0.001475043949245949,0.5860469613477126,132
31,4.55,local,4.550000000000002,0.6419377358634211,0.8188244595410485,145
31,4.55,hot-cold,4.550000000000001,0.3877025309643837,0.948087046455993,131
31,9.19,random,9.189999999999998,-0.004690554552112373,0.7477876340981231,125
31,9.19,local,9.189999999999998,0.022710505815655105,0.008678714217961854,83
31,9.19,hot-cold,9.189999999999996,0.0026228043125170325,0.9802125835505426,102
32,1.07,random,1.07,0.02741068448493049,0.5475397629207464,281
32,1.07,local,1.07,0.8579785059052131,0.6560769267747564,311
32,1.07,hot-cold,1.0699999999999998,0.3381848872979313,0.770538504004093,310
32,1.25,random,1.2499999999999998,-0.041495824836176476,0.5244233332671118,292
32,1.25,local,1.25,0.6911774379871914,0.3995349100588688,282
32,1.25,hot-cold,1.25,0.3120345318104918,0.7763864667027837,317
32,1.44,random,1.4399999999999997,-0.04964265739338399,0.465829272477573,242
32,1.44,local,1.44,0.693903492222457,0.7738401852437535,286
32,1.44,hot-cold,1.44,0.34836181595621685,0.8435547258492213,286
32,2.48,random,2.480000000000001,-0.02196878606816395,0.550501103528061,212
32,2.48,local,2.4800000000000013,0.5700258627405533,0.10595447817533357,173
32,2.48,hot-cold,2.480000000000001,0.15893615029335292,0.872896403990013,258
32,3.3,random,3.3000000000000003,-0.041344527066396505,0.5303368588791817,128
32,3.3,local,3.3000000000000003,0.5834284858032853,0.7286534089539991,163
32,3.3,hot-cold,3.2999999999999994,0.15924586565871493,0.9686927968634397,149
32,4.55,random,4.550000000000001,0.1002753815235297,0.2962543029928953,96
32,4.55,local,4.550000000000002,0.7470816871670892,0.98933500210087,91
32,4.55,hot-cold,4.550000000000002,0.18268832342949393,0.9844568285041609,114
32,9.19,random,9.189999999999994,-0.010374907674401723,0.5886946546802184,70
32,9.19,local,9.189999999999998,0.24758224774505586,0.03444560242872886,31
32,9.19,hot-cold,9.189999999999996,-0.007037965234882355,0.9958996821271406,46
33,1.07,random,1.0700000000000003,0.004198155295586497,0.4913169232443981,320
33,1.07,local,1.07,0.5051588209909516,0.5487153620896434,307
33,1.07,hot-cold,1.07,0.19781500501507104,0.7142007031702264,346
33,1.25,random,1.2499999999999998,-0.0035940421078902115,0.560684885211308,277
33,1.25,local,1.25,0.8284895442331629,0.3237011948804085,265
33,1.25,hot-cold,1.25,0.39024441040711455,0.7754151887668916,297
33,1.44,random,1.4399999999999997,-0.02857680434623421,0.5024981751890132,282
33,1.44,local,1.4399999999999995,0.8472412400435071,0.3501796921509674,253
33,1.44,hot-cold,1.4399999999999997,0.36560873524488563,0.7986614259719478,295
33,2.48,random,2.4800000000000004,0.08458149427828832,0.5697064703474237,188
33,2.48,local,2.4800000000000004,0.834702081392266,0.8358792051517472,202
33,2.48,hot-cold,2.48,0.1959607098807219,0.9036482037558675,219
33,3.3,random,3.3000000000000007,-0.0493578009387,0.6048660275712158,159
33,3.3,local,3.3000000000000007,0.5521006835493042,0.7808528053958661,197
33,3.3,hot-cold,3.3000000000000007,0.020139585302110793,0.9444782490784839,167
33,4.55,random,4.55,-0.03157935640344955,0.44687325559384444,137
33,4.55,local,4.55,0.7383938930302759,0.9536905657480941,105
33,4.55,hot-cold,4.549999999999999,0.11578542277620542,0.9726911486629093,114
33,9.19,random,9.190000000000001,-0.010910666223074818,0.17185984758442513,58
33,9.19,local,9.190000000000001,0.3532223832317527,0.987623705648478,48
33,9.19,hot-cold,9.190000000000003,-0.005461188515903131,0.993162886030676,78
34,1.07,random,1.07,0.011950392570883971,0.4850496417261536,303
34,1.07,local,1.0700000000000003,0.927161008439905,0.42740972249734915,283
34,1.07,hot-cold,1.07,0.29630901182464614,0.7728675658362837,319
34,1.25,random,1.2500000000000002,0.05436787767233838,0.4621033764212648,286
34,1.25,local,1.2500000000000002,0.7383270626569236,0.6725098103115024,289
34,1.25,hot-cold,1.2500000000000002,0.23026953210605733,0.7873124100509226,310
34,1.44,random,1.4400000000000002,-0.015744170153307216,0.4768868844256452,259
34,1.44,local,1.4400000000000002,0.8848252028776998,0.20967106679975295,239
34,1.44,hot-cold,1.4400000000000002,0.22907654187048426,0.8061545044100513,291
34,2.48,random,2.48,-0.07055080966562226,0.5147275018863186,170
34,2.48,local,2.48,0.7957177420465069,0.9112735517280599,179
34,2.48,hot-cold,2.4799999999999995,0.27300079051925524,0.9318273407682199,193
34,3.3,random,3.3000000000000007,0.013663117238416976,0.25886018109737646,156
34,3.3,local,3.300000000000001,0.7723104094765187,0.2441771525882477,146
34,3.3,hot-cold,3.300000000000001,0.18097997574455793,0.9368486968984051,190
34,4.55,random,4.550000000000001,-0.022356252805095685,0.33591417149383024,136
34,4.55,local,4.550000000000002,0.31439034021377965,0.4598265942569576,184
34,4.55,hot-cold,4.5500000000000025,0.04870613948874847,0.9440730381047854,172
34,9.19,random,9.190000000000007,-0.010365890852889569,0.8362973703685251,18
34,9.19,local,9.190000000000008,0.18233338762100207,0.368861663767241,21
34,9.19,hot-cold,9.190000000000005,-0.005320216480116519,0.9999951169030092,22
35,1.07,random,1.0699999999999998,0.0011275926626832659,0.47931358122536616,291
35,1.07,local,1.0699999999999998,0.8282196961868975,0.7492878313208402,311
35,1.07,hot-cold,1.0699999999999998,0.3782717624712176,0.7892992852963197,305
35,1.25,random,1.2500000000000002,0.007857612258140774,0.5448244765747922,310
35,1.25,local,1.25,0.5158946640348655,0.29695435250383734,278
35,1.25,hot-cold,1.2500000000000002,0.36843077329390894,0.7645350969223216,327
35,1.44,random,1.4400000000000002,-0.04940827330181086,0.4793943379768998,247
35,1.44,local,1.4400000000000004,0.7115200698805045,0.6300710660791368,271
35,1.44,hot-cold,1.4400000000000002,0.29051455117110997,0.8258193455030373,290
35,2.48,random,2.48,-0.03597653313093512,0.42254224321664696,174
35,2.48,local,2.48,0.7583735672145774,0.06560017816554087,147
35,2.48,hot-cold,2.48,0.4125562564518382,0.9299508086814585,192
35,3.3,random,3.3,-0.058438312405615596,0.37505805494247046,146
35,3.3,local,3.299999999999999,0.7443735829427578,0.7411311462039701,174
35,3.3,hot-cold,3.2999999999999985,0.09438957048630592,0.9300376890015255,183
35,4.55,random,4.55,-0.00253384653956466,0.6578324736089238,247
35,4.55,local,4.550000000000001,0.21185887478465398,0.2734165574505477,196
35,4.55,hot-cold,4.55,0.03935222572927784,0.913062517651561,237
35,9.19,random,9.19,-0.009792270530811874,0.20983093381623583,55
