model,prompt,paper_budget_index,paper_budget_fraction,method,method_label,objective,feasible,target_mean_importance_loss,target_mean_error,cases,total_time_ms,mean_time_ms,total_loss,mean_loss,mean_error,mean_selected_fraction
qwen05,test_long_structured,5,0.35,shifted8_x2,Shifted-8 X²,importance_bound,True,0.5891522339412144,0.51638483140795,21.0,7.775643989523889,0.3702687614058995,12.2923114746809,0.5853481654609952,0.5135361884521055,0.3834278777300394
qwen05,test_long_structured,5,0.35,shifted8_x2,Shifted-8 X²,error_oracle,True,0.5891522339412144,0.51638483140795,21.0,7.648552988736929,0.36421680898747283,10.78988765180111,0.5138041738952909,0.5138041738952909,0.33102566684568563
qwen05,test_long_structured,5,0.35,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.5891522339412144,0.51638483140795,21.0,7.912236985505939,0.3767731897859971,12.206706687808037,0.581271747038478,0.5152929571257638,0.38103629609738626
qwen05,test_long_structured,5,0.35,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.5891522339412144,0.51638483140795,21.0,7.766191984972,0.3698186659510476,10.694065690040588,0.5092412233352661,0.5092412233352661,0.3191209049409237
qwen05,test_long_structured,6,0.4,paper,Paper |x|,importance_bound,True,0.5287603381134215,0.4781070104134934,21.0,10.365765001133266,0.49360785719682215,11.061210580170155,0.5267243133414359,0.4766108171149556,0.4186218895452918
qwen05,test_long_structured,6,0.4,paper,Paper |x|,error_oracle,True,0.5287603381134215,0.4781070104134934,21.0,10.326006502166273,0.49171459534125106,9.968840815126896,0.47470670548223315,0.47470670548223315,0.37567971267454353
qwen05,test_long_structured,6,0.4,cell1_x2,Cell-1 X²,importance_bound,True,0.5287603381134215,0.4781070104134934,21.0,7.256441490606785,0.3455448328860374,11.00453968346119,0.5240256992124376,0.4806115714988361,0.44050695936269235
qwen05,test_long_structured,6,0.4,cell1_x2,Cell-1 X²,error_oracle,True,0.5287603381134215,0.4781070104134934,21.0,7.244413488038183,0.3449720708589611,9.727388193830848,0.46320896161099273,0.46320896161099273,0.3905494763694951
qwen05,test_long_structured,6,0.4,shifted8_x2,Shifted-8 X²,importance_bound,True,0.5287603381134215,0.4781070104134934,21.0,8.150591984498858,0.38812342783327897,10.86647117882967,0.5174510085156986,0.480323398629913,0.4501264321518081
qwen05,test_long_structured,6,0.4,shifted8_x2,Shifted-8 X²,error_oracle,True,0.5287603381134215,0.4781070104134934,21.0,8.02238448666984,0.38201830888904,9.822236493229866,0.46772554729666027,0.46772554729666027,0.38581666219119226
qwen05,test_long_structured,6,0.4,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.5287603381134215,0.4781070104134934,21.0,8.278609983626543,0.3942195230298354,10.788159511983395,0.5137218815230188,0.4842359809138413,0.4500732858933046
qwen05,test_long_structured,6,0.4,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.5287603381134215,0.4781070104134934,21.0,8.127437484768212,0.38702083260801007,9.75892673432827,0.4647107968727748,0.4647107968727748,0.38337473147153595
qwen05,test_long_structured,7,0.45,paper,Paper |x|,importance_bound,True,0.4840606507800874,0.4509751851714793,21.0,10.554623500648558,0.5026011190785028,10.16205932945013,0.48390758711667287,0.45225197122254895,0.4641150868242033
qwen05,test_long_structured,7,0.45,paper,Paper |x|,error_oracle,True,0.4840606507800874,0.4509751851714793,21.0,10.480704001442255,0.4990811429258217,9.417771629989147,0.4484653157137689,0.4484653157137689,0.40182767185821694
qwen05,test_long_structured,7,0.45,cell1_x2,Cell-1 X²,importance_bound,True,0.4840606507800874,0.4509751851714793,21.0,7.508622490374029,0.3575534519225728,9.958373233675957,0.4742082492226646,0.45616259380421115,0.4952476056211958
qwen05,test_long_structured,7,0.45,cell1_x2,Cell-1 X²,error_oracle,True,0.4840606507800874,0.4509751851714793,21.0,7.44018298871845,0.3542944280342119,9.273498741909862,0.4415951781861839,0.4415951781861839,0.43338536072323663
qwen05,test_long_structured,7,0.45,shifted8_x2,Shifted-8 X²,importance_bound,True,0.4840606507800874,0.4509751851714793,21.0,8.369862984632134,0.3985649040301016,10.063151076436043,0.47919767030647825,0.4671712793254604,0.4881791532402434
qwen05,test_long_structured,7,0.45,shifted8_x2,Shifted-8 X²,error_oracle,True,0.4840606507800874,0.4509751851714793,21.0,8.243349986310125,0.3925404755385774,9.388176679611206,0.4470560323624384,0.4470560323624384,0.42386938327962764
qwen05,test_long_structured,7,0.45,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.4840606507800874,0.4509751851714793,21.0,8.580707483230471,0.40860511824907003,9.743720091879368,0.46398667104187463,0.45978499617471935,0.5024754967776585
qwen05,test_long_structured,7,0.45,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.4840606507800874,0.4509751851714793,21.0,8.401407484007835,0.4000670230479922,9.236706525087357,0.4398431678613027,0.4398431678613027,0.4238190341926244
qwen05,test_long_structured,8,0.5,paper,Paper |x|,importance_bound,True,0.43296559367861065,0.4212203567758912,21.0,10.94837800094539,0.5213513333783519,8.8684291690588,0.4223061509075619,0.4124153023253062,0.5353534505907627
qwen05,test_long_structured,8,0.5,paper,Paper |x|,error_oracle,True,0.43296559367861065,0.4212203567758912,21.0,10.775380000749827,0.5131133333690394,8.698108561336994,0.4141956457779521,0.4141956457779521,0.4613626700680272
qwen05,test_long_structured,8,0.5,cell1_x2,Cell-1 X²,importance_bound,True,0.43296559367861065,0.4212203567758912,21.0,7.763041490413248,0.36966864240063085,9.090767189860344,0.43289367570763543,0.4313368911611005,0.5428666532402433
qwen05,test_long_structured,8,0.5,cell1_x2,Cell-1 X²,error_oracle,True,0.43296559367861065,0.4212203567758912,21.0,7.659541489052713,0.36474007090727206,8.83328920416534,0.42063281924596857,0.42063281924596857,0.4571389411027568
qwen05,test_long_structured,8,0.5,shifted8_x2,Shifted-8 X²,importance_bound,True,0.43296559367861065,0.4212203567758912,21.0,8.669421485093354,0.41282959452825496,9.083889082074165,0.4325661467654364,0.43291012859637185,0.5429197994987467
qwen05,test_long_structured,8,0.5,shifted8_x2,Shifted-8 X²,error_oracle,True,0.43296559367861065,0.4212203567758912,21.0,8.67468148497033,0.4130800707128729,8.783522315323353,0.41826296739635016,0.41826296739635016,0.49758324382384533
qwen05,test_long_structured,8,0.5,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.43296559367861065,0.4212203567758912,21.0,8.796745983552754,0.41889266588346447,9.048158146440983,0.4308646736400468,0.4385436967214836,0.5381897824919442
qwen05,test_long_structured,8,0.5,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.43296559367861065,0.4212203567758912,21.0,8.785972482387365,0.41837964201844596,8.6920111104846,0.41390529097545714,0.41390529097545714,0.49046164518438945
qwen05,test_long_structured,9,0.55,paper,Paper |x|,importance_bound,True,0.39167399065835135,0.3964096488697188,21.0,11.271731002090334,0.5367490953376349,8.157232508063316,0.3884396432411103,0.39287190957527074,0.5753194369853204
qwen05,test_long_structured,9,0.55,paper,Paper |x|,error_oracle,True,0.39167399065835135,0.3964096488697188,21.0,11.013810504410028,0.524467166876668,8.290697865188122,0.3947951364375296,0.3947951364375296,0.5004895050125313
qwen05,test_long_structured,9,0.55,cell1_x2,Cell-1 X²,importance_bound,True,0.39167399065835135,0.3964096488697188,21.0,8.252731990317049,0.39298723763414517,8.174099624156952,0.3892428392455691,0.40691026800223407,0.5903234649122806
qwen05,test_long_structured,9,0.55,cell1_x2,Cell-1 X²,error_oracle,True,0.39167399065835135,0.3964096488697188,21.0,8.483884990813078,0.40399452337205133,7.948921343311667,0.37852006396722226,0.37852006396722226,0.5261101973684209
qwen05,test_long_structured,9,0.55,shifted8_x2,Shifted-8 X²,importance_bound,True,0.39167399065835135,0.3964096488697188,21.0,9.114434482733845,0.4340206896539926,8.193032681941986,0.39014441342580886,0.40759536159402204,0.5879850295381308
qwen05,test_long_structured,9,0.55,shifted8_x2,Shifted-8 X²,error_oracle,True,0.39167399065835135,0.3964096488697188,21.0,9.240220484421847,0.4400104992581832,8.223645314574242,0.39160215783686864,0.39160215783686864,0.5284612200143215
qwen05,test_long_structured,9,0.55,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.39167399065835135,0.3964096488697188,21.0,9.240586481894852,0.4400279277092786,8.160631529986858,0.38860150142794564,0.4050135608607282,0.5856465941639812
qwen05,test_long_structured,9,0.55,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.39167399065835135,0.3964096488697188,21.0,9.172745977980972,0.4367974275229034,8.291964277625084,0.39485544179167065,0.39485544179167065,0.5165564581095596
qwen05,test_long_structured,10,0.6,paper,Paper |x|,importance_bound,True,0.3510398722830273,0.3721659672224805,21.0,12.189083508489432,0.5804325480233062,7.109523147344589,0.3385487213021233,0.35601808878016616,0.6266894915861081
qwen05,test_long_structured,10,0.6,paper,Paper |x|,error_oracle,True,0.3510398722830273,0.3721659672224805,21.0,11.77640600757486,0.5607812384559457,7.556327406316996,0.3598251145865236,0.3598251145865236,0.554905679377014
qwen05,test_long_structured,10,0.6,cell1_x2,Cell-1 X²,importance_bound,True,0.3510398722830273,0.3721659672224805,21.0,9.374237490190385,0.4463922614376374,7.0047255009412766,0.33355835718767984,0.36656758511838106,0.6427130885248835
qwen05,test_long_structured,10,0.6,cell1_x2,Cell-1 X²,error_oracle,True,0.3510398722830273,0.3721659672224805,21.0,9.608318989327426,0.4575389994917822,7.0216958578675985,0.3343664694222666,0.3343664694222666,0.578471849266022
qwen05,test_long_structured,10,0.6,shifted8_x2,Shifted-8 X²,importance_bound,True,0.3510398722830273,0.3721659672224805,21.0,10.124069989996789,0.482098570952228,7.112530007958412,0.33869190514087677,0.3696405358634712,0.6356194616004294
qwen05,test_long_structured,10,0.6,shifted8_x2,Shifted-8 X²,error_oracle,True,0.3510398722830273,0.3721659672224805,21.0,9.812464996470272,0.4672602379271558,7.760207369923592,0.3695336842820758,0.3695336842820758,0.5546875
qwen05,test_long_structured,10,0.6,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.3510398722830273,0.3721659672224805,21.0,10.477389985254169,0.4989233326311509,6.866687469184399,0.3269851175802095,0.35824025827016504,0.6451172574292874
qwen05,test_long_structured,10,0.6,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.3510398722830273,0.3721659672224805,21.0,10.327602975796758,0.4917906178950837,7.4239831417799,0.3535230067514238,0.3535230067514238,0.5665139411027567
qwen05,test_long_structured,11,0.65,paper,Paper |x|,importance_bound,True,0.2983871102333069,0.33614993410273675,21.0,13.568040009156467,0.6460971432931651,5.780465602874756,0.2752602668035598,0.3137183143491192,0.6885825053705693
qwen05,test_long_structured,11,0.65,paper,Paper |x|,error_oracle,True,0.2983871102333069,0.33614993410273675,21.0,12.378972009752395,0.5894748576072569,7.058126214891672,0.33610124832817484,0.33610124832817484,0.5787152031865377
qwen05,test_long_structured,11,0.65,cell1_x2,Cell-1 X²,importance_bound,True,0.2983871102333069,0.33614993410273675,21.0,10.566324487642525,0.5031583089353584,5.889486454427242,0.28045173592510675,0.31839290583905366,0.695127886680988
qwen05,test_long_structured,11,0.65,cell1_x2,Cell-1 X²,error_oracle,True,0.2983871102333069,0.33614993410273675,21.0,9.608318989327426,0.4575389994917822,7.0216958578675985,0.3343664694222666,0.3343664694222666,0.578471849266022
qwen05,test_long_structured,11,0.65,shifted8_x2,Shifted-8 X²,importance_bound,True,0.2983871102333069,0.33614993410273675,21.0,11.719817989406524,0.5580865709241202,5.558001384139061,0.2646667325780505,0.31700579570384607,0.7094522019334047
qwen05,test_long_structured,11,0.65,shifted8_x2,Shifted-8 X²,error_oracle,True,0.2983871102333069,0.33614993410273675,21.0,11.026160989252327,0.5250552852024918,6.854448884725571,0.3264023278440748,0.3264023278440748,0.6070365646258502
qwen05,test_long_structured,11,0.65,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.2983871102333069,0.33614993410273675,21.0,11.73842799263209,0.5589727615539091,5.759104065597057,0.27424305074271704,0.31740585196807625,0.6975194683136413
qwen05,test_long_structured,11,0.65,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.2983871102333069,0.33614993410273675,21.0,11.10204249106574,0.5286686900507496,6.874932765960693,0.327377750760033,0.327377750760033,0.5998366451843895
qwen05,test_long_structured,12,0.7,paper,Paper |x|,importance_bound,True,0.2557741886093503,0.3131265061508332,21.0,14.339164010052324,0.6828173338120154,5.115384936332703,0.24358975887298584,0.2853235556477947,0.7171947726459005
qwen05,test_long_structured,12,0.7,paper,Paper |x|,error_oracle,True,0.2557741886093503,0.3131265061508332,21.0,13.932152510568383,0.6634358338365897,5.945484291762114,0.28311829960771967,0.28311829960771967,0.6405970282849982
qwen05,test_long_structured,12,0.7,cell1_x2,Cell-1 X²,importance_bound,True,0.2557741886093503,0.3131265061508332,21.0,11.819418493491408,0.5628294520710194,4.784688949584961,0.2278423309326172,0.277335592357087,0.7499062947547437
qwen05,test_long_structured,12,0.7,cell1_x2,Cell-1 X²,error_oracle,True,0.2557741886093503,0.3131265061508332,21.0,10.207902489416956,0.48609059473414074,6.548213815316558,0.31181970549126464,0.31181970549126464,0.6141861349803077
qwen05,test_long_structured,12,0.7,shifted8_x2,Shifted-8 X²,importance_bound,True,0.2557741886093503,0.3131265061508332,21.0,12.050604988739131,0.5738383327971015,5.260507352650166,0.25050035012619837,0.30715730179855155,0.723720573755818
qwen05,test_long_structured,12,0.7,shifted8_x2,Shifted-8 X²,error_oracle,True,0.2557741886093503,0.3131265061508332,21.0,12.297201978197812,0.5855810465808482,5.98419851064682,0.28496183384032475,0.28496183384032475,0.6570443967060506
qwen05,test_long_structured,12,0.7,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.2557741886093503,0.3131265061508332,21.0,12.576910483557997,0.5989004992170475,5.047068290412426,0.24033658525773458,0.29473410419277135,0.7332057823129251
qwen05,test_long_structured,12,0.7,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.2557741886093503,0.3131265061508332,21.0,11.987936003787278,0.5708540954184418,6.275832012295723,0.29884914344265345,0.29884914344265345,0.6331467619942712
qwen05,test_long_structured,13,0.75,paper,Paper |x|,importance_bound,True,0.20965716100874401,0.27982586280753213,21.0,15.641706511555556,0.7448431672169312,4.0924195647239685,0.19487712212971278,0.24704358516083585,0.7672753311851056
qwen05,test_long_structured,13,0.75,paper,Paper |x|,error_oracle,True,0.20965716100874401,0.27982586280753213,21.0,15.929227505879881,0.7585346431371371,4.582887854427099,0.21823275497271902,0.21823275497271902,0.7191471983530254
qwen05,test_long_structured,13,0.75,cell1_x2,Cell-1 X²,importance_bound,True,0.20965716100874401,0.27982586280753213,21.0,13.39927398298478,0.6380606658564181,3.4349722862243652,0.1635701088678269,0.22822168259881437,0.8165642901897601
qwen05,test_long_structured,13,0.75,cell1_x2,Cell-1 X²,error_oracle,True,0.20965716100874401,0.27982586280753213,21.0,12.17955249037039,0.5799786900176377,5.125976605340838,0.24409412406384945,0.24409412406384945,0.6998802810597922
qwen05,test_long_structured,13,0.75,shifted8_x2,Shifted-8 X²,importance_bound,True,0.20965716100874401,0.27982586280753213,21.0,13.352342984509823,0.6358258564052297,4.144276261329651,0.19734648863474527,0.2699317309140627,0.7784863945578229
qwen05,test_long_structured,13,0.75,shifted8_x2,Shifted-8 X²,error_oracle,True,0.20965716100874401,0.27982586280753213,21.0,13.101358986299513,0.6238742374428339,5.437952011823654,0.2589500958011264,0.2589500958011264,0.6903671007876834
qwen05,test_long_structured,13,0.75,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.20965716100874401,0.27982586280753213,21.0,13.355408984065829,0.635971856384087,4.39707139134407,0.20938435196876526,0.27168280113532783,0.7641620793054064
qwen05,test_long_structured,13,0.75,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.20965716100874401,0.27982586280753213,21.0,13.141092000518023,0.6257662857389535,5.523919984698296,0.26304380879515693,0.26304380879515693,0.6807630124418187
qwen05,test_long_structured,14,0.8,paper,Paper |x|,importance_bound,True,0.16418699423472086,0.23873825098520943,21.0,16.907834020049457,0.8051349533356884,3.176219016313553,0.15124852458635965,0.2107193587303516,0.8149055674901537
qwen05,test_long_structured,14,0.8,paper,Paper |x|,error_oracle,True,0.16418699423472086,0.23873825098520943,21.0,15.929227505879881,0.7585346431371371,4.582887854427099,0.21823275497271902,0.21823275497271902,0.7191471983530254
qwen05,test_long_structured,14,0.8,cell1_x2,Cell-1 X²,importance_bound,True,0.16418699423472086,0.23873825098520943,21.0,13.39927398298478,0.6380606658564181,3.4349722862243652,0.1635701088678269,0.22822168259881437,0.8165642901897601
qwen05,test_long_structured,14,0.8,cell1_x2,Cell-1 X²,error_oracle,True,0.16418699423472086,0.23873825098520943,21.0,13.1015379971081,0.6238827617670524,4.5215529929846525,0.21531204728498346,0.21531204728498346,0.7379330021482275
qwen05,test_long_structured,14,0.8,shifted8_x2,Shifted-8 X²,importance_bound,True,0.16418699423472086,0.23873825098520943,21.0,14.249683480096694,0.6785563561950807,3.4108753204345703,0.1624226343064081,0.24037411397633454,0.8142006802721087
qwen05,test_long_structured,14,0.8,shifted8_x2,Shifted-8 X²,error_oracle,True,0.16418699423472086,0.23873825098520943,21.0,14.04753098843354,0.6689300470682638,4.813225969672203,0.2292012366510573,0.2292012366510573,0.7283946473326172
qwen05,test_long_structured,14,0.8,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.16418699423472086,0.23873825098520943,21.0,14.633826993119774,0.6968489044342749,3.393033891916275,0.16157304247220358,0.23391677169794484,0.8165391156462583
qwen05,test_long_structured,14,0.8,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.16418699423472086,0.23873825098520943,21.0,15.096407510413407,0.7188765481149242,4.277684614062309,0.20369926733630045,0.20369926733630045,0.75218878669889
qwen05,test_long_structured,15,0.85,paper,Paper |x|,importance_bound,True,0.1281394816580273,0.21260537156125614,21.0,17.86033551034606,0.8504921671593363,2.5212947726249695,0.12006165583928426,0.18548229800182436,0.8482618376297888
qwen05,test_long_structured,15,0.85,paper,Paper |x|,error_oracle,True,0.1281394816580273,0.21260537156125614,21.0,16.637477001838686,0.792260809611366,4.114653792232274,0.19593589486820354,0.19593589486820354,0.7429958825635518
qwen05,test_long_structured,15,0.85,cell1_x2,Cell-1 X²,importance_bound,True,0.1281394816580273,0.21260537156125614,21.0,14.602899474541303,0.6953761654543478,2.438133537769317,0.11610159703663415,0.195410175725729,0.8665217731829571
qwen05,test_long_structured,15,0.85,cell1_x2,Cell-1 X²,error_oracle,True,0.1281394816580273,0.21260537156125614,21.0,13.34767299467736,0.6356034759370172,4.368458913639188,0.20802185303043752,0.20802185303043752,0.7545551937880413
qwen05,test_long_structured,15,0.85,shifted8_x2,Shifted-8 X²,importance_bound,True,0.1281394816580273,0.21260537156125614,21.0,15.705512990496812,0.7478815709760387,2.340101361274719,0.11143339815593899,0.19534594970311792,0.8688853831006085
qwen05,test_long_structured,15,0.85,shifted8_x2,Shifted-8 X²,error_oracle,True,0.1281394816580273,0.21260537156125614,21.0,14.592852984782516,0.6948977611801198,4.459550753235817,0.21235955967789605,0.21235955967789605,0.7498125895094878
qwen05,test_long_structured,15,0.85,adaptive8_x2,Adaptive-8 X²,importance_bound,True,0.1281394816580273,0.21260537156125614,21.0,16.81045398209363,0.8004978086711253,1.8133454322814941,0.08634978248959496,0.1655299029911735,0.8950864885427853
qwen05,test_long_structured,15,0.85,adaptive8_x2,Adaptive-8 X²,error_oracle,True,0.1281394816580273,0.21260537156125614,21.0,15.096407510413407,0.7188765481149242,4.277684614062309,0.20369926733630045,0.20369926733630045,0.75218878669889
qwen05,test_long_structured,16,0.9,paper,Paper |x|,importance_bound,True,0.08082534869511925,0.16780028299295474,21.0,19.23367300711209,0.9158891908148613,1.6509771347045898,0.07861795879545666,0.15304175766539713,0.8982221177944864
