method,score_median_ms,selector_median_ms,read_wall_median_ms,gather_median_ms,gemm_median_ms,order
paper,0.03138692085705102,0.2688632069329233,0.4252027232633768,0.016839136800075795,0.052066104017450036,0
cell1_x2,0.032786793622469106,0.09737008729853737,0.4419477345754703,0.01643576141895759,0.056423908915468286,1
shifted8_x2,0.032786793622469106,0.14608449950652785,0.4388353761033543,0.01644730676990266,0.05571166971436034,2
adaptive8_x2,0.032786793622469106,0.15528751513603745,0.43932674170702907,0.016453855156392222,0.055383628816786074,3
