method,method_label,score_kind,budget_index,budget_fraction,cases,actual_total_ms,legacy_total_ms,score_median_ms,selector_median_ms,selector_total_ms,read_wall_median_ms,io_median_ms,upload_median_ms,gather_median_ms,gemm_median_ms,relative_l2_error,cosine_error,importance_retention,selected_fraction,chunks,row_match_rate,fallback_rate
cell1_x2_lookup,Cell-1 X² lookup,x2,4,0.3,189,0.48880779613602315,0.4552255739167622,0.03358222221926087,0.0822734021164021,0.11585562433566299,0.3113840026455026,0.09416456084656082,0.1752562513227513,0.01593955553496478,0.045628613619892636,0.5885084310260714,0.20714939586699951,0.5247375242924565,0.3000093959533574,5.978835978835979,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,5,0.35,189,0.5343004286247227,0.5007182064054617,0.03358222221926087,0.08349393915343914,0.11707616137270004,0.34949770634920635,0.10473602380952379,0.20230488624338622,0.015762116415081153,0.05196444448773503,0.5483787781090805,0.17904690396848805,0.5758856006715664,0.3501498457487061,6.391534391534392,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,6,0.4,189,0.5704370530955596,0.5368548308762987,0.03358222221926087,0.082874582010582,0.11645680422984288,0.3821878253968254,0.11115470370370369,0.22832381481481479,0.016008634879081288,0.0557837885898099,0.5178369526411333,0.15858969045063803,0.6136965130372022,0.3998501542512938,6.624338624338624,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,7,0.45,189,0.6117955554534764,0.5782133332342155,0.03358222221926087,0.08433033597883598,0.11791255819809686,0.42118610846560844,0.12448120634920634,0.2534406693121693,0.01545532274419664,0.057241566045574364,0.480466994240131,0.13716665809116663,0.6553480694533655,0.4499906040466426,6.698412698412699,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,8,0.5,189,0.6440822459708817,0.6105000237516208,0.03358222221926087,0.08483111640211638,0.11841333862137728,0.4557104735449735,0.13256505026455023,0.2790334126984127,0.01605079362474416,0.053907640179786685,0.44249948753763446,0.1179563620733836,0.6958558471114548,0.5,6.7936507936507935,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,9,0.55,189,0.7072993468168229,0.6737171245975621,0.03358222221926087,0.08545813227513226,0.11904035449439315,0.508347373015873,0.1543892169312169,0.3081045661375661,0.015761777802946974,0.06414984150360971,0.4121452984030521,0.10226550177922321,0.7337843564452318,0.5500093959533574,6.751322751322752,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,10,0.6,189,0.7544045344273861,0.7208223122081252,0.03358222221926087,0.08541771428571428,0.11899993650497517,0.5447897407407407,0.16185456349206348,0.3361510634920635,0.01642226454402714,0.07419259263764294,0.37637290474342766,0.0867143695947354,0.7741343804768154,0.6001498457487062,6.576719576719577,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,11,0.65,189,0.7985895982235316,0.7650073760042707,0.03358222221926087,0.08565055291005289,0.11923277512931378,0.5839209708994709,0.17584107142857142,0.3607683095238095,0.01647475134167401,0.07896110085307285,0.3450115155921411,0.07322339942215607,0.8077340933380934,0.6498501542512938,6.190476190476191,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,12,0.7,189,0.8360163203352425,0.8024340981159815,0.03358222221926087,0.08649801058201058,0.12008023280127145,0.6225260555555556,0.18727461904761905,0.3876705423280423,0.01680016932545826,0.07660986265295708,0.3134238338861713,0.060458433375787435,0.8383463722057444,0.6999906040466426,5.947089947089947,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,13,0.75,189,0.8897886798352875,0.8562064576160269,0.03358222221926087,0.0870030185185185,0.12058524073777939,0.6817286455026454,0.2156964021164021,0.41594519576719574,0.01709070891910597,0.07038408467575666,0.2798371275803123,0.04922516194600903,0.8681318712612939,0.75,5.5132275132275135,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,14,0.8,189,0.9191077145015071,0.8855254922822461,0.03358222221926087,0.0852459365079365,0.11882815872719737,0.6988713862433863,0.2112396111111111,0.43802358465608465,0.016814052891084712,0.0845941166398386,0.24887585074754143,0.03901239015437934,0.8977811910487987,0.8000093959533574,4.73015873015873,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,15,0.85,189,0.98518648098152,0.9516042587622591,0.03358222221926087,0.08514540211640209,0.11872762433566299,0.7488283809523809,0.22927648148148144,0.47044257671957673,0.017033650746775948,0.10059682494669991,0.21271034462436555,0.02894181391549484,0.9236337965127652,0.8501498457487062,3.9682539682539684,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,16,0.9,189,1.0162992808426072,0.9827170586233464,0.03358222221926087,0.0850804656084656,0.11866268782772647,0.775209164021164,0.2311365423280423,0.49455345502645504,0.01691394704812886,0.10551348194558781,0.17147168235868093,0.019137671384861814,0.9495518746830168,0.8998501542512938,3.185185185185185,1.0,0.0
cell1_x2_lookup,Cell-1 X² lookup,x2,17,0.95,189,1.0435541562077983,1.0099719339885374,0.03358222221926087,0.08324770634920634,0.11682992856846722,0.8125660052910053,0.2431826984126984,0.5180911851851852,0.01746810577001674,0.09669011657830894,0.12228299795511968,0.010174489841259298,0.9755652840175326,0.9499906040466426,2.0317460317460316,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,0,0.1,189,0.33679764278553526,0.3032154205662744,0.03358222221926087,0.07771922222222222,0.11130144444148309,0.18415693915343914,0.07290865608465608,0.06906524867724867,0.014936888895968238,0.026402370294644668,0.7696503959004841,0.37945880366380885,0.2946010764550279,0.10014984574870615,2.8624338624338623,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,1,0.15,189,0.36876065086008536,0.3351784286408244,0.03358222221926087,0.07897485449735449,0.11255707671661537,0.20851781746031745,0.07452969047619046,0.09389538095238094,0.01530091001322025,0.03238484666993216,0.7108101154130603,0.3153715808555562,0.36027378529783277,0.1498501542512938,3.8518518518518516,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,2,0.2,189,0.4072674313637065,0.3736852091444456,0.03358222221926087,0.0813869947089947,0.1149692169282556,0.23996839417989416,0.08018461640211638,0.12009616931216929,0.015617015909541482,0.03671280434601517,0.670944506154647,0.27767483803330273,0.4150818807107431,0.19999060404664257,4.682539682539683,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,3,0.25,189,0.43992864540257715,0.40634642318331626,0.03358222221926087,0.0827177566137566,0.11629997883301749,0.27132932275132277,0.08234859259259257,0.1488954656084656,0.015816973532160702,0.03648237028607611,0.6218579251949907,0.23260700923425176,0.48331753097513996,0.25,5.417989417989418,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,4,0.3,189,0.49168395756845185,0.4581017353491909,0.03358222221926087,0.08442401851851851,0.11800624073777939,0.3124767857142857,0.09543452380952379,0.1748923492063492,0.015717248634371125,0.045483682482015474,0.5853108869934524,0.20502787576150638,0.5265116087658696,0.3000093959533574,6.015873015873016,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,5,0.35,189,0.5350878016368191,0.5015055794175582,0.03358222221926087,0.08420943121693121,0.11779165343619209,0.3492859894179894,0.10469743650793649,0.20235758465608464,0.01593684656890449,0.052073312213733035,0.5460833154283661,0.17765366494970974,0.5775883226167589,0.3501498457487061,6.396825396825397,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,6,0.4,189,0.5746491589637736,0.5410669367445127,0.03358222221926087,0.08452266666666665,0.11810488888592754,0.3844569047619047,0.1117568968253968,0.22973951058201056,0.01619928040438223,0.055888084911558944,0.517194988541108,0.1584163528901559,0.6152030519707493,0.3998501542512938,6.645502645502646,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,7,0.45,189,0.6128572723792486,0.5792750501599876,0.03358222221926087,0.08532651322751321,0.1189087354467741,0.42102392328042326,0.12383751058201058,0.25372024074074073,0.015618031721305863,0.05730658193074517,0.4793979703305811,0.13686898713389398,0.6565038492439916,0.4499906040466426,6.724867724867725,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,8,0.5,189,0.647767171821521,0.6141849496022601,0.03358222221926087,0.08619084920634919,0.11977307142561007,0.4580106084656084,0.1349249417989418,0.2786376084656084,0.016058412671246802,0.05392507925905558,0.4428907488645227,0.11818670816522422,0.6967234315064849,0.5,6.783068783068783,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,9,0.55,189,0.7069720081162715,0.6733897858970105,0.03358222221926087,0.08694730423280422,0.1205295264520651,0.5063447883597884,0.15183439417989417,0.30867004497354494,0.015831703743921968,0.06426598956049588,0.41112128993565283,0.10192870210718222,0.7349107442078767,0.5500093959533574,6.746031746031746,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,10,0.6,189,0.7600418094161563,0.7264595871968954,0.03358222221926087,0.0880831058201058,0.1216653280393667,0.5475377936507937,0.16382039417989416,0.3362442248677248,0.016542645501436012,0.0742960422245598,0.37567259774853784,0.08650008112034466,0.774538829213097,0.6001498457487062,6.576719576719577,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,11,0.65,189,0.8046735533273794,0.7710913311081186,0.03358222221926087,0.08746080687830687,0.12104302909756774,0.5883372328042328,0.17800823544973543,0.3627415211640212,0.016344211630956784,0.07894907979462193,0.34479895165121116,0.07312121214690027,0.8077515893512301,0.6498501542512938,6.174603174603175,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,12,0.7,189,0.843598656215187,0.8100164339959262,0.03358222221926087,0.08752765873015872,0.12110988094941962,0.6290360767195767,0.19232149735449736,0.3881795291005291,0.01686044445350052,0.07659225409269013,0.31323767785800904,0.06039413825544726,0.8384266479936227,0.6999906040466426,5.941798941798941,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,13,0.75,189,0.8934104682325466,0.8598282460132857,0.03358222221926087,0.09052470370370369,0.12410692592296459,0.6818490661375661,0.2161353968253968,0.4156719523809524,0.01709544965159636,0.07035902652041932,0.27965821446259576,0.04919015162836302,0.8682418200704787,0.75,5.5132275132275135,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,14,0.8,189,0.9220331454189126,0.8884509231996517,0.03358222221926087,0.08600027777777776,0.11958249999703865,0.7010429841269841,0.21126551058201057,0.44026656613756615,0.016822518465458985,0.08458514282943075,0.24882905581897052,0.03899370330982103,0.8978464269133472,0.8000093959533574,4.724867724867725,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,15,0.85,189,0.9825185551960228,0.9489363329767618,0.03358222221926087,0.0861234708994709,0.11970569311873179,0.7452551904761905,0.22727067460317457,0.46967912169312165,0.017011301552571266,0.10054637004852922,0.2126970505021591,0.028939184057649434,0.923642289701593,0.8501498457487062,3.9735449735449735,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,16,0.9,189,1.0147793525090243,0.9811971302897634,0.03358222221926087,0.08710746296296296,0.12068968518222382,0.7716510634920635,0.2287961402116402,0.4938492513227513,0.01691631743162077,0.10552228640311606,0.17143839127236293,0.019131198131218115,0.9495708611276414,0.8998501542512938,3.17989417989418,1.0,0.0
cell1_x2_twoline,Cell-1 X² 2-line,x2,17,0.95,189,1.0455980212833522,1.0120157990640912,0.03358222221926087,0.08530941798941798,0.11889164020867887,0.8125557777777777,0.24360523015873015,0.5176355476190476,0.017461502599337694,0.0966891006975577,0.12228127955163397,0.010174212947724309,0.9755669356023193,0.9499906040466426,2.0317460317460316,1.0,0.0
paper,Paper |x|,abs,0,0.1,189,0.5790326829085684,0.5480343334822837,0.030998349426284624,0.29100744973544973,0.3220057991617344,0.21634760317460316,0.09627819312169311,0.07241404497354496,0.014986328085854846,0.025692952486375917,0.7183071054005749,0.3366793113410788,0.1613236833659429,0.09651415851926895,4.529100529100529,0.5714285714285714,0.0
paper,Paper |x|,abs,1,0.15,189,0.6090898627123785,0.5780915132860939,0.030998349426284624,0.3106602592592592,0.34165860868554393,0.22034875661375658,0.08326260317460317,0.09472485978835976,0.01568355555177991,0.031398941861297984,0.6665883669876075,0.2801467274862622,0.22064088284969327,0.14876618672289488,5.867724867724868,0.5238095238095238,0.0
paper,Paper |x|,abs,2,0.2,189,0.6325610770458976,0.6015627276196129,0.030998349426284624,0.3001911137566137,0.3311894631828984,0.24956649206349207,0.08676159523809523,0.1207324021164021,0.015929566169029456,0.035875555630477604,0.6280965101190661,0.24810947911449208,0.2748084697458479,0.19717734881033752,7.306878306878307,0.6666666666666666,0.0
