score_kind,cases,same_mask_rate,error_delta_mean,error_delta_abs_mean,actual_total_delta_ms,selector_delta_ms,read_wall_delta_ms,chunk_delta
abs,3402,0.8030570252792475,-0.0010659904339663387,0.001449799729343602,-0.0004091634530451884,-0.00024503277483833093,-0.00014050220458553737,0.030570252792475015
x2,3402,0.7692533803644914,-0.0010677394782932703,0.0013533054671958224,0.0017892297144072463,0.0012698674309229866,0.0005172929159318046,0.01646090534979424
