method,score_median_ms,selector_median_ms,read_wall_median_ms,gather_median_ms,gemm_median_ms,order
paper,0.030998349426284624,0.32800297745352774,0.5790291311009962,0.01660915839774278,0.06867791828410569,0
cell1_abs_lookup,0.030998349426284624,0.0883659993781247,0.601540524424681,0.016536522969986114,0.07640237646311428,1
cell1_abs_twoline,0.030998349426284624,0.0880441411329061,0.6010828225147453,0.016564235491293315,0.0763702512457853,2
cell1_x2_lookup,0.03358222221926087,0.08511898050133541,0.5928608637622585,0.01642885299511941,0.07558681548849995,3
cell1_x2_twoline,0.03358222221926087,0.08668299220522174,0.5931675555621844,0.016461898364132158,0.07555536956587874,4
