trial,target_cv,spatial_mode,budget_fraction,target_importance,method,method_label,selected_rows,selected_fraction,importance,two_line_ms,released_ms,chunks,meets_target
1,4.55,hot-cold,0.75,0.9677778351850208,exact_coverage,Exact global coverage,2884,0.5929276315789473,0.9677810246533262,0.9399235070382572,0.9616277853821522,18,True
1,4.55,hot-cold,0.875,0.975560545974966,paper,Paper greedy,4254,0.8745888157894737,0.975560545974966,1.5606826532863742,1.532616160255959,45,True
1,4.55,hot-cold,0.875,0.975560545974966,quant,"Quant q=131,072",3169,0.6515213815789473,0.9765450129799234,1.0310901629159666,1.053142713920163,19,True
1,4.55,hot-cold,0.875,0.975560545974966,global_supported,Two-line supported,3169,0.6515213815789473,0.9765450129799234,1.0310901629159666,1.053142713920163,19,True
1,4.55,hot-cold,0.875,0.975560545974966,lookup_supported,Lookup supported,3194,0.6566611842105263,0.9774500924482667,1.0469349786418995,1.0600879495423683,22,True
1,4.55,hot-cold,0.875,0.975560545974966,exact_coverage,Exact global coverage,3133,0.6441200657894737,0.9755618183081822,1.0196955844969284,1.0418595996151911,19,True
1,4.55,local,0.125,0.6845867520630784,paper,Paper greedy,606,0.12458881578947369,0.6845867520630784,0.3246411530017531,0.3223366016365397,16,True
1,4.55,local,0.125,0.6845867520630784,quant,"Quant q=131,072",727,0.1494654605263158,0.6907241152940409,0.2881659745621961,0.2915241980054785,10,True
1,4.55,local,0.125,0.6845867520630784,global_supported,Two-line supported,727,0.1494654605263158,0.6907241152940409,0.2881659745621961,0.2915241980054785,10,True
1,4.55,local,0.125,0.6845867520630784,lookup_supported,Lookup supported,717,0.1474095394736842,0.6927967791858047,0.2962398929861916,0.2862363226925217,11,True
1,4.55,local,0.125,0.6845867520630784,exact_coverage,Exact global coverage,703,0.14453125,0.684688642789731,0.2823302801916895,0.2881639184965369,10,True
1,4.55,local,0.25,0.8421996422840057,paper,Paper greedy,1212,0.24917763157894737,0.8421996422840057,0.6160404553510449,0.6077268095640214,29,True
1,4.55,local,0.25,0.8421996422840057,quant,"Quant q=131,072",1307,0.26870888157894735,0.8472336177502877,0.5117834123828852,0.5116915938193057,17,True
1,4.55,local,0.25,0.8421996422840057,global_supported,Two-line supported,1307,0.26870888157894735,0.8472336177502877,0.5117834123828852,0.5116915938193057,17,True
1,4.55,local,0.25,0.8421996422840057,lookup_supported,Lookup supported,1322,0.27179276315789475,0.8471185677002222,0.5146208033930465,0.5059600619009919,17,True
1,4.55,local,0.25,0.8421996422840057,exact_coverage,Exact global coverage,1275,0.2621299342105263,0.8422136676033124,0.5030986650512211,0.5046523548133629,17,True
1,4.55,local,0.375,0.9086999528541456,paper,Paper greedy,1824,0.375,0.9086999528541456,0.8426732147035607,0.8249887335439152,36,True
1,4.55,local,0.375,0.9086999528541456,quant,"Quant q=131,072",1805,0.37109375,0.9091491160604755,0.6594957221527414,0.6654182752507886,19,True
1,4.55,local,0.375,0.9086999528541456,global_supported,Two-line supported,1805,0.37109375,0.9091491160604755,0.6594957221527414,0.6654182752507886,19,True
1,4.55,local,0.375,0.9086999528541456,lookup_supported,Lookup supported,1833,0.3768503289473684,0.9149549647336505,0.6872210442088291,0.6741958639699231,21,True
1,4.55,local,0.375,0.9086999528541456,exact_coverage,Exact global coverage,1802,0.3704769736842105,0.90870368690905,0.6581089356260122,0.663709269830185,19,True
1,4.55,local,0.5,0.9410792837753832,paper,Paper greedy,2430,0.4995888157894737,0.9410792837753832,1.0786694326320831,1.059862349387976,44,True
1,4.55,local,0.5,0.9410792837753832,quant,"Quant q=131,072",2215,0.45538651315789475,0.9423398940045492,0.7842376017210545,0.7896125488767237,21,True
1,4.55,local,0.5,0.9410792837753832,global_supported,Two-line supported,2215,0.45538651315789475,0.9423398940045492,0.7842376017210545,0.7896125488767237,21,True
1,4.55,local,0.5,0.9410792837753832,lookup_supported,Lookup supported,2215,0.45538651315789475,0.9411660098077234,0.7842493396626691,0.7757629847924613,21,True
1,4.55,local,0.5,0.9410792837753832,exact_coverage,Exact global coverage,2196,0.45148026315789475,0.941097731348493,0.7787138555067482,0.7830562728086574,21,True
1,4.55,local,0.625,0.9628336832784884,paper,Paper greedy,3036,0.6241776315789473,0.9628336832784884,1.258816524358483,1.2425591658939243,46,True
1,4.55,local,0.625,0.9628336832784884,quant,"Quant q=131,072",2664,0.5476973684210527,0.9640810630070829,0.920939190322115,0.929892425338692,23,True
1,4.55,local,0.625,0.9628336832784884,global_supported,Two-line supported,2664,0.5476973684210527,0.9640810630070829,0.920939190322115,0.929892425338692,23,True
1,4.55,local,0.625,0.9628336832784884,lookup_supported,Lookup supported,2659,0.5466694078947368,0.9636728449479186,0.919746896544822,0.9163820290546848,23,True
1,4.55,local,0.625,0.9628336832784884,exact_coverage,Exact global coverage,2626,0.5398848684210527,0.9628398738714572,0.9115350097195422,0.9211516776793872,23,True
1,4.55,local,0.75,0.9791293225147226,paper,Paper greedy,3648,0.75,0.9791293225147226,1.421688784860656,1.4125593959569565,46,True
1,4.55,local,0.75,0.9791293225147226,quant,"Quant q=131,072",3154,0.6484375,0.9791686752374368,1.057421556818011,1.0752353935266137,22,True
1,4.55,local,0.75,0.9791293225147226,global_supported,Two-line supported,3154,0.6484375,0.9791686752374368,1.057421556818011,1.0752353935266137,22,True
1,4.55,local,0.75,0.9791293225147226,lookup_supported,Lookup supported,3100,0.6373355263157895,0.9804982919634876,1.0879681252321851,1.0769319287857002,28,True
1,4.55,local,0.75,0.9791293225147226,exact_coverage,Exact global coverage,3153,0.6482319078947368,0.9791308410482532,1.05708449935299,1.074982748949748,22,True
1,4.55,local,0.875,0.9877848335628702,paper,Paper greedy,4254,0.8745888157894737,0.9877848335628702,1.629701749980044,1.6395298360644774,49,True
1,4.55,local,0.875,0.9877848335628702,quant,"Quant q=131,072",3461,0.7115542763157895,0.9879013758084882,1.159360528227949,1.1765252547936167,23,True
1,4.55,local,0.875,0.9877848335628702,global_supported,Two-line supported,3461,0.7115542763157895,0.9879013758084882,1.159360528227949,1.1765252547936167,23,True
1,4.55,local,0.875,0.9877848335628702,lookup_supported,Lookup supported,3457,0.7107319078947368,0.987908764081584,1.1681890937476973,1.1696120026079644,26,True
1,4.55,local,0.875,0.9877848335628702,exact_coverage,Exact global coverage,3456,0.7105263157894737,0.9877876240765198,1.1578043582606046,1.1753033716568388,23,True
1,4.55,random,0.125,0.3426700965746774,paper,Paper greedy,606,0.12458881578947369,0.3426700965746774,0.3024799192334455,0.2968586015095437,14,True
1,4.55,random,0.125,0.3426700965746774,quant,"Quant q=131,072",644,0.13240131578947367,0.3449540186236928,0.267397301116799,0.2669860866299848,10,True
1,4.55,random,0.125,0.3426700965746774,global_supported,Two-line supported,644,0.13240131578947367,0.3449540186236928,0.267397301116799,0.2669860866299848,10,True
1,4.55,random,0.125,0.3426700965746774,lookup_supported,Lookup supported,598,0.12294407894736842,0.3494788786987484,0.2783734540083023,0.2620339841648387,12,True
1,4.55,random,0.125,0.3426700965746774,exact_coverage,Exact global coverage,636,0.13075657894736842,0.342776692585662,0.2654520696599634,0.2607734530548424,10,True
1,4.55,random,0.25,0.5310570266563135,paper,Paper greedy,1212,0.24917763157894737,0.5310570266563135,0.5717179878144295,0.5546523748594268,25,True
1,4.55,random,0.25,0.5310570266563135,quant,"Quant q=131,072",1325,0.27240953947368424,0.531088281408248,0.4904775669080865,0.4901492224417602,15,True
1,4.55,random,0.25,0.5310570266563135,global_supported,Two-line supported,1325,0.27240953947368424,0.531088281408248,0.4904775669080865,0.4901492224417602,15,True
1,4.55,random,0.25,0.5310570266563135,lookup_supported,Lookup supported,1327,0.2728207236842105,0.5418651888710786,0.5117869831965421,0.4934014256537342,17,True
1,4.55,random,0.25,0.5310570266563135,exact_coverage,Exact global coverage,1325,0.27240953947368424,0.531088281408248,0.4904775669080865,0.4901492224417602,15,True
1,4.55,random,0.375,0.651040100168635,paper,Paper greedy,1824,0.375,0.651040100168635,0.7877631238306035,0.7663041415712024,31,True
1,4.55,random,0.375,0.651040100168635,quant,"Quant q=131,072",1924,0.39555921052631576,0.6556907329252037,0.675636683713289,0.6763520957296411,18,True
1,4.55,random,0.375,0.651040100168635,global_supported,Two-line supported,1924,0.39555921052631576,0.6556907329252037,0.675636683713289,0.6763520957296411,18,True
1,4.55,random,0.375,0.651040100168635,lookup_supported,Lookup supported,1857,0.38178453947368424,0.6593872840657393,0.6962259828152696,0.6720295323636544,22,True
1,4.55,random,0.375,0.651040100168635,exact_coverage,Exact global coverage,1893,0.3891858552631579,0.6510610742588292,0.6681810774093533,0.6684507857164954,18,True
1,4.55,random,0.5,0.7551345995598212,paper,Paper greedy,2430,0.4995888157894737,0.7551345995598212,1.0040865516131072,0.9807950859365426,37,True
1,4.55,random,0.5,0.7551345995598212,quant,"Quant q=131,072",2502,0.514391447368421,0.756084440047915,0.845301489615404,0.8514977965489219,20,True
1,4.55,random,0.5,0.7551345995598212,global_supported,Two-line supported,2502,0.514391447368421,0.756084440047915,0.845301489615404,0.8514977965489219,20,True
1,4.55,random,0.5,0.7551345995598212,lookup_supported,Lookup supported,2505,0.5150082236842105,0.7679267541251706,0.8824185704168835,0.8683503239742341,24,True
1,4.55,random,0.5,0.7551345995598212,exact_coverage,Exact global coverage,2497,0.5133634868421053,0.7551929573417613,0.8437570575896738,0.8495759193372717,20,True
