trial,target_cv,spatial_mode,budget_fraction,budget_rows,target_importance,method,method_label,selected_rows,selected_fraction,importance,two_line_ms,released_ms,chunks,meets_target
0,2.48,local,0.75,3648,0.9610955177214244,exact_coverage,Exact global I-bound,3388,0.696546052631579,0.9610978361924488,1.1284520586343925,1.1462960123217971,22,True
0,2.48,local,0.75,3648,0.9610955177214244,cell1_fixed,Cell-1 fixed-R,3648,0.75,0.9332058112647326,1.187563801416448,1.2141590263946935,5,False
0,2.48,local,0.75,3648,0.9610955177214244,cell1_bound,Cell-1 I-bound,4086,0.8400493421052632,0.9633984588197748,1.330229821792683,1.3589647003584722,3,True
0,2.48,local,0.875,4256,0.981786929634529,paper,Paper fixed-R,4254,0.8745888157894737,0.981786929634529,1.553592936551174,1.545910633588517,42,True
0,2.48,local,0.875,4256,0.981786929634529,exact_coverage,Exact global I-bound,3840,0.7894736842105263,0.9817913882998232,1.2638876589572894,1.2881094939735491,22,True
0,2.48,local,0.875,4256,0.981786929634529,cell1_fixed,Cell-1 fixed-R,4256,0.875,0.9736458339995343,1.3849589816326622,1.4157827438864203,3,False
0,2.48,local,0.875,4256,0.981786929634529,cell1_bound,Cell-1 I-bound,4426,0.9099506578947368,0.9831474794549742,1.4398642105968598,1.4708402052957936,3,True
0,2.48,random,0.125,608,0.2186768005012969,paper,Paper fixed-R,606,0.12458881578947369,0.2186768005012969,0.2470768348126763,0.237980298224939,9,True
0,2.48,random,0.125,608,0.2186768005012969,exact_coverage,Exact global I-bound,680,0.13980263157894737,0.2187019969556039,0.226769322300064,0.2305695050922168,5,True
0,2.48,random,0.125,608,0.2186768005012969,cell1_fixed,Cell-1 fixed-R,608,0.125,0.17968039034451114,0.2012217491825639,0.20396594891879177,3,False
0,2.48,random,0.125,608,0.2186768005012969,cell1_bound,Cell-1 I-bound,827,0.17002467105263158,0.23567911901644079,0.2755655413948185,0.27833470221353973,5,True
0,2.48,random,0.25,1216,0.3791454701094236,paper,Paper fixed-R,1212,0.24917763157894737,0.3791454701094236,0.471992435857045,0.4547987964608292,16,True
0,2.48,random,0.25,1216,0.3791454701094236,exact_coverage,Exact global I-bound,1286,0.2643914473684211,0.379256818129387,0.4325990302791422,0.4410152806278053,10,True
0,2.48,random,0.25,1216,0.3791454701094236,cell1_fixed,Cell-1 fixed-R,1216,0.25,0.32278605783036973,0.4033355819278351,0.4079272181072168,6,False
0,2.48,random,0.25,1216,0.3791454701094236,cell1_bound,Cell-1 I-bound,1508,0.3100328947368421,0.390567273447752,0.4979767445140756,0.5063962058419006,8,True
0,2.48,random,0.375,1824,0.523710084127848,paper,Paper fixed-R,1824,0.375,0.523710084127848,0.6887888001365514,0.6702178924212523,22,True
0,2.48,random,0.375,1824,0.523710084127848,exact_coverage,Exact global I-bound,1887,0.3879523026315789,0.5237752978024948,0.6278460911892717,0.6388852007652177,14,True
0,2.48,random,0.375,1824,0.523710084127848,cell1_fixed,Cell-1 fixed-R,1824,0.375,0.45554795753187893,0.5961764407975962,0.6097877591770541,9,False
0,2.48,random,0.375,1824,0.523710084127848,cell1_bound,Cell-1 I-bound,2189,0.45004111842105265,0.5348130195915278,0.7171365378060969,0.7332528103890363,10,True
0,2.48,random,0.5,2432,0.650558091135644,paper,Paper fixed-R,2430,0.4995888157894737,0.650558091135644,0.8922943956759449,0.8677477972821779,27,True
0,2.48,random,0.5,2432,0.650558091135644,exact_coverage,Exact global I-bound,2461,0.5059621710526315,0.6505597323127957,0.8119267228196698,0.8268792192117014,18,True
0,2.48,random,0.5,2432,0.650558091135644,cell1_fixed,Cell-1 fixed-R,2432,0.5,0.5850302622282149,0.7969404102571919,0.8136812728929823,10,False
0,2.48,random,0.5,2432,0.650558091135644,cell1_bound,Cell-1 I-bound,2821,0.5799753289473685,0.6511473675080542,0.9177968031792268,0.9367799532413897,9,True
0,2.48,random,0.625,3040,0.7680164904612434,paper,Paper fixed-R,3036,0.6241776315789473,0.7680164904612434,1.1172099967203135,1.0885458257470657,34,True
0,2.48,random,0.625,3040,0.7680164904612434,exact_coverage,Exact global I-bound,3046,0.626233552631579,0.7680200620229748,1.0003723112957148,1.0194232224931956,21,True
0,2.48,random,0.625,3040,0.7680164904612434,cell1_fixed,Cell-1 fixed-R,3040,0.625,0.6967553312873428,0.9896052000027344,1.0119038051460687,7,False
0,2.48,random,0.625,3040,0.7680164904612434,cell1_bound,Cell-1 I-bound,3405,0.7000411184210527,0.7682089884415315,1.1097319031566006,1.134087595506393,8,True
0,2.48,random,0.75,3648,0.8627716289610811,paper,Paper fixed-R,3648,0.75,0.8627716289610811,1.328113914309306,1.3002658544319683,38,True
0,2.48,random,0.75,3648,0.8627716289610811,exact_coverage,Exact global I-bound,3588,0.7376644736842105,0.862798344142222,1.170791308349871,1.196931966845879,24,True
0,2.48,random,0.75,3648,0.8627716289610811,cell1_fixed,Cell-1 fixed-R,3648,0.75,0.8114710889830925,1.1883971952710823,1.2139450693140588,6,False
0,2.48,random,0.75,3648,0.8627716289610811,cell1_bound,Cell-1 I-bound,3988,0.8199013157894737,0.866696724120977,1.2976911837684368,1.3261131376995636,6,True
0,2.48,random,0.875,4256,0.9411056122263112,paper,Paper fixed-R,4254,0.8745888157894737,0.9411056122263112,1.5218300665421485,1.5034067563796147,40,True
0,2.48,random,0.875,4256,0.9411056122263112,exact_coverage,Exact global I-bound,4105,0.8439555921052632,0.9411058159259889,1.3364578445038633,1.365568993512995,26,True
0,2.48,random,0.875,4256,0.9411056122263112,cell1_fixed,Cell-1 fixed-R,4256,0.875,0.9114600812945219,1.3845598916177668,1.4143461169767053,5,False
0,2.48,random,0.875,4256,0.9411056122263112,cell1_bound,Cell-1 I-bound,4475,0.9200246710526315,0.9478502453871743,1.455804867243775,1.4871237954583543,3,True
0,3.3,hot-cold,0.125,608,0.4825822163505203,paper,Paper fixed-R,606,0.12458881578947369,0.4825822163505203,0.2249156010443686,0.2165913553678031,7,True
0,3.3,hot-cold,0.125,608,0.4825822163505203,exact_coverage,Exact global I-bound,595,0.12232730263157894,0.4826666724880309,0.1948680279460432,0.1986390234477879,4,True
0,3.3,hot-cold,0.125,608,0.4825822163505203,cell1_fixed,Cell-1 fixed-R,608,0.125,0.47126719250300847,0.19779427023110951,0.20204944528238647,1,False
0,3.3,hot-cold,0.125,608,0.4825822163505203,cell1_bound,Cell-1 I-bound,632,0.1299342105263158,0.48575686556890696,0.20560193879286384,0.2100250812803754,1,True
0,3.3,hot-cold,0.25,1216,0.6950906846599832,paper,Paper fixed-R,1212,0.24917763157894737,0.6950906846599832,0.4624142754995561,0.4515105108892145,15,True
0,3.3,hot-cold,0.25,1216,0.6950906846599832,exact_coverage,Exact global I-bound,1185,0.24362664473684212,0.6951884223304019,0.3855036352366197,0.3939207239420491,7,True
0,3.3,hot-cold,0.25,1216,0.6950906846599832,cell1_fixed,Cell-1 fixed-R,1216,0.25,0.6928993146493542,0.39558854046221903,0.40409889056477294,2,False
0,3.3,hot-cold,0.25,1216,0.6950906846599832,cell1_bound,Cell-1 I-bound,1265,0.26007401315789475,0.7068572039045656,0.41152919710913416,0.42038248072733364,2,True
0,3.3,hot-cold,0.375,1824,0.8160931657327518,paper,Paper fixed-R,1824,0.375,0.8160931657327518,0.6612515891087708,0.6537270019334996,17,True
0,3.3,hot-cold,0.375,1824,0.8160931657327518,exact_coverage,Exact global I-bound,1753,0.36040296052631576,0.8161442115376276,0.5706020489550654,0.5841806102920505,10,True
0,3.3,hot-cold,0.375,1824,0.8160931657327518,cell1_fixed,Cell-1 fixed-R,1824,0.375,0.8189892708071459,0.5933828106933285,0.6061483358471593,1,True
0,3.3,hot-cold,0.375,1824,0.8160931657327518,cell1_bound,Cell-1 I-bound,1824,0.375,0.8189892708071459,0.5933828106933285,0.6061483358471593,1,True
0,3.3,hot-cold,0.5,2432,0.8957039918079073,paper,Paper fixed-R,2430,0.4995888157894737,0.8957039918079073,0.8984920288484377,0.8835648037263305,25,True
0,3.3,hot-cold,0.5,2432,0.8957039918079073,exact_coverage,Exact global I-bound,2324,0.4777960526315789,0.8957289800342028,0.7655503051043452,0.7834887797259419,16,True
0,3.3,hot-cold,0.5,2432,0.8957039918079073,cell1_fixed,Cell-1 fixed-R,2432,0.5,0.8982121657195973,0.7911770809244381,0.8081977811295459,1,True
0,3.3,hot-cold,0.5,2432,0.8957039918079073,cell1_bound,Cell-1 I-bound,2432,0.5,0.8982121657195973,0.7911770809244381,0.8081977811295459,1,True
0,3.3,hot-cold,0.625,3040,0.9391077083650716,paper,Paper fixed-R,3036,0.6241776315789473,0.9391077083650716,1.1025140938188722,1.0873378969203578,28,True
0,3.3,hot-cold,0.625,3040,0.9391077083650716,exact_coverage,Exact global I-bound,2836,0.5830592105263158,0.9391123517620564,0.9229230928042292,0.9442498615579422,18,True
0,3.3,hot-cold,0.625,3040,0.9391077083650716,cell1_fixed,Cell-1 fixed-R,3040,0.625,0.9484990717825708,0.9889713511555477,1.0102472264119324,1,True
0,3.3,hot-cold,0.625,3040,0.9391077083650716,cell1_bound,Cell-1 I-bound,2918,0.5999177631578947,0.9417228364770485,0.9492823692999631,0.9697044100888219,2,True
0,3.3,hot-cold,0.75,3648,0.9618168724375896,paper,Paper fixed-R,3648,0.75,0.9618168724375896,1.2971727002133002,1.2849790922283248,31,True
0,3.3,hot-cold,0.75,3648,0.9618168724375896,exact_coverage,Exact global I-bound,3309,0.6803042763157895,0.9618235313621072,1.0764823029518773,1.0998024357996932,16,True
0,3.3,hot-cold,0.75,3648,0.9618168724375896,cell1_fixed,Cell-1 fixed-R,3648,0.75,0.9726793760900718,1.1867656213866573,1.2121701862337686,2,True
0,3.3,hot-cold,0.75,3648,0.9618168724375896,cell1_bound,Cell-1 I-bound,3356,0.6899671052631579,0.9624651018804584,1.0917723205519796,1.11525976705212,1,True
0,3.3,hot-cold,0.875,4256,0.9793318142908246,paper,Paper fixed-R,4254,0.8745888157894737,0.9793318142908246,1.4970160579689478,1.4892144765583946,32,True
0,3.3,hot-cold,0.875,4256,0.9793318142908246,exact_coverage,Exact global I-bound,3785,0.7781661184210527,0.9793331214134832,1.2332828944013567,1.2588628376251767,21,True
0,3.3,hot-cold,0.875,4256,0.9793318142908246,cell1_fixed,Cell-1 fixed-R,4256,0.875,0.9902512056177867,1.3845598916177666,1.414346116976705,1,True
0,3.3,hot-cold,0.875,4256,0.9793318142908246,cell1_bound,Cell-1 I-bound,3891,0.7999588815789473,0.9807292566443617,1.2658182655744197,1.2930499861739568,2,True
0,3.3,local,0.125,608,0.5784589155176532,paper,Paper fixed-R,606,0.12458881578947369,0.5784589155176532,0.335721769885907,0.3357902387374861,17,True
0,3.3,local,0.125,608,0.5784589155176532,exact_coverage,Exact global I-bound,611,0.12561677631578946,0.5785401558822267,0.2926150720098139,0.2960828797243531,13,True
0,3.3,local,0.125,608,0.5784589155176532,cell1_fixed,Cell-1 fixed-R,608,0.125,0.39761091880582683,0.20326415102349904,0.2049991778682938,5,False
0,3.3,local,0.125,608,0.5784589155176532,cell1_bound,Cell-1 I-bound,1216,0.25,0.594926070942862,0.406528302046998,0.41184518586505425,9,True
0,3.3,local,0.25,1216,0.7412912127316118,paper,Paper fixed-R,1212,0.24917763157894737,0.7412912127316118,0.604959838466891,0.5941868337510889,28,True
0,3.3,local,0.25,1216,0.7412912127316118,exact_coverage,Exact global I-bound,1264,0.2598684210526316,0.7413353440402031,0.4981233352416166,0.4901644368158663,17,True
0,3.3,local,0.25,1216,0.7412912127316118,cell1_fixed,Cell-1 fixed-R,1216,0.25,0.594926070942862,0.406528302046998,0.41184518586505425,9,False
0,3.3,local,0.25,1216,0.7412912127316118,cell1_bound,Cell-1 I-bound,1994,0.40995065789473684,0.7478648802075628,0.6486871296724217,0.6620296951195382,11,True
0,3.3,local,0.375,1824,0.8433462484213852,paper,Paper fixed-R,1824,0.375,0.8433462484213852,0.8552328122311503,0.8366270830712946,37,True
0,3.3,local,0.375,1824,0.8433462484213852,exact_coverage,Exact global I-bound,1874,0.3852796052631579,0.843352022988519,0.6806515956901824,0.6776152062502485,19,True
0,3.3,local,0.375,1824,0.8433462484213852,cell1_fixed,Cell-1 fixed-R,1824,0.375,0.7099340626679503,0.5933828106933285,0.6054694728495444,10,False
0,3.3,local,0.375,1824,0.8433462484213852,cell1_bound,Cell-1 I-bound,2627,0.5400904605263158,0.8482833859130101,0.8546143879886919,0.8721736609897371,11,True
0,3.3,local,0.5,2432,0.907417496109875,paper,Paper fixed-R,2430,0.4995888157894737,0.907417496109875,1.0914872648751934,1.0677808245096558,45,True
0,3.3,local,0.5,2432,0.907417496109875,exact_coverage,Exact global I-bound,2507,0.5154194078947368,0.9074200753241224,0.8433480150399923,0.8559316837672142,18,True
0,3.3,local,0.5,2432,0.907417496109875,cell1_fixed,Cell-1 fixed-R,2432,0.5,0.8222735893657637,0.7917991918300102,0.8087897147225238,11,False
0,3.3,local,0.5,2432,0.907417496109875,cell1_bound,Cell-1 I-bound,3162,0.6500822368421053,0.9075211143872359,1.0286603330111321,1.0502253915425277,8,True
0,3.3,local,0.625,3040,0.9416524953503028,paper,Paper fixed-R,3036,0.6241776315789473,0.9416524953503028,1.2831610152671007,1.2529444730467276,49,True
0,3.3,local,0.625,3040,0.9416524953503028,exact_coverage,Exact global I-bound,2872,0.5904605263157895,0.9416542764627456,0.970200558739007,0.9832589417363816,21,True
0,3.3,local,0.625,3040,0.9416524953503028,cell1_fixed,Cell-1 fixed-R,3040,0.625,0.8949830136226185,0.9889713511555476,1.0097365310438255,9,False
0,3.3,local,0.625,3040,0.9416524953503028,cell1_bound,Cell-1 I-bound,3697,0.7600740131578947,0.9435490083308073,1.2027062780335722,1.2280156106643645,7,True
0,3.3,local,0.75,3648,0.9639130504564244,paper,Paper fixed-R,3648,0.75,0.9639130504564244,1.499957379546607,1.4681709011513038,54,True
0,3.3,local,0.75,3648,0.9639130504564244,exact_coverage,Exact global I-bound,3243,0.666735197368421,0.9639157731572414,1.0820554318870217,1.0975246601773514,21,True
0,3.3,local,0.75,3648,0.9639130504564244,cell1_fixed,Cell-1 fixed-R,3648,0.75,0.9414036906142573,1.1868360490363445,1.2118894026016827,8,False
0,3.3,local,0.75,3648,0.9639130504564244,cell1_bound,Cell-1 I-bound,4037,0.8299753289473685,0.9654945243952753,1.3133149159917585,1.3417157381209102,7,True
0,3.3,local,0.875,4256,0.9812451854063352,paper,Paper fixed-R,4254,0.8745888157894737,0.9812451854063352,1.6879688921547684,1.6672419124534663,56,True
0,3.3,local,0.875,4256,0.9812451854063352,exact_coverage,Exact global I-bound,3639,0.7481496710526315,0.9812457506172354,1.2139690418006,1.2319874894768923,23,True
0,3.3,local,0.875,4256,0.9812451854063352,cell1_fixed,Cell-1 fixed-R,4256,0.875,0.9763118293649566,1.3845598916177666,1.4143461169767053,5,False
0,3.3,local,0.875,4256,0.9812451854063352,cell1_bound,Cell-1 I-bound,4378,0.9000822368421053,0.9830665421618349,1.4242488734733512,1.4548889332998156,5,True
0,3.3,random,0.125,608,0.2584242943174299,paper,Paper fixed-R,606,0.12458881578947369,0.2584242943174299,0.2581574516968302,0.2545671499999265,10,True
0,3.3,random,0.125,608,0.2584242943174299,exact_coverage,Exact global I-bound,652,0.13404605263157895,0.2585673396432569,0.236100681921173,0.232592189458189,7,True
0,3.3,random,0.125,608,0.2584242943174299,cell1_fixed,Cell-1 fixed-R,608,0.125,0.1946545059088412,0.20245423305209373,0.2053378473752357,3,False
0,3.3,random,0.125,608,0.2584242943174299,cell1_bound,Cell-1 I-bound,827,0.17002467105263158,0.26049123965332055,0.27811267472518014,0.28156863025887674,5,True
0,3.3,random,0.25,1216,0.4096461452697941,paper,Paper fixed-R,1212,0.24917763157894737,0.4096461452697941,0.471992435857045,0.4596559605643336,16,True
0,3.3,random,0.25,1216,0.4096461452697941,exact_coverage,Exact global I-bound,1282,0.2635690789473684,0.4097276192869205,0.4277528938179165,0.4335624761905524,10,True
0,3.3,random,0.25,1216,0.4096461452697941,cell1_fixed,Cell-1 fixed-R,1216,0.25,0.3505217606558029,0.40521365258616626,0.41191662355769476,7,False
0,3.3,random,0.25,1216,0.4096461452697941,cell1_bound,Cell-1 I-bound,1508,0.3100328947368421,0.4115010093431684,0.49383325112413246,0.5042500387743574,6,True
0,3.3,random,0.375,1824,0.5520190172419741,paper,Paper fixed-R,1824,0.375,0.5520190172419741,0.6983669604940403,0.6801929235067654,23,True
0,3.3,random,0.375,1824,0.5520190172419741,exact_coverage,Exact global I-bound,1896,0.38980263157894735,0.5520861564354984,0.6281329300366514,0.6393059188550528,14,True
0,3.3,random,0.375,1824,0.5520190172419741,cell1_fixed,Cell-1 fixed-R,1824,0.375,0.4761148462528523,0.5957890887243154,0.6101603282368021,8,False
0,3.3,random,0.375,1824,0.5520190172419741,cell1_bound,Cell-1 I-bound,2189,0.45004111842105265,0.5550959720255696,0.7164205233676081,0.7320353769271368,9,True
0,3.3,random,0.5,2432,0.6802183399347943,paper,Paper fixed-R,2430,0.4995888157894737,0.6802183399347943,0.923282561538409,0.8981337922697966,30,True
0,3.3,random,0.5,2432,0.6802183399347943,exact_coverage,Exact global I-bound,2488,0.5115131578947368,0.6802452305814966,0.8210390123168514,0.8354310777410049,18,True
0,3.3,random,0.5,2432,0.6802183399347943,cell1_fixed,Cell-1 fixed-R,2432,0.5,0.607102361110049,0.7976681626372952,0.8151071282763127,11,False
0,3.3,random,0.5,2432,0.6802183399347943,cell1_bound,Cell-1 I-bound,2870,0.5900493421052632,0.6918121588305788,0.9363902346310347,0.9581277175635187,11,True
0,3.3,random,0.625,3040,0.7869972033396888,paper,Paper fixed-R,3036,0.6241776315789473,0.7869972033396888,1.1481981625827775,1.1168542157960544,37,True
0,3.3,random,0.625,3040,0.7869972033396888,exact_coverage,Exact global I-bound,3016,0.6200657894736842,0.787025009077884,0.9965755999337234,1.0139325503756302,22,True
0,3.3,random,0.625,3040,0.7869972033396888,cell1_fixed,Cell-1 fixed-R,3040,0.625,0.7208962073261292,0.9905677112151291,1.0142394548107614,10,False
0,3.3,random,0.625,3040,0.7869972033396888,cell1_bound,Cell-1 I-bound,3405,0.7000411184210527,0.7918797743223187,1.1083468260460814,1.1337155486354569,10,True
0,3.3,random,0.75,3648,0.8765454344790982,paper,Paper fixed-R,3648,0.75,0.8765454344790982,1.3465424826441803,1.3191199968917284,41,True
0,3.3,random,0.75,3648,0.8765454344790982,exact_coverage,Exact global I-bound,3596,0.7393092105263158,0.8765536422843867,1.175354100786756,1.1996212631907353,24,True
0,3.3,random,0.75,3648,0.8765454344790982,cell1_fixed,Cell-1 fixed-R,3648,0.75,0.8320152093674821,1.186765621386657,1.2122966716943189,8,False
0,3.3,random,0.75,3648,0.8765454344790982,cell1_bound,Cell-1 I-bound,3988,0.8199013157894737,0.8807277625397255,1.2973742593448434,1.3252848483324955,6,True
0,3.3,random,0.875,4256,0.951465000905112,paper,Paper fixed-R,4254,0.8745888157894737,0.951465000905112,1.5567387049038788,1.5350159131265182,46,True
0,3.3,random,0.875,4256,0.951465000905112,exact_coverage,Exact global I-bound,4139,0.8509457236842105,0.9514696480887704,1.3506762145940012,1.3833275152063007,27,True
0,3.3,random,0.875,4256,0.951465000905112,cell1_fixed,Cell-1 fixed-R,4256,0.875,0.9211699899081656,1.3845598916177666,1.4143461169767053,4,False
0,3.3,random,0.875,4256,0.951465000905112,cell1_bound,Cell-1 I-bound,4475,0.9200246710526315,0.9537976598845193,1.455804867243775,1.4871237954583543,2,True
0,4.55,hot-cold,0.125,608,0.5435265912937224,paper,Paper fixed-R,606,0.12458881578947369,0.5435265912937224,0.2249156010443686,0.2190262291804678,7,True
0,4.55,hot-cold,0.125,608,0.5435265912937224,exact_coverage,Exact global I-bound,589,0.12109375,0.5437003507145073,0.1926696140316986,0.1969141646484477,3,True
0,4.55,hot-cold,0.125,608,0.5435265912937224,cell1_fixed,Cell-1 fixed-R,608,0.125,0.5225388075083975,0.19779427023110951,0.20204944528238647,1,False
0,4.55,hot-cold,0.125,608,0.5435265912937224,cell1_bound,Cell-1 I-bound,632,0.1299342105263158,0.5469701552462002,0.20895899009463081,0.21237072434622306,2,True
0,4.55,hot-cold,0.25,1216,0.7637720743665282,paper,Paper fixed-R,1212,0.24917763157894737,0.7637720743665282,0.4417320223746842,0.4362049868842012,13,True
0,4.55,hot-cold,0.25,1216,0.7637720743665282,exact_coverage,Exact global I-bound,1186,0.24383223684210525,0.7637767149570927,0.3863102103662235,0.3951634109005933,7,True
0,4.55,hot-cold,0.25,1216,0.7637720743665282,cell1_fixed,Cell-1 fixed-R,1216,0.25,0.7533360520594095,0.39558854046221903,0.40409889056477294,1,False
0,4.55,hot-cold,0.25,1216,0.7637720743665282,cell1_bound,Cell-1 I-bound,1265,0.26007401315789475,0.7699039774663465,0.4115291971091341,0.4203824807273337,1,True
0,4.55,hot-cold,0.375,1824,0.8655982369469808,paper,Paper fixed-R,1824,0.375,0.8655982369469808,0.6568146471784635,0.6494143564119329,18,True
0,4.55,hot-cold,0.375,1824,0.8655982369469808,exact_coverage,Exact global I-bound,1695,0.34847861842105265,0.8656342631400158,0.5518156821887945,0.5643507046836748,10,True
0,4.55,hot-cold,0.375,1824,0.8655982369469808,cell1_fixed,Cell-1 fixed-R,1824,0.375,0.8735391901665004,0.5933828106933285,0.6061483358471593,1,True
0,4.55,hot-cold,0.375,1824,0.8655982369469808,cell1_bound,Cell-1 I-bound,1800,0.37006578947368424,0.872005296982884,0.5855751421315742,0.5981726998491704,1,True
0,4.55,hot-cold,0.5,2432,0.9256573380089704,paper,Paper fixed-R,2430,0.4995888157894737,0.9256573380089704,0.867738621818265,0.8632188803402817,22,True
0,4.55,hot-cold,0.5,2432,0.9256573380089704,exact_coverage,Exact global I-bound,2244,0.4613486842105263,0.9256608632856744,0.7333505859425671,0.7477779322228312,14,True
0,4.55,hot-cold,0.5,2432,0.9256573380089704,cell1_fixed,Cell-1 fixed-R,2432,0.5,0.9345150690923196,0.7911770809244381,0.8081977811295459,1,True
0,4.55,hot-cold,0.5,2432,0.9256573380089704,cell1_bound,Cell-1 I-bound,2335,0.4800575657894737,0.9272665946377276,0.7596210871540143,0.7759629189710072,1,True
0,4.55,hot-cold,0.625,3040,0.9560092005512516,paper,Paper fixed-R,3036,0.6241776315789473,0.9560092005512516,1.0697652367142227,1.0655900287178994,26,True
0,4.55,hot-cold,0.625,3040,0.9560092005512516,exact_coverage,Exact global I-bound,2734,0.5620888157894737,0.9560188128296432,0.8926749868204158,0.9102964367080189,17,True
0,4.55,hot-cold,0.625,3040,0.9560092005512516,cell1_fixed,Cell-1 fixed-R,3040,0.625,0.9666922160663969,0.9889713511555477,1.0102472264119322,2,True
0,4.55,hot-cold,0.625,3040,0.9560092005512516,cell1_bound,Cell-1 I-bound,2821,0.5799753289473685,0.9566066010500557,0.9177263755295394,0.9369048967377683,3,True
0,4.55,hot-cold,0.75,3648,0.9729975643631478,paper,Paper fixed-R,3648,0.75,0.9729975643631478,1.2629448624652149,1.2596281131597071,28,True
0,4.55,hot-cold,0.75,3648,0.9729975643631478,exact_coverage,Exact global I-bound,3116,0.640625,0.9730078968301892,1.0137660625841238,1.036945736002244,20,True
0,4.55,hot-cold,0.75,3648,0.9729975643631478,cell1_fixed,Cell-1 fixed-R,3648,0.75,0.9850725670249472,1.186765621386657,1.2122966716943187,1,True
0,4.55,hot-cold,0.75,3648,0.9729975643631478,cell1_bound,Cell-1 I-bound,3210,0.6599506578947368,0.9732311611087006,1.0442756701346407,1.0667413147310205,2,True
0,4.55,hot-cold,0.875,4256,0.9811286256906512,paper,Paper fixed-R,4254,0.8745888157894737,0.9811286256906512,1.4908419006796845,1.4878737044032984,35,True
0,4.55,hot-cold,0.875,4256,0.9811286256906512,exact_coverage,Exact global I-bound,3407,0.700452302631579,0.9811323056814232,1.108434043895395,1.133965789733222,21,True
0,4.55,hot-cold,0.875,4256,0.9811286256906512,cell1_fixed,Cell-1 fixed-R,4256,0.875,0.9951569462384975,1.3845598916177666,1.414346116976705,1,True
0,4.55,hot-cold,0.875,4256,0.9811286256906512,cell1_bound,Cell-1 I-bound,3453,0.7099095394736842,0.9811920168143515,1.1233283143224033,1.1474946292106585,1,True
0,4.55,local,0.125,608,0.688534213220977,paper,Paper fixed-R,606,0.12458881578947369,0.688534213220977,0.3468023867700608,0.3494527760931931,18,True
0,4.55,local,0.125,608,0.688534213220977,exact_coverage,Exact global I-bound,611,0.12561677631578946,0.6886574766680336,0.3036956888939677,0.3061666657043715,14,True
0,4.55,local,0.125,608,0.688534213220977,cell1_fixed,Cell-1 fixed-R,608,0.125,0.42730866119334004,0.20015359649563805,0.20469543011360508,4,False
0,4.55,local,0.125,608,0.688534213220977,cell1_bound,Cell-1 I-bound,1459,0.29995888157894735,0.6957722492738057,0.47464118464998156,0.48456987944815344,5,True
0,4.55,local,0.25,1216,0.8101496837832394,paper,Paper fixed-R,1212,0.24917763157894737,0.8101496837832394,0.5827986046985834,0.5753947088991554,26,True
0,4.55,local,0.25,1216,0.8101496837832394,exact_coverage,Exact global I-bound,1189,0.24444901315789475,0.8101673241966802,0.4674915239887978,0.468341132031202,16,True
0,4.55,local,0.25,1216,0.8101496837832394,cell1_fixed,Cell-1 fixed-R,1216,0.25,0.6399133482499961,0.39901601941367343,0.4066019157304995,5,False
0,4.55,local,0.25,1216,0.8101496837832394,cell1_bound,Cell-1 I-bound,2189,0.45004111842105265,0.822998291843994,0.7121244367366756,0.7265974898611354,8,True
0,4.55,local,0.375,1824,0.8953861319221376,paper,Paper fixed-R,1824,0.375,0.8953861319221376,0.8424149799880402,0.8218459835663453,36,True
0,4.55,local,0.375,1824,0.8953861319221376,exact_coverage,Exact global I-bound,1928,0.3963815789473684,0.8953912611854973,0.6775952865373307,0.6792758840693963,18,True
0,4.55,local,0.375,1824,0.8953861319221376,cell1_fixed,Cell-1 fixed-R,1824,0.375,0.7554454910671973,0.5933828106933285,0.6053013590583869,7,False
0,4.55,local,0.375,1824,0.8953861319221376,cell1_bound,Cell-1 I-bound,2821,0.5799753289473685,0.90530719387128,0.9177263755295394,0.9376168475561371,8,True
0,4.55,local,0.5,2432,0.9402263612590168,paper,Paper fixed-R,2430,0.4995888157894737,0.9402263612590168,1.0675888157479294,1.0430931066037352,43,True
0,4.55,local,0.5,2432,0.9402263612590168,exact_coverage,Exact global I-bound,2353,0.4837582236842105,0.9402277727678948,0.828580012695257,0.8312199059720358,21,True
0,4.55,local,0.5,2432,0.9402263612590168,cell1_fixed,Cell-1 fixed-R,2432,0.5,0.8616166169544862,0.7911770809244381,0.8073508043407734,8,False
0,4.55,local,0.5,2432,0.9402263612590168,cell1_bound,Cell-1 I-bound,3356,0.6899671052631579,0.9411168699704152,1.0917723205519796,1.11525976705212,7,True
0,4.55,local,0.625,3040,0.9646625693753672,paper,Paper fixed-R,3036,0.6241776315789473,0.9646625693753672,1.252149373521407,1.2317039082744308,46,True
0,4.55,local,0.625,3040,0.9646625693753672,exact_coverage,Exact global I-bound,2735,0.5622944078947368,0.9646667096623168,0.9627823692424392,0.9684609380685794,24,True
0,4.55,local,0.625,3040,0.9646625693753672,cell1_fixed,Cell-1 fixed-R,3040,0.625,0.9181729187706975,0.9889713511555476,1.0101207409513822,9,False
0,4.55,local,0.625,3040,0.9646625693753672,cell1_bound,Cell-1 I-bound,3843,0.7900904605263158,0.9650032915509561,1.250202928450911,1.277098714177979,4,True
0,4.55,local,0.75,3648,0.9810954004928268,paper,Paper fixed-R,3648,0.75,0.9810954004928268,1.4899097015245353,1.4741495150996229,53,True
0,4.55,local,0.75,3648,0.9810954004928268,exact_coverage,Exact global I-bound,3267,0.6716694078947368,0.9810959353504232,1.0897926727990883,1.107655976612754,21,True
